Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.64000000,0.00000000,-0.01200000,0.00000000,-0.78879905,0.00000000,-0.78879905,0.00000000,0.00057222,319.67232783,0.00006670,-0.00063893,0.89174163,1.52130000,10.00000000,205631.51307600
1.14000000,0.00005300,-0.01700000,-0.00000367,-1.11746533,-0.00000367,-1.11746123,-0.00000733,0.00071928,323.48041222,-0.00005565,-0.00066363,0.00000000,0.00000000,0.00000000,0.00000000
1.64000000,0.00114800,-0.01800000,0.00002467,-1.18319858,0.00002467,-1.18322777,0.00005667,0.00061515,330.70436556,0.00012582,-0.00074097,0.00000000,0.00000000,0.00000000,0.00000000
2.14000000,0.00173000,0.02900000,0.00004056,1.90626438,0.00004055,1.90634169,0.00003178,0.00083305,334.27437827,-0.00001208,-0.00082097,0.00000000,0.00000000,0.00000000,0.00000000
2.64000000,0.00214800,0.18900000,0.00005889,12.42358509,0.00005889,12.42431670,0.00003666,0.00113744,341.24240666,-0.00025399,-0.00088345,0.00000000,0.00000000,0.00000000,0.00000000
3.14000000,0.00313300,0.34200000,0.00010578,22.48077302,0.00010577,22.48315099,0.00009377,0.00121334,344.56977109,-0.00026198,-0.00095135,0.00000000,0.00000000,0.00000000,0.00000000
3.64000000,0.00344300,0.43600000,0.00009233,28.65969894,0.00009233,28.66234519,-0.00002689,0.00126341,350.99242934,-0.00020305,-0.00106036,0.00000000,0.00000000,0.00000000,0.00000000
4.14000000,0.00371100,0.55000000,0.00008644,36.15328995,0.00008644,36.15641520,-0.00001178,0.00154555,354.13023642,-0.00040053,-0.00114502,0.00000000,0.00000000,0.00000000,0.00000000
4.64000000,0.00466500,0.64200000,0.00012944,42.20074936,0.00012944,42.20621201,0.00008599,0.00176386,359.09712188,-0.00051698,-0.00124689,0.00000000,0.00000000,0.00000000,0.00000000
5.14000000,0.00619700,0.76300000,0.00018022,50.15447315,0.00018021,50.16351210,0.00010154,0.00194357,362.92879341,-0.00058306,-0.00136052,0.00000000,0.00000000,0.00000000,0.00000000
5.64000000,0.00599500,0.86400000,0.00015633,56.79353185,0.00015632,56.80241057,-0.00004777,0.00210872,368.27699007,-0.00061579,-0.00149293,0.00000000,0.00000000,0.00000000,0.00000000
6.14000000,0.00634000,0.99000000,0.00019978,65.07592191,0.00019976,65.08892263,0.00008687,0.00230129,370.92660853,-0.00070314,-0.00159815,0.00000000,0.00000000,0.00000000,0.00000000
6.64000000,0.00825600,1.06700000,0.00024944,70.13738250,0.00024941,70.15487788,0.00009931,0.00259955,375.99790322,-0.00087992,-0.00171963,0.00000000,0.00000000,0.00000000,0.00000000
7.14000000,0.00910400,1.22000000,0.00029867,80.19457043,0.00029862,80.21852188,0.00009842,0.00286238,378.47864385,-0.00096599,-0.00189639,0.00000000,0.00000000,0.00000000,0.00000000
7.64000000,0.00883900,1.29700000,0.00026300,85.25603103,0.00026297,85.27845336,-0.00007131,0.00297208,382.35800208,-0.00098476,-0.00198731,0.00000000,0.00000000,0.00000000,0.00000000
8.14000000,0.00990800,1.45100000,0.00030056,95.37895221,0.00030051,95.40761889,0.00007509,0.00328315,385.45578068,-0.00118597,-0.00209718,0.00000000,0.00000000,0.00000000,0.00000000
8.64000000,0.01213000,1.52800000,0.00040533,100.44041280,0.00040525,100.48112465,0.00020948,0.00371932,389.13402366,-0.00145948,-0.00225983,0.00000000,0.00000000,0.00000000,0.00000000
9.14000000,0.01176200,1.68100000,0.00035456,110.49760074,0.00035449,110.53677827,-0.00010152,0.00379013,391.94324472,-0.00141887,-0.00237126,0.00000000,0.00000000,0.00000000,0.00000000
9.64000000,0.01211300,1.75800000,0.00035722,115.55906133,0.00035716,115.60034159,0.00000533,0.00399744,395.27064129,-0.00151559,-0.00248185,0.00000000,0.00000000,0.00000000,0.00000000
10.14000000,0.01455300,1.88600000,0.00046933,123.97291790,0.00046922,124.03110252,0.00022413,0.00447726,397.38276885,-0.00183703,-0.00264023,0.00000000,0.00000000,0.00000000,0.00000000
10.64000000,0.01568900,1.98700000,0.00049211,130.61197660,0.00049199,130.67625220,0.00004553,0.00471470,401.25616927,-0.00195527,-0.00275944,0.00000000,0.00000000,0.00000000,0.00000000
