"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E17",,,,"E18",,,,"E19",,,,"E2",,,,"E20",,,,"E21",,,,"E22",,,,"E23",,,,"E24",,,,"E25",,,,"E26",,,,"E27",,,,"E28",,,,"E29",,,,"E3",,,,"E30",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
71,0.000197728,0.00118048,5.97139,5.97021,-0.00125657,-0.000250077,0.198766,0.199016,0.00106593,0.00106064,0.996103,0.995042,0.00135727,0.000270118,0.199286,0.199016,0.00361097,0.000718642,0.199735,0.199016,0.00211916,0.000843491,0.398875,0.398032,-0.001537,-0.000611717,0.397382,0.397994,0.000676268,0.000403739,0.597413,0.59701,0.000327067,0.000195275,0.597243,0.597048,0.00109675,0.000873038,0.796899,0.796026,-9.88665e-05,-7.87003e-05,0.795947,0.796026,-0.000152222,-0.000151468,0.994891,0.995042,-0.00154817,-0.000308111,0.198708,0.199016,-0.000236637,-0.000235454,0.994769,0.995004,0.00338905,0.000674477,0.199691,0.199016,0.00396585,0.000789267,0.199805,0.199016,5.31657e-05,2.11616e-05,0.398053,0.398032,0.000647097,0.000257565,0.39829,0.398032,0.000962619,0.000574693,0.597584,0.59701,0.000562917,0.000336067,0.597346,0.59701,0.0009862,0.000785041,0.796811,0.796026,0.000210169,0.0001673,0.796193,0.796026,0.00228199,0.00227068,0.997313,0.995042,0.000259267,0.000103187,0.398097,0.397994,1.11386e-05,1.10834e-05,0.995053,0.995042,0.00108416,0.00043153,0.398463,0.398032,0.00166603,0.000994699,0.598042,0.597048,0.00122797,0.000733109,0.597743,0.59701,0.000756419,0.00060213,0.796628,0.796026,0.000586257,0.000466676,0.796493,0.796026,0.000785405,0.000781482,0.995786,0.995004
72,0.000238768,0.00142549,5.97164,5.97021,-0.00109266,-0.000217456,0.198799,0.199016,0.000906171,0.000901678,0.995944,0.995042,0.00131636,0.000261978,0.199278,0.199016,0.00424799,0.000845419,0.199862,0.199016,0.00176583,0.000702855,0.398735,0.398032,-0.00178877,-0.00071192,0.397282,0.397994,0.000768483,0.000458792,0.597468,0.59701,0.000273764,0.00016345,0.597212,0.597048,0.00114935,0.000914912,0.796941,0.796026,-8.02072e-05,-6.3847e-05,0.795962,0.796026,-0.000186212,-0.000185288,0.994857,0.995042,-0.00120102,-0.000239022,0.198777,0.199016,-0.000424804,-0.000422681,0.994581,0.995004,0.00372971,0.000742272,0.199758,0.199016,0.00325093,0.000646989,0.199663,0.199016,1.86985e-05,7.44261e-06,0.398039,0.398032,0.000385096,0.000153281,0.398185,0.398032,0.00109007,0.000650784,0.59766,0.59701,0.000763874,0.00045604,0.597466,0.59701,0.000949274,0.000755647,0.796782,0.796026,0.000343439,0.000273387,0.796299,0.796026,0.00210038,0.00208996,0.997132,0.995042,0.000552392,0.000219849,0.398214,0.397994,0.000137917,0.000137233,0.995179,0.995042,0.00115795,0.000460902,0.398493,0.398032,0.0017394,0.00103851,0.598086,0.597048,0.00135858,0.000811088,0.597821,0.59701,0.000725976,0.000577896,0.796604,0.796026,0.000655717,0.000521968,0.796548,0.796026,0.000774106,0.000770239,0.995774,0.995004
73,0.00024732,0.00147655,5.97169,5.97021,-0.000774935,-0.000154225,0.198862,0.199016,0.000996223,0.000991284,0.996033,0.995042,0.00149763,0.000298053,0.199314,0.199016,0.00355268,0.000707042,0.199723,0.199016,0.00182805,0.000727624,0.39876,0.398032,-0.00161754,-0.00064377,0.39735,0.397994,0.000837078,0.000499744,0.597509,0.59701,0.000444682,0.000265497,0.597314,0.597048,0.00118775,0.000945479,0.796972,0.796026,-0.000200479,-0.000159587,0.795866,0.796026,-0.000192951,-0.000191995,0.99485,0.995042,-0.00148306,-0.000295152,0.198721,0.199016,-0.000251642,-0.000250385,0.994754,0.995004,0.00371623,0.000739591,0.199756,0.199016,0.00369254,0.000734874,0.199751,0.199016,1.70076e-05,6.76956e-06,0.398039,0.398032,0.000455078,0.000181135,0.398213,0.398032,0.000949634,0.000566941,0.597577,0.59701,0.000615661,0.000367556,0.597378,0.59701,0.00106838,0.000850455,0.796877,0.796026,0.000226744,0.000180494,0.796206,0.796026,0.00223239,0.00222132,0.997263,0.995042,0.000354472,0.000141078,0.398135,0.397994,0.00011018,0.000109634,0.995152,0.995042,0.00116279,0.000462829,0.398495,0.398032,0.00175371,0.00104705,0.598095,0.597048,0.00139017,0.000829947,0.59784,0.59701,0.000755162,0.000601129,0.796627,0.796026,0.000740034,0.000589086,0.796615,0.796026,0.000827545,0.00082341,0.995827,0.995004
74,0.000264509,0.00157918,5.97179,5.97021,-0.00057513,-0.00011446,0.198902,0.199016,0.00101619,0.00101115,0.996053,0.995042,0.00131654,0.000262012,0.199278,0.199016,0.00456307,0.000908125,0.199924,0.199016,0.00210931,0.000839574,0.398872,0.398032,-0.0018012,-0.000716868,0.397277,0.397994,0.00104719,0.000625182,0.597635,0.59701,0.000492336,0.000293948,0.597342,0.597048,0.00138187,0.0011,0.797126,0.796026,-0.000282993,-0.00022527,0.795801,0.796026,-0.00025259,-0.000251337,0.994791,0.995042,-0.00131757,-0.000262217,0.198754,0.199016,-0.000267463,-0.000266127,0.994738,0.995004,0.00295115,0.000587326,0.199604,0.199016,0.0042125,0.000838357,0.199855,0.199016,-0.000309833,-0.000123323,0.397909,0.398032,0.000539639,0.000214794,0.398247,0.398032,0.000997426,0.000595473,0.597605,0.59701,0.000486376,0.000290371,0.597301,0.59701,0.000976841,0.000777591,0.796804,0.796026,0.00037885,0.000301574,0.796327,0.796026,0.00217519,0.00216441,0.997206,0.995042,0.000359829,0.00014321,0.398137,0.397994,0.000218624,0.00021754,0.99526,0.995042,0.00149521,0.000595142,0.398627,0.398032,0.001837,0.00109678,0.598144,0.597048,0.0014074,0.000840232,0.59785,0.59701,0.000840302,0.000668902,0.796695,0.796026,0.000527139,0.000419616,0.796446,0.796026,0.000882589,0.00087818,0.995882,0.995004
75,0.000253448,0.00151314,5.97173,5.97021,-0.000435444,-8.66604e-05,0.19893,0.199016,0.00102514,0.00102006,0.996062,0.995042,0.00112543,0.000223979,0.19924,0.199016,0.00395349,0.000786808,0.199803,0.199016,0.0019518,0.000776878,0.398809,0.398032,-0.00169539,-0.000674756,0.397319,0.397994,0.000982147,0.000586351,0.597596,0.59701,0.000503156,0.000300408,0.597349,0.597048,0.00120871,0.000962163,0.796988,0.796026,-0.000167463,-0.000133305,0.795893,0.796026,-0.000254516,-0.000253254,0.994789,0.995042,-0.00135718,-0.000270101,0.198746,0.199016,-0.000370966,-0.000369112,0.994635,0.995004,0.00340011,0.000676677,0.199693,0.199016,0.00421033,0.000837925,0.199854,0.199016,-0.00023529,-9.36529e-05,0.397938,0.398032,0.00045045,0.000179293,0.398211,0.398032,0.000964257,0.000575671,0.597585,0.59701,0.000689388,0.000411572,0.597422,0.59701,0.00103414,0.000823204,0.796849,0.796026,0.000367859,0.000292825,0.796319,0.796026,0.0021925,0.00218163,0.997224,0.995042,0.000412235,0.000164067,0.398158,0.397994,3.38256e-05,3.36579e-05,0.995076,0.995042,0.0015313,0.000609505,0.398641,0.398032,0.00180528,0.00107784,0.598125,0.597048,0.00130823,0.000781027,0.597791,0.59701,0.000853425,0.000679349,0.796706,0.796026,0.000601417,0.000478744,0.796505,0.796026,0.000702951,0.000699439,0.995704,0.995004
76,0.000270755,0.00161647,5.97183,5.97021,-0.000504221,-0.000100348,0.198916,0.199016,0.00100758,0.00100259,0.996045,0.995042,0.000228494,4.5474e-05,0.199062,0.199016,0.00406443,0.000808888,0.199825,0.199016,0.00231114,0.000919906,0.398952,0.398032,-0.00198356,-0.000789444,0.397204,0.397994,0.000854032,0.000509865,0.59752,0.59701,0.000484164,0.000289069,0.597337,0.597048,0.00137408,0.0010938,0.79712,0.796026,-9.0778e-05,-7.22616e-05,0.795954,0.796026,-0.000230631,-0.000229488,0.994813,0.995042,-0.0014665,-0.000291857,0.198724,0.199016,-0.000282076,-0.000280667,0.994723,0.995004,0.00340349,0.00067735,0.199694,0.199016,0.00391589,0.000779325,0.199796,0.199016,-0.000204018,-8.12055e-05,0.397951,0.398032,0.000635642,0.000253006,0.398285,0.398032,0.00107291,0.000640535,0.59765,0.59701,0.000959141,0.000572617,0.597583,0.59701,0.00102755,0.000817961,0.796844,0.796026,0.000553051,0.000440243,0.796466,0.796026,0.00211172,0.00210125,0.997143,0.995042,0.000583463,0.000232215,0.398226,0.397994,0.000184693,0.000183778,0.995226,0.995042,0.00160953,0.000640644,0.398673,0.398032,0.00195474,0.00116707,0.598215,0.597048,0.00116525,0.000695667,0.597706,0.59701,0.000883345,0.000703166,0.796729,0.796026,0.000691355,0.000550337,0.796577,0.796026,0.000874526,0.000870157,0.995874,0.995004
77,0.000283112,0.00169024,5.9719,5.97021,-0.000690137,-0.000137348,0.198879,0.199016,0.00107916,0.00107381,0.996116,0.995042,0.0012287,0.000244532,0.199261,0.199016,0.00459171,0.000913825,0.19993,0.199016,0.00198632,0.000790617,0.398823,0.398032,-0.00164463,-0.000654551,0.397339,0.397994,0.000965381,0.000576342,0.597586,0.59701,0.000502289,0.000299891,0.597348,0.597048,0.00129375,0.00102986,0.797056,0.796026,-0.000270623,-0.000215423,0.79581,0.796026,-0.000220642,-0.000219548,0.994823,0.995042,-0.00168973,-0.000336284,0.19868,0.199016,-0.000160021,-0.000159222,0.994845,0.995004,0.00363824,0.000724068,0.19974,0.199016,0.00365477,0.000727359,0.199744,0.199016,-0.000362319,-0.000144215,0.397888,0.398032,0.000347687,0.000138391,0.39817,0.398032,0.00128183,0.000765263,0.597775,0.59701,0.000802024,0.000478817,0.597489,0.59701,0.00116372,0.000926354,0.796953,0.796026,0.000407133,0.000324089,0.79635,0.796026,0.00230859,0.00229714,0.997339,0.995042,0.000499178,0.00019867,0.398193,0.397994,0.000147628,0.000146896,0.995189,0.995042,0.0018387,0.000731861,0.398764,0.398032,0.00199174,0.00118916,0.598237,0.597048,0.00132902,0.000793441,0.597804,0.59701,0.000845501,0.000673041,0.796699,0.796026,0.000753026,0.000599429,0.796626,0.796026,0.000843733,0.000839518,0.995844,0.995004
78,0.000279809,0.00167052,5.97188,5.97021,-0.000879493,-0.000175033,0.198841,0.199016,0.00109334,0.00108792,0.99613,0.995042,0.00166575,0.00033151,0.199348,0.199016,0.00412109,0.000820165,0.199836,0.199016,0.00212168,0.000844498,0.398876,0.398032,-0.00164974,-0.000656587,0.397337,0.397994,0.00108556,0.00064809,0.597658,0.59701,0.00026225,0.000156576,0.597205,0.597048,0.00135457,0.00107827,0.797105,0.796026,-0.000214775,-0.000170966,0.795855,0.796026,-0.000260485,-0.000259193,0.994783,0.995042,-0.00127845,-0.000254432,0.198762,0.199016,-4.24662e-05,-4.2254e-05,0.994962,0.995004,0.00337125,0.000670933,0.199687,0.199016,0.00420175,0.000836216,0.199852,0.199016,-0.000492161,-0.000195896,0.397836,0.398032,0.000485806,0.000193366,0.398225,0.398032,0.00138392,0.000826215,0.597836,0.59701,0.000778263,0.000464631,0.597475,0.59701,0.00107695,0.00085728,0.796884,0.796026,0.000242194,0.000192793,0.796219,0.796026,0.00235036,0.00233871,0.997381,0.995042,0.000597929,0.000237972,0.398232,0.397994,0.00017439,0.000173526,0.995215,0.995042,0.00166081,0.000661053,0.398693,0.398032,0.00182597,0.00109019,0.598138,0.597048,0.00146728,0.000875978,0.597886,0.59701,0.000959916,0.000764118,0.79679,0.796026,0.000775944,0.000617672,0.796644,0.796026,0.000924336,0.000919718,0.995924,0.995004
79,0.000292244,0.00174476,5.97196,5.97021,-0.000466679,-9.28767e-05,0.198923,0.199016,0.00122187,0.00121581,0.996258,0.995042,0.00133253,0.000265195,0.199281,0.199016,0.00363102,0.000722632,0.199739,0.199016,0.00198654,0.000790706,0.398823,0.398032,-0.00183706,-0.000731141,0.397263,0.397994,0.000980726,0.000585503,0.597595,0.59701,0.000260069,0.000155274,0.597203,0.597048,0.00138613,0.00110339,0.79713,0.796026,-0.00016377,-0.000130365,0.795896,0.796026,-0.00020083,-0.000199835,0.994842,0.995042,-0.00139184,-0.000276999,0.198739,0.199016,-0.000130544,-0.000129891,0.994874,0.995004,0.00322717,0.000642259,0.199658,0.199016,0.00436928,0.000869557,0.199886,0.199016,-0.00043226,-0.000172053,0.39786,0.398032,0.000492663,0.000196096,0.398228,0.398032,0.0011704,0.000698739,0.597708,0.59701,0.000735465,0.00043908,0.597449,0.59701,0.00119792,0.000953579,0.79698,0.796026,0.000619973,0.000493514,0.796519,0.796026,0.00222312,0.00221209,0.997254,0.995042,0.000725859,0.000288888,0.398283,0.397994,8.51235e-05,8.47015e-05,0.995127,0.995042,0.0016868,0.000671402,0.398703,0.398032,0.00200895,0.00119944,0.598247,0.597048,0.00165059,0.000985419,0.597996,0.59701,0.000955366,0.000760496,0.796787,0.796026,0.000858477,0.00068337,0.79671,0.796026,0.000779928,0.000776032,0.99578,0.995004
80,0.00028751,0.00171649,5.97193,5.97021,-0.00057039,-0.000113517,0.198903,0.199016,0.0012144,0.00120837,0.99625,0.995042,0.00136045,0.000270752,0.199287,0.199016,0.00368559,0.000733493,0.19975,0.199016,0.00229607,0.00091391,0.398946,0.398032,-0.00154804,-0.000616111,0.397378,0.397994,0.00107289,0.000640528,0.59765,0.59701,0.000259131,0.000154714,0.597203,0.597048,0.00144062,0.00114677,0.797173,0.796026,-0.000202901,-0.000161515,0.795864,0.796026,-0.000178032,-0.00017715,0.994865,0.995042,-0.0017116,-0.000340637,0.198676,0.199016,-0.000215949,-0.00021487,0.994789,0.995004,0.0034698,0.000690547,0.199707,0.199016,0.00458258,0.000912008,0.199928,0.199016,-0.000374736,-0.000149157,0.397883,0.398032,0.000363415,0.000144651,0.398177,0.398032,0.00106159,0.00063378,0.597643,0.59701,0.00082296,0.000491316,0.597501,0.59701,0.00108837,0.000866369,0.796893,0.796026,0.000691055,0.000550098,0.796576,0.796026,0.00219372,0.00218285,0.997225,0.995042,0.000558938,0.000222454,0.398216,0.397994,0.00014424,0.000143525,0.995185,0.995042,0.00156526,0.000623022,0.398655,0.398032,0.00216637,0.00129343,0.598341,0.597048,0.00180091,0.00107516,0.598085,0.59701,0.00101411,0.000807254,0.796834,0.796026,0.00076029,0.000605211,0.796632,0.796026,0.000930821,0.000926171,0.99593,0.995004
81,0.00031171,0.00186097,5.97207,5.97021,-0.000380385,-7.57027e-05,0.19894,0.199016,0.00127812,0.00127178,0.996314,0.995042,0.00211677,0.000421272,0.199437,0.199016,0.00397941,0.000791967,0.199808,0.199016,0.00215417,0.00085743,0.398889,0.398032,-0.00167551,-0.000666844,0.397327,0.397994,0.00107315,0.00064068,0.59765,0.59701,0.000395125,0.000235909,0.597284,0.597048,0.00146544,0.00116653,0.797193,0.796026,-0.000212873,-0.000169452,0.795856,0.796026,-0.000429705,-0.000427574,0.994614,0.995042,-0.00137636,-0.000273918,0.198742,0.199016,-0.000184757,-0.000183834,0.99482,0.995004,0.00381238,0.000758726,0.199775,0.199016,0.00455399,0.000906317,0.199923,0.199016,-0.000290905,-0.000115789,0.397916,0.398032,0.000468563,0.000186503,0.398218,0.398032,0.00105276,0.000628509,0.597638,0.59701,0.000549484,0.000328047,0.597338,0.59701,0.00125233,0.00099689,0.797023,0.796026,0.00050182,0.000399462,0.796425,0.796026,0.00230252,0.0022911,0.997333,0.995042,0.000644375,0.000256457,0.39825,0.397994,0.000329769,0.000328134,0.99537,0.995042,0.00191287,0.000761384,0.398793,0.398032,0.00222481,0.00132832,0.598376,0.597048,0.00164216,0.000980386,0.597991,0.59701,0.000987035,0.000785706,0.796812,0.796026,0.00079797,0.000635205,0.796662,0.796026,0.000945788,0.000941063,0.995945,0.995004
82,0.00030326,0.00181053,5.97202,5.97021,-0.000668223,-0.000132987,0.198883,0.199016,0.00133956,0.00133292,0.996375,0.995042,0.00204916,0.000407816,0.199424,0.199016,0.00358094,0.000712665,0.199729,0.199016,0.0023699,0.000943296,0.398975,0.398032,-0.0015981,-0.000636036,0.397358,0.397994,0.00122963,0.000734101,0.597744,0.59701,0.000498326,0.000297525,0.597346,0.597048,0.00152283,0.00121221,0.797239,0.796026,-0.000214851,-0.000171027,0.795855,0.796026,-0.000421159,-0.000419071,0.994623,0.995042,-0.00189334,-0.000376805,0.198639,0.199016,-0.000127365,-0.000126729,0.994877,0.995004,0.00320292,0.000637433,0.199654,0.199016,0.00476489,0.000948289,0.199964,0.199016,-0.000317923,-0.000126544,0.397905,0.398032,0.000330447,0.000131528,0.398163,0.398032,0.00144713,0.000863949,0.597874,0.59701,0.000605387,0.000361422,0.597372,0.59701,0.00119117,0.000948204,0.796974,0.796026,0.000405242,0.000322583,0.796348,0.796026,0.00244617,0.00243404,0.997476,0.995042,0.00094928,0.000377808,0.398372,0.397994,0.000161837,0.000161035,0.995203,0.995042,0.00175417,0.000698216,0.39873,0.398032,0.00208156,0.00124279,0.59829,0.597048,0.00152968,0.000913234,0.597923,0.59701,0.000955247,0.000760402,0.796787,0.796026,0.000800819,0.000637473,0.796664,0.796026,0.000882627,0.000878217,0.995882,0.995004
83,0.000304151,0.00181585,5.97203,5.97021,-0.00117201,-0.000233249,0.198783,0.199016,0.00134007,0.00133343,0.996375,0.995042,0.00125727,0.000250217,0.199266,0.199016,0.00345767,0.000688132,0.199704,0.199016,0.00242063,0.000963488,0.398995,0.398032,-0.00153854,-0.000612329,0.397382,0.397994,0.00118434,0.000707062,0.597717,0.59701,0.000359176,0.000214446,0.597263,0.597048,0.00151071,0.00120256,0.797229,0.796026,-0.000231867,-0.000184573,0.795841,0.796026,-0.000374906,-0.000373048,0.994669,0.995042,-0.0015833,-0.000315101,0.198701,0.199016,-0.000217454,-0.000216368,0.994788,0.995004,0.00336954,0.000670593,0.199687,0.199016,0.00448189,0.000891969,0.199908,0.199016,-0.000131936,-5.25149e-05,0.397979,0.398032,0.00077863,0.00030992,0.398342,0.398032,0.00153389,0.000915746,0.597925,0.59701,0.000488251,0.000291491,0.597302,0.59701,0.00132317,0.00105328,0.79708,0.796026,0.000468112,0.000372629,0.796398,0.796026,0.00223388,0.0022228,0.997265,0.995042,0.000958631,0.00038153,0.398375,0.397994,0.000258812,0.000257529,0.995299,0.995042,0.00211721,0.000842715,0.398875,0.398032,0.00222561,0.0013288,0.598376,0.597048,0.00156948,0.000936994,0.597947,0.59701,0.00107331,0.000854379,0.796881,0.796026,0.000835864,0.00066537,0.796692,0.796026,0.000898694,0.000894204,0.995898,0.995004
84,0.000325984,0.00194619,5.97216,5.97021,-0.000466012,-9.27439e-05,0.198923,0.199016,0.00140142,0.00139447,0.996436,0.995042,0.00126914,0.000252579,0.199269,0.199016,0.00344806,0.00068622,0.199702,0.199016,0.00220621,0.00087814,0.39891,0.398032,-0.00163129,-0.000649242,0.397345,0.397994,0.0013316,0.000794978,0.597805,0.59701,0.000301762,0.000180166,0.597228,0.597048,0.00156348,0.00124457,0.797271,0.796026,-0.000134592,-0.000107139,0.795919,0.796026,-0.000364728,-0.00036292,0.994679,0.995042,-0.0016039,-0.000319202,0.198697,0.199016,-0.000159771,-0.000158973,0.994845,0.995004,0.00310672,0.000618288,0.199634,0.199016,0.0044493,0.000885482,0.199902,0.199016,-0.00021885,-8.71094e-05,0.397945,0.398032,0.000564134,0.000224543,0.398256,0.398032,0.00138432,0.000826455,0.597836,0.59701,0.000569621,0.000340069,0.59735,0.59701,0.00147505,0.00117418,0.7972,0.796026,0.000679429,0.000540843,0.796567,0.796026,0.00230264,0.00229122,0.997333,0.995042,0.0011073,0.000440698,0.398435,0.397994,0.000224934,0.000223819,0.995266,0.995042,0.00205338,0.000817309,0.398849,0.398032,0.00229011,0.00136731,0.598415,0.597048,0.00135909,0.000811391,0.597821,0.59701,0.00116077,0.000924006,0.79695,0.796026,0.00106128,0.000844806,0.796871,0.796026,0.00101449,0.00100942,0.996014,0.995004
85,0.0003528,0.00210629,5.97232,5.97021,-0.000291691,-5.80512e-05,0.198958,0.199016,0.00137888,0.00137205,0.996414,0.995042,0.00192825,0.000383752,0.1994,0.199016,0.00394669,0.000785455,0.199802,0.199016,0.00224187,0.000892338,0.398924,0.398032,-0.00136469,-0.000543138,0.397451,0.397994,0.00120434,0.000719005,0.597729,0.59701,0.000307755,0.000183745,0.597232,0.597048,0.0016931,0.00134776,0.797374,0.796026,-0.000309736,-0.000246558,0.795779,0.796026,-0.000435759,-0.000433599,0.994608,0.995042,-0.00170216,-0.000338758,0.198677,0.199016,-0.000174947,-0.000174073,0.99483,0.995004,0.00352557,0.000701645,0.199718,0.199016,0.0048305,0.000961348,0.199978,0.199016,-0.000192425,-7.65913e-05,0.397955,0.398032,0.000671275,0.000267189,0.398299,0.398032,0.00164509,0.000982135,0.597992,0.59701,0.000653453,0.000390118,0.5974,0.59701,0.0013484,0.00107336,0.7971,0.796026,0.000649734,0.000517205,0.796543,0.796026,0.00232853,0.00231699,0.997359,0.995042,0.000859964,0.00034226,0.398336,0.397994,0.000322524,0.000320925,0.995363,0.995042,0.00200668,0.000798721,0.398831,0.398032,0.00224283,0.00133908,0.598387,0.597048,0.0015615,0.000932231,0.597942,0.59701,0.00107176,0.000853151,0.796879,0.796026,0.000975657,0.000776648,0.796803,0.796026,0.00102425,0.00101913,0.996023,0.995004
86,0.000342655,0.00204572,5.97226,5.97021,-0.000159492,-3.17415e-05,0.198984,0.199016,0.00135124,0.00134454,0.996387,0.995042,0.00215871,0.000429617,0.199446,0.199016,0.00360718,0.000717887,0.199734,0.199016,0.00204095,0.000812363,0.398844,0.398032,-0.00139435,-0.000554943,0.397439,0.397994,0.00118098,0.000705058,0.597715,0.59701,0.000484181,0.00028908,0.597337,0.597048,0.00177656,0.00141419,0.79744,0.796026,-0.000381296,-0.000303521,0.795722,0.796026,-0.00049215,-0.00048971,0.994552,0.995042,-0.00104847,-0.000208662,0.198808,0.199016,-0.000100022,-9.95221e-05,0.994905,0.995004,0.00392025,0.000780194,0.199796,0.199016,0.00587781,0.00116978,0.200186,0.199016,-0.000462878,-0.00018424,0.397848,0.398032,0.000327326,0.000130286,0.398162,0.398032,0.00143603,0.000857326,0.597867,0.59701,0.000562603,0.00033588,0.597346,0.59701,0.00134045,0.00106703,0.797093,0.796026,0.00048986,0.000389941,0.796416,0.796026,0.00247155,0.0024593,0.997501,0.995042,0.00108561,0.000432066,0.398426,0.397994,0.000322569,0.00032097,0.995363,0.995042,0.00203564,0.000810249,0.398842,0.398032,0.00228518,0.00136436,0.598412,0.597048,0.00187675,0.00112044,0.598131,0.59701,0.00116921,0.000930723,0.796957,0.796026,0.000917226,0.000730136,0.796757,0.796026,0.00105288,0.00104762,0.996052,0.995004
87,0.000356492,0.00212833,5.97234,5.97021,-3.14471e-05,-6.25849e-06,0.19901,0.199016,0.00153754,0.00152992,0.996572,0.995042,0.00262319,0.000522057,0.199538,0.199016,0.00316219,0.000629327,0.199646,0.199016,0.00239372,0.000952775,0.398985,0.398032,-0.00138634,-0.000551754,0.397442,0.397994,0.00104003,0.000620911,0.597631,0.59701,0.000218873,0.000130678,0.597179,0.597048,0.0016362,0.00130246,0.797329,0.796026,-0.000330783,-0.000263312,0.795763,0.796026,-0.000402474,-0.000400478,0.994642,0.995042,-0.000888132,-0.000176753,0.198839,0.199016,1.72102e-05,1.71242e-05,0.995021,0.995004,0.00424599,0.00084502,0.199861,0.199016,0.00585404,0.00116505,0.200181,0.199016,-0.00017344,-6.90346e-05,0.397963,0.398032,0.000771728,0.000307173,0.398339,0.398032,0.00131108,0.000782727,0.597792,0.59701,0.000811064,0.000484214,0.597494,0.59701,0.00148099,0.00117891,0.797205,0.796026,0.000496528,0.00039525,0.796421,0.796026,0.00239357,0.00238171,0.997424,0.995042,0.000835538,0.000332539,0.398326,0.397994,0.000370158,0.000368323,0.99541,0.995042,0.00197451,0.000785919,0.398818,0.398032,0.00259991,0.00155227,0.5986,0.597048,0.00212445,0.00126832,0.598278,0.59701,0.0010756,0.000856202,0.796882,0.796026,0.000934133,0.000743594,0.79677,0.796026,0.00104219,0.00103699,0.996041,0.995004
