"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
10,8.19801e-05,0.000499833,6.09751,6.09701,4.57989e-05,9.30748e-06,0.203234,0.203225,0.000120798,4.91001e-05,0.406515,0.406466,0.000134066,8.17398e-05,0.609781,0.609699,1.94275e-05,1.57932e-05,0.812948,0.812932,-1.32516e-05,-1.34659e-05,1.01615,1.01617,-6.42471e-06,-7.83427e-06,1.21939,1.2194,-3.56768e-05,-5.0755e-05,1.42258,1.42263,-7.43512e-06,-1.20885e-05,1.62585,1.62586,0.000151582,6.16167e-05,0.406551,0.406489,3.77401e-05,2.30092e-05,0.609698,0.609675,-1.20656e-05,-9.8086e-06,0.81293,0.81294,7.46438e-05,7.58534e-05,1.01628,1.0162,9.13016e-05,0.000111332,1.2195,1.21939,-1.42987e-05,-2.03421e-05,1.42263,1.42265,7.25179e-05,0.000117902,1.62596,1.62584,9.12561e-05,1.85462e-05,0.203251,0.203233
11,8.05236e-05,0.000490953,6.0975,6.09701,-0.000365912,-7.43624e-05,0.203151,0.203225,4.88833e-05,1.98694e-05,0.406486,0.406466,0.000125405,7.64594e-05,0.609775,0.609699,2.49093e-05,2.02495e-05,0.812952,0.812932,1.62681e-05,1.6531e-05,1.01618,1.01617,-5.12952e-06,-6.25493e-06,1.21939,1.2194,1.23225e-05,1.75304e-05,1.42265,1.42263,-8.89123e-06,-1.44559e-05,1.62585,1.62586,0.000365537,0.000148587,0.406638,0.406489,-4.095e-05,-2.49662e-05,0.60965,0.609675,1.34417e-06,1.09273e-06,0.812941,0.81294,8.94268e-05,9.08758e-05,1.01629,1.0162,5.69394e-05,6.94314e-05,1.21946,1.21939,-1.54793e-05,-2.20216e-05,1.42263,1.42265,6.52861e-05,0.000106145,1.62595,1.62584,4.85935e-05,9.87579e-06,0.203243,0.203233
12,8.00123e-05,0.000487836,6.0975,6.09701,-0.000328414,-6.67419e-05,0.203158,0.203225,0.000171297,6.96264e-05,0.406536,0.406466,0.000155854,9.50241e-05,0.609794,0.609699,1.48961e-05,1.21095e-05,0.812944,0.812932,-1.85171e-05,-1.88164e-05,1.01615,1.01617,-1.45379e-05,-1.77275e-05,1.21938,1.2194,-1.42877e-05,-2.03261e-05,1.42261,1.42263,4.48761e-05,7.29624e-05,1.62594,1.62586,0.000155172,6.30756e-05,0.406552,0.406489,-7.69134e-05,-4.68922e-05,0.609629,0.609675,3.94662e-05,3.20836e-05,0.812972,0.81294,5.86542e-05,5.96046e-05,1.01626,1.0162,9.31713e-05,0.000113612,1.2195,1.21939,1.78406e-05,2.5381e-05,1.42268,1.42265,7.31924e-05,0.000118999,1.62596,1.62584,0.000144162,2.92985e-05,0.203262,0.203233
13,7.40516e-05,0.000451494,6.09747,6.09701,5.88132e-05,1.19523e-05,0.203237,0.203225,0.000298313,0.000121254,0.406587,0.406466,9.02518e-05,5.50264e-05,0.609754,0.609699,-4.31824e-05,-3.51043e-05,0.812897,0.812932,2.03696e-05,2.06989e-05,1.01619,1.01617,-4.53237e-05,-5.52676e-05,1.21934,1.2194,3.25954e-05,4.63712e-05,1.42268,1.42263,-1.54373e-05,-2.5099e-05,1.62584,1.62586,1.26039e-05,5.12335e-06,0.406495,0.406489,1.42555e-05,8.69122e-06,0.609684,0.609675,1.49016e-05,1.21141e-05,0.812952,0.81294,0.000130182,0.000132292,1.01634,1.0162,4.64174e-05,5.66009e-05,1.21945,1.21939,2.60011e-05,3.69906e-05,1.42269,1.42265,4.89118e-05,7.95228e-05,1.62592,1.62584,0.000133497,2.7131e-05,0.20326,0.203233
14,9.87596e-05,0.000602138,6.09762,6.09701,-7.06576e-05,-1.43594e-05,0.203211,0.203225,0.000317947,0.000129234,0.406595,0.406466,9.05257e-05,5.51934e-05,0.609754,0.609699,-5.31984e-05,-4.32466e-05,0.812889,0.812932,5.49288e-07,5.58168e-07,1.01617,1.01617,3.11706e-05,3.80094e-05,1.21944,1.2194,-2.30233e-05,-3.27537e-05,1.4226,1.42263,2.06276e-05,3.35377e-05,1.6259,1.62586,0.000282598,0.000114873,0.406604,0.406489,5.37091e-05,3.27451e-05,0.609708,0.609675,8.90768e-05,7.24141e-05,0.813012,0.81294,0.000116089,0.00011797,1.01632,1.0162,0.000102569,0.000125071,1.21952,1.21939,4.0271e-05,5.72916e-05,1.42271,1.42265,0.000123931,0.000201491,1.62604,1.62584,-5.37245e-05,-1.09186e-05,0.203222,0.203233
15,7.74295e-05,0.000472088,6.09749,6.09701,0.000402052,8.17072e-05,0.203307,0.203225,0.000193355,7.85923e-05,0.406545,0.406466,0.000125696,7.6637e-05,0.609776,0.609699,-2.86053e-05,-2.32541e-05,0.812909,0.812932,-2.74078e-05,-2.78508e-05,1.01614,1.01617,-3.52917e-05,-4.30346e-05,1.21935,1.2194,1.10043e-05,1.56551e-05,1.42265,1.42263,8.03595e-06,1.30654e-05,1.62588,1.62586,8.05048e-05,3.27244e-05,0.406522,0.406489,7.76157e-05,4.73204e-05,0.609723,0.609675,4.26839e-05,3.46994e-05,0.812974,0.81294,9.00272e-05,9.1486e-05,1.0163,1.0162,2.13528e-05,2.60374e-05,1.21942,1.21939,-2.59611e-05,-3.69337e-05,1.42262,1.42265,8.6351e-05,0.000140393,1.62598,1.62584,-6.43965e-05,-1.30875e-05,0.20322,0.203233
16,8.67251e-05,0.000528764,6.09754,6.09701,0.000133431,2.71165e-05,0.203252,0.203225,0.000208011,8.45495e-05,0.406551,0.406466,3.19896e-05,1.9504e-05,0.609719,0.609699,-2.66002e-05,-2.16242e-05,0.81291,0.812932,2.72374e-05,2.76776e-05,1.01619,1.01617,-9.61139e-06,-1.17201e-05,1.21939,1.2194,6.47383e-06,9.20987e-06,1.42264,1.42263,2.41039e-05,3.91897e-05,1.6259,1.62586,1.0543e-05,4.28562e-06,0.406494,0.406489,6.4049e-05,3.90491e-05,0.609715,0.609675,-2.55339e-05,-2.07575e-05,0.812919,0.81294,7.97969e-05,8.10899e-05,1.01629,1.0162,8.14818e-05,9.93581e-05,1.21949,1.21939,7.31527e-06,1.04071e-05,1.42266,1.42265,5.76418e-05,9.37164e-05,1.62593,1.62584,0.000535648,0.000108861,0.203342,0.203233
17,0.000104662,0.000638123,6.09765,6.09701,0.000199103,4.04627e-05,0.203266,0.203225,0.000295825,0.000120243,0.406586,0.406466,7.39611e-05,4.5094e-05,0.609744,0.609699,3.05823e-05,2.48613e-05,0.812957,0.812932,2.48566e-06,2.52584e-06,1.01617,1.01617,4.89552e-06,5.96958e-06,1.2194,1.2194,7.52524e-06,1.07056e-05,1.42264,1.42263,2.45641e-05,3.99379e-05,1.6259,1.62586,0.00011921,4.84574e-05,0.406538,0.406489,0.000108368,6.60694e-05,0.609742,0.609675,-6.31948e-06,-5.13735e-06,0.812935,0.81294,9.47036e-05,9.62382e-05,1.0163,1.0162,8.10251e-05,9.88012e-05,1.21949,1.21939,9.68707e-06,1.37813e-05,1.42267,1.42265,9.15692e-05,0.000148877,1.62599,1.62584,0.000116853,2.37484e-05,0.203257,0.203233
18,0.000109296,0.000666379,6.09768,6.09701,0.000130194,2.64587e-05,0.203252,0.203225,0.000257513,0.00010467,0.406571,0.406466,0.000111337,6.7882e-05,0.609767,0.609699,6.35479e-05,5.16601e-05,0.812984,0.812932,-4.49033e-05,-4.56291e-05,1.01612,1.01617,-3.45843e-05,-4.2172e-05,1.21936,1.2194,-3.86437e-06,-5.49757e-06,1.42263,1.42263,1.19431e-05,1.94179e-05,1.62588,1.62586,0.00016641,6.7644e-05,0.406557,0.406489,-8.19642e-06,-4.99716e-06,0.60967,0.609675,0.000173482,0.00014103,0.813081,0.81294,5.24759e-05,5.33262e-05,1.01626,1.0162,8.91242e-05,0.000108677,1.2195,1.21939,5.54598e-05,7.89002e-05,1.42273,1.42265,8.68442e-05,0.000141195,1.62598,1.62584,0.000280484,5.70036e-05,0.20329,0.203233
19,0.000128036,0.00078064,6.09779,6.09701,0.000355521,7.22509e-05,0.203297,0.203225,0.000143154,5.81873e-05,0.406524,0.406466,0.00011826,7.21029e-05,0.609771,0.609699,-1.6702e-06,-1.35776e-06,0.812931,0.812932,3.87685e-06,3.93952e-06,1.01617,1.01617,5.79793e-06,7.06999e-06,1.21941,1.2194,7.30054e-06,1.0386e-05,1.42264,1.42263,-2.8433e-06,-4.62282e-06,1.62586,1.62586,0.000196235,7.97675e-05,0.406569,0.406489,9.05246e-05,5.51907e-05,0.609731,0.609675,0.000138159,0.000112315,0.813052,0.81294,0.000141728,0.000144025,1.01635,1.0162,0.000138341,0.000168691,1.21956,1.21939,9.37815e-06,1.33419e-05,1.42267,1.42265,0.000107998,0.000175587,1.62602,1.62584,0.000230124,4.67688e-05,0.20328,0.203233
20,0.000159949,0.000975211,6.09799,6.09701,0.000241424,4.90634e-05,0.203274,0.203225,0.000197898,8.04389e-05,0.406547,0.406466,0.000192686,0.00011748,0.609816,0.609699,0.000118309,9.61774e-05,0.813028,0.812932,4.46126e-05,4.53337e-05,1.01621,1.01617,6.20671e-05,7.56845e-05,1.21947,1.2194,6.62257e-05,9.42147e-05,1.42273,1.42263,6.37026e-05,0.000103572,1.62597,1.62586,0.000127034,5.16381e-05,0.406541,0.406489,0.000115858,7.06356e-05,0.609746,0.609675,0.000115327,9.37538e-05,0.813033,0.81294,0.000173286,0.000176094,1.01638,1.0162,9.0839e-05,0.000110768,1.2195,1.21939,9.38437e-05,0.000133507,1.42279,1.42265,0.000141234,0.000229624,1.62607,1.62584,0.000712843,0.000144873,0.203378,0.203233
21,0.00014634,0.000892239,6.09791,6.09701,0.000276072,5.61047e-05,0.203281,0.203225,3.38941e-05,1.37768e-05,0.40648,0.406466,4.10275e-05,2.50144e-05,0.609724,0.609699,5.23204e-05,4.2533e-05,0.812975,0.812932,4.43893e-06,4.51069e-06,1.01617,1.01617,3.52892e-06,4.30315e-06,1.2194,1.2194,0.000101823,0.000144857,1.42278,1.42263,1.98161e-05,3.22183e-05,1.6259,1.62586,0.000288963,0.00011746,0.406607,0.406489,5.19897e-05,3.16968e-05,0.609707,0.609675,5.71626e-05,4.64698e-05,0.812986,0.81294,0.000181713,0.000184657,1.01639,1.0162,0.000150868,0.000183967,1.21957,1.21939,9.16463e-05,0.000130381,1.42278,1.42265,0.000146338,0.000237922,1.62608,1.62584,0.000640301,0.00013013,0.203363,0.203233
22,0.000172562,0.00105211,6.09807,6.09701,0.000129633,2.63447e-05,0.203251,0.203225,0.000139758,5.68069e-05,0.406523,0.406466,6.312e-05,3.84842e-05,0.609737,0.609699,0.00013696,0.00011134,0.813043,0.812932,-1.81565e-06,-1.845e-06,1.01616,1.01617,1.75415e-05,2.139e-05,1.21942,1.2194,4.40457e-05,6.26608e-05,1.42269,1.42263,-3.11076e-05,-5.05768e-05,1.62581,1.62586,0.000275006,0.000111787,0.406601,0.406489,6.8936e-05,4.20286e-05,0.609717,0.609675,4.68881e-05,3.81172e-05,0.812978,0.81294,0.000177052,0.000179921,1.01638,1.0162,0.000117336,0.000143078,1.21953,1.21939,0.000128709,0.000183108,1.42284,1.42265,0.000170395,0.000277035,1.62612,1.62584,0.000656016,0.000133324,0.203366,0.203233
23,0.00016739,0.00102058,6.09803,6.09701,0.000190439,3.8702e-05,0.203264,0.203225,0.000138865,5.64438e-05,0.406523,0.406466,0.00019428,0.000118452,0.609817,0.609699,7.25623e-05,5.89882e-05,0.812991,0.812932,3.76693e-05,3.82783e-05,1.0162,1.01617,4.38136e-05,5.34262e-05,1.21945,1.2194,0.000138239,0.000196664,1.42283,1.42263,3.7312e-05,6.06643e-05,1.62592,1.62586,0.00029149,0.000118488,0.406608,0.406489,0.000186942,0.000113974,0.609789,0.609675,9.19609e-05,7.47587e-05,0.813014,0.81294,0.000179248,0.000182153,1.01639,1.0162,0.000155952,0.000190167,1.21958,1.21939,8.028e-05,0.000114211,1.42277,1.42265,0.00012887,0.000209522,1.62605,1.62584,0.00066525,0.000135201,0.203368,0.203233
24,0.000185615,0.0011317,6.09815,6.09701,0.000149418,3.03656e-05,0.203256,0.203225,0.000257189,0.000104539,0.406571,0.406466,0.00024946,0.000152096,0.609851,0.609699,9.17027e-06,7.45481e-06,0.812939,0.812932,8.02566e-06,8.15539e-06,1.01617,1.01617,5.07694e-06,6.19081e-06,1.2194,1.2194,8.7368e-05,0.000124292,1.42276,1.42263,1.35869e-05,2.20905e-05,1.62589,1.62586,0.000299665,0.000121811,0.406611,0.406489,0.000235284,0.000143447,0.609819,0.609675,0.000153989,0.000125184,0.813065,0.81294,0.00023014,0.000233869,1.01644,1.0162,0.000110365,0.000134578,1.21952,1.21939,0.000110197,0.000156773,1.42281,1.42265,0.00015437,0.000250981,1.62609,1.62584,0.000537838,0.000109306,0.203342,0.203233
25,0.000206438,0.00125865,6.09827,6.09701,0.000237777,4.83223e-05,0.203273,0.203225,0.000334942,0.000136143,0.406602,0.406466,0.000137881,8.40661e-05,0.609783,0.609699,4.02491e-05,3.27198e-05,0.812965,0.812932,1.44673e-05,1.47012e-05,1.01618,1.01617,-1.00347e-05,-1.22362e-05,1.21939,1.2194,0.000129751,0.000184588,1.42282,1.42263,-1.21628e-06,-1.97751e-06,1.62586,1.62586,0.000435555,0.000177049,0.406666,0.406489,0.000225173,0.000137282,0.609813,0.609675,0.000211175,0.000171673,0.813111,0.81294,0.000184532,0.000187522,1.01639,1.0162,0.000163866,0.000199816,1.21959,1.21939,0.000100652,0.000143193,1.4228,1.42265,0.000136812,0.000222435,1.62606,1.62584,0.000246622,5.01218e-05,0.203283,0.203233
26,0.000214889,0.00131018,6.09832,6.09701,0.000179523,3.64836e-05,0.203262,0.203225,0.000281911,0.000114587,0.406581,0.406466,0.000193241,0.000117819,0.609817,0.609699,8.42619e-05,6.84992e-05,0.813001,0.812932,2.71877e-05,2.76271e-05,1.01619,1.01617,3.92816e-05,4.78999e-05,1.21945,1.2194,5.49789e-05,7.82147e-05,1.42271,1.42263,2.39143e-05,3.88814e-05,1.6259,1.62586,0.000506033,0.000205697,0.406695,0.406489,0.000217225,0.000132437,0.609808,0.609675,0.000212433,0.000172695,0.813112,0.81294,0.000255477,0.000259617,1.01646,1.0162,0.00015635,0.000190652,1.21958,1.21939,7.52055e-05,0.000106991,1.42276,1.42265,0.000163297,0.000265494,1.62611,1.62584,6.00227e-05,1.21986e-05,0.203245,0.203233
27,0.000235556,0.00143619,6.09845,6.09701,0.00023855,4.84794e-05,0.203274,0.203225,0.000249195,0.000101289,0.406567,0.406466,0.000161097,9.82205e-05,0.609797,0.609699,5.90982e-05,4.80428e-05,0.81298,0.812932,-7.34218e-05,-7.46087e-05,1.01609,1.01617,5.04096e-05,6.14694e-05,1.21946,1.2194,8.18296e-05,0.000116413,1.42275,1.42263,4.49497e-05,7.3082e-05,1.62594,1.62586,0.000311128,0.00012647,0.406616,0.406489,0.000348371,0.000212393,0.609888,0.609675,0.000243064,0.000197596,0.813137,0.81294,0.000251244,0.000255315,1.01646,1.0162,0.000178025,0.000217082,1.21961,1.21939,0.000102951,0.000146464,1.4228,1.42265,0.000188487,0.00030645,1.62615,1.62584,0.000478869,9.7322e-05,0.20333,0.203233
28,0.000249033,0.00151836,6.09853,6.09701,0.000187786,3.81628e-05,0.203263,0.203225,0.000268257,0.000109037,0.406575,0.406466,0.000118251,7.20976e-05,0.609771,0.609699,0.000163229,0.000132694,0.813065,0.812932,-1.9072e-06,-1.93803e-06,1.01616,1.01617,6.50356e-05,7.93043e-05,1.21948,1.2194,8.7458e-05,0.00012442,1.42276,1.42263,2.42731e-05,3.94648e-05,1.6259,1.62586,0.00036853,0.000149804,0.406639,0.406489,0.000256987,0.000156679,0.609832,0.609675,0.000350134,0.000284638,0.813224,0.81294,0.000292899,0.000297645,1.0165,1.0162,0.000135401,0.000165106,1.21956,1.21939,0.000176133,0.000250577,1.4229,1.42265,0.00021032,0.000341947,1.62618,1.62584,0.00056734,0.000115302,0.203348,0.203233
