"E0",,,,,"E1",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
165,0.0615086,0.382711,6.60479,6.22208,0.0612483,0.114328,1.98095,1.86662,0.0615263,0.229693,3.96294,3.73325,-0.0259744,-0.0484844,1.81814,1.86662,-0.0310215,-0.0193018,0.602907,0.622208,-0.025893,-0.0268513,1.01016,1.03701,-0.0264442,-0.0383921,1.41343,1.45182
166,0.0619575,0.385505,6.60759,6.22208,0.0617065,0.115183,1.98181,1.86662,0.0619713,0.231354,3.9646,3.73325,-0.0260801,-0.0486817,1.81794,1.86662,-0.031263,-0.0194521,0.602756,0.622208,-0.0261283,-0.0270954,1.00992,1.03701,-0.0266095,-0.0386322,1.41319,1.45182
167,0.0623675,0.388056,6.61014,6.22208,0.0621503,0.116011,1.98264,1.86662,0.0623809,0.232884,3.96613,3.73325,-0.0263619,-0.0492077,1.81742,1.86662,-0.0314835,-0.0195893,0.602619,0.622208,-0.0263533,-0.0273287,1.00968,1.03701,-0.0268257,-0.0389461,1.41287,1.45182
168,0.0628492,0.391053,6.61313,6.22208,0.0626486,0.116941,1.98357,1.86662,0.062826,0.234545,3.96779,3.73325,-0.0264434,-0.0493598,1.81727,1.86662,-0.0316627,-0.0197008,0.602508,0.622208,-0.0265115,-0.0274928,1.00952,1.03701,-0.0269887,-0.0391827,1.41264,1.45182
169,0.0632666,0.39365,6.61573,6.22208,0.063018,0.117631,1.98426,1.86662,0.0632072,0.235968,3.96922,3.73325,-0.0266867,-0.0498141,1.81681,1.86662,-0.0318877,-0.0198408,0.602368,0.622208,-0.026672,-0.0276592,1.00935,1.03701,-0.0271539,-0.0394226,1.4124,1.45182
170,0.0636455,0.396007,6.61809,6.22208,0.0634519,0.118441,1.98507,1.86662,0.0636008,0.237438,3.97069,3.73325,-0.0268695,-0.0501552,1.81647,1.86662,-0.0321549,-0.0200071,0.602201,0.622208,-0.0268814,-0.0278764,1.00914,1.03701,-0.0274112,-0.0397962,1.41202,1.45182
171,0.0641701,0.399271,6.62135,6.22208,0.0639652,0.119399,1.98602,1.86662,0.0641255,0.239396,3.97265,3.73325,-0.027034,-0.0504623,1.81616,1.86662,-0.0322031,-0.0200371,0.602171,0.622208,-0.0271249,-0.0281289,1.00888,1.03701,-0.0275048,-0.039932,1.41189,1.45182
172,0.0646661,0.402358,6.62444,6.22208,0.0644088,0.120227,1.98685,1.86662,0.0645646,0.241036,3.97429,3.73325,-0.0271399,-0.05066,1.81596,1.86662,-0.0324332,-0.0201802,0.602028,0.622208,-0.0272504,-0.028259,1.00875,1.03701,-0.0276355,-0.0401218,1.4117,1.45182
173,0.0650752,0.404903,6.62699,6.22208,0.0648641,0.121077,1.9877,1.86662,0.0649718,0.242556,3.97581,3.73325,-0.0273433,-0.0510398,1.81559,1.86662,-0.0326773,-0.0203321,0.601876,0.622208,-0.0274586,-0.0284749,1.00854,1.03701,-0.0278443,-0.040425,1.41139,1.45182
174,0.0655075,0.407593,6.62968,6.22208,0.0652538,0.121804,1.98843,1.86662,0.0654335,0.24428,3.97753,3.73325,-0.0274793,-0.0512935,1.81533,1.86662,-0.0328385,-0.0204324,0.601776,0.622208,-0.0276553,-0.0286789,1.00833,1.03701,-0.0279868,-0.0406318,1.41119,1.45182
175,0.0659748,0.410501,6.63258,6.22208,0.0656695,0.12258,1.9892,1.86662,0.0658867,0.245972,3.97922,3.73325,-0.0276905,-0.0516878,1.81494,1.86662,-0.0331839,-0.0206473,0.601561,0.622208,-0.0278522,-0.0288831,1.00813,1.03701,-0.028185,-0.0409195,1.4109,1.45182
176,0.066355,0.412866,6.63495,6.22208,0.0661503,0.123478,1.9901,1.86662,0.0662886,0.247472,3.98072,3.73325,-0.0278134,-0.0519172,1.81471,1.86662,-0.0333645,-0.0207597,0.601449,0.622208,-0.028014,-0.0290509,1.00796,1.03701,-0.0283744,-0.0411945,1.41062,1.45182
177,0.0668368,0.415864,6.63795,6.22208,0.0665991,0.124316,1.99094,1.86662,0.0667548,0.249212,3.98246,3.73325,-0.0280183,-0.0522996,1.81433,1.86662,-0.0336543,-0.02094,0.601268,0.622208,-0.0282455,-0.0292909,1.00772,1.03701,-0.0285637,-0.0414694,1.41035,1.45182
178,0.0672433,0.418393,6.64048,6.22208,0.0670505,0.125158,1.99178,1.86662,0.0671696,0.250761,3.98401,3.73325,-0.0282569,-0.0527451,1.81388,1.86662,-0.0338977,-0.0210915,0.601117,0.622208,-0.028532,-0.0295881,1.00743,1.03701,-0.0287835,-0.0417884,1.41003,1.45182
179,0.0677201,0.42136,6.64344,6.22208,0.0675493,0.126089,1.99271,1.86662,0.0676603,0.252593,3.98584,3.73325,-0.0283934,-0.0529998,1.81363,1.86662,-0.0341918,-0.0212744,0.600934,0.622208,-0.0286807,-0.0297423,1.00727,1.03701,-0.0289367,-0.0420108,1.40981,1.45182
180,0.0681602,0.424098,6.64618,6.22208,0.0680001,0.126931,1.99356,1.86662,0.0681241,0.254324,3.98757,3.73325,-0.0285651,-0.0533204,1.8133,1.86662,-0.0344632,-0.0214433,0.600765,0.622208,-0.0287937,-0.0298595,1.00715,1.03701,-0.0291096,-0.0422619,1.40956,1.45182
181,0.0686086,0.426888,6.64897,6.22208,0.0684476,0.127766,1.99439,1.86662,0.0685727,0.255999,3.98925,3.73325,-0.0287186,-0.0536068,1.81302,1.86662,-0.0347397,-0.0216153,0.600593,0.622208,-0.0290784,-0.0301547,1.00686,1.03701,-0.0293011,-0.0425398,1.40928,1.45182
182,0.0690306,0.429514,6.6516,6.22208,0.0688591,0.128534,1.99516,1.86662,0.0689935,0.25757,3.99082,3.73325,-0.028922,-0.0539866,1.81264,1.86662,-0.035046,-0.0218059,0.600402,0.622208,-0.0292445,-0.030327,1.00669,1.03701,-0.0294201,-0.0427126,1.40911,1.45182
183,0.0694672,0.432231,6.65431,6.22208,0.0693701,0.129488,1.99611,1.86662,0.0694442,0.259253,3.9925,3.73325,-0.0290113,-0.0541531,1.81247,1.86662,-0.0351708,-0.0218835,0.600325,0.622208,-0.0295388,-0.0306321,1.00638,1.03701,-0.02961,-0.0429884,1.40883,1.45182
184,0.0698943,0.434888,6.65697,6.22208,0.0697897,0.130271,1.9969,1.86662,0.0698653,0.260824,3.99407,3.73325,-0.0292439,-0.0545873,1.81204,1.86662,-0.0356032,-0.0221526,0.600056,0.622208,-0.0297055,-0.030805,1.00621,1.03701,-0.0298181,-0.0432905,1.40853,1.45182
185,0.070443,0.438302,6.66038,6.22208,0.0703056,0.131234,1.99786,1.86662,0.0704061,0.262843,3.99609,3.73325,-0.0294063,-0.0548904,1.81173,1.86662,-0.0359216,-0.0223507,0.599858,0.622208,-0.0299216,-0.0310291,1.00598,1.03701,-0.0299668,-0.0435064,1.40831,1.45182
186,0.0708462,0.440811,6.66289,6.22208,0.0707312,0.132029,1.99865,1.86662,0.0708081,0.264344,3.99759,3.73325,-0.0295854,-0.0552249,1.8114,1.86662,-0.0362736,-0.0225697,0.599639,0.622208,-0.0299893,-0.0310994,1.00591,1.03701,-0.0301212,-0.0437305,1.40809,1.45182
187,0.0712823,0.443524,6.66561,6.22208,0.0711092,0.132734,1.99936,1.86662,0.071228,0.265912,3.99916,3.73325,-0.029762,-0.0555544,1.81107,1.86662,-0.0364721,-0.0226933,0.599515,0.622208,-0.0302382,-0.0313574,1.00566,1.03701,-0.0303361,-0.0440425,1.40778,1.45182
188,0.0717249,0.446278,6.66836,6.22208,0.0716316,0.133709,2.00033,1.86662,0.071687,0.267626,4.00088,3.73325,-0.0299012,-0.0558142,1.81081,1.86662,-0.0369207,-0.0229723,0.599236,0.622208,-0.0304636,-0.0315912,1.00542,1.03701,-0.030529,-0.0443225,1.4075,1.45182
189,0.0722026,0.449251,6.67133,6.22208,0.0721375,0.134654,2.00128,1.86662,0.0721752,0.269448,4.0027,3.73325,-0.030027,-0.0560491,1.81058,1.86662,-0.0371302,-0.0231027,0.599106,0.622208,-0.0305491,-0.0316799,1.00533,1.03701,-0.0306319,-0.0444719,1.40735,1.45182
190,0.0726356,0.451945,6.67403,6.22208,0.0725813,0.135482,2.00211,1.86662,0.0726104,0.271073,4.00432,3.73325,-0.0302973,-0.0565538,1.81007,1.86662,-0.0376189,-0.0234068,0.598802,0.622208,-0.0308314,-0.0319726,1.00504,1.03701,-0.0308788,-0.0448305,1.40699,1.45182
191,0.0730463,0.4545,6.67658,6.22208,0.0730173,0.136296,2.00292,1.86662,0.0729887,0.272485,4.00573,3.73325,-0.030475,-0.0568854,1.80974,1.86662,-0.0378045,-0.0235222,0.598686,0.622208,-0.0309355,-0.0320805,1.00493,1.03701,-0.0310482,-0.0450764,1.40674,1.45182
192,0.0734923,0.457275,6.67936,6.22208,0.0734673,0.137136,2.00376,1.86662,0.0734666,0.274269,4.00752,3.73325,-0.0307213,-0.0573451,1.80928,1.86662,-0.0382156,-0.023778,0.59843,0.622208,-0.0312396,-0.0323959,1.00462,1.03701,-0.0312276,-0.0453369,1.40648,1.45182
193,0.0739472,0.460106,6.68219,6.22208,0.0739627,0.138061,2.00469,1.86662,0.0739248,0.27598,4.00923,3.73325,-0.0308599,-0.0576038,1.80902,1.86662,-0.0382781,-0.0238169,0.598391,0.622208,-0.0313548,-0.0325153,1.0045,1.03701,-0.0314046,-0.0455938,1.40623,1.45182
194,0.0744164,0.463025,6.68511,6.22208,0.0743741,0.138829,2.00545,1.86662,0.0743634,0.277617,4.01087,3.73325,-0.0310281,-0.0579179,1.80871,1.86662,-0.0386416,-0.0240431,0.598165,0.622208,-0.0315277,-0.0326946,1.00432,1.03701,-0.0316083,-0.0458895,1.40593,1.45182
195,0.0749037,0.466057,6.68814,6.22208,0.0749068,0.139823,2.00645,1.86662,0.0748473,0.279424,4.01267,3.73325,-0.0312426,-0.0583182,1.80831,1.86662,-0.0389886,-0.024259,0.597949,0.622208,-0.0317427,-0.0329176,1.0041,1.03701,-0.0317761,-0.0461332,1.40569,1.45182
196,0.0753031,0.468542,6.69062,6.22208,0.0753208,0.140596,2.00722,1.86662,0.0752407,0.280892,4.01414,3.73325,-0.0314099,-0.0586305,1.80799,1.86662,-0.039282,-0.0244416,0.597767,0.622208,-0.031839,-0.0330175,1.004,1.03701,-0.0320001,-0.0464583,1.40536,1.45182
197,0.0757626,0.471401,6.69348,6.22208,0.0757602,0.141416,2.00804,1.86662,0.0757074,0.282635,4.01588,3.73325,-0.0316146,-0.0590125,1.80761,1.86662,-0.0396288,-0.0246574,0.597551,0.622208,-0.03206,-0.0332467,1.00377,1.03701,-0.0321606,-0.0466914,1.40513,1.45182
198,0.0763344,0.474959,6.69704,6.22208,0.0764117,0.142632,2.00926,1.86662,0.0762973,0.284837,4.01809,3.73325,-0.0317423,-0.059251,1.80737,1.86662,-0.0397998,-0.0247638,0.597445,0.622208,-0.0322585,-0.0334526,1.00356,1.03701,-0.0322789,-0.0468632,1.40496,1.45182
199,0.0767065,0.477274,6.69936,6.22208,0.0767863,0.143331,2.00996,1.86662,0.0766438,0.28613,4.01938,3.73325,-0.0319474,-0.0596337,1.80699,1.86662,-0.0400807,-0.0249385,0.59727,0.622208,-0.0324065,-0.0336059,1.00341,1.03701,-0.0325184,-0.0472108,1.40461,1.45182
200,0.0770871,0.479642,6.70172,6.22208,0.0771603,0.144029,2.01065,1.86662,0.0770337,0.287586,4.02084,3.73325,-0.0321262,-0.0599676,1.80666,1.86662,-0.0403298,-0.0250935,0.597115,0.622208,-0.0326337,-0.0338416,1.00317,1.03701,-0.0327488,-0.0475454,1.40427,1.45182
201,0.0775599,0.482584,6.70467,6.22208,0.0776145,0.144877,2.0115,1.86662,0.0775091,0.289361,4.02261,3.73325,-0.0323129,-0.0603161,1.80631,1.86662,-0.0406813,-0.0253123,0.596896,0.622208,-0.0327623,-0.0339749,1.00304,1.03701,-0.0328848,-0.0477428,1.40408,1.45182
202,0.078037,0.485553,6.70763,6.22208,0.0780938,0.145772,2.0124,1.86662,0.07797,0.291082,4.02433,3.73325,-0.0324735,-0.0606158,1.80601,1.86662,-0.0409369,-0.0254713,0.596737,0.622208,-0.0329396,-0.0341588,1.00285,1.03701,-0.0331072,-0.0480657,1.40375,1.45182
203,0.0784792,0.488304,6.71039,6.22208,0.0785443,0.146613,2.01324,1.86662,0.078421,0.292765,4.02601,3.73325,-0.0326927,-0.061025,1.8056,1.86662,-0.0414115,-0.0257666,0.596442,0.622208,-0.0331253,-0.0343513,1.00266,1.03701,-0.033326,-0.0483834,1.40344,1.45182
204,0.0789346,0.491137,6.71322,6.22208,0.079062,0.147579,2.0142,1.86662,0.0788863,0.294502,4.02775,3.73325,-0.0328506,-0.0613197,1.80531,1.86662,-0.0416538,-0.0259173,0.596291,0.622208,-0.0332959,-0.0345283,1.00249,1.03701,-0.0334563,-0.0485726,1.40325,1.45182
205,0.079381,0.493915,6.716,6.22208,0.0794783,0.148356,2.01498,1.86662,0.0793416,0.296202,4.02945,3.73325,-0.0330025,-0.0616033,1.80502,1.86662,-0.0420174,-0.0261436,0.596065,0.622208,-0.033428,-0.0346653,1.00235,1.03701,-0.0336904,-0.0489123,1.40291,1.45182
206,0.0798504,0.496835,6.71892,6.22208,0.0800078,0.149345,2.01597,1.86662,0.0798546,0.298117,4.03137,3.73325,-0.0332013,-0.0619743,1.80465,1.86662,-0.0422847,-0.0263099,0.595898,0.622208,-0.0337143,-0.0349622,1.00205,1.03701,-0.0338241,-0.0491064,1.40271,1.45182
207,0.080294,0.499596,6.72168,6.22208,0.0804231,0.15012,2.01674,1.86662,0.0802866,0.29973,4.03298,3.73325,-0.033383,-0.0623135,1.80431,1.86662,-0.0426496,-0.0265369,0.595671,0.622208,-0.0339177,-0.0351731,1.00184,1.03701,-0.0340347,-0.0494122,1.40241,1.45182
208,0.0807966,0.502723,6.72481,6.22208,0.0809834,0.151166,2.01779,1.86662,0.0807671,0.301524,4.03477,3.73325,-0.0335767,-0.0626752,1.80395,1.86662,-0.0429563,-0.0267277,0.595481,0.622208,-0.0340437,-0.0353037,1.00171,1.03701,-0.034195,-0.049645,1.40217,1.45182
209,0.0812011,0.50524,6.72732,6.22208,0.0813488,0.151848,2.01847,1.86662,0.0811838,0.303079,4.03633,3.73325,-0.0337185,-0.0629398,1.80369,1.86662,-0.0432877,-0.026934,0.595274,0.622208,-0.034235,-0.0355022,1.00151,1.03701,-0.0344303,-0.0499865,1.40183,1.45182
210,0.0816656,0.50813,6.73021,6.22208,0.081846,0.152776,2.0194,1.86662,0.0816339,0.30476,4.03801,3.73325,-0.0339579,-0.0633867,1.80324,1.86662,-0.0434524,-0.0270365,0.595172,0.622208,-0.034385,-0.0356577,1.00136,1.03701,-0.0345908,-0.0502196,1.4016,1.45182
211,0.0821363,0.511059,6.73314,6.22208,0.0822891,0.153603,2.02023,1.86662,0.0821014,0.306505,4.03975,3.73325,-0.0341133,-0.0636768,1.80295,1.86662,-0.0437615,-0.0272288,0.59498,0.622208,-0.034592,-0.0358724,1.00114,1.03701,-0.034758,-0.0504624,1.40136,1.45182
212,0.0825805,0.513822,6.7359,6.22208,0.0828458,0.154642,2.02127,1.86662,0.0825709,0.308258,4.04151,3.73325,-0.0343138,-0.0640509,1.80257,1.86662,-0.0439825,-0.0273663,0.594842,0.622208,-0.0347814,-0.0360688,1.00094,1.03701,-0.0349634,-0.0507605,1.40106,1.45182
213,0.0830167,0.516537,6.73862,6.22208,0.0832,0.155303,2.02193,1.86662,0.0829847,0.309802,4.04305,3.73325,-0.0345138,-0.0644242,1.8022,1.86662,-0.0441889,-0.0274947,0.594714,0.622208,-0.0349268,-0.0362196,1.00079,1.03701,-0.0351208,-0.0509891,1.40083,1.45182
214,0.0834906,0.519485,6.74157,6.22208,0.0836886,0.156215,2.02284,1.86662,0.083477,0.311641,4.04489,3.73325,-0.0346908,-0.0647546,1.80187,1.86662,-0.0444435,-0.0276531,0.594555,0.622208,-0.03507,-0.036368,1.00065,1.03701,-0.0353266,-0.0512878,1.40053,1.45182
215,0.0839183,0.522147,6.74423,6.22208,0.0841377,0.157054,2.02368,1.86662,0.0839098,0.313256,4.04651,3.73325,-0.0349223,-0.0651868,1.80144,1.86662,-0.044634,-0.0277716,0.594437,0.622208,-0.0352377,-0.036542,1.00047,1.03701,-0.0355449,-0.0516047,1.40021,1.45182
216,0.0843903,0.525084,6.74717,6.22208,0.0846676,0.158043,2.02467,1.86662,0.0844103,0.315125,4.04837,3.73325,-0.0350764,-0.0654745,1.80115,1.86662,-0.0449244,-0.0279523,0.594256,0.622208,-0.0354152,-0.0367261,1.00029,1.03701,-0.0356653,-0.0517795,1.40004,1.45182
217,0.0849029,0.528273,6.75036,6.22208,0.0851985,0.159034,2.02566,1.86662,0.0849089,0.316986,4.05024,3.73325,-0.0352538,-0.0658055,1.80082,1.86662,-0.045181,-0.028112,0.594096,0.622208,-0.0355971,-0.0369147,1.0001,1.03701,-0.0358863,-0.0521005,1.39972,1.45182
218,0.0853421,0.531006,6.75309,6.22208,0.0855856,0.159756,2.02638,1.86662,0.0853145,0.3185,4.05175,3.73325,-0.0354377,-0.066149,1.80048,1.86662,-0.045585,-0.0283633,0.593845,0.622208,-0.0357523,-0.0370756,0.999938,1.03701,-0.0360467,-0.0523332,1.39949,1.45182
219,0.0857765,0.533708,6.75579,6.22208,0.0860697,0.16066,2.02728,1.86662,0.0857628,0.320174,4.05342,3.73325,-0.035681,-0.0666031,1.80002,1.86662,-0.0458723,-0.0285421,0.593666,0.622208,-0.0359031,-0.037232,0.999782,1.03701,-0.0362153,-0.0525781,1.39924,1.45182
220,0.0862472,0.536637,6.75872,6.22208,0.0865423,0.161542,2.02817,1.86662,0.0862167,0.321868,4.05512,3.73325,-0.0358245,-0.0668709,1.79975,1.86662,-0.0462406,-0.0287713,0.593437,0.622208,-0.0360774,-0.0374127,0.999601,1.03701,-0.0364728,-0.052952,1.39887,1.45182
221,0.0867097,0.539515,6.7616,6.22208,0.0870201,0.162434,2.02906,1.86662,0.0866664,0.323547,4.0568,3.73325,-0.0360569,-0.0673047,1.79932,1.86662,-0.0465309,-0.0289519,0.593256,0.622208,-0.0362697,-0.0376122,0.999402,1.03701,-0.0366544,-0.0532155,1.3986,1.45182
222,0.0871449,0.542223,6.76431,6.22208,0.0874354,0.163209,2.02983,1.86662,0.0870883,0.325122,4.05837,3.73325,-0.0362492,-0.0676637,1.79896,1.86662,-0.0468103,-0.0291258,0.593083,0.622208,-0.0364392,-0.0377879,0.999226,1.03701,-0.0368157,-0.0534497,1.39837,1.45182
223,0.0875581,0.544794,6.76688,6.22208,0.0878826,0.164044,2.03067,1.86662,0.0875156,0.326717,4.05997,3.73325,-0.0364158,-0.0679747,1.79865,1.86662,-0.0470202,-0.0292564,0.592952,0.622208,-0.0366598,-0.0380167,0.998997,1.03701,-0.0369787,-0.0536863,1.39813,1.45182
224,0.0880917,0.548114,6.7702,6.22208,0.0884234,0.165053,2.03168,1.86662,0.0880257,0.328622,4.06187,3.73325,-0.0366438,-0.0684002,1.79822,1.86662,-0.0473459,-0.029459,0.592749,0.622208,-0.0368761,-0.0382411,0.998773,1.03701,-0.0371786,-0.0539766,1.39784,1.45182
225,0.0885624,0.551042,6.77312,6.22208,0.0888987,0.16594,2.03256,1.86662,0.0884778,0.33031,4.06356,3.73325,-0.0368012,-0.068694,1.79793,1.86662,-0.0474485,-0.0295228,0.592686,0.622208,-0.0370116,-0.0383816,0.998632,1.03701,-0.0373975,-0.0542944,1.39752,1.45182
226,0.0890376,0.553999,6.77608,6.22208,0.0893579,0.166798,2.03342,1.86662,0.0889533,0.332085,4.06533,3.73325,-0.0369401,-0.0689534,1.79767,1.86662,-0.047677,-0.029665,0.592543,0.622208,-0.0370727,-0.0384449,0.998569,1.03701,-0.0375222,-0.0544755,1.39734,1.45182
227,0.0894262,0.556417,6.7785,6.22208,0.0897788,0.167583,2.03421,1.86662,0.0893711,0.333645,4.06689,3.73325,-0.0370988,-0.0692496,1.79738,1.86662,-0.0478107,-0.0297482,0.59246,0.622208,-0.0373035,-0.0386842,0.998329,1.03701,-0.0377076,-0.0547446,1.39707,1.45182
228,0.089967,0.559782,6.78186,6.22208,0.0903045,0.168565,2.03519,1.86662,0.0899099,0.335656,4.06891,3.73325,-0.0372998,-0.0696248,1.797,1.86662,-0.0481032,-0.0299302,0.592278,0.622208,-0.0374678,-0.0388546,0.998159,1.03701,-0.0378952,-0.055017,1.3968,1.45182
229,0.0904187,0.562593,6.78467,6.22208,0.090775,0.169443,2.03607,1.86662,0.0903253,0.337207,4.07046,3.73325,-0.0374615,-0.0699265,1.7967,1.86662,-0.0484338,-0.0301359,0.592072,0.622208,-0.0377139,-0.0391099,0.997904,1.03701,-0.0380677,-0.0552674,1.39655,1.45182
230,0.0909246,0.56574,6.78782,6.22208,0.0912764,0.170379,2.037,1.86662,0.0907982,0.338972,4.07222,3.73325,-0.0376716,-0.0703187,1.79631,1.86662,-0.0485622,-0.0302158,0.591993,0.622208,-0.0378508,-0.0392518,0.997762,1.03701,-0.0382381,-0.0555148,1.3963,1.45182
231,0.0913113,0.568147,6.79023,6.22208,0.0916693,0.171112,2.03774,1.86662,0.0911949,0.340453,4.0737,3.73325,-0.0378541,-0.0706594,1.79597,1.86662,-0.0488372,-0.0303869,0.591821,0.622208,-0.0379911,-0.0393973,0.997616,1.03701,-0.0384865,-0.0558754,1.39594,1.45182
232,0.0917562,0.570915,6.793,6.22208,0.0921224,0.171958,2.03858,1.86662,0.0916676,0.342218,4.07547,3.73325,-0.0380558,-0.0710358,1.79559,1.86662,-0.0490901,-0.0305442,0.591664,0.622208,-0.0382186,-0.0396332,0.99738,1.03701,-0.0386933,-0.0561756,1.39564,1.45182
233,0.0922653,0.574082,6.79616,6.22208,0.0926355,0.172916,2.03954,1.86662,0.0921555,0.34404,4.07729,3.73325,-0.0381762,-0.0712606,1.79536,1.86662,-0.0494042,-0.0307397,0.591469,0.622208,-0.0383156,-0.0397338,0.99728,1.03701,-0.0388498,-0.0564029,1.39542,1.45182
234,0.0927659,0.577197,6.79928,6.22208,0.0931505,0.173877,2.0405,1.86662,0.0926486,0.34588,4.07913,3.73325,-0.038365,-0.071613,1.79501,1.86662,-0.0495338,-0.0308204,0.591388,0.622208,-0.038496,-0.0399209,0.997093,1.03701,-0.0389347,-0.0565262,1.39529,1.45182
235,0.0932318,0.580096,6.80218,6.22208,0.093598,0.174712,2.04134,1.86662,0.0930714,0.347459,4.08071,3.73325,-0.0385102,-0.071884,1.79474,1.86662,-0.0497962,-0.0309836,0.591225,0.622208,-0.0386925,-0.0401247,0.996889,1.03701,-0.0391811,-0.0568839,1.39494,1.45182
236,0.0936793,0.582881,6.80496,6.22208,0.0940863,0.175624,2.04225,1.86662,0.0935338,0.349185,4.08243,3.73325,-0.0386812,-0.0722032,1.79442,1.86662,-0.0499238,-0.031063,0.591145,0.622208,-0.0388835,-0.0403227,0.996691,1.03701,-0.0393684,-0.0571558,1.39466,1.45182
237,0.0941491,0.585803,6.80789,6.22208,0.0945096,0.176414,2.04304,1.86662,0.0940141,0.350978,4.08423,3.73325,-0.0389236,-0.0726558,1.79397,1.86662,-0.0502108,-0.0312415,0.590967,0.622208,-0.039106,-0.0405534,0.99646,1.03701,-0.0395906,-0.0574783,1.39434,1.45182
238,0.0945947,0.588576,6.81066,6.22208,0.0950563,0.177434,2.04406,1.86662,0.0944776,0.352708,4.08596,3.73325,-0.0391146,-0.0730123,1.79361,1.86662,-0.050354,-0.0313307,0.590878,0.622208,-0.0392665,-0.0407199,0.996294,1.03701,-0.0397144,-0.0576582,1.39416,1.45182
239,0.095052,0.591421,6.8135,6.22208,0.0954896,0.178243,2.04487,1.86662,0.0948947,0.354266,4.08752,3.73325,-0.0392373,-0.0732413,1.79338,1.86662,-0.0505142,-0.0314303,0.590778,0.622208,-0.03938,-0.0408376,0.996176,1.03701,-0.0399594,-0.0580138,1.39381,1.45182
240,0.0955893,0.594764,6.81685,6.22208,0.0960055,0.179206,2.04583,1.86662,0.0954672,0.356403,4.08965,3.73325,-0.03945,-0.0736384,1.79299,1.86662,-0.050772,-0.0315908,0.590618,0.622208,-0.0396039,-0.0410697,0.995944,1.03701,-0.0400654,-0.0581677,1.39365,1.45182
241,0.0960563,0.59767,6.81975,6.22208,0.0965048,0.180138,2.04676,1.86662,0.0959207,0.358096,4.09135,3.73325,-0.0395901,-0.0738999,1.79272,1.86662,-0.0509293,-0.0316886,0.59052,0.622208,-0.0398037,-0.041277,0.995737,1.03701,-0.0402981,-0.0585055,1.39331,1.45182
242,0.0964868,0.600349,6.82243,6.22208,0.0968867,0.180851,2.04748,1.86662,0.0963512,0.359703,4.09295,3.73325,-0.0398291,-0.074346,1.79228,1.86662,-0.0511784,-0.0318437,0.590365,0.622208,-0.039963,-0.0414421,0.995572,1.03701,-0.0405177,-0.0588244,1.39299,1.45182
243,0.0968807,0.6028,6.82488,6.22208,0.0972571,0.181543,2.04817,1.86662,0.0967078,0.361034,4.09428,3.73325,-0.0400416,-0.0747426,1.79188,1.86662,-0.0513939,-0.0319777,0.590231,0.622208,-0.0401866,-0.0416741,0.99534,1.03701,-0.0406917,-0.059077,1.39274,1.45182
244,0.0973904,0.605971,6.82805,6.22208,0.0978273,0.182607,2.04923,1.86662,0.0972129,0.36292,4.09617,3.73325,-0.0401701,-0.0749825,1.79164,1.86662,-0.0515703,-0.0320874,0.590121,0.622208,-0.0402774,-0.0417682,0.995246,1.03701,-0.0408559,-0.0593154,1.3925,1.45182
245,0.0978763,0.608994,6.83108,6.22208,0.0982928,0.183476,2.0501,1.86662,0.0976952,0.36472,4.09797,3.73325,-0.0403474,-0.0753135,1.79131,1.86662,-0.0518033,-0.0322324,0.589976,0.622208,-0.0404065,-0.0419021,0.995112,1.03701,-0.0410052,-0.0595322,1.39229,1.45182
246,0.0983308,0.611822,6.8339,6.22208,0.0987984,0.184419,2.05104,1.86662,0.0981557,0.36644,4.09969,3.73325,-0.0406032,-0.075791,1.79083,1.86662,-0.0520448,-0.0323827,0.589826,0.622208,-0.0406451,-0.0421495,0.994864,1.03701,-0.0411686,-0.0597693,1.39205,1.45182
247,0.0987452,0.614401,6.83648,6.22208,0.0992014,0.185172,2.0518,1.86662,0.0985486,0.367906,4.10116,3.73325,-0.040764,-0.076091,1.79053,1.86662,-0.0522281,-0.0324968,0.589712,0.622208,-0.0407716,-0.0422807,0.994733,1.03701,-0.0413827,-0.0600802,1.39174,1.45182
248,0.0993041,0.617878,6.83996,6.22208,0.0997619,0.186218,2.05284,1.86662,0.0991092,0.369999,4.10325,3.73325,-0.040972,-0.0764793,1.79015,1.86662,-0.0525305,-0.0326849,0.589523,0.622208,-0.0409721,-0.0424886,0.994525,1.03701,-0.0415423,-0.060312,1.39151,1.45182
249,0.0996991,0.620336,6.84242,6.22208,0.100171,0.186982,2.05361,1.86662,0.0995092,0.371493,4.10474,3.73325,-0.0411385,-0.0767901,1.78983,1.86662,-0.0527062,-0.0327942,0.589414,0.622208,-0.0411946,-0.0427194,0.994294,1.03701,-0.0417832,-0.0606616,1.39116,1.45182
