"E0",,,,,"E1",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
80,0.0245965,0.153042,6.37512,6.22208,0.0242646,0.045293,1.91192,1.86662,0.0247319,0.0923303,3.82558,3.73325,-0.0107844,-0.0201304,1.84649,1.86662,-0.0124149,-0.00772466,0.614484,0.622208,-0.0100189,-0.0103897,1.02662,1.03701,-0.0109113,-0.0158413,1.43598,1.45182
81,0.0249738,0.155389,6.37747,6.22208,0.0246369,0.0459878,1.91261,1.86662,0.0251365,0.0938408,3.82709,3.73325,-0.010902,-0.0203499,1.84627,1.86662,-0.0126245,-0.00785507,0.614353,0.622208,-0.0102471,-0.0106264,1.02639,1.03701,-0.011071,-0.0160731,1.43575,1.45182
82,0.0253892,0.157974,6.38006,6.22208,0.0250513,0.0467614,1.91339,1.86662,0.0255494,0.0953823,3.82863,3.73325,-0.0111141,-0.0207459,1.84588,1.86662,-0.0127948,-0.00796104,0.614247,0.622208,-0.0103784,-0.0107626,1.02625,1.03701,-0.0112691,-0.0163607,1.43546,1.45182
83,0.0258081,0.16058,6.38266,6.22208,0.025446,0.0474982,1.91412,1.86662,0.0259535,0.0968908,3.83014,3.73325,-0.0112887,-0.0210718,1.84555,1.86662,-0.0130124,-0.00809642,0.614112,0.622208,-0.0105061,-0.0108949,1.02612,1.03701,-0.0114978,-0.0166928,1.43513,1.45182
84,0.0262159,0.163117,6.3852,6.22208,0.0258471,0.0482469,1.91487,1.86662,0.0263659,0.0984304,3.83168,3.73325,-0.0114043,-0.0212875,1.84534,1.86662,-0.0132766,-0.00826082,0.613948,0.622208,-0.0106911,-0.0110869,1.02593,1.03701,-0.0115877,-0.0168233,1.435,1.45182
85,0.0266025,0.165523,6.38761,6.22208,0.0262197,0.0489423,1.91557,1.86662,0.0267508,0.0998674,3.83312,3.73325,-0.0116242,-0.021698,1.84493,1.86662,-0.0135183,-0.00841122,0.613797,0.622208,-0.0109342,-0.0113389,1.02567,1.03701,-0.0119267,-0.0173154,1.4345,1.45182
86,0.0270701,0.168432,6.39051,6.22208,0.0266605,0.0497651,1.91639,1.86662,0.02723,0.101656,3.83491,3.73325,-0.0118597,-0.0221376,1.84449,1.86662,-0.0137348,-0.0085459,0.613662,0.622208,-0.0110945,-0.0115051,1.02551,1.03701,-0.012072,-0.0175263,1.43429,1.45182
87,0.027505,0.171138,6.39322,6.22208,0.0271158,0.050615,1.91724,1.86662,0.0276482,0.103218,3.83647,3.73325,-0.0119947,-0.0223896,1.84424,1.86662,-0.0140751,-0.00875767,0.613451,0.622208,-0.0112944,-0.0117124,1.0253,1.03701,-0.012227,-0.0177514,1.43407,1.45182
88,0.0279399,0.173845,6.39593,6.22208,0.0275718,0.0514661,1.91809,1.86662,0.0280767,0.104817,3.83807,3.73325,-0.0121999,-0.0227726,1.84385,1.86662,-0.0142126,-0.00884318,0.613365,0.622208,-0.0114873,-0.0119125,1.0251,1.03701,-0.012414,-0.0180229,1.4338,1.45182
89,0.0283469,0.176377,6.39846,6.22208,0.0279793,0.0522268,1.91885,1.86662,0.0284892,0.106357,3.83961,3.73325,-0.0123352,-0.0230253,1.8436,1.86662,-0.0144974,-0.00902042,0.613188,0.622208,-0.0115957,-0.0120249,1.02499,1.03701,-0.0125594,-0.018234,1.43359,1.45182
90,0.028774,0.179034,6.40112,6.22208,0.028443,0.0530924,1.91972,1.86662,0.0289181,0.107958,3.84121,3.73325,-0.0125994,-0.0235184,1.84311,1.86662,-0.0146489,-0.00911466,0.613094,0.622208,-0.011843,-0.0122814,1.02473,1.03701,-0.0127959,-0.0185773,1.43324,1.45182
91,0.0292093,0.181743,6.40383,6.22208,0.0288298,0.0538143,1.92044,1.86662,0.0293443,0.109549,3.8428,3.73325,-0.0127512,-0.0238017,1.84282,1.86662,-0.0148253,-0.00922445,0.612984,0.622208,-0.0120315,-0.0124769,1.02454,1.03701,-0.0129496,-0.0188005,1.43302,1.45182
92,0.0296018,0.184185,6.40627,6.22208,0.0291874,0.0544819,1.92111,1.86662,0.0297333,0.111002,3.84425,3.73325,-0.0129665,-0.0242035,1.84242,1.86662,-0.0149154,-0.00928047,0.612928,0.622208,-0.0122245,-0.012677,1.02434,1.03701,-0.0131278,-0.0190591,1.43276,1.45182
93,0.0300783,0.18715,6.40923,6.22208,0.02968,0.0554015,1.92203,1.86662,0.0302366,0.112881,3.84613,3.73325,-0.0131438,-0.0245346,1.84209,1.86662,-0.0151762,-0.00944278,0.612766,0.622208,-0.0124409,-0.0129014,1.02411,1.03701,-0.0132959,-0.0193033,1.43252,1.45182
94,0.0304973,0.189757,6.41184,6.22208,0.0300983,0.0561823,1.92281,1.86662,0.0306626,0.114471,3.84772,3.73325,-0.0133236,-0.0248701,1.84175,1.86662,-0.0154195,-0.00959415,0.612614,0.622208,-0.012581,-0.0130466,1.02397,1.03701,-0.0134738,-0.0195615,1.43226,1.45182
95,0.0309353,0.192482,6.41456,6.22208,0.0304971,0.0569267,1.92355,1.86662,0.0310884,0.116061,3.84931,3.73325,-0.0135168,-0.0252308,1.84139,1.86662,-0.0157793,-0.009818,0.61239,0.622208,-0.012833,-0.013308,1.02371,1.03701,-0.0136225,-0.0197775,1.43204,1.45182
96,0.0313595,0.195121,6.4172,6.22208,0.0309653,0.0578005,1.92443,1.86662,0.031542,0.117754,3.851,3.73325,-0.0137582,-0.0256814,1.84094,1.86662,-0.015886,-0.00988437,0.612324,0.622208,-0.0130466,-0.0135296,1.02348,1.03701,-0.0138571,-0.020118,1.4317,1.45182
97,0.0317869,0.19778,6.41986,6.22208,0.0313491,0.058517,1.92514,1.86662,0.0320002,0.119465,3.85271,3.73325,-0.0139154,-0.0259748,1.84065,1.86662,-0.0160459,-0.00998387,0.612224,0.622208,-0.0132764,-0.0137678,1.02325,1.03701,-0.0140868,-0.0204515,1.43137,1.45182
98,0.0322224,0.20049,6.42257,6.22208,0.0317843,0.0593293,1.92595,1.86662,0.0323816,0.120889,3.85414,3.73325,-0.0140939,-0.0263081,1.84032,1.86662,-0.0163239,-0.0101568,0.612051,0.622208,-0.0133692,-0.013864,1.02315,1.03701,-0.0142374,-0.0206701,1.43115,1.45182
99,0.0326531,0.20317,6.42525,6.22208,0.0322649,0.0602265,1.92685,1.86662,0.0328447,0.122618,3.85587,3.73325,-0.0142391,-0.0265791,1.84005,1.86662,-0.0164938,-0.0102626,0.611946,0.622208,-0.0135682,-0.0140704,1.02294,1.03701,-0.0144608,-0.0209944,1.43082,1.45182
100,0.0330584,0.205692,6.42777,6.22208,0.0326333,0.0609142,1.92754,1.86662,0.0332327,0.124066,3.85732,3.73325,-0.0144146,-0.0269067,1.83972,1.86662,-0.0167528,-0.0104238,0.611785,0.622208,-0.0137521,-0.0142612,1.02275,1.03701,-0.0146879,-0.0213242,1.43049,1.45182
101,0.0334933,0.208398,6.43048,6.22208,0.0330975,0.0617806,1.92841,1.86662,0.0336906,0.125775,3.85903,3.73325,-0.0145741,-0.0272043,1.83942,1.86662,-0.0169888,-0.0105705,0.611638,0.622208,-0.0139652,-0.0144821,1.02253,1.03701,-0.0148363,-0.0215396,1.43028,1.45182
102,0.0339534,0.211261,6.43334,6.22208,0.0336085,0.0627345,1.92936,1.86662,0.0341386,0.127448,3.8607,3.73325,-0.0147885,-0.0276047,1.83902,1.86662,-0.0171789,-0.0106889,0.611519,0.622208,-0.014142,-0.0146655,1.02235,1.03701,-0.0151133,-0.0219418,1.42988,1.45182
103,0.0343594,0.213787,6.43587,6.22208,0.0339246,0.0633245,1.92995,1.86662,0.0345034,0.12881,3.86206,3.73325,-0.0149766,-0.0279557,1.83867,1.86662,-0.0173795,-0.0108137,0.611395,0.622208,-0.0142462,-0.0147735,1.02224,1.03701,-0.0152689,-0.0221677,1.42965,1.45182
104,0.0347583,0.216269,6.43835,6.22208,0.0343846,0.064183,1.93081,1.86662,0.0349056,0.130311,3.86356,3.73325,-0.0151528,-0.0282845,1.83834,1.86662,-0.0176743,-0.0109971,0.611211,0.622208,-0.0145189,-0.0150563,1.02196,1.03701,-0.0154699,-0.0224595,1.42936,1.45182
105,0.0352003,0.219019,6.4411,6.22208,0.0348184,0.0649929,1.93162,1.86662,0.0353076,0.131812,3.86506,3.73325,-0.0154041,-0.0287536,1.83787,1.86662,-0.0177902,-0.0110692,0.611139,0.622208,-0.0147364,-0.0152818,1.02173,1.03701,-0.0157201,-0.0228228,1.429,1.45182
106,0.0356087,0.22156,6.44364,6.22208,0.0351749,0.0656583,1.93228,1.86662,0.0357347,0.133407,3.86666,3.73325,-0.0155316,-0.0289917,1.83763,1.86662,-0.0180096,-0.0112057,0.611003,0.622208,-0.0149324,-0.0154851,1.02153,1.03701,-0.0158543,-0.0230175,1.4288,1.45182
107,0.036074,0.224455,6.44654,6.22208,0.0356498,0.0665448,1.93317,1.86662,0.036192,0.135114,3.86836,3.73325,-0.0157291,-0.0293604,1.83726,1.86662,-0.0182017,-0.0113253,0.610883,0.622208,-0.0151003,-0.0156592,1.02135,1.03701,-0.0160392,-0.023286,1.42853,1.45182
108,0.0364847,0.227011,6.44909,6.22208,0.0360533,0.0672979,1.93392,1.86662,0.0365647,0.136505,3.86975,3.73325,-0.0158449,-0.0295764,1.83705,1.86662,-0.018443,-0.0114754,0.610733,0.622208,-0.01525,-0.0158145,1.0212,1.03701,-0.0162226,-0.0235523,1.42827,1.45182
109,0.0369144,0.229685,6.45177,6.22208,0.0364947,0.068122,1.93475,1.86662,0.0369912,0.138097,3.87135,3.73325,-0.0160221,-0.0299072,1.83672,1.86662,-0.0186433,-0.0116,0.610608,0.622208,-0.0153846,-0.015954,1.02106,1.03701,-0.0163392,-0.0237216,1.4281,1.45182
110,0.0373717,0.23253,6.45461,6.22208,0.0369171,0.0689103,1.93553,1.86662,0.0374473,0.1398,3.87305,3.73325,-0.0161932,-0.0302267,1.8364,1.86662,-0.0188585,-0.0117339,0.610474,0.622208,-0.0156793,-0.0162597,1.02075,1.03701,-0.0165419,-0.0240158,1.4278,1.45182
111,0.037789,0.235127,6.45721,6.22208,0.0373661,0.0697485,1.93637,1.86662,0.0378498,0.141303,3.87455,3.73325,-0.0164007,-0.030614,1.83601,1.86662,-0.0191058,-0.0118878,0.610321,0.622208,-0.0158432,-0.0164296,1.02058,1.03701,-0.0166713,-0.0242038,1.42762,1.45182
112,0.0382461,0.23797,6.46005,6.22208,0.0377938,0.0705468,1.93717,1.86662,0.0382899,0.142946,3.8762,3.73325,-0.0165285,-0.0308525,1.83577,1.86662,-0.0193024,-0.0120101,0.610198,0.622208,-0.0159664,-0.0165574,1.02046,1.03701,-0.0168949,-0.0245284,1.42729,1.45182
113,0.0386469,0.240464,6.46255,6.22208,0.0382388,0.0713774,1.938,1.86662,0.038706,0.144499,3.87775,3.73325,-0.0167047,-0.0311813,1.83544,1.86662,-0.0195484,-0.0121632,0.610045,0.622208,-0.0161677,-0.0167661,1.02025,1.03701,-0.0170139,-0.0247012,1.42712,1.45182
114,0.0390778,0.243145,6.46523,6.22208,0.0386078,0.0720663,1.93869,1.86662,0.0391307,0.146085,3.87933,3.73325,-0.0169055,-0.0315562,1.83507,1.86662,-0.0197164,-0.0122677,0.609941,0.622208,-0.0163559,-0.0169613,1.02005,1.03701,-0.0172544,-0.0250503,1.42677,1.45182
115,0.0395139,0.245859,6.46794,6.22208,0.0391262,0.0730338,1.93966,1.86662,0.0395706,0.147727,3.88098,3.73325,-0.0170806,-0.031883,1.83474,1.86662,-0.0199539,-0.0124155,0.609793,0.622208,-0.0165282,-0.01714,1.01987,1.03701,-0.0174517,-0.0253367,1.42648,1.45182
116,0.0399348,0.248478,6.47056,6.22208,0.0395819,0.0738846,1.94051,1.86662,0.0399967,0.149318,3.88257,3.73325,-0.0173088,-0.0323091,1.83432,1.86662,-0.0201402,-0.0125314,0.609677,0.622208,-0.0167716,-0.0173924,1.01962,1.03701,-0.0175757,-0.0255168,1.4263,1.45182
117,0.0403592,0.251118,6.4732,6.22208,0.0399633,0.0745964,1.94122,1.86662,0.0404291,0.150932,3.88418,3.73325,-0.0174642,-0.0325991,1.83403,1.86662,-0.0203106,-0.0126374,0.609571,0.622208,-0.0169275,-0.0175541,1.01946,1.03701,-0.0177573,-0.0257804,1.42604,1.45182
118,0.0408196,0.253983,6.47607,6.22208,0.0404139,0.0754375,1.94206,1.86662,0.0408876,0.152644,3.88589,3.73325,-0.0176673,-0.0329782,1.83365,1.86662,-0.0204576,-0.0127289,0.609479,0.622208,-0.0171609,-0.0177961,1.01922,1.03701,-0.017901,-0.025989,1.42583,1.45182
119,0.041247,0.256642,6.47872,6.22208,0.0408585,0.0762676,1.94289,1.86662,0.0413024,0.154192,3.88744,3.73325,-0.0177559,-0.0331437,1.83348,1.86662,-0.0208014,-0.0129428,0.609266,0.622208,-0.0173274,-0.0179687,1.01904,1.03701,-0.0180704,-0.0262349,1.42558,1.45182
120,0.0416986,0.259452,6.48153,6.22208,0.0413221,0.0771328,1.94376,1.86662,0.0417883,0.156006,3.88926,3.73325,-0.0179656,-0.0335351,1.83309,1.86662,-0.0209436,-0.0130313,0.609177,0.622208,-0.0174969,-0.0181446,1.01887,1.03701,-0.0182634,-0.0265152,1.4253,1.45182
121,0.0421257,0.26211,6.48419,6.22208,0.0417452,0.0779227,1.94455,1.86662,0.0421918,0.157512,3.89076,3.73325,-0.0181193,-0.033822,1.8328,1.86662,-0.0212981,-0.0132519,0.608956,0.622208,-0.0176579,-0.0183115,1.0187,1.03701,-0.0184041,-0.0267195,1.4251,1.45182
122,0.0425329,0.264643,6.48673,6.22208,0.0421748,0.0787245,1.94535,1.86662,0.0426514,0.159228,3.89248,3.73325,-0.0183529,-0.0342579,1.83237,1.86662,-0.0214163,-0.0133254,0.608883,0.622208,-0.017918,-0.0185812,1.01843,1.03701,-0.0186164,-0.0270276,1.42479,1.45182
123,0.0429566,0.267279,6.48936,6.22208,0.0425857,0.0794915,1.94612,1.86662,0.043054,0.160731,3.89398,3.73325,-0.0184644,-0.0344661,1.83216,1.86662,-0.0215949,-0.0134365,0.608772,0.622208,-0.0180683,-0.0187371,1.01828,1.03701,-0.0188333,-0.0273425,1.42448,1.45182
124,0.0434203,0.270165,6.49225,6.22208,0.0430352,0.0803305,1.94695,1.86662,0.0435251,0.16249,3.89574,3.73325,-0.0187108,-0.034926,1.8317,1.86662,-0.0217306,-0.013521,0.608687,0.622208,-0.0182806,-0.0189572,1.01806,1.03701,-0.0189674,-0.0275373,1.42428,1.45182
125,0.0438454,0.27281,6.49489,6.22208,0.0434808,0.0811623,1.94779,1.86662,0.0439833,0.164201,3.89745,3.73325,-0.0188703,-0.0352237,1.8314,1.86662,-0.0219712,-0.0136707,0.608538,0.622208,-0.0184434,-0.0191261,1.01789,1.03701,-0.0191748,-0.0278384,1.42398,1.45182
126,0.0442803,0.275516,6.4976,6.22208,0.0439063,0.0819565,1.94858,1.86662,0.0444514,0.165948,3.8992,3.73325,-0.0190319,-0.0355254,1.8311,1.86662,-0.0221552,-0.0137852,0.608423,0.622208,-0.0186641,-0.0193549,1.01766,1.03701,-0.0193872,-0.0281467,1.42367,1.45182
127,0.0447158,0.278226,6.50031,6.22208,0.0443436,0.0827728,1.9494,1.86662,0.0448686,0.167506,3.90076,3.73325,-0.0193037,-0.0360328,1.83059,1.86662,-0.0223106,-0.0138818,0.608326,0.622208,-0.0189071,-0.0196069,1.01741,1.03701,-0.0196302,-0.0284995,1.42332,1.45182
128,0.0451579,0.280976,6.50306,6.22208,0.044794,0.0836135,1.95024,1.86662,0.045314,0.169169,3.90242,3.73325,-0.0193975,-0.0362079,1.83042,1.86662,-0.0225761,-0.0140471,0.608161,0.622208,-0.0189872,-0.01969,1.01732,1.03701,-0.0197371,-0.0286547,1.42316,1.45182
129,0.0456164,0.283829,6.50591,6.22208,0.0452492,0.0844633,1.95109,1.86662,0.0457527,0.170806,3.90406,3.73325,-0.0196169,-0.0366175,1.83001,1.86662,-0.0228255,-0.0142022,0.608006,0.622208,-0.0191378,-0.0198462,1.01717,1.03701,-0.0198954,-0.0288846,1.42293,1.45182
130,0.0460479,0.286514,6.5086,6.22208,0.0456339,0.0851813,1.95181,1.86662,0.0462005,0.172478,3.90573,3.73325,-0.0197363,-0.0368403,1.82978,1.86662,-0.0230764,-0.0143584,0.60785,0.622208,-0.019364,-0.0200808,1.01693,1.03701,-0.0200854,-0.0291604,1.42266,1.45182
131,0.0465007,0.289331,6.51141,6.22208,0.0461269,0.0861016,1.95273,1.86662,0.0466567,0.174181,3.90743,3.73325,-0.0199508,-0.0372407,1.82938,1.86662,-0.0233611,-0.0145355,0.607673,0.622208,-0.0195554,-0.0202792,1.01673,1.03701,-0.0203175,-0.0294974,1.42232,1.45182
132,0.0469587,0.292181,6.51426,6.22208,0.0465862,0.086959,1.95358,1.86662,0.0471172,0.1759,3.90915,3.73325,-0.0201176,-0.037552,1.82907,1.86662,-0.0235417,-0.0146479,0.60756,0.622208,-0.0197694,-0.0205011,1.01651,1.03701,-0.0205046,-0.029769,1.42205,1.45182
133,0.0473916,0.294875,6.51696,6.22208,0.0469876,0.0877083,1.95433,1.86662,0.047553,0.177527,3.91078,3.73325,-0.0203263,-0.0379415,1.82868,1.86662,-0.0238395,-0.0148332,0.607375,0.622208,-0.0199822,-0.0207219,1.01629,1.03701,-0.020664,-0.0300004,1.42182,1.45182
134,0.0478116,0.297488,6.51957,6.22208,0.0474234,0.0885217,1.95515,1.86662,0.0479651,0.179066,3.91232,3.73325,-0.0204743,-0.0382178,1.82841,1.86662,-0.0239529,-0.0149037,0.607305,0.622208,-0.0201308,-0.0208759,1.01614,1.03701,-0.0208573,-0.030281,1.42154,1.45182
135,0.0482686,0.300331,6.52241,6.22208,0.0479518,0.089508,1.95613,1.86662,0.0484367,0.180826,3.91408,3.73325,-0.0206732,-0.0385891,1.82804,1.86662,-0.0241993,-0.015057,0.607151,0.622208,-0.0203293,-0.0210817,1.01593,1.03701,-0.0210599,-0.0305752,1.42124,1.45182
136,0.0487259,0.303176,6.52526,6.22208,0.0483666,0.0902822,1.95691,1.86662,0.0488828,0.182492,3.91574,3.73325,-0.0208238,-0.0388703,1.82775,1.86662,-0.0244515,-0.0152139,0.606994,0.622208,-0.0204494,-0.0212063,1.01581,1.03701,-0.0212351,-0.0308295,1.42099,1.45182
137,0.0491431,0.305772,6.52785,6.22208,0.0487463,0.0909911,1.95762,1.86662,0.0492926,0.184022,3.91727,3.73325,-0.0210441,-0.0392815,1.82734,1.86662,-0.0246675,-0.0153483,0.60686,0.622208,-0.0207164,-0.0214832,1.01553,1.03701,-0.0213867,-0.0310496,1.42077,1.45182
138,0.0495885,0.308544,6.53063,6.22208,0.0492322,0.091898,1.95852,1.86662,0.0497225,0.185626,3.91888,3.73325,-0.021175,-0.0395257,1.8271,1.86662,-0.0250602,-0.0155927,0.606616,0.622208,-0.0208867,-0.0216598,1.01535,1.03701,-0.021549,-0.0312853,1.42053,1.45182
139,0.0500306,0.311294,6.53338,6.22208,0.0496897,0.092752,1.95938,1.86662,0.0501629,0.187271,3.92052,3.73325,-0.0213293,-0.0398138,1.82681,1.86662,-0.0252922,-0.015737,0.606471,0.622208,-0.0211068,-0.0218881,1.01513,1.03701,-0.0217431,-0.0315671,1.42025,1.45182
140,0.0504518,0.313915,6.536,6.22208,0.0501398,0.0935921,1.96022,1.86662,0.0506096,0.188938,3.92219,3.73325,-0.0215356,-0.0401989,1.82643,1.86662,-0.0255053,-0.0158696,0.606339,0.622208,-0.0212313,-0.0220172,1.015,1.03701,-0.0218835,-0.0317709,1.42005,1.45182
141,0.0509333,0.316911,6.53899,6.22208,0.0505814,0.0944165,1.96104,1.86662,0.0510525,0.190592,3.92384,3.73325,-0.0217193,-0.0405418,1.82608,1.86662,-0.0257045,-0.0159935,0.606215,0.622208,-0.0214121,-0.0222046,1.01481,1.03701,-0.0220519,-0.0320153,1.4198,1.45182
142,0.0513515,0.319513,6.5416,6.22208,0.0510224,0.0952396,1.96186,1.86662,0.0514771,0.192177,3.92543,3.73325,-0.0218597,-0.0408039,1.82582,1.86662,-0.0260365,-0.0162001,0.606008,0.622208,-0.0215988,-0.0223983,1.01462,1.03701,-0.0221929,-0.0322201,1.4196,1.45182
143,0.0517605,0.322058,6.54414,6.22208,0.0514234,0.0959881,1.96261,1.86662,0.0518425,0.193541,3.92679,3.73325,-0.0221259,-0.0413007,1.82532,1.86662,-0.0262958,-0.0163615,0.605847,0.622208,-0.0218429,-0.0226514,1.01436,1.03701,-0.0224573,-0.0326039,1.41922,1.45182
144,0.0521728,0.324623,6.54671,6.22208,0.0518411,0.0967679,1.96339,1.86662,0.0523018,0.195256,3.92851,3.73325,-0.0222469,-0.0415266,1.8251,1.86662,-0.0264612,-0.0164644,0.605744,0.622208,-0.0219912,-0.0228052,1.01421,1.03701,-0.0226046,-0.0328179,1.419,1.45182
145,0.052654,0.327618,6.5497,6.22208,0.0524112,0.097832,1.96446,1.86662,0.0527453,0.196911,3.93016,3.73325,-0.0224064,-0.0418244,1.8248,1.86662,-0.0267118,-0.0166203,0.605588,0.622208,-0.0222223,-0.0230448,1.01397,1.03701,-0.0228047,-0.0331083,1.41871,1.45182
146,0.0530827,0.330285,6.55237,6.22208,0.0527767,0.0985142,1.96514,1.86662,0.0531638,0.198474,3.93172,3.73325,-0.0225775,-0.0421437,1.82448,1.86662,-0.026891,-0.0167318,0.605477,0.622208,-0.0223776,-0.0232059,1.01381,1.03701,-0.0229626,-0.0333375,1.41848,1.45182
147,0.0534382,0.332497,6.55458,6.22208,0.0530714,0.0990645,1.96569,1.86662,0.0534747,0.199634,3.93288,3.73325,-0.0227684,-0.0425,1.82412,1.86662,-0.0271043,-0.0168645,0.605344,0.622208,-0.0225538,-0.0233886,1.01363,1.03701,-0.0232004,-0.0336827,1.41814,1.45182
148,0.0539795,0.335865,6.55795,6.22208,0.0536698,0.100181,1.96681,1.86662,0.0540828,0.201905,3.93515,3.73325,-0.0229281,-0.0427982,1.82383,1.86662,-0.0273471,-0.0170156,0.605193,0.622208,-0.0227386,-0.0235802,1.01343,1.03701,-0.0233843,-0.0339498,1.41787,1.45182
149,0.0544116,0.338553,6.56064,6.22208,0.0541416,0.101062,1.96769,1.86662,0.0545054,0.203482,3.93673,3.73325,-0.023127,-0.0431694,1.82346,1.86662,-0.0276046,-0.0171758,0.605033,0.622208,-0.0229709,-0.0238211,1.01319,1.03701,-0.0235721,-0.0342224,1.4176,1.45182
150,0.0548736,0.341428,6.56351,6.22208,0.0545659,0.101854,1.96848,1.86662,0.0550027,0.205339,3.93859,3.73325,-0.0233441,-0.0435746,1.82305,1.86662,-0.0277406,-0.0172604,0.604948,0.622208,-0.0232105,-0.0240696,1.01294,1.03701,-0.0237822,-0.0345275,1.41729,1.45182
151,0.0553007,0.344086,6.56617,6.22208,0.0550586,0.102774,1.9694,1.86662,0.0553895,0.206783,3.94003,3.73325,-0.0234894,-0.0438459,1.82278,1.86662,-0.0280134,-0.0174302,0.604778,0.622208,-0.0234056,-0.0242719,1.01274,1.03701,-0.0239892,-0.034828,1.41699,1.45182
152,0.0557421,0.346832,6.56891,6.22208,0.0554256,0.103459,1.97008,1.86662,0.0558446,0.208482,3.94173,3.73325,-0.0236595,-0.0441634,1.82246,1.86662,-0.0281836,-0.017536,0.604672,0.622208,-0.0234917,-0.0243612,1.01265,1.03701,-0.0241495,-0.0350607,1.41676,1.45182
153,0.056188,0.349606,6.57169,6.22208,0.0559855,0.104504,1.97113,1.86662,0.0562765,0.210094,3.94334,3.73325,-0.023861,-0.0445396,1.82209,1.86662,-0.028408,-0.0176757,0.604533,0.622208,-0.023738,-0.0246166,1.0124,1.03701,-0.0243085,-0.0352915,1.41653,1.45182
154,0.0566356,0.352391,6.57447,6.22208,0.0563831,0.105246,1.97187,1.86662,0.0567387,0.21182,3.94507,3.73325,-0.0240584,-0.044908,1.82172,1.86662,-0.0286436,-0.0178223,0.604386,0.622208,-0.0238959,-0.0247804,1.01223,1.03701,-0.0244957,-0.0355633,1.41626,1.45182
155,0.0571328,0.355485,6.57757,6.22208,0.0568615,0.106139,1.97276,1.86662,0.0572024,0.213551,3.9468,3.73325,-0.0241715,-0.0451191,1.82151,1.86662,-0.0289311,-0.0180012,0.604207,0.622208,-0.0240391,-0.0249289,1.01208,1.03701,-0.0246741,-0.0358223,1.416,1.45182
156,0.0575446,0.358047,6.58013,6.22208,0.0572654,0.106893,1.97352,1.86662,0.0575953,0.215018,3.94827,3.73325,-0.0244055,-0.0455559,1.82107,1.86662,-0.0291545,-0.0181402,0.604068,0.622208,-0.0242678,-0.025166,1.01185,1.03701,-0.0248631,-0.0360967,1.41572,1.45182
157,0.0579687,0.360686,6.58277,6.22208,0.0576751,0.107658,1.97428,1.86662,0.0580576,0.216744,3.94999,3.73325,-0.0245401,-0.0458071,1.82082,1.86662,-0.0293088,-0.0182362,0.603972,0.622208,-0.0244372,-0.0253417,1.01167,1.03701,-0.0250304,-0.0363397,1.41548,1.45182
158,0.0584185,0.363485,6.58557,6.22208,0.0581077,0.108465,1.97509,1.86662,0.0584782,0.218314,3.95156,3.73325,-0.0246979,-0.0461018,1.82052,1.86662,-0.0296101,-0.0184237,0.603785,0.622208,-0.0246687,-0.0255817,1.01143,1.03701,-0.0251991,-0.0365845,1.41523,1.45182
159,0.0588601,0.366233,6.58832,6.22208,0.0585964,0.109378,1.976,1.86662,0.0589325,0.22001,3.95326,3.73325,-0.0248781,-0.046438,1.82019,1.86662,-0.0298572,-0.0185774,0.603631,0.622208,-0.0248289,-0.0257479,1.01127,1.03701,-0.0254146,-0.0368974,1.41492,1.45182
160,0.0593067,0.369011,6.59109,6.22208,0.059051,0.110226,1.97685,1.86662,0.0593669,0.221632,3.95488,3.73325,-0.0250866,-0.0468273,1.8198,1.86662,-0.0300869,-0.0187204,0.603488,0.622208,-0.0250374,-0.0259641,1.01105,1.03701,-0.0255338,-0.0370705,1.41475,1.45182
161,0.0597431,0.371726,6.59381,6.22208,0.0595025,0.111069,1.97769,1.86662,0.0598074,0.223276,3.95653,3.73325,-0.0252536,-0.047139,1.81949,1.86662,-0.0303192,-0.0188648,0.603343,0.622208,-0.0252066,-0.0261396,1.01087,1.03701,-0.0257459,-0.0373785,1.41444,1.45182
162,0.0601935,0.374529,6.59661,6.22208,0.0599392,0.111884,1.97851,1.86662,0.0602305,0.224855,3.95811,3.73325,-0.025433,-0.0474738,1.81915,1.86662,-0.0305306,-0.0189964,0.603212,0.622208,-0.0254067,-0.0263471,1.01067,1.03701,-0.0258908,-0.0375887,1.41423,1.45182
163,0.0606217,0.377193,6.59928,6.22208,0.0603559,0.112662,1.97929,1.86662,0.0606515,0.226427,3.95968,3.73325,-0.0255764,-0.0477415,1.81888,1.86662,-0.0307742,-0.019148,0.60306,0.622208,-0.0255813,-0.0265282,1.01049,1.03701,-0.0261133,-0.0379119,1.41391,1.45182
164,0.0610774,0.380029,6.60211,6.22208,0.0607925,0.113477,1.9801,1.86662,0.0610991,0.228098,3.96135,3.73325,-0.0257643,-0.0480922,1.81853,1.86662,-0.0309086,-0.0192316,0.602977,0.622208,-0.0257046,-0.0266561,1.01036,1.03701,-0.0262299,-0.038081,1.41374,1.45182
