Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.59,0,-0.016967,0,0,1.5309,20,9.9056
1.09,-0.00015,-0.019512,7.9997e-05,0,0,0,0
1.59,0.000243,-0.021278,-7.1003e-05,0,0,0,0
2.1,0.00029,-0.0078381,0.00011299,0,0,0,0
2.59,0.000247,0.017846,0.00029796,0,0,0,0
3.1,0.000515,0.048436,6.3998e-05,0,0,0,0
3.6,0.000683,0.076423,0.00010199,0,0,0,0
4.09,0.000754,0.10686,0.00023797,0,0,0,0
4.59,0.000996,0.13356,4.6999e-05,0,0,0,0
5.09,0.000689,0.15815,-8e-06,0,0,0,0
5.59,0.000752,0.17742,-3.6001e-05,0,0,0,0
6.09,0.001011,0.19472,0.00011899,0,0,0,0
6.59,0.001019,0.20943,0.00012299,0,0,0,0
7.09,0.000955,0.22729,0.00023197,0,0,0,0
7.59,0.001016,0.24485,-2.3e-05,0,0,0,0
8.1,0.001031,0.26258,-6e-06,0,0,0,0
8.59,0.001057,0.27957,-4.1001e-05,0,0,0,0
9.1,0.001165,0.29815,6.3998e-05,0,0,0,0
9.6,0.00097,0.31614,-7.3003e-05,0,0,0,0
10.09,0.001017,0.33515,-7.2003e-05,0,0,0,0
10.59,0.001121,0.35357,-4.2001e-05,0,0,0,0
11.09,0.001438,0.37243,-0.00012801,0,0,0,0
11.6,0.001279,0.38971,-1.6e-05,0,0,0,0
12.09,0.001503,0.407,-2e-06,0,0,0,0
12.59,0.001336,0.42529,-0.00010801,0,0,0,0
13.09,0.001771,0.446,3.7999e-05,0,0,0,0
13.6,0.001798,0.46442,-4.5001e-05,0,0,0,0
14.09,0.002125,0.48272,0.00011299,0,0,0,0
14.6,0.001957,0.50028,0.00012899,0,0,0,0
15.1,0.002155,0.51829,0.00022797,0,0,0,0
15.6,0.002086,0.53485,0.00019198,0,0,0,0
16.09,0.002198,0.554,0.00014899,0,0,0,0
16.59,0.002357,0.57214,4.2999e-05,0,0,0,0
17.09,0.002231,0.59029,0.00020898,0,0,0,0
17.59,0.002245,0.60785,3.2999e-05,0,0,0,0
18.09,0.002258,0.62715,0.00024797,0,0,0,0
18.59,0.002139,0.64614,0.00022797,0,0,0,0
19.09,0.002437,0.66615,0.00026796,0,0,0,0
19.59,0.002403,0.68585,0.00013899,0,0,0,0
20.09,0.00249,0.70615,3.5999e-05,0,0,0,0
20.59,0.002347,0.72442,6.2998e-05,0,0,0,0
21.09,0.002463,0.74258,-3e-05,0,0,0,0
21.59,0.002483,0.76229,5.5998e-05,0,0,0,0
22.09,0.002764,0.78471,-1.7e-05,0,0,0,0
22.59,0.002672,0.80442,-4.3001e-05,0,0,0,0
23.09,0.002877,0.82429,5.9998e-05,0,0,0,0
23.59,0.002986,0.84371,-0.00011301,0,0,0,0
24.09,0.003205,0.86386,0.00014599,0,0,0,0
24.59,0.003175,0.88228,0.00021898,0,0,0,0
25.09,0.003582,0.90386,5.5998e-05,0,0,0,0
25.59,0.003933,0.92428,0.00038693,0,0,0,0
26.09,0.004098,0.94458,0.00027096,0,0,0,0
26.59,0.004026,0.96357,0.00026197,0,0,0,0
27.09,0.004002,0.98443,0.00025797,0,0,0,0
27.59,0.00383,1.0043,0.00048288,0,0,0,0
28.09,0.004161,1.0247,0.00027496,0,0,0,0
28.59,0.003883,1.0449,0.00038093,0,0,0,0
29.09,0.004089,1.0659,0.00042391,0,0,0,0
29.59,0.003827,1.0847,0.00030495,0,0,0,0
30.09,0.003834,1.105,0.00025797,0,0,0,0
30.59,0.004135,1.1264,0.00026197,0,0,0,0
31.09,0.003933,1.1491,0.00021498,0,0,0,0
31.59,0.003969,1.1684,2e-05,0,0,0,0
