Time[s],Displacement longi[mm],Force[kN],N/A,N/A,N/A,Thickness[mm],OuterWidth[mm],N/A
369.58,2.0333,2.379,0,0,0,0,0,
370.08,2.0366,2.3797,0,0,0,0,0,
370.58,2.0397,2.3803,0,0,0,0,0,
371.08,2.0428,2.3807,0,0,0,0,0,
371.58,2.046,2.3813,0,0,0,0,0,
372.08,2.0491,2.382,0,0,0,0,0,
372.58,2.0524,2.383,0,0,0,0,0,
373.08,2.0554,2.384,0,0,0,0,0,
373.58,2.0587,2.3847,0,0,0,0,0,
374.08,2.0617,2.3853,0,0,0,0,0,
374.58,2.0651,2.3857,0,0,0,0,0,
375.08,2.0681,2.3863,0,0,0,0,0,
375.58,2.0714,2.387,0,0,0,0,0,
376.08,2.0744,2.388,0,0,0,0,0,
376.58,2.0777,2.3887,0,0,0,0,0,
377.08,2.0808,2.3896,0,0,0,0,0,
377.58,2.084,2.3904,0,0,0,0,0,
378.08,2.0872,2.3913,0,0,0,0,0,
378.58,2.0904,2.3917,0,0,0,0,0,
379.08,2.0935,2.3923,0,0,0,0,0,
379.58,2.0966,2.393,0,0,0,0,0,
380.08,2.0998,2.3937,0,0,0,0,0,
380.58,2.103,2.3943,0,0,0,0,0,
381.08,2.1062,2.395,0,0,0,0,0,
381.58,2.1093,2.396,0,0,0,0,0,
382.08,2.1126,2.3967,0,0,0,0,0,
382.58,2.1157,2.3973,0,0,0,0,0,
383.08,2.119,2.398,0,0,0,0,0,
383.58,2.1221,2.399,0,0,0,0,0,
384.08,2.1254,2.3997,0,0,0,0,0,
384.58,2.1284,2.4003,0,0,0,0,0,
385.08,2.1317,2.401,0,0,0,0,0,
385.58,2.1347,2.4017,0,0,0,0,0,
386.08,2.138,2.4023,0,0,0,0,0,
386.58,2.1411,2.403,0,0,0,0,0,
387.08,2.1443,2.404,0,0,0,0,0,
387.58,2.1475,2.4047,0,0,0,0,0,
388.08,2.1506,2.4053,0,0,0,0,0,
388.58,2.1539,2.4057,0,0,0,0,0,
389.08,2.157,2.4063,0,0,0,0,0,
389.58,2.1603,2.407,0,0,0,0,0,
390.08,2.1634,2.408,0,0,0,0,0,
390.58,2.1667,2.409,0,0,0,0,0,
391.08,2.1698,2.4097,0,0,0,0,0,
391.58,2.1731,2.4103,0,0,0,0,0,
392.08,2.1762,2.4107,0,0,0,0,0,
392.58,2.1794,2.4113,0,0,0,0,0,
393.08,2.1825,2.412,0,0,0,0,0,
393.58,2.1858,2.413,0,0,0,0,0,
394.08,2.189,2.4137,0,0,0,0,0,
394.58,2.1922,2.4143,0,0,0,0,0,
395.08,2.1952,2.4147,0,0,0,0,0,
395.58,2.1984,2.4153,0,0,0,0,0,
396.08,2.2016,2.416,0,0,0,0,0,
396.58,2.2047,2.417,0,0,0,0,0,
397.08,2.208,2.418,0,0,0,0,0,
397.58,2.211,2.4187,0,0,0,0,0,
398.08,2.2143,2.4193,0,0,0,0,0,
398.58,2.2174,2.42,0,0,0,0,0,
399.08,2.2207,2.4207,0,0,0,0,0,
399.58,2.2238,2.4213,0,0,0,0,0,
400.08,2.2271,2.422,0,0,0,0,0,
400.58,2.2301,2.4227,0,0,0,0,0,
401.08,2.2334,2.4233,0,0,0,0,0,
401.58,2.2365,2.4237,0,0,0,0,0,
402.08,2.2398,2.4243,0,0,0,0,0,
402.58,2.2429,2.425,0,0,0,0,0,
403.08,2.2462,2.426,0,0,0,0,0,
403.58,2.2492,2.4267,0,0,0,0,0,
404.08,2.2525,2.4273,0,0,0,0,0,
404.58,2.2556,2.4277,0,0,0,0,0,
405.08,2.2588,2.4283,0,0,0,0,0,
405.58,2.262,2.429,0,0,0,0,0,
406.08,2.2651,2.43,0,0,0,0,0,
406.58,2.2683,2.4307,0,0,0,0,0,
407.08,2.2714,2.4313,0,0,0,0,0,
407.58,2.2747,2.432,0,0,0,0,0,
408.08,2.2778,2.433,0,0,0,0,0,
408.58,2.281,2.4337,0,0,0,0,0,
409.08,2.2841,2.4343,0,0,0,0,0,
409.58,2.2873,2.4347,0,0,0,0,0,
410.08,2.2904,2.4353,0,0,0,0,0,
410.58,2.2937,2.436,0,0,0,0,0,
411.08,2.2968,2.4367,0,0,0,0,0,
411.58,2.3,2.4373,0,0,0,0,0,
412.08,2.3032,2.438,0,0,0,0,0,
412.58,2.3064,2.4387,0,0,0,0,0,
413.08,2.3095,2.4393,0,0,0,0,0,
413.58,2.3127,2.44,0,0,0,0,0,
414.08,2.3159,2.441,0,0,0,0,0,
414.58,2.319,2.4417,0,0,0,0,0,
415.08,2.3223,2.4423,0,0,0,0,0,
415.58,2.3253,2.4427,0,0,0,0,0,
416.08,2.3286,2.4433,0,0,0,0,0,
416.58,2.3317,2.444,0,0,0,0,0,
417.08,2.335,2.445,0,0,0,0,0,
417.58,2.338,2.4457,0,0,0,0,0,
418.08,2.3414,2.4463,0,0,0,0,0,
418.58,2.3445,2.447,0,0,0,0,0,
419.08,2.3477,2.4477,0,0,0,0,0,
419.58,2.3508,2.4483,0,0,0,0,0,
420.08,2.354,2.449,0,0,0,0,0,
420.58,2.3572,2.4497,0,0,0,0,0,
421.08,2.3604,2.4503,0,0,0,0,0,
421.58,2.3636,2.4507,0,0,0,0,0,
422.08,2.3667,2.4513,0,0,0,0,0,
422.58,2.37,2.452,0,0,0,0,0,
423.08,2.3731,2.453,0,0,0,0,0,
423.58,2.3764,2.4537,0,0,0,0,0,
424.08,2.3795,2.4543,0,0,0,0,0,
424.58,2.3828,2.4547,0,0,0,0,0,
425.08,2.3859,2.4553,0,0,0,0,0,
425.58,2.3892,2.456,0,0,0,0,0,
426.08,2.3923,2.4567,0,0,0,0,0,
426.58,2.3957,2.4573,0,0,0,0,0,
427.08,2.3987,2.458,0,0,0,0,0,
427.58,2.4021,2.459,0,0,0,0,0,
428.08,2.4052,2.4597,0,0,0,0,0,
428.58,2.4084,2.4603,0,0,0,0,0,
429.08,2.4116,2.4607,0,0,0,0,0,
429.58,2.4148,2.4613,0,0,0,0,0,
430.08,2.418,2.4617,0,0,0,0,0,
430.58,2.4212,2.4623,0,0,0,0,0,
431.08,2.4244,2.463,0,0,0,0,0,
431.58,2.4276,2.4637,0,0,0,0,0,
432.08,2.4309,2.4643,0,0,0,0,0,
432.58,2.434,2.465,0,0,0,0,0,
433.08,2.4372,2.4657,0,0,0,0,0,
433.58,2.4404,2.4663,0,0,0,0,0,
434.08,2.4437,2.467,0,0,0,0,0,
434.58,2.4468,2.4677,0,0,0,0,0,
435.08,2.4501,2.4683,0,0,0,0,0,
435.58,2.4533,2.469,0,0,0,0,0,
436.08,2.4566,2.4697,0,0,0,0,0,
436.58,2.4597,2.4703,0,0,0,0,0,
437.08,2.463,2.471,0,0,0,0,0,
437.58,2.4661,2.4717,0,0,0,0,0,
438.08,2.4693,2.4723,0,0,0,0,0,
438.58,2.4724,2.4727,0,0,0,0,0,
439.08,2.4757,2.4733,0,0,0,0,0,
439.58,2.4788,2.4737,0,0,0,0,0,
440.08,2.482,2.4746,0,0,0,0,0,
440.58,2.4852,2.4754,0,0,0,0,0,
441.08,2.4883,2.4763,0,0,0,0,0,
441.58,2.4916,2.4767,0,0,0,0,0,
442.08,2.4947,2.4773,0,0,0,0,0,
442.58,2.498,2.4777,0,0,0,0,0,
443.08,2.5011,2.4783,0,0,0,0,0,
443.58,2.5044,2.479,0,0,0,0,0,
444.08,2.5075,2.4797,0,0,0,0,0,
444.58,2.5108,2.4803,0,0,0,0,0,
445.08,2.5139,2.481,0,0,0,0,0,
445.58,2.5172,2.4817,0,0,0,0,0,
446.08,2.5203,2.4823,0,0,0,0,0,
446.58,2.5235,2.4827,0,0,0,0,0,
447.08,2.5267,2.4833,0,0,0,0,0,
447.58,2.53,2.4837,0,0,0,0,0,
448.08,2.5331,2.4843,0,0,0,0,0,
448.58,2.5363,2.4847,0,0,0,0,0,
449.08,2.5394,2.4853,0,0,0,0,0,
449.58,2.5426,2.486,0,0,0,0,0,
450.08,2.5459,2.487,0,0,0,0,0,
450.58,2.549,2.4877,0,0,0,0,0,
451.08,2.5524,2.4883,0,0,0,0,0,
451.58,2.5555,2.4887,0,0,0,0,0,
452.08,2.5587,2.4893,0,0,0,0,0,
452.58,2.5618,2.49,0,0,0,0,0,
453.08,2.5651,2.4907,0,0,0,0,0,
453.58,2.5682,2.4913,0,0,0,0,0,
454.08,2.5714,2.4917,0,0,0,0,0,
454.58,2.5745,2.4923,0,0,0,0,0,
455.08,2.5777,2.493,0,0,0,0,0,
455.58,2.5809,2.4937,0,0,0,0,0,
456.08,2.5841,2.4943,0,0,0,0,0,
456.58,2.5873,2.4947,0,0,0,0,0,
457.08,2.5904,2.4953,0,0,0,0,0,
457.58,2.5936,2.496,0,0,0,0,0,
458.08,2.5967,2.4967,0,0,0,0,0,
458.58,2.5999,2.4973,0,0,0,0,0,
459.08,2.6031,2.4977,0,0,0,0,0,
459.58,2.6064,2.4983,0,0,0,0,0,
460.08,2.6094,2.4987,0,0,0,0,0,
460.58,2.6127,2.4993,0,0,0,0,0,
461.08,2.6158,2.5,0,0,0,0,0,
461.58,2.6191,2.5007,0,0,0,0,0,
462.08,2.6222,2.5013,0,0,0,0,0,
462.58,2.6255,2.5017,0,0,0,0,0,
463.08,2.6286,2.5023,0,0,0,0,0,
463.58,2.6318,2.503,0,0,0,0,0,
464.08,2.6349,2.5037,0,0,0,0,0,
464.58,2.6381,2.5043,0,0,0,0,0,
465.08,2.6413,2.5047,0,0,0,0,0,
465.58,2.6445,2.5053,0,0,0,0,0,
466.08,2.6477,2.5057,0,0,0,0,0,
466.58,2.6508,2.5063,0,0,0,0,0,
467.08,2.6541,2.5067,0,0,0,0,0,
467.58,2.6573,2.5073,0,0,0,0,0,
468.08,2.6605,2.508,0,0,0,0,0,
468.58,2.6636,2.5087,0,0,0,0,0,
469.08,2.6669,2.5093,0,0,0,0,0,
469.58,2.6701,2.5097,0,0,0,0,0,
470.08,2.6734,2.5103,0,0,0,0,0,
470.58,2.6765,2.5107,0,0,0,0,0,
471.08,2.6798,2.5113,0,0,0,0,0,
471.58,2.683,2.5117,0,0,0,0,0,
472.08,2.6862,2.5123,0,0,0,0,0,
472.58,2.6894,2.513,0,0,0,0,0,
473.08,2.6926,2.5137,0,0,0,0,0,
473.58,2.6959,2.514,0,0,0,0,0,
474.08,2.699,2.5143,0,0,0,0,0,
474.58,2.7023,2.5147,0,0,0,0,0,
475.08,2.7054,2.5153,0,0,0,0,0,
475.58,2.7087,2.5157,0,0,0,0,0,
476.08,2.7119,2.5163,0,0,0,0,0,
476.58,2.7152,2.5167,0,0,0,0,0,
477.08,2.7183,2.517,0,0,0,0,0,
477.58,2.7218,2.517,0,0,0,0,0,
478.08,2.7248,2.5173,0,0,0,0,0,
478.58,2.7282,2.5177,0,0,0,0,0,
479.08,2.7313,2.5183,0,0,0,0,0,
479.58,2.7346,2.5187,0,0,0,0,0,
480.08,2.7378,2.519,0,0,0,0,0,
480.58,2.7412,2.519,0,0,0,0,0,
481.08,2.7443,2.519,0,0,0,0,0,
481.58,2.7476,2.5187,0,0,0,0,0,
482.08,2.7509,2.5183,0,0,0,0,0,
