"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E17",,,,"E18",,,,"E19",,,,"E2",,,,"E20",,,,"E21",,,,"E22",,,,"E23",,,,"E24",,,,"E25",,,,"E26",,,,"E27",,,,"E28",,,,"E29",,,,"E3",,,,"E30",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
242,0.00650458,0.0702497,10.8703,10.8,0.0344931,0.0124192,0.372468,0.360049,0.0224865,0.0404765,1.84051,1.80004,0.0223238,0.00803766,0.368087,0.360049,0.0293647,0.0105707,0.370551,0.35998,0.0224533,0.016167,0.736196,0.720029,0.0256023,0.0184326,0.738393,0.719961,0.0199245,0.0215186,1.10153,1.08001,0.0250115,0.0270126,1.10702,1.08001,0.0212086,0.0305402,1.47053,1.43999,0.0211481,0.0304545,1.47051,1.44006,0.0188822,0.0339873,1.83396,1.79997,0.0404767,0.0145708,0.374551,0.35998,0.0206968,0.0372551,1.83729,1.80004,0.0176814,0.00636618,0.366415,0.360049,0.024616,0.00886128,0.368842,0.35998,0.0173817,0.0125153,0.732545,0.720029,0.0183808,0.0132334,0.733193,0.71996,0.0182066,0.0196633,1.09967,1.08001,0.02003,0.0216326,1.10164,1.08001,0.0182574,0.0262905,1.46628,1.43999,0.0170125,0.0244978,1.46449,1.43999,0.0196293,0.0353321,1.8353,1.79997,0.02746,0.019772,0.7398,0.720028,0.0183596,0.0330479,1.83309,1.80004,0.0401094,0.0288772,0.748838,0.719961,0.0326396,0.0352511,1.11526,1.08001,0.0266644,0.028796,1.10874,1.07994,0.0257537,0.037085,1.47707,1.43999,0.0255333,0.0367694,1.47683,1.44006,0.0229944,0.0413892,1.84136,1.79997
243,0.00654848,0.0707238,10.8708,10.8,0.0351837,0.0126678,0.372717,0.360049,0.0226585,0.0407861,1.84082,1.80004,0.0222173,0.00799932,0.368048,0.360049,0.0296669,0.0106795,0.37066,0.35998,0.0225907,0.016266,0.736295,0.720029,0.0257138,0.018513,0.738474,0.719961,0.0201748,0.021789,1.1018,1.08001,0.0253037,0.0273282,1.10734,1.08001,0.0213613,0.0307601,1.47075,1.43999,0.021242,0.0305898,1.47065,1.44006,0.0190394,0.0342704,1.83424,1.79997,0.0409613,0.0147453,0.374726,0.35998,0.0207741,0.0373941,1.83743,1.80004,0.017905,0.00644668,0.366496,0.360049,0.0251436,0.0090512,0.369032,0.35998,0.0175978,0.012671,0.7327,0.720029,0.0185501,0.0133553,0.733315,0.71996,0.0184118,0.0198849,1.09989,1.08001,0.020165,0.0217784,1.10179,1.08001,0.018526,0.0266773,1.46667,1.43999,0.0171395,0.0246806,1.46467,1.43999,0.0196649,0.0353962,1.83537,1.79997,0.027618,0.0198858,0.739914,0.720028,0.0184933,0.0332887,1.83333,1.80004,0.0406124,0.0292393,0.7492,0.719961,0.0329566,0.0355934,1.1156,1.08001,0.0269134,0.0290649,1.10901,1.07994,0.0259707,0.0373975,1.47739,1.43999,0.0257914,0.0371411,1.4772,1.44006,0.0232373,0.0418264,1.8418,1.79997
244,0.00663647,0.0716741,10.8717,10.8,0.0352594,0.0126951,0.372744,0.360049,0.0228508,0.0411323,1.84117,1.80004,0.0227208,0.00818061,0.368229,0.360049,0.0296796,0.0106841,0.370665,0.35998,0.0229069,0.0164936,0.736523,0.720029,0.0261204,0.0188057,0.738766,0.719961,0.0205052,0.0221458,1.10215,1.08001,0.0255739,0.02762,1.10763,1.08001,0.0216045,0.0311102,1.4711,1.43999,0.0214301,0.0308606,1.47092,1.44006,0.0192574,0.0346628,1.83463,1.79997,0.0417568,0.0150316,0.375012,0.35998,0.0210912,0.037965,1.838,1.80004,0.0181766,0.00654448,0.366593,0.360049,0.0252837,0.00910162,0.369082,0.35998,0.0177237,0.0127616,0.732791,0.720029,0.0186751,0.0134453,0.733405,0.71996,0.0185915,0.020079,1.10009,1.08001,0.0205181,0.0221597,1.10217,1.08001,0.0186462,0.0268504,1.46684,1.43999,0.0173316,0.0249573,1.46495,1.43999,0.0199593,0.0359262,1.8359,1.79997,0.027896,0.0200859,0.740114,0.720028,0.0186937,0.0336494,1.83369,1.80004,0.0413048,0.0297379,0.749699,0.719961,0.0334468,0.0361229,1.11613,1.08001,0.0272592,0.0294384,1.10938,1.07994,0.026259,0.0378127,1.4778,1.43999,0.0260034,0.0374465,1.4775,1.44006,0.0234951,0.0422904,1.84226,1.79997
245,0.00671578,0.0725307,10.8726,10.8,0.0354579,0.0127666,0.372815,0.360049,0.0230792,0.0415435,1.84158,1.80004,0.0229473,0.00826216,0.368311,0.360049,0.0306481,0.0110327,0.371013,0.35998,0.0231771,0.0166882,0.736717,0.720029,0.0263571,0.0189761,0.738937,0.719961,0.0205885,0.0222357,1.10224,1.08001,0.025895,0.0279668,1.10798,1.08001,0.0218256,0.0314287,1.47142,1.43999,0.0217269,0.031288,1.47135,1.44006,0.0194653,0.0350369,1.83501,1.79997,0.0420836,0.0151493,0.37513,0.35998,0.0212504,0.0382515,1.83829,1.80004,0.0182521,0.00657165,0.366621,0.360049,0.0255968,0.00921436,0.369195,0.35998,0.0179624,0.0129335,0.732963,0.720029,0.0187989,0.0135344,0.733494,0.71996,0.0188251,0.0203313,1.10034,1.08001,0.0207024,0.0223588,1.10237,1.08001,0.0188503,0.0271442,1.46713,1.43999,0.0175277,0.0252397,1.46523,1.43999,0.0201407,0.0362526,1.83622,1.79997,0.0283012,0.0203777,0.740406,0.720028,0.0188252,0.0338861,1.83392,1.80004,0.0417577,0.0300639,0.750025,0.719961,0.0338509,0.0365593,1.11657,1.08001,0.0275548,0.0297576,1.1097,1.07994,0.026671,0.0384059,1.4784,1.43999,0.0263564,0.0379548,1.47801,1.44006,0.0237148,0.0426859,1.84266,1.79997
246,0.00674762,0.0728745,10.8729,10.8,0.0356782,0.0128459,0.372895,0.360049,0.0233275,0.0419903,1.84203,1.80004,0.0229309,0.00825624,0.368305,0.360049,0.030309,0.0109106,0.370891,0.35998,0.0235211,0.0169359,0.736965,0.720029,0.026676,0.0192057,0.739166,0.719961,0.0206697,0.0223235,1.10233,1.08001,0.026141,0.0282325,1.10824,1.08001,0.0220359,0.0317315,1.47172,1.43999,0.0218884,0.0315206,1.47158,1.44006,0.0195663,0.0352187,1.83519,1.79997,0.0423038,0.0152285,0.375209,0.35998,0.021428,0.0385712,1.83861,1.80004,0.0184949,0.00665907,0.366708,0.360049,0.0259814,0.00935281,0.369333,0.35998,0.0180612,0.0130046,0.733034,0.720029,0.0189294,0.0136284,0.733588,0.71996,0.0188973,0.0204092,1.10042,1.08001,0.020882,0.0225527,1.10256,1.08001,0.0190407,0.0274184,1.46741,1.43999,0.0177146,0.0255088,1.4655,1.43999,0.0202426,0.0364361,1.83641,1.79997,0.0285565,0.0205615,0.74059,0.720028,0.0190406,0.0342738,1.83431,1.80004,0.0421787,0.030367,0.750328,0.719961,0.0341324,0.0368633,1.11687,1.08001,0.0278011,0.0300236,1.10996,1.07994,0.0268014,0.0385937,1.47858,1.43999,0.0264697,0.0381178,1.47818,1.44006,0.0239445,0.0430995,1.84307,1.79997
247,0.0067825,0.0732512,10.8733,10.8,0.0363181,0.0130763,0.373125,0.360049,0.0234664,0.0422404,1.84228,1.80004,0.0231019,0.00831782,0.368367,0.360049,0.0309086,0.0111265,0.371107,0.35998,0.0236439,0.0170243,0.737054,0.720029,0.0267176,0.0192356,0.739196,0.719961,0.0208362,0.0225033,1.10251,1.08001,0.0263389,0.0284462,1.10846,1.08001,0.0221859,0.0319475,1.47194,1.43999,0.0220082,0.031693,1.47175,1.44006,0.0197569,0.0355618,1.83553,1.79997,0.0426109,0.0153391,0.37532,0.35998,0.0215997,0.0388802,1.83892,1.80004,0.0186725,0.00672303,0.366772,0.360049,0.0259869,0.00935477,0.369335,0.35998,0.0183071,0.0131817,0.733211,0.720029,0.0191545,0.0137905,0.73375,0.71996,0.0190369,0.02056,1.10057,1.08001,0.0210423,0.0227259,1.10274,1.08001,0.0192335,0.0276961,1.46769,1.43999,0.0178453,0.025697,1.46569,1.43999,0.0203554,0.0366391,1.83661,1.79997,0.0288059,0.0207411,0.74077,0.720028,0.0191636,0.0344952,1.83453,1.80004,0.0422978,0.0304528,0.750414,0.719961,0.0342461,0.0369862,1.117,1.08001,0.0281205,0.0303685,1.11031,1.07994,0.0269692,0.0388353,1.47882,1.43999,0.0266345,0.0383552,1.47841,1.44006,0.0241408,0.0434528,1.84342,1.79997
248,0.00687489,0.0742491,10.8743,10.8,0.0367388,0.0132278,0.373277,0.360049,0.023663,0.0425943,1.84263,1.80004,0.0234497,0.00844305,0.368492,0.360049,0.0311018,0.011196,0.371176,0.35998,0.0240004,0.017281,0.73731,0.720029,0.0270424,0.0194695,0.73943,0.719961,0.02117,0.0228638,1.10287,1.08001,0.0265115,0.0286326,1.10864,1.08001,0.0224801,0.0323711,1.47236,1.43999,0.0221425,0.0318864,1.47194,1.44006,0.0200087,0.0360151,1.83598,1.79997,0.0432283,0.0155613,0.375542,0.35998,0.0218178,0.0392729,1.83931,1.80004,0.0188942,0.00680284,0.366852,0.360049,0.0263106,0.0094713,0.369452,0.35998,0.0185087,0.0133268,0.733356,0.720029,0.0193835,0.0139554,0.733915,0.71996,0.0193068,0.0208515,1.10086,1.08001,0.02127,0.0229718,1.10298,1.08001,0.0194215,0.0279667,1.46796,1.43999,0.0180997,0.0260633,1.46605,1.43999,0.0205492,0.0369879,1.83696,1.79997,0.0289835,0.0208689,0.740897,0.720028,0.0194011,0.0349227,1.83496,1.80004,0.0428803,0.0308721,0.750833,0.719961,0.0346193,0.0373892,1.1174,1.08001,0.0284853,0.0307624,1.1107,1.07994,0.0272809,0.0392843,1.47927,1.43999,0.0269478,0.0388065,1.47886,1.44006,0.0243879,0.0438974,1.84387,1.79997
249,0.00691455,0.0746774,10.8747,10.8,0.0370653,0.0133453,0.373394,0.360049,0.0239504,0.0431116,1.84315,1.80004,0.02359,0.00849354,0.368542,0.360049,0.030887,0.0111187,0.371099,0.35998,0.0241353,0.0173781,0.737407,0.720029,0.0272279,0.019603,0.739564,0.719961,0.0213601,0.0230691,1.10308,1.08001,0.0267527,0.0288931,1.1089,1.08001,0.0227252,0.032724,1.47271,1.43999,0.0224116,0.032274,1.47233,1.44006,0.0202114,0.0363799,1.83635,1.79997,0.0438403,0.0157816,0.375762,0.35998,0.0219555,0.0395207,1.83956,1.80004,0.0190326,0.00685265,0.366902,0.360049,0.0263445,0.00948351,0.369464,0.35998,0.018525,0.0133386,0.733368,0.720029,0.0195033,0.0140416,0.734002,0.71996,0.0193757,0.0209259,1.10093,1.08001,0.0213298,0.0230364,1.10305,1.08001,0.0195364,0.0281322,1.46812,1.43999,0.0182174,0.0262329,1.46622,1.43999,0.0207311,0.0373154,1.83729,1.79997,0.0292692,0.0210747,0.741103,0.720028,0.0194976,0.0350965,1.83514,1.80004,0.0434315,0.031269,0.75123,0.719961,0.0349149,0.0377084,1.11772,1.08001,0.0288465,0.0311525,1.11109,1.07994,0.0276377,0.039798,1.47979,1.43999,0.0271603,0.0391123,1.47917,1.44006,0.0246278,0.0443293,1.8443,1.79997
250,0.00695773,0.0751437,10.8752,10.8,0.0370927,0.0133552,0.373404,0.360049,0.0241441,0.0434603,1.8435,1.80004,0.0239011,0.00860555,0.368654,0.360049,0.0316301,0.0113862,0.371367,0.35998,0.0244169,0.0175809,0.73761,0.720029,0.0275306,0.019821,0.739782,0.719961,0.0214316,0.0231463,1.10316,1.08001,0.0269991,0.0291593,1.10917,1.08001,0.0228465,0.0328987,1.47289,1.43999,0.0225744,0.0325085,1.47257,1.44006,0.0202667,0.0364794,1.83645,1.79997,0.044166,0.0158989,0.375879,0.35998,0.0221194,0.0398158,1.83985,1.80004,0.0192733,0.00693934,0.366988,0.360049,0.0265668,0.00956354,0.369544,0.35998,0.0187035,0.0134671,0.733496,0.720029,0.0195802,0.0140969,0.734057,0.71996,0.0195263,0.0210886,1.1011,1.08001,0.0215677,0.0232933,1.1033,1.08001,0.0198172,0.0285365,1.46853,1.43999,0.0183578,0.0264351,1.46642,1.43999,0.0209285,0.0376707,1.83764,1.79997,0.0296384,0.0213405,0.741369,0.720028,0.0196581,0.0353854,1.83542,1.80004,0.0440668,0.0317264,0.751687,0.719961,0.0353547,0.0381834,1.11819,1.08001,0.0289457,0.0312596,1.1112,1.07994,0.0278176,0.0400571,1.48005,1.43999,0.0274305,0.0395015,1.47956,1.44006,0.02483,0.0446933,1.84466,1.79997
251,0.00703354,0.0759625,10.876,10.8,0.0375513,0.0135203,0.373569,0.360049,0.0243415,0.0438156,1.84385,1.80004,0.0241068,0.00867963,0.368728,0.360049,0.0317355,0.0114242,0.371405,0.35998,0.0247604,0.0178282,0.737858,0.720029,0.0275961,0.0198681,0.739829,0.719961,0.0215656,0.023291,1.1033,1.08001,0.0271526,0.029325,1.10933,1.08001,0.0231366,0.0333165,1.47331,1.43999,0.0228199,0.032862,1.47292,1.44006,0.0204392,0.03679,1.83676,1.79997,0.0447131,0.0160958,0.376076,0.35998,0.0223763,0.0402782,1.84032,1.80004,0.0192776,0.00694086,0.36699,0.360049,0.0271783,0.00978366,0.369764,0.35998,0.0189808,0.0136667,0.733696,0.720029,0.0199315,0.0143499,0.73431,0.71996,0.0197548,0.0213354,1.10134,1.08001,0.0217947,0.0235385,1.10355,1.08001,0.0200043,0.028806,1.4688,1.43999,0.0185666,0.0267357,1.46672,1.43999,0.0210622,0.0379113,1.83788,1.79997,0.0299216,0.0215444,0.741573,0.720028,0.0198748,0.0357754,1.83581,1.80004,0.0445614,0.0320825,0.752043,0.719961,0.0357379,0.0385972,1.11861,1.08001,0.0291987,0.0315329,1.11147,1.07994,0.0280578,0.040403,1.48039,1.43999,0.0276428,0.0398072,1.47986,1.44006,0.0251035,0.0451855,1.84516,1.79997
252,0.0070322,0.0759481,10.876,10.8,0.0381149,0.0137232,0.373772,0.360049,0.0245204,0.0441376,1.84418,1.80004,0.0244046,0.00878685,0.368836,0.360049,0.0323398,0.0116417,0.371622,0.35998,0.0250664,0.0180486,0.738078,0.720029,0.0278937,0.0200823,0.740043,0.719961,0.0217349,0.0234739,1.10348,1.08001,0.0274103,0.0296033,1.10961,1.08001,0.0232683,0.0335061,1.4735,1.43999,0.0228642,0.0329258,1.47298,1.44006,0.0206656,0.0371975,1.83717,1.79997,0.0449929,0.0161965,0.376177,0.35998,0.0225356,0.040565,1.8406,1.80004,0.0199374,0.00717842,0.367227,0.360049,0.0274386,0.00987737,0.369858,0.35998,0.019169,0.0138022,0.733832,0.720029,0.019942,0.0143575,0.734317,0.71996,0.0198228,0.0214088,1.10142,1.08001,0.0219758,0.0237341,1.10374,1.08001,0.0201873,0.0290695,1.46906,1.43999,0.0188005,0.0270726,1.46706,1.43999,0.0211407,0.0380526,1.83802,1.79997,0.0301001,0.021673,0.741701,0.720028,0.0200052,0.0360102,1.83605,1.80004,0.0449015,0.0323273,0.752288,0.719961,0.0359742,0.0388525,1.11886,1.08001,0.0294647,0.0318201,1.11176,1.07994,0.0282425,0.0406689,1.48066,1.43999,0.0278321,0.0400799,1.48014,1.44006,0.0252724,0.0454896,1.84546,1.79997
253,0.00709607,0.0766378,10.8767,10.8,0.0385958,0.0138964,0.373945,0.360049,0.0247834,0.044611,1.84465,1.80004,0.0245225,0.0088293,0.368878,0.360049,0.0325102,0.011703,0.371683,0.35998,0.0252887,0.0182086,0.738238,0.720029,0.0282335,0.020327,0.740288,0.719961,0.0220463,0.0238102,1.10382,1.08001,0.0276682,0.0298819,1.10989,1.08001,0.0235349,0.0338901,1.47388,1.43999,0.0230274,0.0331608,1.47322,1.44006,0.020917,0.0376499,1.83762,1.79997,0.0453561,0.0163273,0.376308,0.35998,0.0228234,0.0410829,1.84112,1.80004,0.0199535,0.00718422,0.367233,0.360049,0.0270359,0.0097324,0.369713,0.35998,0.0193377,0.0139237,0.733953,0.720029,0.0201769,0.0145266,0.734487,0.71996,0.0200492,0.0216533,1.10166,1.08001,0.022293,0.0240767,1.10409,1.08001,0.0204367,0.0294287,1.46942,1.43999,0.0190166,0.0273838,1.46737,1.43999,0.0213817,0.0384865,1.83846,1.79997,0.0304255,0.0219072,0.741936,0.720028,0.0201522,0.0362747,1.83631,1.80004,0.0450509,0.0324349,0.752396,0.719961,0.0361686,0.0390625,1.11907,1.08001,0.0298545,0.0322412,1.11218,1.07994,0.0285832,0.0411595,1.48115,1.43999,0.0281334,0.0405138,1.48057,1.44006,0.025509,0.0459155,1.84589,1.79997
254,0.00717186,0.0774563,10.8775,10.8,0.0388793,0.0139984,0.374047,0.360049,0.0249851,0.0449741,1.84501,1.80004,0.0244707,0.00881064,0.368859,0.360049,0.032768,0.0117958,0.371776,0.35998,0.0254273,0.0183084,0.738338,0.720029,0.0284758,0.0205014,0.740462,0.719961,0.0221874,0.0239626,1.10397,1.08001,0.0278532,0.0300817,1.11009,1.08001,0.0237638,0.0342196,1.47421,1.43999,0.0232477,0.033478,1.47354,1.44006,0.0210101,0.0378175,1.83779,1.79997,0.0459128,0.0165277,0.376508,0.35998,0.0228953,0.0412125,1.84125,1.80004,0.019874,0.00715559,0.367204,0.360049,0.0276541,0.00995493,0.369935,0.35998,0.0195308,0.0140627,0.734092,0.720029,0.0204438,0.0147187,0.734679,0.71996,0.0202357,0.0218547,1.10186,1.08001,0.0223952,0.024187,1.1042,1.08001,0.0205732,0.0296252,1.46962,1.43999,0.0191336,0.0275522,1.46754,1.43999,0.0215794,0.0388424,1.83881,1.79997,0.0306631,0.0220783,0.742107,0.720028,0.0203468,0.036625,1.83666,1.80004,0.0456319,0.0328532,0.752814,0.719961,0.0365231,0.0394453,1.11945,1.08001,0.0302604,0.0326794,1.11262,1.07994,0.0288162,0.041495,1.48148,1.43999,0.0284265,0.0409358,1.48099,1.44006,0.0257631,0.0463727,1.84634,1.79997
255,0.00723878,0.0781791,10.8782,10.8,0.038868,0.0139944,0.374043,0.360049,0.0251635,0.0452952,1.84533,1.80004,0.0251056,0.00903924,0.369088,0.360049,0.0329917,0.0118764,0.371857,0.35998,0.0256298,0.0184542,0.738483,0.720029,0.0286179,0.0206038,0.740565,0.719961,0.0221933,0.023969,1.10398,1.08001,0.0280917,0.0303392,1.11035,1.08001,0.0239576,0.0344988,1.47449,1.43999,0.0234778,0.0338093,1.47387,1.44006,0.0212083,0.0381742,1.83814,1.79997,0.0460225,0.0165672,0.376548,0.35998,0.0231429,0.0416581,1.8417,1.80004,0.0205852,0.00741166,0.367461,0.360049,0.0281071,0.010118,0.370098,0.35998,0.019849,0.0142919,0.734321,0.720029,0.020553,0.0147973,0.734757,0.71996,0.020337,0.0219642,1.10197,1.08001,0.0225324,0.0243352,1.10434,1.08001,0.0207899,0.0299372,1.46993,1.43999,0.0192618,0.0277367,1.46773,1.43999,0.0217327,0.0391181,1.83909,1.79997,0.0309859,0.0223107,0.742339,0.720028,0.0205117,0.0369219,1.83696,1.80004,0.046471,0.0334573,0.753418,0.719961,0.0368368,0.0397841,1.11979,1.08001,0.0304644,0.0328998,1.11284,1.07994,0.0290166,0.0417836,1.48177,1.43999,0.028666,0.0412807,1.48134,1.44006,0.0259268,0.0466674,1.84664,1.79997
256,0.00728586,0.0786875,10.8787,10.8,0.0394084,0.014189,0.374238,0.360049,0.0253438,0.0456198,1.84566,1.80004,0.0253962,0.00914388,0.369193,0.360049,0.0333259,0.0119967,0.371977,0.35998,0.0257853,0.0185662,0.738595,0.720029,0.0289498,0.0208427,0.740804,0.719961,0.0223348,0.0241218,1.10413,1.08001,0.0284154,0.0306889,1.1107,1.08001,0.0242073,0.0348583,1.47485,1.43999,0.0236404,0.0340435,1.4741,1.44006,0.0212693,0.0382841,1.83825,1.79997,0.0463453,0.0166834,0.376664,0.35998,0.0233336,0.0420013,1.84204,1.80004,0.020539,0.00739506,0.367444,0.360049,0.0281717,0.0101413,0.370122,0.35998,0.019873,0.0143091,0.734338,0.720029,0.0208024,0.0149769,0.734937,0.71996,0.0204978,0.0221378,1.10215,1.08001,0.0228301,0.0246568,1.10467,1.08001,0.0210056,0.0302479,1.47024,1.43999,0.0194119,0.027953,1.46794,1.43999,0.0218746,0.0393736,1.83934,1.79997,0.0312021,0.0224664,0.742495,0.720028,0.0206134,0.0371049,1.83714,1.80004,0.0467536,0.0336607,0.753622,0.719961,0.0372369,0.0402163,1.12023,1.08001,0.0306235,0.0330716,1.11301,1.07994,0.0292845,0.0421694,1.48216,1.43999,0.0288274,0.041513,1.48157,1.44006,0.0261875,0.0471367,1.84711,1.79997
257,0.00733505,0.0792189,10.8793,10.8,0.0399165,0.0143719,0.374421,0.360049,0.0256066,0.0460929,1.84613,1.80004,0.0253858,0.00914011,0.369189,0.360049,0.0335314,0.0120706,0.372051,0.35998,0.0260054,0.0187247,0.738754,0.720029,0.0290469,0.0209126,0.740873,0.719961,0.0226577,0.0244705,1.10448,1.08001,0.028558,0.0308429,1.11085,1.08001,0.02437,0.0350926,1.47508,1.43999,0.0237508,0.0342025,1.47426,1.44006,0.0215635,0.0388136,1.83878,1.79997,0.0467689,0.0168359,0.376816,0.35998,0.0235812,0.0424471,1.84249,1.80004,0.0205621,0.00740335,0.367452,0.360049,0.0282986,0.0101869,0.370167,0.35998,0.0200271,0.0144201,0.734449,0.720029,0.0209023,0.0150488,0.735009,0.71996,0.0206631,0.0223163,1.10233,1.08001,0.0230411,0.0248846,1.10489,1.08001,0.0212221,0.0305597,1.47055,1.43999,0.0196303,0.0282674,1.46826,1.43999,0.0219786,0.0395608,1.83953,1.79997,0.0313717,0.0225885,0.742617,0.720028,0.0208484,0.037528,1.83757,1.80004,0.0471462,0.0339434,0.753904,0.719961,0.0376012,0.0406096,1.12062,1.08001,0.0308643,0.0333316,1.11327,1.07994,0.0295561,0.0425605,1.48255,1.43999,0.0290639,0.0418537,1.48191,1.44006,0.0264326,0.0475779,1.84755,1.79997
258,0.00740031,0.0799236,10.88,10.8,0.0399695,0.014391,0.37444,0.360049,0.0258334,0.0465011,1.84654,1.80004,0.0254588,0.00916643,0.369215,0.360049,0.0336707,0.0121208,0.372101,0.35998,0.0262894,0.0189291,0.738958,0.720029,0.0292442,0.0210547,0.741015,0.719961,0.0228699,0.0246997,1.10471,1.08001,0.0288649,0.0311743,1.11118,1.08001,0.0246298,0.0354666,1.47546,1.43999,0.0240645,0.0346543,1.47471,1.44006,0.0217036,0.0390658,1.83904,1.79997,0.047111,0.016959,0.37694,0.35998,0.0237559,0.0427616,1.8428,1.80004,0.020752,0.00747174,0.367521,0.360049,0.0284249,0.0102324,0.370213,0.35998,0.0200351,0.0144259,0.734455,0.720029,0.021142,0.0152214,0.735181,0.71996,0.0208139,0.0224792,1.10249,1.08001,0.0231926,0.0250483,1.10506,1.08001,0.0213815,0.0307891,1.47078,1.43999,0.0198107,0.0285272,1.46852,1.43999,0.0221688,0.0399031,1.83987,1.79997,0.0316582,0.0227948,0.742823,0.720028,0.0209638,0.0377356,1.83777,1.80004,0.0472271,0.0340016,0.753962,0.719961,0.0377618,0.0407831,1.12079,1.08001,0.0312805,0.0337811,1.11372,1.07994,0.0298712,0.0430142,1.483,1.43999,0.0293168,0.0422179,1.48228,1.44006,0.0265852,0.0478526,1.84782,1.79997
259,0.00744702,0.0804281,10.8805,10.8,0.0404286,0.0145563,0.374605,0.360049,0.0259919,0.0467864,1.84682,1.80004,0.025524,0.00918987,0.369239,0.360049,0.0340192,0.0122462,0.372227,0.35998,0.0267187,0.0192383,0.739268,0.720029,0.0296286,0.0213314,0.741292,0.719961,0.0230049,0.0248455,1.10485,1.08001,0.0290664,0.0313919,1.1114,1.08001,0.024832,0.0357579,1.47575,1.43999,0.0242736,0.0349554,1.47501,1.44006,0.0219284,0.0394704,1.83944,1.79997,0.0473648,0.0170504,0.377031,0.35998,0.0239064,0.0430324,1.84307,1.80004,0.0211191,0.00760392,0.367653,0.360049,0.0284606,0.0102453,0.370226,0.35998,0.0203222,0.0146326,0.734662,0.720029,0.0212984,0.015334,0.735294,0.71996,0.0210794,0.0227659,1.10277,1.08001,0.0233952,0.0252671,1.10528,1.08001,0.0216486,0.0311738,1.47116,1.43999,0.0199789,0.0287693,1.46876,1.43999,0.022391,0.0403031,1.84027,1.79997,0.0318732,0.0229496,0.742978,0.720028,0.0211623,0.0380929,1.83813,1.80004,0.0477153,0.0343532,0.754314,0.719961,0.0380602,0.0411053,1.12112,1.08001,0.0316938,0.0342275,1.11417,1.07994,0.0301479,0.0434127,1.4834,1.43999,0.0296157,0.0426484,1.48271,1.44006,0.0268643,0.048355,1.84833,1.79997
