Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.59,0,-0.01946,0,0,1.5281,20,9.8794
1.09,-0.000189,-0.02095,-0.00019902,0,0,0,0
1.59,6.1e-05,-0.021419,-0.00027404,0,0,0,0
2.09,0.000212,-0.0082738,-0.00013301,0,0,0,0
2.59,0.00015,0.019718,-5e-06,0,0,0,0
3.09,0.00059,0.053137,-0.00026103,0,0,0,0
3.59,0.000425,0.085145,-0.00031405,0,0,0,0
4.09,0.000745,0.11228,-6.5002e-05,0,0,0,0
4.59,0.000727,0.13958,-2.2e-05,0,0,0,0
5.09,0.000816,0.16656,7.2997e-05,0,0,0,0
5.59,0.000669,0.19329,3.1999e-05,0,0,0,0
6.09,0.000676,0.21471,-0.00015101,0,0,0,0
6.59,0.000744,0.233,6.5998e-05,0,0,0,0
7.09,0.000865,0.24757,8.1997e-05,0,0,0,0
7.59,0.000797,0.26229,3.8999e-05,0,0,0,0
8.09,0.00067,0.27843,0.00018798,0,0,0,0
8.59,0.000802,0.29858,5.6998e-05,0,0,0,0
9.09,0.000853,0.31828,0.00018898,0,0,0,0
9.59,0.000917,0.33844,0.00013699,0,0,0,0
10.09,0.001047,0.35656,3.9999e-05,0,0,0,0
10.59,0.000824,0.37415,0.00021998,0,0,0,0
11.09,0.001118,0.39143,0.00012299,0,0,0,0
11.59,0.001175,0.41057,0.00013899,0,0,0,0
12.09,0.001276,0.42986,0.00015399,0,0,0,0
12.59,0.001275,0.447,0.00018898,0,0,0,0
13.09,0.001638,0.464,-6.7002e-05,0,0,0,0
13.59,0.001541,0.48085,0.00030995,0,0,0,0
14.09,0.001562,0.50058,-4.4001e-05,0,0,0,0
14.59,0.001755,0.51928,0.00015699,0,0,0,0
15.09,0.001971,0.53872,0.00018598,0,0,0,0
15.59,0.001924,0.55656,0.00016599,0,0,0,0
16.09,0.001879,0.57529,8.3996e-05,0,0,0,0
16.59,0.002137,0.59285,7.8997e-05,0,0,0,0
17.09,0.00203,0.61215,-7.1003e-05,0,0,0,0
17.59,0.00206,0.63085,-5.2001e-05,0,0,0,0
18.09,0.002108,0.65043,0.00021298,0,0,0,0
18.59,0.001972,0.66842,-2.5e-05,0,0,0,0
19.09,0.002259,0.68801,0.00016299,0,0,0,0
19.59,0.002061,0.70871,0.00021498,0,0,0,0
