Time[s],Displacement longi[mm],Force[kN],N/A,N/A,N/A,Thickness[mm],OuterWidth[mm],N/A
21.58,0.037275,0.716,0,0,0,0,0,
22.08,0.038455,0.73014,0,0,0,0,0,
22.58,0.039489,0.74557,0,0,0,0,0,
23.08,0.04057,0.76043,0,0,0,0,0,
23.58,0.041713,0.77586,0,0,0,0,0,
24.08,0.042846,0.78971,0,0,0,0,0,
24.58,0.043914,0.80415,0,0,0,0,0,
25.08,0.045131,0.819,0,0,0,0,0,
25.58,0.046392,0.83457,0,0,0,0,0,
26.08,0.047514,0.84843,0,0,0,0,0,
26.58,0.048797,0.86286,0,0,0,0,0,
27.08,0.050154,0.876,0,0,0,0,0,
27.58,0.051353,0.88872,0,0,0,0,0,
28.08,0.05262,0.90114,0,0,0,0,0,
28.58,0.054061,0.91543,0,0,0,0,0,
29.08,0.055418,0.92871,0,0,0,0,0,
29.58,0.056719,0.94229,0,0,0,0,0,
30.08,0.058297,0.95471,0,0,0,0,0,
30.58,0.05971,0.96743,0,0,0,0,0,
31.08,0.061144,0.97914,0,0,0,0,0,
31.58,0.062775,0.99186,0,0,0,0,0,
32.08,0.064353,1.0039,0,0,0,0,0,
32.58,0.065801,1.0161,0,0,0,0,0,
33.08,0.067527,1.027,0,0,0,0,0,
33.58,0.069108,1.0386,0,0,0,0,0,
34.08,0.07077,1.0503,0,0,0,0,0,
34.58,0.072569,1.0626,0,0,0,0,0,
35.08,0.074216,1.0734,0,0,0,0,0,
35.58,0.075971,1.0846,0,0,0,0,0,
36.08,0.07774,1.0946,0,0,0,0,0,
36.58,0.079446,1.1044,0,0,0,0,0,
37.08,0.081285,1.1141,0,0,0,0,0,
37.58,0.083196,1.1254,0,0,0,0,0,
38.08,0.085004,1.1357,0,0,0,0,0,
38.58,0.086964,1.146,0,0,0,0,0,
39.08,0.088888,1.155,0,0,0,0,0,
39.58,0.090742,1.1644,0,0,0,0,0,
40.08,0.092842,1.1731,0,0,0,0,0,
40.58,0.094698,1.1829,0,0,0,0,0,
41.08,0.096776,1.1921,0,0,0,0,0,
41.58,0.098887,1.2016,0,0,0,0,0,
42.08,0.1009,1.2099,0,0,0,0,0,
42.58,0.10305,1.2184,0,0,0,0,0,
43.08,0.10508,1.2271,0,0,0,0,0,
43.58,0.10719,1.2363,0,0,0,0,0,
44.08,0.10947,1.2447,0,0,0,0,0,
44.58,0.11151,1.2533,0,0,0,0,0,
45.08,0.11376,1.2609,0,0,0,0,0,
45.58,0.11588,1.2684,0,0,0,0,0,
46.08,0.11796,1.2759,0,0,0,0,0,
46.58,0.12019,1.2841,0,0,0,0,0,
47.08,0.12231,1.2916,0,0,0,0,0,
47.58,0.12465,1.2997,0,0,0,0,0,
48.08,0.12697,1.3073,0,0,0,0,0,
48.58,0.12921,1.3146,0,0,0,0,0,
49.08,0.13151,1.321,0,0,0,0,0,
49.58,0.13374,1.3283,0,0,0,0,0,
50.08,0.13614,1.3354,0,0,0,0,0,
50.58,0.13849,1.3426,0,0,0,0,0,
51.08,0.14077,1.3491,0,0,0,0,0,
51.58,0.14322,1.3561,0,0,0,0,0,
52.08,0.14553,1.3631,0,0,0,0,0,
52.58,0.14797,1.3703,0,0,0,0,0,
53.08,0.1504,1.3767,0,0,0,0,0,
53.58,0.15274,1.3833,0,0,0,0,0,
54.08,0.15524,1.3891,0,0,0,0,0,
54.58,0.15755,1.3949,0,0,0,0,0,
55.08,0.15997,1.4004,0,0,0,0,0,
55.58,0.16241,1.4069,0,0,0,0,0,
56.08,0.16473,1.4131,0,0,0,0,0,
56.58,0.1672,1.4199,0,0,0,0,0,
57.08,0.16959,1.4256,0,0,0,0,0,
57.58,0.17208,1.4311,0,0,0,0,0,
58.08,0.17442,1.4364,0,0,0,0,0,
58.58,0.177,1.4423,0,0,0,0,0,
59.08,0.17972,1.4477,0,0,0,0,0,
59.58,0.18214,1.4533,0,0,0,0,0,
60.08,0.18471,1.4584,0,0,0,0,0,
60.58,0.18718,1.4639,0,0,0,0,0,
61.08,0.1897,1.4694,0,0,0,0,0,
61.58,0.19237,1.4753,0,0,0,0,0,
62.08,0.19476,1.4804,0,0,0,0,0,
62.58,0.19746,1.4856,0,0,0,0,0,
63.08,0.19993,1.4904,0,0,0,0,0,
63.58,0.2026,1.4953,0,0,0,0,0,
64.08,0.20519,1.5,0,0,0,0,0,
64.58,0.2077,1.5056,0,0,0,0,0,
65.08,0.21043,1.5109,0,0,0,0,0,
65.58,0.21293,1.5159,0,0,0,0,0,
66.08,0.21562,1.5201,0,0,0,0,0,
66.58,0.21819,1.5249,0,0,0,0,0,
67.08,0.22085,1.5294,0,0,0,0,0,
67.58,0.22353,1.5343,0,0,0,0,0,
68.08,0.22615,1.5387,0,0,0,0,0,
68.58,0.22884,1.5433,0,0,0,0,0,
69.08,0.23146,1.5474,0,0,0,0,0,
69.58,0.23423,1.5521,0,0,0,0,0,
70.08,0.23688,1.5569,0,0,0,0,0,
70.58,0.23956,1.5616,0,0,0,0,0,
71.08,0.2423,1.5657,0,0,0,0,0,
71.58,0.24497,1.5703,0,0,0,0,0,
72.08,0.24778,1.5744,0,0,0,0,0,
72.58,0.25043,1.5783,0,0,0,0,0,
73.08,0.25328,1.582,0,0,0,0,0,
73.58,0.25598,1.5866,0,0,0,0,0,
74.08,0.25868,1.5911,0,0,0,0,0,
74.58,0.26151,1.5956,0,0,0,0,0,
75.08,0.26413,1.5994,0,0,0,0,0,
75.58,0.26702,1.6033,0,0,0,0,0,
76.08,0.26971,1.607,0,0,0,0,0,
76.58,0.27258,1.611,0,0,0,0,0,
77.08,0.27532,1.615,0,0,0,0,0,
77.58,0.27813,1.619,0,0,0,0,0,
78.08,0.28089,1.6224,0,0,0,0,0,
78.58,0.28362,1.6261,0,0,0,0,0,
79.08,0.28651,1.6301,0,0,0,0,0,
79.58,0.28922,1.6343,0,0,0,0,0,
80.08,0.29214,1.6377,0,0,0,0,0,
80.58,0.29483,1.6413,0,0,0,0,0,
81.08,0.29771,1.6447,0,0,0,0,0,
81.58,0.30048,1.6486,0,0,0,0,0,
82.08,0.30329,1.6521,0,0,0,0,0,
82.58,0.30619,1.6559,0,0,0,0,0,
83.08,0.30895,1.6591,0,0,0,0,0,
83.58,0.31179,1.6629,0,0,0,0,0,
84.08,0.31458,1.6661,0,0,0,0,0,
84.58,0.31752,1.6696,0,0,0,0,0,
85.08,0.32034,1.6727,0,0,0,0,0,
85.58,0.32326,1.6763,0,0,0,0,0,
86.08,0.32603,1.6797,0,0,0,0,0,
86.58,0.32892,1.683,0,0,0,0,0,
87.08,0.33184,1.686,0,0,0,0,0,
87.58,0.33466,1.6893,0,0,0,0,0,
88.08,0.3376,1.6927,0,0,0,0,0,
88.58,0.34041,1.696,0,0,0,0,0,
89.08,0.34335,1.699,0,0,0,0,0,
89.58,0.34617,1.702,0,0,0,0,0,
90.08,0.34905,1.705,0,0,0,0,0,
90.58,0.35191,1.7083,0,0,0,0,0,
91.08,0.35472,1.7114,0,0,0,0,0,
91.58,0.35771,1.7146,0,0,0,0,0,
92.08,0.36048,1.7177,0,0,0,0,0,
92.58,0.36352,1.721,0,0,0,0,0,
93.08,0.36632,1.7237,0,0,0,0,0,
93.58,0.36934,1.7266,0,0,0,0,0,
94.08,0.37221,1.7297,0,0,0,0,0,
94.58,0.37514,1.733,0,0,0,0,0,
95.08,0.37808,1.7357,0,0,0,0,0,
95.58,0.38098,1.7386,0,0,0,0,0,
96.08,0.38401,1.7414,0,0,0,0,0,
96.58,0.38687,1.7443,0,0,0,0,0,
97.08,0.38988,1.7467,0,0,0,0,0,
97.58,0.39279,1.7496,0,0,0,0,0,
98.08,0.39582,1.7524,0,0,0,0,0,
98.58,0.39869,1.7553,0,0,0,0,0,
99.08,0.40172,1.758,0,0,0,0,0,
99.58,0.40456,1.7607,0,0,0,0,0,
100.08,0.40738,1.7633,0,0,0,0,0,
100.58,0.41045,1.7657,0,0,0,0,0,
101.08,0.41334,1.7686,0,0,0,0,0,
101.58,0.41635,1.7714,0,0,0,0,0,
102.08,0.41919,1.7743,0,0,0,0,0,
102.58,0.42228,1.7767,0,0,0,0,0,
103.08,0.42513,1.7793,0,0,0,0,0,
103.58,0.42821,1.7817,0,0,0,0,0,
104.08,0.43115,1.7843,0,0,0,0,0,
104.58,0.43416,1.7867,0,0,0,0,0,
105.08,0.43709,1.7893,0,0,0,0,0,
105.58,0.43996,1.7917,0,0,0,0,0,
106.08,0.44302,1.7943,0,0,0,0,0,
106.58,0.44587,1.7967,0,0,0,0,0,
107.08,0.44902,1.799,0,0,0,0,0,
107.58,0.45184,1.8013,0,0,0,0,0,
108.08,0.45492,1.804,0,0,0,0,0,
108.58,0.45782,1.8067,0,0,0,0,0,
109.08,0.46081,1.8093,0,0,0,0,0,
109.58,0.46382,1.8117,0,0,0,0,0,
110.08,0.46685,1.814,0,0,0,0,0,
110.58,0.46985,1.816,0,0,0,0,0,
111.08,0.47287,1.818,0,0,0,0,0,
111.58,0.47595,1.8203,0,0,0,0,0,
112.08,0.47889,1.8227,0,0,0,0,0,
112.58,0.482,1.8253,0,0,0,0,0,
113.08,0.48488,1.8277,0,0,0,0,0,
113.58,0.48797,1.83,0,0,0,0,0,
114.08,0.49091,1.832,0,0,0,0,0,
114.58,0.49406,1.8343,0,0,0,0,0,
115.08,0.49705,1.8367,0,0,0,0,0,
115.58,0.50008,1.8393,0,0,0,0,0,
116.08,0.50319,1.8414,0,0,0,0,0,
116.58,0.50616,1.8436,0,0,0,0,0,
117.08,0.50927,1.8457,0,0,0,0,0,
117.58,0.51218,1.848,0,0,0,0,0,
118.08,0.51534,1.85,0,0,0,0,0,
118.58,0.51825,1.852,0,0,0,0,0,
119.08,0.52138,1.854,0,0,0,0,0,
119.58,0.52432,1.856,0,0,0,0,0,
120.08,0.52743,1.8583,0,0,0,0,0,
120.58,0.53047,1.8607,0,0,0,0,0,
121.08,0.53352,1.863,0,0,0,0,0,
121.58,0.53658,1.865,0,0,0,0,0,
122.08,0.53958,1.867,0,0,0,0,0,
122.58,0.54274,1.869,0,0,0,0,0,
123.08,0.54572,1.8713,0,0,0,0,0,
123.58,0.54885,1.8734,0,0,0,0,0,
124.08,0.55183,1.8753,0,0,0,0,0,
124.58,0.55499,1.877,0,0,0,0,0,
125.08,0.55797,1.8793,0,0,0,0,0,
125.58,0.56107,1.8817,0,0,0,0,0,
126.08,0.56409,1.8837,0,0,0,0,0,
126.58,0.56713,1.8853,0,0,0,0,0,
127.08,0.57026,1.887,0,0,0,0,0,
127.58,0.57329,1.8893,0,0,0,0,0,
128.08,0.57641,1.8914,0,0,0,0,0,
128.58,0.57943,1.8933,0,0,0,0,0,
129.08,0.58257,1.8947,0,0,0,0,0,
129.58,0.58551,1.8966,0,0,0,0,0,
130.08,0.58862,1.8987,0,0,0,0,0,
130.58,0.59155,1.9007,0,0,0,0,0,
131.08,0.59476,1.9023,0,0,0,0,0,
131.58,0.59783,1.904,0,0,0,0,0,
132.08,0.60084,1.906,0,0,0,0,0,
132.58,0.60388,1.908,0,0,0,0,0,
133.08,0.60694,1.91,0,0,0,0,0,
133.58,0.61004,1.912,0,0,0,0,0,
134.08,0.61303,1.9137,0,0,0,0,0,
134.58,0.61617,1.9153,0,0,0,0,0,
135.08,0.61911,1.917,0,0,0,0,0,
135.58,0.62233,1.919,0,0,0,0,0,
136.08,0.62523,1.921,0,0,0,0,0,
136.58,0.6284,1.923,0,0,0,0,0,
137.08,0.63143,1.9247,0,0,0,0,0,
137.58,0.6346,1.9263,0,0,0,0,0,
138.08,0.6376,1.928,0,0,0,0,0,
138.58,0.64065,1.9297,0,0,0,0,0,
139.08,0.64375,1.9313,0,0,0,0,0,
139.58,0.64676,1.933,0,0,0,0,0,
140.08,0.6499,1.935,0,0,0,0,0,
140.58,0.65295,1.9367,0,0,0,0,0,
141.08,0.65613,1.9383,0,0,0,0,0,
141.58,0.65907,1.94,0,0,0,0,0,
142.08,0.66222,1.9417,0,0,0,0,0,
142.58,0.66515,1.9433,0,0,0,0,0,
143.08,0.66831,1.945,0,0,0,0,0,
143.58,0.67131,1.947,0,0,0,0,0,
144.08,0.67439,1.9487,0,0,0,0,0,
144.58,0.67748,1.9503,0,0,0,0,0,
145.08,0.68051,1.952,0,0,0,0,0,
145.58,0.68357,1.9537,0,0,0,0,0,
146.08,0.68662,1.9553,0,0,0,0,0,
146.58,0.68985,1.957,0,0,0,0,0,
147.08,0.69288,1.9587,0,0,0,0,0,
147.58,0.69607,1.9603,0,0,0,0,0,
148.08,0.69906,1.962,0,0,0,0,0,
148.58,0.70226,1.9637,0,0,0,0,0,
149.08,0.70524,1.9653,0,0,0,0,0,
149.58,0.70843,1.9667,0,0,0,0,0,
150.08,0.7115,1.9683,0,0,0,0,0,
150.58,0.7147,1.9697,0,0,0,0,0,
151.08,0.71775,1.9713,0,0,0,0,0,
151.58,0.72086,1.973,0,0,0,0,0,
152.08,0.72395,1.9747,0,0,0,0,0,
152.58,0.72707,1.9763,0,0,0,0,0,
153.08,0.7303,1.9777,0,0,0,0,0,
153.58,0.73331,1.9793,0,0,0,0,0,
154.08,0.73657,1.981,0,0,0,0,0,
154.58,0.7396,1.9827,0,0,0,0,0,
155.08,0.74282,1.9843,0,0,0,0,0,
155.58,0.74588,1.9857,0,0,0,0,0,
156.08,0.74908,1.9873,0,0,0,0,0,
156.58,0.75219,1.9887,0,0,0,0,0,
157.08,0.75545,1.9903,0,0,0,0,0,
157.58,0.75853,1.9917,0,0,0,0,0,
158.08,0.76174,1.9933,0,0,0,0,0,
158.58,0.76485,1.995,0,0,0,0,0,
159.08,0.76794,1.9967,0,0,0,0,0,
159.58,0.77119,1.998,0,0,0,0,0,
160.08,0.77422,1.9993,0,0,0,0,0,
160.58,0.77749,2.0007,0,0,0,0,0,
161.08,0.78057,2.0023,0,0,0,0,0,
161.58,0.7838,2.004,0,0,0,0,0,
162.08,0.78692,2.0057,0,0,0,0,0,
162.58,0.7901,2.0073,0,0,0,0,0,
163.08,0.79322,2.0087,0,0,0,0,0,
163.58,0.79643,2.01,0,0,0,0,0,
164.08,0.79946,2.0113,0,0,0,0,0,
164.58,0.80276,2.0127,0,0,0,0,0,
165.08,0.80583,2.0143,0,0,0,0,0,
165.58,0.80894,2.0157,0,0,0,0,0,
166.08,0.81213,2.0173,0,0,0,0,0,
166.58,0.81517,2.0184,0,0,0,0,0,
167.08,0.81839,2.0199,0,0,0,0,0,
167.58,0.82149,2.0211,0,0,0,0,0,
168.08,0.82472,2.0226,0,0,0,0,0,
168.58,0.82776,2.024,0,0,0,0,0,
169.08,0.83095,2.0257,0,0,0,0,0,
169.58,0.83398,2.027,0,0,0,0,0,
170.08,0.8372,2.0283,0,0,0,0,0,
170.58,0.84027,2.0297,0,0,0,0,0,
171.08,0.84354,2.0313,0,0,0,0,0,
171.58,0.84668,2.0327,0,0,0,0,0,
172.08,0.84983,2.034,0,0,0,0,0,
172.58,0.85289,2.035,0,0,0,0,0,
173.08,0.85603,2.0363,0,0,0,0,0,
173.58,0.8592,2.0377,0,0,0,0,0,
174.08,0.86223,2.0393,0,0,0,0,0,
174.58,0.86539,2.0407,0,0,0,0,0,
175.08,0.86834,2.042,0,0,0,0,0,
175.58,0.8715,2.043,0,0,0,0,0,
176.08,0.87443,2.044,0,0,0,0,0,
176.58,0.87755,2.0453,0,0,0,0,0,
177.08,0.88046,2.0467,0,0,0,0,0,
177.58,0.8836,2.048,0,0,0,0,0,
178.08,0.88648,2.049,0,0,0,0,0,
178.58,0.88946,2.0503,0,0,0,0,0,
179.08,0.89245,2.0517,0,0,0,0,0,
179.58,0.89537,2.053,0,0,0,0,0,
180.08,0.89835,2.054,0,0,0,0,0,
180.58,0.90126,2.055,0,0,0,0,0,
181.08,0.90432,2.056,0,0,0,0,0,
181.58,0.90718,2.0573,0,0,0,0,0,
182.08,0.90997,2.0587,0,0,0,0,0,
182.58,0.91296,2.0603,0,0,0,0,0,
183.08,0.91595,2.0617,0,0,0,0,0,
183.58,0.91888,2.0627,0,0,0,0,0,
184.08,0.92188,2.0636,0,0,0,0,0,
184.58,0.92479,2.0647,0,0,0,0,0,
185.08,0.92763,2.066,0,0,0,0,0,
185.58,0.93065,2.0673,0,0,0,0,0,
186.08,0.93353,2.0687,0,0,0,0,0,
186.58,0.93661,2.07,0,0,0,0,0,
187.08,0.93945,2.071,0,0,0,0,0,
187.58,0.94257,2.072,0,0,0,0,0,
188.08,0.94546,2.073,0,0,0,0,0,
188.58,0.94838,2.074,0,0,0,0,0,
189.08,0.95135,2.0753,0,0,0,0,0,
189.58,0.95432,2.0767,0,0,0,0,0,
190.08,0.95722,2.078,0,0,0,0,0,
190.58,0.9601,2.079,0,0,0,0,0,
191.08,0.96299,2.08,0,0,0,0,0,
191.58,0.96584,2.081,0,0,0,0,0,
192.08,0.96883,2.0823,0,0,0,0,0,
192.58,0.97166,2.0837,0,0,0,0,0,
193.08,0.97468,2.085,0,0,0,0,0,
193.58,0.9776,2.086,0,0,0,0,0,
194.08,0.98054,2.087,0,0,0,0,0,
194.58,0.9835,2.088,0,0,0,0,0,
195.08,0.98631,2.089,0,0,0,0,0,
195.58,0.9894,2.0903,0,0,0,0,0,
196.08,0.99226,2.0914,0,0,0,0,0,
196.58,0.99526,2.0926,0,0,0,0,0,
197.08,0.99819,2.0937,0,0,0,0,0,
197.58,1.0012,2.095,0,0,0,0,0,
198.08,1.0041,2.0957,0,0,0,0,0,
198.58,1.0071,2.0966,0,0,0,0,0,
199.08,1.01,2.0977,0,0,0,0,0,
199.58,1.0129,2.099,0,0,0,0,0,
200.08,1.0159,2.1,0,0,0,0,0,
200.58,1.0187,2.101,0,0,0,0,0,
201.08,1.0218,2.1023,0,0,0,0,0,
201.58,1.0246,2.1037,0,0,0,0,0,
202.08,1.0276,2.105,0,0,0,0,0,
202.58,1.0304,2.106,0,0,0,0,0,
203.08,1.0334,2.107,0,0,0,0,0,
203.58,1.0363,2.108,0,0,0,0,0,
204.08,1.0393,2.109,0,0,0,0,0,
204.58,1.0422,2.11,0,0,0,0,0,
205.08,1.0451,2.111,0,0,0,0,0,
205.58,1.0481,2.1123,0,0,0,0,0,
206.08,1.051,2.1134,0,0,0,0,0,
206.58,1.054,2.1146,0,0,0,0,0,
207.08,1.0568,2.1157,0,0,0,0,0,
207.58,1.0599,2.1167,0,0,0,0,0,
208.08,1.0627,2.1173,0,0,0,0,0,
208.58,1.0658,2.118,0,0,0,0,0,
209.08,1.0686,2.1193,0,0,0,0,0,
209.58,1.0716,2.1204,0,0,0,0,0,
210.08,1.0745,2.1216,0,0,0,0,0,
210.58,1.0774,2.1227,0,0,0,0,0,
211.08,1.0804,2.124,0,0,0,0,0,
211.58,1.0833,2.125,0,0,0,0,0,
212.08,1.0863,2.126,0,0,0,0,0,
212.58,1.0891,2.127,0,0,0,0,0,
213.08,1.0921,2.128,0,0,0,0,0,
213.58,1.095,2.129,0,0,0,0,0,
214.08,1.098,2.13,0,0,0,0,0,
214.58,1.1009,2.131,0,0,0,0,0,
215.08,1.1038,2.132,0,0,0,0,0,
215.58,1.1068,2.133,0,0,0,0,0,
216.08,1.1096,2.134,0,0,0,0,0,
216.58,1.1127,2.135,0,0,0,0,0,
217.08,1.1155,2.136,0,0,0,0,0,
217.58,1.1185,2.137,0,0,0,0,0,
218.08,1.1214,2.138,0,0,0,0,0,
218.58,1.1244,2.139,0,0,0,0,0,
219.08,1.1273,2.14,0,0,0,0,0,
219.58,1.1302,2.141,0,0,0,0,0,
220.08,1.1332,2.142,0,0,0,0,0,
220.58,1.1361,2.143,0,0,0,0,0,
221.08,1.1391,2.144,0,0,0,0,0,
221.58,1.1419,2.145,0,0,0,0,0,
222.08,1.1449,2.146,0,0,0,0,0,
222.58,1.1479,2.1473,0,0,0,0,0,
223.08,1.1509,2.1484,0,0,0,0,0,
223.58,1.1538,2.1493,0,0,0,0,0,
224.08,1.1567,2.15,0,0,0,0,0,
224.58,1.1597,2.1513,0,0,0,0,0,
225.08,1.1626,2.1524,0,0,0,0,0,
225.58,1.1656,2.1533,0,0,0,0,0,
226.08,1.1685,2.154,0,0,0,0,0,
226.58,1.1715,2.155,0,0,0,0,0,
227.08,1.1743,2.156,0,0,0,0,0,
227.58,1.1774,2.157,0,0,0,0,0,
228.08,1.1803,2.158,0,0,0,0,0,
228.58,1.1833,2.1593,0,0,0,0,0,
229.08,1.1863,2.1604,0,0,0,0,0,
229.58,1.1893,2.1613,0,0,0,0,0,
230.08,1.1923,2.162,0,0,0,0,0,
230.58,1.1953,2.163,0,0,0,0,0,
231.08,1.1983,2.164,0,0,0,0,0,
231.58,1.2012,2.165,0,0,0,0,0,
232.08,1.2043,2.166,0,0,0,0,0,
232.58,1.2072,2.167,0,0,0,0,0,
233.08,1.2102,2.168,0,0,0,0,0,
233.58,1.2132,2.169,0,0,0,0,0,
234.08,1.2162,2.17,0,0,0,0,0,
234.58,1.2191,2.171,0,0,0,0,0,
235.08,1.2221,2.172,0,0,0,0,0,
235.58,1.2251,2.173,0,0,0,0,0,
236.08,1.228,2.174,0,0,0,0,0,
236.58,1.2311,2.175,0,0,0,0,0,
237.08,1.2339,2.1757,0,0,0,0,0,
237.58,1.237,2.1766,0,0,0,0,0,
238.08,1.2398,2.1777,0,0,0,0,0,
238.58,1.2429,2.179,0,0,0,0,0,
239.08,1.2458,2.18,0,0,0,0,0,
239.58,1.2488,2.181,0,0,0,0,0,
240.08,1.2518,2.182,0,0,0,0,0,
240.58,1.2548,2.1827,0,0,0,0,0,
241.08,1.2578,2.1836,0,0,0,0,0,
241.58,1.2607,2.1844,0,0,0,0,0,
242.08,1.2638,2.1853,0,0,0,0,0,
242.58,1.2667,2.186,0,0,0,0,0,
243.08,1.2699,2.1873,0,0,0,0,0,
243.58,1.2727,2.1884,0,0,0,0,0,
244.08,1.2759,2.1893,0,0,0,0,0,
244.58,1.2788,2.19,0,0,0,0,0,
245.08,1.2817,2.191,0,0,0,0,0,
245.58,1.2848,2.192,0,0,0,0,0,
246.08,1.2878,2.193,0,0,0,0,0,
246.58,1.2908,2.194,0,0,0,0,0,
247.08,1.2938,2.195,0,0,0,0,0,
247.58,1.2968,2.196,0,0,0,0,0,
248.08,1.2997,2.197,0,0,0,0,0,
248.58,1.3029,2.1977,0,0,0,0,0,
249.08,1.3057,2.1983,0,0,0,0,0,
249.58,1.3088,2.199,0,0,0,0,0,
250.08,1.3117,2.2003,0,0,0,0,0,
250.58,1.3146,2.2017,0,0,0,0,0,
251.08,1.3177,2.2027,0,0,0,0,0,
251.58,1.3206,2.2033,0,0,0,0,0,
252.08,1.3237,2.204,0,0,0,0,0,
252.58,1.3266,2.205,0,0,0,0,0,
253.08,1.3296,2.206,0,0,0,0,0,
253.58,1.3325,2.207,0,0,0,0,0,
254.08,1.3355,2.208,0,0,0,0,0,
254.58,1.3385,2.2087,0,0,0,0,0,
255.08,1.3414,2.2093,0,0,0,0,0,
255.58,1.3443,2.21,0,0,0,0,0,
256.08,1.3473,2.211,0,0,0,0,0,
256.58,1.3503,2.212,0,0,0,0,0,
257.08,1.3532,2.213,0,0,0,0,0,
257.58,1.3563,2.214,0,0,0,0,0,
258.08,1.3591,2.215,0,0,0,0,0,
258.58,1.3622,2.2157,0,0,0,0,0,
259.08,1.3651,2.2166,0,0,0,0,0,
259.58,1.3681,2.2177,0,0,0,0,0,
260.08,1.371,2.219,0,0,0,0,0,
260.58,1.3739,2.2197,0,0,0,0,0,
261.08,1.377,2.2203,0,0,0,0,0,
261.58,1.3799,2.221,0,0,0,0,0,
262.08,1.3829,2.222,0,0,0,0,0,
262.58,1.3858,2.2227,0,0,0,0,0,
263.08,1.3888,2.2236,0,0,0,0,0,
263.58,1.3917,2.2247,0,0,0,0,0,
264.08,1.3948,2.226,0,0,0,0,0,
264.58,1.3978,2.2267,0,0,0,0,0,
265.08,1.4008,2.2273,0,0,0,0,0,
265.58,1.4038,2.228,0,0,0,0,0,
266.08,1.4068,2.229,0,0,0,0,0,
266.58,1.4098,2.23,0,0,0,0,0,
267.08,1.4127,2.231,0,0,0,0,0,
267.58,1.4158,2.232,0,0,0,0,0,
268.08,1.4187,2.2327,0,0,0,0,0,
268.58,1.4219,2.2336,0,0,0,0,0,
269.08,1.4247,2.2344,0,0,0,0,0,
269.58,1.4278,2.2353,0,0,0,0,0,
270.08,1.4307,2.236,0,0,0,0,0,
270.58,1.4337,2.237,0,0,0,0,0,
271.08,1.4367,2.238,0,0,0,0,0,
271.58,1.4396,2.239,0,0,0,0,0,
272.08,1.4427,2.24,0,0,0,0,0,
272.58,1.4456,2.241,0,0,0,0,0,
273.08,1.4488,2.242,0,0,0,0,0,
273.58,1.4517,2.2427,0,0,0,0,0,
274.08,1.4548,2.2433,0,0,0,0,0,
274.58,1.4577,2.244,0,0,0,0,0,
275.08,1.4608,2.245,0,0,0,0,0,
275.58,1.4638,2.246,0,0,0,0,0,
276.08,1.4668,2.247,0,0,0,0,0,
276.58,1.4699,2.2477,0,0,0,0,0,
277.08,1.4727,2.2483,0,0,0,0,0,
277.58,1.4758,2.249,0,0,0,0,0,
278.08,1.4787,2.25,0,0,0,0,0,
278.58,1.4819,2.251,0,0,0,0,0,
279.08,1.4847,2.252,0,0,0,0,0,
279.58,1.4878,2.253,0,0,0,0,0,
280.08,1.4908,2.2537,0,0,0,0,0,
280.58,1.4938,2.2543,0,0,0,0,0,
281.08,1.4968,2.255,0,0,0,0,0,
281.58,1.4998,2.256,0,0,0,0,0,
282.08,1.5028,2.257,0,0,0,0,0,
