Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.59000000,0.00000000,-0.01400000,0.00000000,-0.91629033,0.00000000,-0.91629033,0.00000000,0.00065963,327.58012095,-0.00012121,-0.00053842,0.89100402,1.52790000,10.00000000,212223.02648808
1.09000000,0.00009400,-0.01800000,0.00000611,-1.17808757,0.00000611,-1.17809477,0.00001222,0.00061563,331.44172212,-0.00004480,-0.00057083,0.00000000,0.00000000,0.00000000,0.00000000
1.59000000,0.00135400,-0.02300000,0.00007378,-1.50533412,0.00007378,-1.50544518,0.00013533,0.00068887,337.64216694,-0.00004403,-0.00064484,0.00000000,0.00000000,0.00000000,0.00000000
2.09000000,0.00218700,0.06800000,0.00009889,4.45055305,0.00009888,4.45099316,0.00005022,0.00099198,342.60848137,-0.00030261,-0.00068936,0.00000000,0.00000000,0.00000000,0.00000000
2.59000000,0.00301200,0.22900000,0.00008433,14.98789188,0.00008433,14.98915586,-0.00002911,0.00108905,348.42662268,-0.00031454,-0.00077450,0.00000000,0.00000000,0.00000000,0.00000000
3.09000000,0.00441600,0.36200000,0.00014700,23.69265004,0.00014699,23.69613286,0.00012532,0.00112684,352.84455370,-0.00023516,-0.00089169,0.00000000,0.00000000,0.00000000,0.00000000
3.59000000,0.00483300,0.43200000,0.00017800,28.27410171,0.00017798,28.27913450,0.00006199,0.00138731,358.26339370,-0.00037072,-0.00101658,0.00000000,0.00000000,0.00000000,0.00000000
4.09000000,0.00517100,0.55000000,0.00016333,35.99712023,0.00016332,36.00299976,-0.00002933,0.00155947,361.41668515,-0.00043677,-0.00112270,0.00000000,0.00000000,0.00000000,0.00000000
4.59000000,0.00668400,0.64600000,0.00019278,42.28025394,0.00019276,42.28840464,0.00005888,0.00169293,367.32015603,-0.00044922,-0.00124371,0.00000000,0.00000000,0.00000000,0.00000000
5.09000000,0.00851500,0.79900000,0.00027622,52.29399830,0.00027618,52.30844306,0.00016685,0.00193139,371.15891201,-0.00053477,-0.00139663,0.00000000,0.00000000,0.00000000,0.00000000
5.59000000,0.00817400,0.87700000,0.00026556,57.39904444,0.00026552,57.41428708,-0.00002133,0.00211124,375.76746665,-0.00059683,-0.00151440,0.00000000,0.00000000,0.00000000,0.00000000
6.09000000,0.00883600,1.03400000,0.00026222,67.67458603,0.00026219,67.69233181,-0.00000666,0.00233655,379.27591488,-0.00073842,-0.00159813,0.00000000,0.00000000,0.00000000,0.00000000
6.59000000,0.01140100,1.11300000,0.00035456,72.84508148,0.00035449,72.87090911,0.00018461,0.00264208,383.60715154,-0.00094023,-0.00170185,0.00000000,0.00000000,0.00000000,0.00000000
7.09000000,0.01179200,1.24500000,0.00036711,81.48439034,0.00036704,81.51430416,0.00002510,0.00276992,386.02767487,-0.00094479,-0.00182513,0.00000000,0.00000000,0.00000000,0.00000000
7.59000000,0.01120600,1.35100000,0.00038400,88.42201715,0.00038393,88.45597120,0.00003377,0.00295621,389.98701428,-0.00103415,-0.00192206,0.00000000,0.00000000,0.00000000,0.00000000
8.09000000,0.01311600,1.48300000,0.00042667,97.06132600,0.00042658,97.10273884,0.00008530,0.00343535,393.14066984,-0.00139437,-0.00204098,0.00000000,0.00000000,0.00000000,0.00000000
8.59000000,0.01540100,1.58800000,0.00053111,103.93350350,0.00053097,103.98870374,0.00020879,0.00357592,397.48159871,-0.00143497,-0.00214095,0.00000000,0.00000000,0.00000000,0.00000000
9.09000000,0.01475500,1.72000000,0.00047933,112.57281236,0.00047922,112.62677226,-0.00010350,0.00373064,399.58747972,-0.00145922,-0.00227142,0.00000000,0.00000000,0.00000000,0.00000000
9.59000000,0.01523800,1.79800000,0.00049322,117.67785850,0.00049310,117.73589983,0.00002776,0.00416420,403.78554007,-0.00181721,-0.00234699,0.00000000,0.00000000,0.00000000,0.00000000
10.09000000,0.01814500,1.95400000,0.00059444,127.88795078,0.00059427,127.96397306,0.00020233,0.00445443,405.81684539,-0.00194362,-0.00251081,0.00000000,0.00000000,0.00000000,0.00000000
10.59000000,0.01864800,2.05800000,0.00063122,134.69467897,0.00063102,134.77970125,0.00007351,0.00461851,408.98594376,-0.00199731,-0.00262120,0.00000000,0.00000000,0.00000000,0.00000000
11.09000000,0.01794600,2.18700000,0.00058489,143.13763990,0.00058472,143.22135951,-0.00009261,0.00496797,411.57238995,-0.00222316,-0.00274481,0.00000000,0.00000000,0.00000000,0.00000000
11.59000000,0.02029400,2.29200000,0.00063822,150.00981740,0.00063802,150.10555700,0.00010660,0.00523131,414.58729321,-0.00236259,-0.00286871,0.00000000,0.00000000,0.00000000,0.00000000
12.09000000,0.02201200,2.42100000,0.00078089,158.45277832,0.00078058,158.57651234,0.00028513,0.00553745,417.02707900,-0.00252136,-0.00301610,0.00000000,0.00000000,0.00000000,0.00000000
12.59000000,0.02143600,2.49900000,0.00070733,163.55782446,0.00070708,163.67351437,-0.00014700,0.00585893,420.06969927,-0.00271960,-0.00313933,0.00000000,0.00000000,0.00000000,0.00000000
13.09000000,0.02239600,2.62900000,0.00069300,172.06623470,0.00069276,172.18547660,-0.00002865,0.00605140,421.80350204,-0.00276977,-0.00328162,0.00000000,0.00000000,0.00000000,0.00000000
13.59000000,0.02483600,2.73200000,0.00086556,178.80751358,0.00086518,178.96228142,0.00034484,0.00639993,425.25763201,-0.00293204,-0.00346789,0.00000000,0.00000000,0.00000000,0.00000000
14.09000000,0.02525600,2.88600000,0.00085044,188.88670725,0.00085008,189.04734490,-0.00003020,0.00682631,427.62283867,-0.00321363,-0.00361268,0.00000000,0.00000000,0.00000000,0.00000000
14.59000000,0.02539900,2.96300000,0.00077500,193.92630408,0.00077470,194.07659696,-0.00015077,0.00696671,430.33007658,-0.00320870,-0.00375801,0.00000000,0.00000000,0.00000000,0.00000000
15.09000000,0.02742200,3.11700000,0.00087656,204.00549774,0.00087617,204.18431989,0.00020294,0.00724780,432.56961029,-0.00332380,-0.00392401,0.00000000,0.00000000,0.00000000,0.00000000
15.59000000,0.02861300,3.19500000,0.00104022,209.11054388,0.00103968,209.32806532,0.00032702,0.00770855,435.28607823,-0.00365682,-0.00405173,0.00000000,0.00000000,0.00000000,0.00000000
16.09000000,0.02905000,3.32100000,0.00091744,217.35715688,0.00091702,217.55657000,-0.00024532,0.00794493,436.91285750,-0.00376803,-0.00417690,0.00000000,0.00000000,0.00000000,0.00000000
16.59000000,0.03026200,3.42200000,0.00092956,223.96753714,0.00092912,224.17572741,0.00002420,0.00818014,439.53384780,-0.00382298,-0.00435717,0.00000000,0.00000000,0.00000000,0.00000000
17.09000000,0.03170500,3.54700000,0.00114033,232.14870083,0.00113968,232.41342773,0.00042112,0.00854166,441.61547504,-0.00405346,-0.00448820,0.00000000,0.00000000,0.00000000,0.00000000
17.59000000,0.03301600,3.64600000,0.00108733,238.62818247,0.00108674,238.88765085,-0.00010588,0.00883294,444.66201540,-0.00422322,-0.00460972,0.00000000,0.00000000,0.00000000,0.00000000
18.09000000,0.03424100,3.77000000,0.00102411,246.74389685,0.00102359,246.99659002,-0.00012631,0.00916043,446.20095281,-0.00442601,-0.00473442,0.00000000,0.00000000,0.00000000,0.00000000
18.59000000,0.03541300,3.84400000,0.00118844,251.58714576,0.00118774,251.88614310,0.00032830,0.00942309,449.10517702,-0.00453474,-0.00488835,0.00000000,0.00000000,0.00000000,0.00000000
19.09000000,0.03675100,3.99100000,0.00131656,261.20819425,0.00131569,261.55208935,0.00025590,0.00965963,450.60539093,-0.00464784,-0.00501180,0.00000000,0.00000000,0.00000000,0.00000000
19.59000000,0.03915400,4.08700000,0.00119178,267.49132797,0.00119107,267.81011819,-0.00024924,0.01007691,453.05137647,-0.00494278,-0.00513413,0.00000000,0.00000000,0.00000000,0.00000000
20.09000000,0.04058800,4.20700000,0.00127278,275.34524511,0.00127197,275.69569842,0.00016180,0.01044159,455.07682830,-0.00514941,-0.00529218,0.00000000,0.00000000,0.00000000,0.00000000
20.59000000,0.04161500,4.30000000,0.00152289,281.43203089,0.00152173,281.86062060,0.00049952,0.01059408,457.40515522,-0.00517087,-0.00542321,0.00000000,0.00000000,0.00000000,0.00000000
21.09000000,0.04525700,4.41600000,0.00144567,289.02415080,0.00144462,289.44198338,-0.00015422,0.01097319,459.37342673,-0.00542009,-0.00555310,0.00000000,0.00000000,0.00000000,0.00000000
21.59000000,0.04787300,4.48400000,0.00143100,293.47470384,0.00142998,293.89466614,-0.00002929,0.01135440,461.67657099,-0.00564391,-0.00571049,0.00000000,0.00000000,0.00000000,0.00000000
22.09000000,0.04876800,4.59600000,0.00171433,300.80502651,0.00171287,301.32070659,0.00056578,0.01159436,463.11771263,-0.00572870,-0.00586566,0.00000000,0.00000000,0.00000000,0.00000000
22.59000000,0.05244300,4.68400000,0.00180256,306.56456574,0.00180093,307.11716540,0.00017613,0.01190803,465.79135945,-0.00591265,-0.00599538,0.00000000,0.00000000,0.00000000,0.00000000
