Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.00000000,0.00000000,-0.01820000,0.00000000,-1.21135557,0.00000000,-1.21135557,0.00000000,0.00057966,417.69800805,0.00038518,-0.00096484,0.84648299,1.51050000,9.94670000,210283.37950170
0.50000000,0.00089900,0.03610000,0.00003767,2.40274373,0.00003767,2.40283423,0.00007533,0.00075910,422.46110582,0.00010646,-0.00086556,0.00000000,0.00000000,0.00000000,0.00000000
1.00000000,0.00154600,0.20110000,0.00006622,13.38481342,0.00006622,13.38569979,0.00005711,0.00076608,426.46342208,0.00008675,-0.00085283,0.00000000,0.00000000,0.00000000,0.00000000
1.50000000,0.00229900,0.35420000,0.00007333,23.57484292,0.00007333,23.57657174,0.00001422,0.00073691,430.98539821,0.00011592,-0.00085283,0.00000000,0.00000000,0.00000000,0.00000000
2.00000000,0.00318600,0.46110000,0.00012744,30.68989292,0.00012744,30.69380418,0.00010821,0.00082486,434.54839385,0.00010578,-0.00093064,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.00332900,0.59030000,0.00012022,39.28918627,0.00012021,39.29390971,-0.00001444,0.00099523,438.08810086,0.00002240,-0.00101762,0.00000000,0.00000000,0.00000000,0.00000000
3.00000000,0.00347500,0.69640000,0.00010700,46.35098987,0.00010699,46.35594942,-0.00002644,0.00104124,442.59110341,0.00004419,-0.00108542,0.00000000,0.00000000,0.00000000,0.00000000
3.50000000,0.00469200,0.82080000,0.00016522,54.63080483,0.00016521,54.63983105,0.00011643,0.00107563,446.39360188,0.00010231,-0.00117794,0.00000000,0.00000000,0.00000000,0.00000000
4.00000000,0.00545200,0.92600000,0.00018067,61.63270623,0.00018065,61.64384121,0.00003088,0.00115704,450.48539828,0.00005402,-0.00121106,0.00000000,0.00000000,0.00000000,0.00000000
4.50000000,0.00553400,1.02410000,0.00020656,68.16204584,0.00020653,68.17612509,0.00005177,0.00131166,454.12944227,-0.00012340,-0.00118826,0.00000000,0.00000000,0.00000000,0.00000000
5.00000000,0.00576000,1.14690000,0.00019233,76.33536801,0.00019231,76.35004984,-0.00002844,0.00137984,458.64547904,-0.00023365,-0.00114619,0.00000000,0.00000000,0.00000000,0.00000000
5.50000000,0.00743400,1.23470000,0.00025578,82.17916024,0.00025575,82.20017984,0.00012686,0.00141674,461.86912451,-0.00018677,-0.00122997,0.00000000,0.00000000,0.00000000,0.00000000
6.00000000,0.00761000,1.35350000,0.00025311,90.08625041,0.00025308,90.10905224,-0.00000533,0.00152012,466.08155629,-0.00020844,-0.00131168,0.00000000,0.00000000,0.00000000,0.00000000
6.50000000,0.00771800,1.44840000,0.00024189,96.40260443,0.00024186,96.42592315,-0.00002244,0.00161289,469.37930795,-0.00024792,-0.00136497,0.00000000,0.00000000,0.00000000,0.00000000
7.00000000,0.00943900,1.55290000,0.00032644,103.35791523,0.00032639,103.39165585,0.00016906,0.00176182,472.71107361,-0.00026855,-0.00149327,0.00000000,0.00000000,0.00000000,0.00000000
7.50000000,0.01075200,1.64220000,0.00034078,109.30154446,0.00034072,109.33879200,0.00002866,0.00188080,476.77318990,-0.00029846,-0.00158234,0.00000000,0.00000000,0.00000000,0.00000000
8.00000000,0.01016100,1.74900000,0.00032722,116.40993866,0.00032717,116.44803058,-0.00002710,0.00199618,480.03072419,-0.00032583,-0.00167035,0.00000000,0.00000000,0.00000000,0.00000000
8.50000000,0.01072900,1.83440000,0.00032800,122.09399169,0.00032795,122.13403852,0.00000156,0.00206539,484.33880063,-0.00034985,-0.00171554,0.00000000,0.00000000,0.00000000,0.00000000
9.00000000,0.01245400,1.91730000,0.00042644,127.61164974,0.00042635,127.66606901,0.00019681,0.00223380,487.41620134,-0.00052177,-0.00171203,0.00000000,0.00000000,0.00000000,0.00000000
9.50000000,0.01254000,2.02180000,0.00039789,134.56696054,0.00039781,134.62050323,-0.00005709,0.00243441,491.57636774,-0.00068131,-0.00175309,0.00000000,0.00000000,0.00000000,0.00000000
10.00000000,0.01223000,2.10070000,0.00039000,139.81838659,0.00038992,139.87291576,-0.00001577,0.00256771,494.95400434,-0.00075918,-0.00180853,0.00000000,0.00000000,0.00000000,0.00000000
10.50000000,0.01559400,2.20200000,0.00050200,146.56071179,0.00050187,146.63428527,0.00022390,0.00257243,499.39481609,-0.00079086,-0.00178158,0.00000000,0.00000000,0.00000000,0.00000000
11.00000000,0.01425600,2.27860000,0.00050011,151.65905445,0.00049999,151.73490082,-0.00000378,0.00273614,501.88420835,-0.00087513,-0.00186101,0.00000000,0.00000000,0.00000000,0.00000000
