Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.61000000,0.00000000,-0.01200000,0.00000000,-0.78405750,0.00000000,-0.78405750,0.00000000,0.00071321,345.80038419,0.00036280,-0.00107601,0.99947046,1.53050000,10.00000000,242931.04658590
1.11000000,0.00004900,-0.01700000,0.00001856,-1.11074812,0.00001856,-1.11076873,0.00003711,0.00068828,351.82701990,0.00047583,-0.00116411,0.00000000,0.00000000,0.00000000,0.00000000
1.61000000,0.00116400,-0.02000000,0.00004467,-1.30676250,0.00004467,-1.30682086,0.00005222,0.00080180,356.52545016,0.00039411,-0.00119591,0.00000000,0.00000000,0.00000000,0.00000000
2.11000000,0.00145500,0.01300000,0.00004178,0.84939562,0.00004178,0.84943111,-0.00000578,0.00111059,363.33056470,0.00008183,-0.00119242,0.00000000,0.00000000,0.00000000,0.00000000
2.61000000,0.00204500,0.20600000,0.00006678,13.45965371,0.00006678,13.46055251,0.00005000,0.00124184,366.59505051,-0.00000956,-0.00123228,0.00000000,0.00000000,0.00000000,0.00000000
3.11000000,0.00316500,0.32100000,0.00011000,20.97353806,0.00010999,20.97584515,0.00008644,0.00131846,372.86043429,-0.00003024,-0.00128822,0.00000000,0.00000000,0.00000000,0.00000000
3.61000000,0.00338000,0.44100000,0.00010589,28.81411303,0.00010588,28.81716413,-0.00000822,0.00157518,375.97739036,-0.00020570,-0.00136948,0.00000000,0.00000000,0.00000000,0.00000000
4.11000000,0.00389700,0.53400000,0.00009489,34.89055864,0.00009488,34.89386937,-0.00002200,0.00178295,380.85110905,-0.00030576,-0.00147719,0.00000000,0.00000000,0.00000000,0.00000000
4.61000000,0.00456500,0.65200000,0.00015489,42.60045737,0.00015488,42.60705570,0.00011999,0.00199253,384.61071145,-0.00036973,-0.00162280,0.00000000,0.00000000,0.00000000,0.00000000
5.11000000,0.00612100,0.72600000,0.00018322,47.43547860,0.00018321,47.44416984,0.00005666,0.00221331,389.09934858,-0.00044981,-0.00176350,0.00000000,0.00000000,0.00000000,0.00000000
5.61000000,0.00585000,0.87800000,0.00018467,57.36687357,0.00018465,57.37746732,0.00000289,0.00237665,392.58140018,-0.00045863,-0.00191802,0.00000000,0.00000000,0.00000000,0.00000000
6.11000000,0.00632000,0.95400000,0.00020156,62.33257106,0.00020154,62.34513453,0.00003377,0.00264228,396.82863610,-0.00058719,-0.00205509,0.00000000,0.00000000,0.00000000,0.00000000
6.61000000,0.00806800,1.10600000,0.00024422,72.26396602,0.00024419,72.28161449,0.00008531,0.00296757,399.32611839,-0.00073723,-0.00223034,0.00000000,0.00000000,0.00000000,0.00000000
7.11000000,0.00892500,1.20900000,0.00028800,78.99379288,0.00028796,79.01654309,0.00008753,0.00305924,403.96806865,-0.00070081,-0.00235843,0.00000000,0.00000000,0.00000000,0.00000000
7.61000000,0.00820400,1.33800000,0.00026011,87.42241098,0.00026008,87.44515052,-0.00005576,0.00331581,407.03332946,-0.00080217,-0.00251364,0.00000000,0.00000000,0.00000000,0.00000000
8.11000000,0.00939900,1.41500000,0.00027222,92.45344659,0.00027219,92.47861447,0.00002422,0.00374459,410.76355913,-0.00108224,-0.00266236,0.00000000,0.00000000,0.00000000,0.00000000
8.61000000,0.01128900,1.54500000,0.00037156,100.94740281,0.00037149,100.98491038,0.00019860,0.00388140,413.58558144,-0.00109197,-0.00278943,0.00000000,0.00000000,0.00000000,0.00000000
9.11000000,0.01107700,1.64900000,0.00036856,107.74256779,0.00036849,107.78227691,-0.00000600,0.00409185,417.03197869,-0.00118582,-0.00290603,0.00000000,0.00000000,0.00000000,0.00000000
9.61000000,0.01117300,1.80400000,0.00035311,117.86997713,0.00035305,117.91159833,-0.00003088,0.00451715,419.12071860,-0.00147338,-0.00304377,0.00000000,0.00000000,0.00000000,0.00000000
10.11000000,0.01372300,1.88200000,0.00041344,122.96635087,0.00041336,123.01719062,0.00012062,0.00477211,422.39169508,-0.00158568,-0.00318642,0.00000000,0.00000000,0.00000000,0.00000000
10.61000000,0.01452400,2.03500000,0.00046056,132.96308396,0.00046045,133.02432085,0.00009418,0.00499046,424.92355386,-0.00167514,-0.00331532,0.00000000,0.00000000,0.00000000,0.00000000
11.11000000,0.01361700,2.11300000,0.00044289,138.05945769,0.00044279,138.12060269,-0.00003532,0.00529829,428.55014871,-0.00184782,-0.00345047,0.00000000,0.00000000,0.00000000,0.00000000
11.61000000,0.01527900,2.24200000,0.00045689,146.48807579,0.00045678,146.55500457,0.00002799,0.00556332,430.44522198,-0.00195980,-0.00360352,0.00000000,0.00000000,0.00000000,0.00000000
12.11000000,0.01748700,2.34500000,0.00057167,153.21790265,0.00057150,153.30549221,0.00022944,0.00589740,433.88913793,-0.00214403,-0.00375337,0.00000000,0.00000000,0.00000000,0.00000000
12.61000000,0.01682200,2.47200000,0.00053489,161.51584450,0.00053475,161.60223753,-0.00007351,0.00623162,435.75098620,-0.00232477,-0.00390685,0.00000000,0.00000000,0.00000000,0.00000000
13.11000000,0.01706700,2.57600000,0.00050578,168.31100947,0.00050565,168.39613744,-0.00005819,0.00638270,438.52423035,-0.00231427,-0.00406843,0.00000000,0.00000000,0.00000000,0.00000000
13.61000000,0.01955900,2.70400000,0.00060178,176.67428945,0.00060160,176.78060811,0.00019189,0.00675486,440.80163195,-0.00250480,-0.00425006,0.00000000,0.00000000,0.00000000,0.00000000
14.11000000,0.02026100,2.78000000,0.00068233,181.63998693,0.00068210,181.76392595,0.00016101,0.00717169,443.62925311,-0.00274913,-0.00442256,0.00000000,0.00000000,0.00000000,0.00000000
14.61000000,0.01957900,2.93400000,0.00063089,191.70205815,0.00063069,191.82300085,-0.00010282,0.00731134,445.74035142,-0.00269411,-0.00461723,0.00000000,0.00000000,0.00000000,0.00000000
15.11000000,0.02190700,3.01000000,0.00066067,196.66775564,0.00066045,196.79768747,0.00005952,0.00762666,448.39375986,-0.00283281,-0.00479384,0.00000000,0.00000000,0.00000000,0.00000000
15.61000000,0.02362200,3.16300000,0.00081111,206.66448873,0.00081078,206.83211659,0.00030067,0.00804118,450.10147483,-0.00306319,-0.00497799,0.00000000,0.00000000,0.00000000,0.00000000
16.11000000,0.02346700,3.26300000,0.00075889,213.19830121,0.00075860,213.36009503,-0.00010436,0.00825967,453.17743030,-0.00313410,-0.00512557,0.00000000,0.00000000,0.00000000,0.00000000
16.61000000,0.02422500,3.38800000,0.00074167,221.36556681,0.00074139,221.52974627,-0.00003442,0.00857023,455.23790017,-0.00327359,-0.00529664,0.00000000,0.00000000,0.00000000,0.00000000
17.11000000,0.02632100,3.46400000,0.00086344,226.33126429,0.00086307,226.52668877,0.00024336,0.00887859,457.76209998,-0.00339910,-0.00547949,0.00000000,0.00000000,0.00000000,0.00000000
17.61000000,0.02707300,3.58800000,0.00092156,234.43319177,0.00092113,234.64923498,0.00011612,0.00919616,459.82850604,-0.00359016,-0.00560601,0.00000000,0.00000000,0.00000000,0.00000000
18.11000000,0.02743300,3.68600000,0.00084978,240.83632800,0.00084942,241.04098536,-0.00014343,0.00957726,462.32317360,-0.00384768,-0.00572958,0.00000000,0.00000000,0.00000000,0.00000000
18.61000000,0.02936000,3.83300000,0.00090644,250.44103234,0.00090603,250.66804322,0.00011323,0.00983183,463.83292519,-0.00395567,-0.00587616,0.00000000,0.00000000,0.00000000,0.00000000
19.11000000,0.03081300,3.90700000,0.00111100,255.27605358,0.00111038,255.55966527,0.00040870,0.01003875,466.18300001,-0.00401831,-0.00602044,0.00000000,0.00000000,0.00000000,0.00000000
19.61000000,0.03186300,4.05200000,0.00101900,264.75008167,0.00101848,265.01986201,-0.00018380,0.01050901,468.12716903,-0.00433563,-0.00617338,0.00000000,0.00000000,0.00000000,0.00000000
20.11000000,0.03363800,4.12500000,0.00099322,269.51976478,0.00099273,269.78745780,-0.00005150,0.01081873,470.99264855,-0.00450254,-0.00631619,0.00000000,0.00000000,0.00000000,0.00000000
20.61000000,0.03509500,4.24500000,0.00119189,277.36033976,0.00119118,277.69092247,0.00039690,0.01100475,472.34128803,-0.00453417,-0.00647058,0.00000000,0.00000000,0.00000000,0.00000000
21.11000000,0.03701700,4.33900000,0.00123244,283.50212349,0.00123169,283.85152411,0.00008101,0.01142320,475.19493741,-0.00480795,-0.00661524,0.00000000,0.00000000,0.00000000,0.00000000
21.61000000,0.03963300,4.45600000,0.00114789,291.14668409,0.00114723,291.48088813,-0.00016891,0.01174663,476.61080665,-0.00496685,-0.00677978,0.00000000,0.00000000,0.00000000,0.00000000
22.11000000,0.04122300,4.54900000,0.00133178,297.22312970,0.00133089,297.61896486,0.00036732,0.01203327,478.87354550,-0.00509988,-0.00693339,0.00000000,0.00000000,0.00000000,0.00000000
22.61000000,0.04334200,4.66200000,0.00153411,304.60633780,0.00153294,305.07363777,0.00040409,0.01237305,480.63156610,-0.00525103,-0.00712201,0.00000000,0.00000000,0.00000000,0.00000000
23.11000000,0.04734800,4.72800000,0.00147533,308.91865403,0.00147425,309.37441202,-0.00011738,0.01268154,482.84097252,-0.00538473,-0.00729681,0.00000000,0.00000000,0.00000000,0.00000000
23.61000000,0.05052800,4.85800000,0.00151578,317.41261026,0.00151463,317.89373724,0.00008077,0.01300283,484.59246881,-0.00550858,-0.00749425,0.00000000,0.00000000,0.00000000,0.00000000
24.11000000,0.05211800,4.94200000,0.00179911,322.90101274,0.00179749,323.48194754,0.00056573,0.01338007,486.77149514,-0.00571751,-0.00766255,0.00000000,0.00000000,0.00000000,0.00000000
24.61000000,0.05662300,5.04600000,0.00189856,329.69617772,0.00189676,330.32212423,0.00019852,0.01362042,488.01999927,-0.00578227,-0.00783815,0.00000000,0.00000000,0.00000000,0.00000000
25.11000000,0.06093000,5.12600000,0.00183622,334.92322770,0.00183454,335.53822118,-0.00012443,0.01397051,490.52112643,-0.00594720,-0.00802331,0.00000000,0.00000000,0.00000000,0.00000000
25.61000000,0.06464000,5.22300000,0.00209389,341.26102581,0.00209170,341.97558848,0.00051432,0.01438553,492.25692909,-0.00617156,-0.00821397,0.00000000,0.00000000,0.00000000,0.00000000
26.11000000,0.06977400,5.28000000,0.00236267,344.98529892,0.00235988,345.80038419,0.00053636,0.01461473,494.30179506,-0.00625928,-0.00835545,0.00000000,0.00000000,0.00000000,0.00000000
26.61000000,0.07384900,5.37200000,0.00236644,350.99640640,0.00236365,351.82701990,0.00000754,0.01492878,495.92338277,-0.00640958,-0.00851920,0.00000000,0.00000000,0.00000000,0.00000000
27.11000000,0.07905000,5.44300000,0.00250267,355.63541326,0.00249954,356.52545016,0.00027178,0.01533122,497.99002574,-0.00661870,-0.00871252,0.00000000,0.00000000,0.00000000,0.00000000
27.61000000,0.08620400,5.54500000,0.00284478,362.29990199,0.00284074,363.33056470,0.00068240,0.01563583,499.27573012,-0.00680793,-0.00882790,0.00000000,0.00000000,0.00000000,0.00000000
28.11000000,0.09081100,5.59400000,0.00299200,365.50147011,0.00298753,366.59505051,0.00029359,0.01597331,501.24575539,-0.00698331,-0.00899000,0.00000000,0.00000000,0.00000000,0.00000000
28.61000000,0.09644400,5.68900000,0.00309878,371.70859196,0.00309399,372.86043429,0.00021291,0.01629461,502.80854801,-0.00714291,-0.00915170,0.00000000,0.00000000,0.00000000,0.00000000
29.11000000,0.10287300,5.73500000,0.00337122,374.71414570,0.00336555,375.97739036,0.00054313,0.01659784,505.09745439,-0.00731049,-0.00928735,0.00000000,0.00000000,0.00000000,0.00000000
29.61000000,0.10923400,5.80800000,0.00360300,379.48382881,0.00359652,380.85110905,0.00046194,0.01701063,506.30819848,-0.00755844,-0.00945219,0.00000000,0.00000000,0.00000000,0.00000000
30.11000000,0.11748200,5.86400000,0.00383133,383.14276380,0.00382401,384.61071145,0.00045498,0.01729611,508.52392334,-0.00768589,-0.00961022,0.00000000,0.00000000,0.00000000,0.00000000
30.61000000,0.12374400,5.93100000,0.00407444,387.52041816,0.00406617,389.09934858,0.00048431,0.01757931,509.67060888,-0.00781859,-0.00976071,0.00000000,0.00000000,0.00000000,0.00000000
31.11000000,0.13080100,5.98300000,0.00425511,390.91800065,0.00424608,392.58140018,0.00035983,0.01798490,511.54908176,-0.00807146,-0.00991344,0.00000000,0.00000000,0.00000000,0.00000000
31.61000000,0.13815600,6.04600000,0.00454222,395.03430252,0.00453194,396.82863610,0.00057171,0.01831298,513.05477576,-0.00820222,-0.01011076,0.00000000,0.00000000,0.00000000,0.00000000
32.11000000,0.14551100,6.08200000,0.00488100,397.38647501,0.00486913,399.32611839,0.00067438,0.01861428,514.88207845,-0.00834527,-0.01026900,0.00000000,0.00000000,0.00000000,0.00000000
32.61000000,0.15501800,6.15200000,0.00499533,401.96014374,0.00498290,403.96806865,0.00022754,0.01899289,516.28207653,-0.00855680,-0.01043609,0.00000000,0.00000000,0.00000000,0.00000000
33.11000000,0.16237400,6.19700000,0.00526789,404.90035936,0.00525406,407.03332946,0.00054233,0.01930470,518.11700507,-0.00872089,-0.01058382,0.00000000,0.00000000,0.00000000,0.00000000
33.61000000,0.17128500,6.25100000,0.00571689,408.42861810,0.00570061,410.76355913,0.00089309,0.01963411,519.22562180,-0.00887588,-0.01075823,0.00000000,0.00000000,0.00000000,0.00000000
