Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.57,0,-0.018135,0,0,1.5332,20,20.467
1.07,0.000191,-0.018256,-0.00032805,0,0,0,0
1.57,-0.000175,-0.016987,-7.0002e-05,0,0,0,0
2.07,-7.1e-05,-0.0029958,-3.1e-05,0,0,0,0
2.57,0.00029,0.024008,-0.00011801,0,0,0,0
3.07,0.000451,0.055564,-0.00016801,0,0,0,0
3.57,0.000449,0.087432,-7e-06,0,0,0,0
4.07,0.000389,0.116,-0.00013901,0,0,0,0
4.57,0.000619,0.14386,-0.00011801,0,0,0,0
5.07,0.00062,0.16756,5.0999e-05,0,0,0,0
5.57,0.000744,0.18929,-0.00011501,0,0,0,0
6.07,0.00068,0.20814,2.9e-05,0,0,0,0
6.57,0.000687,0.22615,-9.9005e-05,0,0,0,0
7.07,0.000743,0.24214,0.00010499,0,0,0,0
7.57,0.000887,0.25943,-0.00023203,0,0,0,0
8.07,0.000819,0.276,4.8999e-05,0,0,0,0
8.57,0.000963,0.293,3.4999e-05,0,0,0,0
9.07,0.000856,0.31014,0.00010599,0,0,0,0
9.57,0.001021,0.33029,0.00016299,0,0,0,0
10.07,0.001085,0.34928,5.1999e-05,0,0,0,0
10.57,0.001161,0.36872,8.2997e-05,0,0,0,0
11.07,0.001321,0.38628,-9.6005e-05,0,0,0,0
11.57,0.001424,0.40429,9.4995e-05,0,0,0,0
12.07,0.001674,0.42114,7.2997e-05,0,0,0,0
12.57,0.001604,0.44015,-8.5004e-05,0,0,0,0
13.07,0.001592,0.45857,-4.8001e-05,0,0,0,0
13.57,0.001841,0.47743,-5.1001e-05,0,0,0,0
14.07,0.001943,0.49471,-8.6004e-05,0,0,0,0
14.57,0.001751,0.51344,-7.6003e-05,0,0,0,0
15.07,0.001811,0.53242,0.00012499,0,0,0,0
15.57,0.001914,0.55215,4.3999e-05,0,0,0,0
16.07,0.001709,0.57014,-0.00013701,0,0,0,0
16.57,0.00184,0.58915,-0.00024003,0,0,0,0
17.07,0.001871,0.60671,2.6e-05,0,0,0,0
17.57,0.001971,0.62458,1.7e-05,0,0,0,0
18.07,0.001976,0.64257,-0.00013701,0,0,0,0
18.57,0.002016,0.66358,8e-06,0,0,0,0
19.07,0.002102,0.68356,-6.3002e-05,0,0,0,0
19.57,0.002292,0.70444,4.9999e-05,0,0,0,0
20.07,0.002236,0.72356,2.2e-05,0,0,0,0
20.57,0.002292,0.74329,-2.2e-05,0,0,0,0
21.07,0.002455,0.76185,0.00017698,0,0,0,0
21.57,0.002737,0.78215,7.1997e-05,0,0,0,0
22.07,0.002766,0.80185,8.0997e-05,0,0,0,0
22.57,0.003002,0.81985,7.1997e-05,0,0,0,0
23.07,0.003126,0.83872,7.2997e-05,0,0,0,0
23.57,0.003128,0.85942,-0.00014401,0,0,0,0
24.07,0.003423,0.88143,0.00010099,0,0,0,0
24.57,0.003689,0.90157,5.2999e-05,0,0,0,0
25.07,0.003671,0.92129,-0.00023003,0,0,0,0
25.57,0.003778,0.94115,-0.00010201,0,0,0,0
26.07,0.003771,0.96157,-6.6002e-05,0,0,0,0
26.57,0.003681,0.98243,6e-06,0,0,0,0
27.07,0.003555,1.0026,-7.5003e-05,0,0,0,0
27.57,0.003829,1.0249,-7.7003e-05,0,0,0,0
28.07,0.003886,1.046,-5.9002e-05,0,0,0,0
28.57,0.003694,1.0677,-3.6001e-05,0,0,0,0
29.07,0.003916,1.0873,0.00015999,0,0,0,0
29.57,0.00385,1.1076,7.0997e-05,0,0,0,0
30.07,0.003799,1.1266,0.00010099,0,0,0,0
30.57,0.004122,1.1477,1.2e-05,0,0,0,0
31.07,0.004304,1.1683,0.00018998,0,0,0,0
31.57,0.004397,1.1894,-2.7e-05,0,0,0,0
32.07,0.004514,1.2084,5.1999e-05,0,0,0,0
32.57,0.004453,1.2287,0.00010999,0,0,0,0
33.07,0.004538,1.2497,0.00011899,0,0,0,0
33.57,0.004786,1.2719,0.00026896,0,0,0,0
34.07,0.005164,1.2921,8.7996e-05,0,0,0,0
34.57,0.005634,1.3131,0.00020498,0,0,0,0
35.07,0.005486,1.3324,9.8995e-05,0,0,0,0
35.57,0.005842,1.3516,9.0996e-05,0,0,0,0
36.07,0.006072,1.3709,9.8995e-05,0,0,0,0
36.57,0.005687,1.3936,0.00010199,0,0,0,0
37.07,0.005717,1.4147,-4.6001e-05,0,0,0,0
37.57,0.005713,1.4363,3.1999e-05,0,0,0,0
38.07,0.005661,1.456,-5.1001e-05,0,0,0,0
38.57,0.00545,1.4766,0.00011699,0,0,0,0
39.07,0.005519,1.4956,7.4997e-05,0,0,0,0
