Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.64,0,-0.021846,0,0,1.5293,20,5.038
1.14,-4.2e-05,-0.022329,-8.4004e-05,8.0997e-05,0,0,0
1.64,-6.3e-05,-0.021129,0.00014299,9.3996e-05,0,0,0
2.14,0.000236,-0.0058548,0.00013999,0.00014299,0,0,0
2.64,0.00036,0.022295,0.00027196,0.00012899,0,0,0
3.14,0.000223,0.054564,0.00039592,6e-06,0,0,0
3.64,0.000359,0.087432,0.00015199,7.9997e-05,0,0,0
4.14,0.000436,0.11642,0.00022597,-1.7e-05,0,0,0
4.64,0.000535,0.14415,0.00027496,-0.00011601,0,0,0
5.14,0.000693,0.16671,0.00026596,-0.00015601,0,0,0
5.64,0.000621,0.18658,0.00033494,-7e-06,0,0,0
6.14,0.000493,0.20342,0.00028696,6.2998e-05,0,0,0
6.64,0.000555,0.22043,0.00039592,-0.00011501,0,0,0
7.14,0.000731,0.23614,0.00024897,-8.8004e-05,0,0,0
7.64,0.000562,0.25343,0.00026696,0.00010499,0,0,0
8.14,0.000696,0.26971,0.00017398,9.5995e-05,0,0,0
8.64,0.00051,0.28686,0.00016899,0.00010899,0,0,0
9.14,0.000679,0.30428,0.00035094,0.00021198,0,0,0
9.64,0.000622,0.32486,0.00015199,6.1998e-05,0,0,0
10.14,0.000841,0.34428,0.00029396,8.8996e-05,0,0,0
10.64,0.000853,0.36444,0.00012399,7.7997e-05,0,0,0
11.14,0.001091,0.38256,0.00023597,0.00016299,0,0,0
11.64,0.001138,0.40129,3.6999e-05,0.00014899,0,0,0
12.14,0.001127,0.41885,0.00022697,0.00011999,0,0,0
12.64,0.001141,0.43815,0.00010699,0.00025997,0,0,0
13.14,0.001346,0.45685,3.4999e-05,0.00014399,0,0,0
13.64,0.001104,0.47615,5.9998e-05,0.00018398,0,0,0
14.14,0.001293,0.49371,0.00019498,0.00021798,0,0,0
14.64,0.001258,0.51215,0.00010899,0.00023197,0,0,0
15.14,0.001179,0.531,0.00018198,0.00028796,0,0,0
