Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.64,0,-0.015295,0,0,1.513,20,4.9055
1.14,5.1e-05,-0.017445,-7.1003e-05,-4.4001e-05,0,0,0
1.64,0.000336,-0.018996,4.8999e-05,-0.00019702,0,0,0
2.14,2.5e-05,-0.0062654,-8.2003e-05,-0.00047411,0,0,0
2.64,0.000372,0.020137,7.0997e-05,-0.00022903,0,0,0
3.14,0.000247,0.053432,0.00021098,-0.00010601,0,0,0
3.64,0.000422,0.081705,4.8999e-05,-0.00024303,0,0,0
4.14,0.000344,0.10844,0.00029096,9.2996e-05,0,0,0
4.64,0.000493,0.134,0.00035894,-0.00024403,0,0,0
5.14,0.000653,0.16286,0.00019798,-0.00023603,0,0,0
5.64,0.000625,0.18885,0.00034694,-7.0002e-05,0,0,0
6.14,0.000489,0.21344,0.00030495,-0.00017502,0,0,0
6.64,0.000487,0.23342,0.00051187,-9.3004e-05,0,0,0
7.14,0.00062,0.252,0.00056784,-0.00014501,0,0,0
7.64,0.000528,0.26814,0.00043091,9.3996e-05,0,0,0
8.14,0.000658,0.28586,0.00036293,-0.00013601,0,0,0
8.64,0.000744,0.30343,0.00050687,-5.2001e-05,0,0,0
9.14,0.000696,0.32215,0.00039392,0.00010599,0,0,0
9.64,0.000817,0.33971,0.00037093,2.3e-05,0,0,0
10.14,0.001028,0.35844,0.00042291,0.00013899,0,0,0
10.64,0.000751,0.37771,0.00017199,0.00013699,0,0,0
11.14,0.000932,0.39815,9.9995e-05,0.00020698,0,0,0
11.64,0.001028,0.41657,0.00014599,0.00026197,0,0,0
12.14,0.001114,0.43543,0.00029496,0.00015599,0,0,0
12.64,0.001132,0.45271,0.00016999,4.1999e-05,0,0,0
13.14,0.001336,0.47,0.00043191,-1e-06,0,0,0
13.64,0.001723,0.48685,0.00015299,0.00011299,0,0,0
14.14,0.001649,0.50629,0.00025297,-4.0001e-05,0,0,0
14.64,0.001306,0.52456,0.00028696,0.00013899,0,0,0
15.14,0.001417,0.54344,0.00042991,-6.3002e-05,0,0,0
15.64,0.001476,0.56056,0.00070475,-0.00022803,0,0,0
16.14,0.001533,0.57829,0.00055585,-0.00021802,0,0,0
16.64,0.001291,0.59514,0.00068177,-6.0002e-05,0,0,0
17.14,0.001311,0.61415,0.0006388,-5.3001e-05,0,0,0
17.64,0.001433,0.63285,0.00078469,-4.3001e-05,0,0,0
18.14,0.001543,0.65243,0.00072774,0.00013199,0,0,0
18.64,0.001563,0.67042,0.00060282,-0.00015601,0,0,0
19.14,0.001543,0.69001,0.00054985,-8.9004e-05,0,0,0
19.64,0.001576,0.71042,0.00047988,0.00018498,0,0,0
20.14,0.001447,0.73215,0.00071474,1.3e-05,0,0,0
20.64,0.001609,0.75185,0.00067177,5.9998e-05,0,0,0
21.14,0.001824,0.77215,0.00045989,0.00019198,0,0,0
21.64,0.00195,0.79071,0.00037393,0.00013899,0,0,0
22.14,0.001798,0.80929,0.00037393,0,0,0,0
22.64,0.002158,0.82785,0.00045989,0.00016199,0,0,0
23.14,0.002188,0.84958,0.00042691,8.2997e-05,0,0,0
23.64,0.002178,0.87028,0.00018498,0.00025797,0,0,0
24.14,0.00238,0.89172,0.00020498,0.00038093,0,0,0
24.64,0.002403,0.91128,0.00033095,0.00026496,0,0,0
25.14,0.002665,0.93129,0.00023797,0.00013899,0,0,0
25.64,0.00287,0.94985,0.00046989,0.00027796,0,0,0
26.14,0.002546,0.97043,0.00066878,0.00014899,0,0,0
26.64,0.002893,0.99057,0.00066478,-2e-05,0,0,0
27.14,0.003092,1.0114,0.00054585,7e-06,0,0,0
27.64,0.003046,1.0301,0.00051986,6.9998e-05,0,0,0
28.14,0.002814,1.05,0.00059882,0.00016899,0,0,0
28.64,0.002847,1.0704,0.0006258,0.00013199,0,0,0
29.14,0.002887,1.0924,0.00056884,0.00010599,0,0,0
29.64,0.002837,1.1126,0.00081067,0.00036693,0,0,0
30.14,0.002827,1.1334,0.00058583,0.00018498,0,0,0
30.64,0.00283,1.1521,0.0004539,0.00024197,0,0,0
31.14,0.002976,1.1711,0.00040692,0.00033794,0,0,0
31.64,0.002887,1.1903,0.00051587,0.00040692,0,0,0
32.14,0.003003,1.2129,0.00034794,0.00031795,0,0,0
32.64,0.002917,1.2337,0.00056584,0.00034794,0,0,0
33.14,0.003267,1.2553,0.00034394,0.00026796,0,0,0
33.64,0.003453,1.2747,0.00037393,0.00066878,0,0,0
34.14,0.003632,1.2949,0.00057883,0.0004499,0,0,0
34.64,0.003883,1.3139,0.00032795,0.00043391,0,0,0
35.14,0.003973,1.3351,0.00033794,0.00018898,0,0,0
35.64,0.004218,1.3556,0.00048288,0.00050987,0,0,0
36.14,0.004161,1.3761,0.00035094,0.00041991,0,0,0
36.64,0.004304,1.3947,0.0004399,0.00026496,0,0,0
37.14,0.004559,1.415,0.00054585,0.00027496,0,0,0
37.64,0.004489,1.4361,0.00036693,8.8996e-05,0,0,0
38.14,0.004446,1.4584,0.00028796,0.00041092,0,0,0
38.64,0.004476,1.4786,0.00047988,0.00017199,0,0,0
39.14,0.004314,1.4994,0.00033095,0.00037393,0,0,0
39.64,0.004155,1.5181,0.00026496,0.00024497,0,0,0
40.14,0.00429,1.5369,0.00046989,0.00019198,0,0,0
40.64,0.00433,1.5556,0.00046989,0.00041991,0,0,0
41.14,0.004214,1.5776,0.00037393,0.00021198,0,0,0
41.64,0.00429,1.5983,0.00043391,0.00038093,0,0,0
42.14,0.004449,1.6197,0.00042391,0.00051287,0,0,0
42.64,0.00439,1.6393,0.00035794,0.00050687,0,0,0
43.14,0.004605,1.6596,0.00031795,0.00066178,0,0,0
43.64,0.0049,1.6786,0.00051986,0.00050987,0,0,0
44.14,0.004906,1.6994,0.00040392,0.00067177,0,0,0
44.64,0.005204,1.7196,0.00050687,0.00068177,0,0,0
45.14,0.005658,1.7404,0.00055585,0.00052286,0,0,0
45.64,0.005664,1.7591,0.00066178,0.00056884,0,0,0
46.14,0.005883,1.779,0.0006258,0.00049688,0,0,0
46.64,0.005873,1.7994,0.00076771,0.00036393,0,0,0
47.14,0.005866,1.8211,0.00049988,0.00041092,0,0,0
47.64,0.005959,1.8411,0.00059582,0.00056584,0,0,0
48.14,0.005899,1.8619,0.00064879,0.0004399,0,0,0
48.64,0.005797,1.8807,0.00046689,0.00039092,0,0,0
49.14,0.005774,1.8993,0.00050287,0.0004369,0,0,0
49.64,0.005691,1.9179,0.00058583,0.00029096,0,0,0
50.14,0.005588,1.9396,0.00056584,0.00041691,0,0,0
50.64,0.00533,1.96,0.00074472,0.00031495,0,0,0
51.14,0.00538,1.981,0.00058583,0.00068477,0,0,0
51.64,0.005588,2.0003,0.00072174,0.00047988,0,0,0
52.14,0.005595,2.0203,0.00076071,0.00055585,0,0,0
52.64,0.005734,2.0386,0.00064179,0.00064879,0,0,0
53.14,0.005783,2.0601,0.00052286,0.00070475,0,0,0
53.64,0.005853,2.0807,0.00052586,0.00055285,0,0,0
54.14,0.006181,2.0994,0.00057883,0.00065578,0,0,0
54.64,0.006456,2.1171,0.00071474,0.00081767,0,0,0
55.14,0.006767,2.1369,0.0006358,0.00055285,0,0,0
55.64,0.006922,2.1589,0.00076071,0.00072774,0,0,0
56.14,0.007075,2.1797,0.00073473,0.00069876,0,0,0
56.64,0.007611,2.1996,0.00078769,0.00067477,0,0,0
57.14,0.007492,2.2179,0.00079468,0.00052286,0,0,0
57.64,0.00776,2.2381,0.00073773,0.0004499,0,0,0
58.14,0.007584,2.2579,0.0007747,0.00051986,0,0,0
58.64,0.007525,2.2781,0.00076471,0.0006358,0,0,0
59.14,0.007402,2.2964,0.00076071,0.00052986,0,0,0
59.64,0.0073,2.3157,0.00091358,0.00050687,0,0,0
60.14,0.006936,2.3357,0.0010355,0.00048688,0,0,0
60.64,0.007154,2.3571,0.00095654,0.00038093,0,0,0
61.14,0.006783,2.3769,0.0011683,0.00042691,0,0,0
61.64,0.006657,2.3971,0.00098951,0.00038093,0,0,0
62.14,0.007194,2.4154,0.0011713,0.00059582,0,0,0
62.64,0.007088,2.4339,0.00090359,0.00059582,0,0,0
63.14,0.007174,2.4526,0.0010055,0.00046989,0,0,0
63.64,0.007465,2.4746,0.0010385,0.00056584,0,0,0
64.14,0.007353,2.495,0.00090959,0.00080468,0,0,0
64.64,0.007766,2.5157,0.0009995,0.00073773,0,0,0
65.14,0.008058,2.5346,0.00082766,0.00071474,0,0,0
65.64,0.008137,2.5543,0.00087062,0.00080368,0,0,0
66.14,0.008876,2.5729,0.00080767,0.00068477,0,0,0
66.64,0.008915,2.5934,0.0010195,0.00064879,0,0,0
67.14,0.009164,2.6133,0.00090959,0.00068477,0,0,0
67.64,0.009336,2.6334,0.00096254,0.00072474,0,0,0
68.14,0.009283,2.6517,0.0011913,0.0007807,0,0,0
68.64,0.009306,2.6714,0.0012572,0.00052286,0,0,0
69.14,0.009197,2.6917,0.001389,0.00054285,0,0,0
69.64,0.008876,2.7131,0.0015618,0.00052286,0,0,0
70.14,0.009021,2.7329,0.0013331,0.00058583,0,0,0
70.64,0.008952,2.7531,0.0014849,0.00040692,0,0,0
71.14,0.00867,2.7714,0.0012642,0.00041092,0,0,0
71.64,0.008462,2.7899,0.0012342,0.00074472,0,0,0
72.14,0.008333,2.8086,0.0011384,0.00054585,0,0,0
72.64,0.008283,2.8303,0.0011583,0.00066478,0,0,0
73.14,0.008551,2.8503,0.0010195,0.00058583,0,0,0
73.64,0.008667,2.871,0.0010025,0.00068876,0,0,0
74.14,0.008925,2.8903,0.0010624,0.00069476,0,0,0
74.64,0.009001,2.9103,0.0010554,0.0007747,0,0,0
75.14,0.009362,2.9289,0.0010485,0.00072174,0,0,0
75.64,0.009541,2.9491,0.00096953,0.00091358,0,0,0
76.14,0.009793,2.9689,0.00092657,0.00083765,0,0,0
76.64,0.010355,2.9891,0.00088061,0.0008936,0,0,0
77.14,0.010736,3.0077,0.00096254,0.00069476,0,0,0
77.64,0.01061,3.0274,0.0011583,0.00084364,0,0,0
78.14,0.010968,3.0477,0.0011683,0.00082066,0,0,0
78.64,0.010991,3.0691,0.0012802,0.00086063,0,0,0
79.14,0.010673,3.0886,0.001446,0.00061181,0,0,0
79.64,0.010713,3.1087,0.0016436,0.00074772,0,0,0
80.14,0.010627,3.1271,0.0015448,0.00052286,0,0,0
80.64,0.010375,3.1456,0.001406,0.00070775,0,0,0
81.14,0.010379,3.1639,0.0013201,0.00056284,0,0,0
81.64,0.010071,3.1853,0.0011413,0.00094955,0,0,0
82.14,0.010094,3.2053,0.0013561,0.00061181,0,0,0
82.64,0.010087,3.226,0.0010724,0.00069476,0,0,0
83.14,0.010038,3.245,0.0011443,0.00096653,0,0,0
