Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.56000000,0.00000000,-0.01400000,0.00000000,-0.91330159,0.00000000,-0.91330159,0.00000000,0.00079428,339.39103660,0.00019352,-0.00098780,0.87787392,1.53290000,10.00000000,216637.81638544
1.06000000,0.00000300,-0.01800000,0.00001256,-1.17424490,0.00001256,-1.17425964,0.00002511,0.00097197,342.92357568,0.00006453,-0.00103650,0.00000000,0.00000000,0.00000000,0.00000000
1.56000000,0.00074600,-0.02100000,0.00001344,-1.36995238,0.00001344,-1.36997080,0.00000178,0.00093485,348.41385574,0.00010159,-0.00103644,0.00000000,0.00000000,0.00000000,0.00000000
2.06000000,0.00123300,-0.01200000,0.00003889,-0.78282993,0.00003889,-0.78286037,0.00005089,0.00118897,352.82766570,-0.00009551,-0.00109346,0.00000000,0.00000000,0.00000000,0.00000000
2.56000000,0.00174700,0.21500000,0.00008589,14.02570292,0.00008589,14.02690757,0.00009399,0.00143957,357.96370525,-0.00028312,-0.00115646,0.00000000,0.00000000,0.00000000,0.00000000
3.06000000,0.00261800,0.33300000,0.00009478,21.72353056,0.00009477,21.72558947,0.00001778,0.00157801,362.01271190,-0.00034252,-0.00123549,0.00000000,0.00000000,0.00000000,0.00000000
3.56000000,0.00318800,0.45300000,0.00007100,29.55182986,0.00007100,29.55392804,-0.00004755,0.00172027,366.78573922,-0.00040913,-0.00131115,0.00000000,0.00000000,0.00000000,0.00000000
4.06000000,0.00348300,0.54500000,0.00011111,35.55352600,0.00011110,35.55747639,0.00008021,0.00197826,369.56992675,-0.00055687,-0.00142139,0.00000000,0.00000000,0.00000000,0.00000000
4.56000000,0.00423100,0.66400000,0.00013311,43.31658947,0.00013310,43.32235539,0.00004399,0.00221338,374.84038396,-0.00068529,-0.00152809,0.00000000,0.00000000,0.00000000,0.00000000
5.06000000,0.00570700,0.74000000,0.00015667,48.27451236,0.00015665,48.28207537,0.00004710,0.00251568,378.30131713,-0.00085168,-0.00166400,0.00000000,0.00000000,0.00000000,0.00000000
5.56000000,0.00550200,0.86800000,0.00013833,56.62469828,0.00013832,56.63253137,-0.00003666,0.00262130,382.28001664,-0.00082957,-0.00179173,0.00000000,0.00000000,0.00000000,0.00000000
6.06000000,0.00581000,0.97000000,0.00020189,63.27875269,0.00020187,63.29152797,0.00012709,0.00281872,385.44163775,-0.00088493,-0.00193379,0.00000000,0.00000000,0.00000000,0.00000000
