Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.56,0,-0.017602,0,0,1.5304,20,10.016
1.05,-5e-05,-0.020774,3.4999e-05,0,0,0,0
1.55,0.000194,-0.023423,0.00016999,0,0,0,0
2.06,0.000122,-0.011979,-8.2003e-05,0,0,0,0
2.56,0.000106,0.014423,3.4999e-05,0,0,0,0
3.06,0.000279,0.048145,-8.6004e-05,0,0,0,0
3.56,0.000504,0.076419,-0.00015001,0,0,0,0
4.05,0.00063,0.10244,-8.8004e-05,0,0,0,0
4.55,0.000519,0.12728,-0.00024803,0,0,0,0
5.05,0.000772,0.15558,-0.00020802,0,0,0,0
5.55,0.000746,0.18085,-5.6002e-05,0,0,0,0
6.05,0.000773,0.20329,-0.00025503,0,0,0,0
6.55,0.000847,0.22028,-0.00025503,0,0,0,0
7.05,0.000784,0.23658,-0.00019202,0,0,0,0
7.55,0.000875,0.25214,-0.00010501,0,0,0,0
8.05,0.000876,0.27015,-0.00017502,0,0,0,0
8.55,0.000965,0.28814,2e-05,0,0,0,0
9.05,0.001001,0.30715,-5.7002e-05,0,0,0,0
9.55,0.00106,0.32442,-8e-06,0,0,0,0
10.05,0.001185,0.34272,7.6997e-05,0,0,0,0
10.55,0.001205,0.36171,0.00010799,0,0,0,0
11.05,0.001221,0.38186,1.8e-05,0,0,0,0
11.55,0.001323,0.40014,0.00012199,0,0,0,0
12.05,0.00125,0.41915,9.5995e-05,0,0,0,0
12.55,0.001407,0.43642,0.00014299,0,0,0,0
13.05,0.001548,0.45358,5.3999e-05,0,0,0,0
13.55,0.001644,0.47057,0.00016299,0,0,0,0
14.05,0.001765,0.49058,0.00013399,0,0,0,0
14.55,0.001859,0.50928,2e-05,0,0,0,0
15.05,0.001907,0.52844,-0.00028504,0,0,0,0
15.55,0.001976,0.54585,-9.6005e-05,0,0,0,0
16.05,0.002168,0.564,-0.00019202,0,0,0,0
16.55,0.002185,0.58114,-0.00011901,0,0,0,0
17.06,0.002043,0.60043,-0.00013901,0,0,0,0
17.55,0.002099,0.61928,-0.00020202,0,0,0,0
18.05,0.002053,0.63872,-0.00025203,0,0,0,0
18.55,0.002142,0.65642,-6.6002e-05,0,0,0,0
19.05,0.002165,0.67572,-0.00013201,0,0,0,0
19.55,0.002195,0.69571,-1.3e-05,0,0,0,0
20.05,0.002195,0.71715,0,0,0,0,0
20.55,0.002506,0.73657,0.00010299,0,0,0,0
21.05,0.002357,0.75672,-2e-05,0,0,0,0
21.55,0.00238,0.77514,-5.0001e-05,0,0,0,0
22.05,0.002539,0.79386,0.00012299,0,0,0,0
22.55,0.002718,0.81257,8.2997e-05,0,0,0,0
23.05,0.002784,0.83486,9.5995e-05,0,0,0,0
23.55,0.003052,0.85599,0.00026197,0,0,0,0
24.05,0.003191,0.87772,0.00027796,0,0,0,0
24.55,0.003241,0.89728,0.00034794,0,0,0,0
25.05,0.003397,0.91758,0.00021898,0,0,0,0
25.55,0.003731,0.93628,0.00023797,0,0,0,0
26.05,0.003791,0.95672,0.00019498,0,0,0,0
26.55,0.00391,0.97685,1.7e-05,0,0,0,0
27.05,0.003873,0.99815,1e-05,0,0,0,0
27.55,0.003794,1.0174,-5.6002e-05,0,0,0,0
28.05,0.00388,1.0377,7e-06,0,0,0,0
28.55,0.003963,1.0584,3e-05,0,0,0,0
29.05,0.00392,1.0804,-7.0002e-05,0,0,0,0
29.55,0.003781,1.1009,5.2999e-05,0,0,0,0
30.05,0.003867,1.1221,-3e-05,0,0,0,0
30.55,0.003959,1.1414,0.00012899,0,0,0,0
31.05,0.003986,1.1606,3.9999e-05,0,0,0,0
31.55,0.003943,1.1799,0.00016899,0,0,0,0
32.05,0.004208,1.2023,0.00019198,0,0,0,0
32.55,0.00431,1.2233,0.00034794,0,0,0,0
33.05,0.004453,1.2447,0.00026496,0,0,0,0
33.55,0.004535,1.2643,0.00052986,0,0,0,0
34.05,0.004572,1.2843,0.00037693,0,0,0,0
34.55,0.004972,1.3031,0.0004369,0,0,0,0
35.05,0.005145,1.3241,0.00050687,0,0,0,0
35.55,0.005489,1.3449,0.0004439,0,0,0,0
36.05,0.005595,1.3661,0.00029496,0,0,0,0
36.55,0.005684,1.3854,0.00036393,0,0,0,0
37.05,0.005836,1.406,0.00038693,0,0,0,0
37.55,0.00574,1.4271,0.00017898,0,0,0,0
38.05,0.005846,1.4494,0.00029496,0,0,0,0
38.55,0.005807,1.4699,0.00015899,0,0,0,0
39.05,0.005684,1.4911,0.00028496,0,0,0,0
39.55,0.005764,1.5101,0.00012199,0,0,0,0
40.05,0.005754,1.5289,0.00035794,0,0,0,0
40.55,0.005625,1.5476,0.00024197,0,0,0,0
41.05,0.005717,1.5699,0.00047988,0,0,0,0
41.55,0.00584,1.591,0.00023197,0,0,0,0
42.05,0.005942,1.6127,0.00028096,0,0,0,0
42.55,0.00586,1.6349,0.00050687,0,0,0,0
43.05,0.005916,1.6564,0.00046989,0,0,0,0
43.55,0.00625,1.6753,0.00057284,0,0,0,0
44.05,0.00632,1.6941,0.00046289,0,0,0,0
44.55,0.006657,1.7137,0.00041092,0,0,0,0
45.05,0.006813,1.7334,0.00058883,0,0,0,0
45.55,0.006998,1.7521,0.00075771,0,0,0,0
46.05,0.007449,1.772,0.00064179,0,0,0,0
46.55,0.007826,1.7927,0.00059282,0,0,0,0
47.05,0.007783,1.8149,0.0004469,0,0,0,0
