q,LoadAngle,YieldStress,Rval,Type,YoungMod,Width,Thickness
0.0,0.0,218.88187881,0.7747129666666668,e,,,
0.0,15.0,215.88642189666666,0.6933340966666668,e,,,
0.0,30.0,210.90637511999998,0.5599696533333333,e,,,
0.0,45.0,207.63234250999997,0.5077439933333333,e,,,
0.0,60.0,205.14186927333333,0.5618772633333333,e,,,
0.0,75.0,206.25852809333333,0.6953855433333332,e,,,
0.0,90.0,207.16928859666666,0.8210271766666667,e,,,
