s11,s22,s33,s12,s13,s23,Rval,Type
-0.36826022818274184,0.21660486843483612,0.055826714121290755,0.144913272002897,-0.3065991995312903,-0.35352707956375756,0.0,v
-0.12721488593152888,-0.15564445726549836,0.5049694223846394,-0.26863502698220293,0.20774473981545472,-0.28779655747625454,0.0,v
0.051735817475479326,0.054281972689336655,0.7022489703143381,0.4152508954542192,0.057323502417280875,0.10811953416241038,0.0,v
-0.004914647291542682,-0.4599072440743164,0.2749029505695115,-0.12065417650882215,0.3492411721683525,-0.24235959896012121,0.0,v
-0.2507517092705833,0.019230596803784326,-0.09371257340377219,-0.13472144004615233,0.27921143958259503,-0.4725268358689607,0.0,v
-0.11634945796209228,-0.10891730124950344,0.14978699902280684,-0.10112350028124707,0.3148220523707601,0.4448061930211597,0.0,v
0.03735201276636166,0.7190332353227378,-0.08025046946966377,-0.07881402095323814,0.027253473171766653,-0.3731871902039863,0.0,v
-0.423725121566064,-0.443313820943411,0.16155423657923662,0.40431540677843536,0.18178053949396095,0.13801176233288326,0.0,v
-0.04414162736496958,-0.5350011422794392,0.19465597896159553,0.30064531031229197,0.12991759203648146,0.297737794581459,0.0,v
-0.9173783913822365,-0.14526239533346308,0.013547672314527217,0.27011632374241384,-0.07078805591353968,0.0851664345928245,0.0,v
