,Time,U2,RF2
0,0.0,0.0,0.0
1,0.00253908,1.47257e-05,0.0980912
2,0.014648,8.49532e-05,0.56589
3,0.0759496,0.000440479,2.93412
4,0.386289,0.00224033,14.9233
5,1.95738,0.0113521,75.6192
6,9.91103,0.34721,2313.48
7,26.4703,1.31632,8492.7
8,39.7177,2.0916,12239.8
9,49.6532,2.67306,13927.3
10,56.2769,3.06071,14590.3
11,62.9006,3.44835,15119.6
12,69.5243,3.83599,15579.8
13,76.148,4.22363,15996.0
14,82.7717,4.61128,16379.4
15,92.7073,5.19274,16906.8
16,102.643,5.7742,17389.7
17,112.578,6.35567,17835.0
18,122.514,6.93713,18250.7
19,132.449,7.51859,18641.5
20,142.385,8.10006,19009.0
21,152.321,8.68152,19356.3
22,163.498,9.33567,19714.1
23,178.401,10.2079,20143.9
24,193.305,11.0801,20536.6
25,208.208,11.9523,20901.8
26,223.111,12.8244,21248.8
27,238.015,13.6966,21565.9
28,253.608,14.6092,21867.2
29,271.271,15.6429,22183.9
30,288.934,16.6766,22482.1
31,306.598,17.7104,22756.6
32,324.261,18.7441,23011.1
33,341.924,19.7778,23249.7
34,359.587,20.8115,23477.3
35,377.25,21.8452,23693.3
36,394.914,22.8789,23900.1
37,412.577,23.9126,24100.9
38,430.24,24.9463,24293.9
39,441.58,25.61,24415.4
