0.0001076,285.839
0.0002414,298.187
0.0005141,290.972
0.0008039,277.192
0.0008796,311.987
0.0012212,300.206
0.0014011,307.254
0.0015639,312.253
0.0016966,315.529
0.0013695,312.472
0.0016505,313.378
0.0018038,310.255
0.0023108,321.559
0.0026083,314.462
0.0020105,319.499
0.0031377,330.429
0.0031753,335.316
0.002895,315.91
0.0035068,317.223
0.0033401,343.701
0.0029925,326.576
0.0032765,326.556
0.0035424,325.889
0.0036429,327.746
0.0043712,332.023
0.0038487,333.954
0.0036797,333.497
0.0044236,339.921
0.005058,342.797
0.00488,341.143
0.0052177,337.114
0.0054827,340.316
0.0060509,345.026
0.0058082,345.778
0.0061627,349.126
0.0073486,350.824
0.0067515,346.616
0.0073513,348.742
0.007451,355.044
0.0074181,351.133
0.0083759,351.031
0.0075095,351.809
0.0080741,350.47
0.0088192,357.276
0.0078004,355.06
0.010042,371.318
0.009541,357.698
0.0084097,356.029
0.01011,359.652
0.010404,361.74
0.010833,360.657
0.010648,365.863
0.010956,363.584
0.011648,365.268
0.012177,361.632
0.013008,361.194
0.012912,365.421
0.013635,371.124
0.013568,365.889
0.013281,371.737
0.013981,370.793
0.014006,369.353
0.014469,373.704
0.014739,374.499
0.014935,371.183
0.015614,371.816
0.015904,372.426
0.0159,373.966
0.016208,377.113
0.016921,381.151
0.017239,381.306
0.017483,381.586
0.017524,380.928
0.017273,383.182
0.018417,384.602
0.018793,380.397
0.01925,387.446
0.019313,388.132
0.019658,387.135
0.019848,387.997
0.020236,388.936
0.02075,390.245
0.021007,395.322
0.021263,392.759
0.021603,395.942
0.021839,395.525
0.022591,396.705
0.02273,395.212
0.023128,397.787
0.023483,399.88
0.023752,399.569
0.024372,400.948
0.024754,401.526
0.025148,402.169
0.025547,405.114
0.026039,405.01
0.026234,404.484
0.026784,405.315
0.027149,407.019
0.027439,407.631
0.027884,407.823
0.028526,411.028
0.028684,409.496
0.029016,409.482
0.029509,412.59
0.03009,413.15
0.030809,414.331
0.030207,413.45
0.030219,414.575
0.030287,416.041
0.032071,419.433
0.032555,420.507
0.033234,422.483
0.033636,424.679
0.03399,422.433
0.034146,423.376
0.034576,428.359
0.035196,430.375
0.035732,429.34
0.036325,431.087
0.036593,429.82
0.036942,431.233
0.03715,435.113
0.037022,433.969
0.038299,433.067
0.038285,436.424
0.038823,436.976
0.039729,437.926
0.040041,440.387
0.040436,440.792
0.041082,441.192
0.041214,444.15
0.041583,442.701
0.042396,440.445
0.04244,446.915
0.04331,444.359
0.043913,444.887
0.044329,449.013
0.044923,450.902
0.044905,452.447
0.045786,447.024
0.046146,450.159
0.047055,449.832
0.047185,453.285
0.04801,451.704
0.048445,451.715
0.049035,451.633
0.04955,455.473
0.049872,454.947
0.050408,457.417
0.050802,456.386
0.051244,458.927
0.051518,458.917
