q,LoadAngle,YieldStress,Rval,Type
0.0,0,473.12221408333335,0.8220526766666666,e
0.0,15,473.97240359000006,0.8060485733333334,e
0.0,30,483.29615385666665,0.81121214,e
0.0,45,484.59625109999996,0.8559026033333333,e
0.0,60,483.7743514366667,0.9013175666666667,e
0.0,75,489.4952508133333,0.90184687,e
0.0,90,495.9844398633333,0.8780439966666668,e
