s11,s22,s33,s12,s13,s23,Rval,Type
-0.17850148823051432,-0.5142882134031107,0.06396350874348701,-0.24147203347336232,-0.22544684220273986,-0.37267696331463457,0.0,v
0.2163311046603898,-0.719161863490408,-0.5037467236294954,0.2533488034242391,0.006914306907854006,0.18732385786470637,0.0,v
-0.706082745781631,-0.26306043010137686,-0.013066854767896771,0.1301759212499063,-0.4178223615670189,0.12867538573651166,0.0,v
-0.15218147450944325,-0.08365353828112157,-0.05937510231450223,-0.3002940367877046,0.023833491344467984,0.4909964772957415,0.0,v
-0.2772618081859285,-0.24171373065636273,0.18236444781585592,0.20779543876511483,0.355054207701877,-0.31586268096668857,0.0,v
-0.20719100013673314,-0.021305813000260833,0.18011312117194647,0.3109296236862275,-0.33627601623744885,-0.28914394986695524,0.0,v
0.2570689342200183,0.2447388485389533,0.08624923296365833,-0.5160358171531902,-0.23971443248961777,0.003401868588273153,0.0,v
0.21873824650624812,-0.6602537208651824,-0.15671778088938682,-0.30046646620797673,-0.23269001447389182,0.02201681038051037,0.0,v
-0.0986232555185319,0.42023895354408447,-0.3119660952097453,-0.11273458095653185,0.4173607330801285,0.08337631686203778,0.0,v
0.6220826776583168,-0.09707888082038964,0.10063523664351323,0.27078276502794796,0.15145828608031503,0.32062962366038683,0.0,v
