,Time,U2,RF2,Time,U2_ext,Strain_eng,Strain_ext
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001453,4.141e-07,5.2740799999999995e-05,0.001453,7.53333e-09,3.013332e-08,1.506665980370054e-08
2,0.00417738,1.190538e-06,0.0001516304,0.00417738,2.16583e-08,8.66332e-08,4.3316598097258554e-08
3,0.0103072,2.93752e-06,0.0003741312,0.0103072,5.34395e-08,2.13758e-07,1.0687898856050937e-07
4,0.0240994,6.86824e-06,0.000874756,0.0240994,1.24947e-07,4.99788e-07,2.49893937601388e-07
5,0.0551317,1.571234e-05,0.002001168,0.0551317,2.8584e-07,1.14336e-06,5.716796731877412e-07
6,0.124954,3.56116e-05,0.0045356,0.124954,6.47848e-07,2.591392e-06,1.2956943212224173e-06
7,0.282056,8.03848e-05,0.010237999999999999,0.282056,1.46237e-06,5.84948e-06,2.924731445894744e-06
8,0.635533,0.0001811248,0.02306844,0.635533,3.29504e-06,1.318016e-05,6.590036571262328e-06
9,1.43086,0.00040779,0.0519364,1.43086,7.41857e-06,2.967428e-05,1.4836919863577385e-05
10,3.22034,0.000917786,0.116888,3.22034,1.66966e-05,6.67864e-05,3.339208494379426e-05
11,7.24667,0.00206528,0.2630204,7.24667,3.75727e-05,0.0001502908,7.51397537345492e-05
12,16.3059,0.028071,3.571732,16.3059,0.000510875,0.0020435,0.0010207074470006434
13,30.8359,0.0698574,7.862760000000001,30.8359,0.0018662,0.0074648,0.003718538131547732
14,45.3659,0.111644,8.75548,45.3659,0.00400112,0.01600448,0.007938879297693777
15,59.8959,0.1534304,9.27596,59.8959,0.00588973,0.02355892,0.011642845816875757
16,74.4259,0.1952168,9.65172,74.4259,0.00771437,0.03085748,0.015195480377976816
17,88.9559,0.237004,9.948559999999999,88.9559,0.0095157,0.0380628,0.018678141938489313
18,103.486,0.27879,10.19548,103.486,0.0113209,0.0452836,0.022144118078820267
19,118.016,0.320576,10.40752,118.016,0.0131459,0.0525836,0.02562385667437536
20,132.546,0.362362,10.593399999999999,132.546,0.0150001,0.0600004,0.029134642741197602
21,147.076,0.40415,10.75864,147.076,0.016888,0.067552,0.032684088439024164
22,161.606,0.445936,10.90696,161.606,0.0188131,0.0752524,0.036277712359139215
23,176.136,0.487722,11.041120000000001,176.136,0.0207785,0.083114,0.03992011281848538
24,190.666,0.529508,11.16328,190.666,0.0227878,0.0911512,0.04361664284970205
25,205.196,0.571294,11.274959999999998,205.196,0.0248425,0.09937,0.04736864423034242
26,219.726,0.613082,11.37752,219.726,0.0269457,0.1077828,0.051180270114026656
27,234.256,0.654868,11.47192,234.256,0.0291004,0.1164016,0.05505532792853776
28,248.786,0.696654,11.559040000000001,248.786,0.0313099,0.1252396,0.058997995378807
29,263.316,0.73844,11.63956,263.316,0.0335771,0.1343084,0.0630115630018669
30,277.846,0.780228,11.71408,277.846,0.0359064,0.1436256,0.06710178333246355
31,292.376,0.822014,11.78316,292.376,0.0383015,0.153206,0.07127294484110328
32,306.906,0.8638,11.84712,306.906,0.0407669,0.1630676,0.07553049869235351
33,321.436,0.905586,11.90644,321.436,0.043308,0.173232,0.07988116678798943
34,335.966,0.947374,11.96136,335.966,0.0459301,0.1837204,0.0843311799628413
35,350.496,0.98916,12.01216,350.496,0.0486396,0.1945584,0.08888828866894047
36,365.026,1.030946,12.05908,365.026,0.0514438,0.2057752,0.09356133980170367
37,379.556,1.072732,12.102319999999999,379.556,0.054351,0.217404,0.09836036138155278
38,394.086,1.114518,12.14208,394.086,0.0573702,0.2294808,0.10329598322403508
39,408.616,1.156306,12.17852,408.616,0.0605121,0.2420484,0.10838097607809317
40,423.146,1.198092,12.21168,423.146,0.0637887,0.2551548,0.11362945579536254
41,437.676,1.239878,12.241719999999999,437.676,0.0672146,0.2688584,0.11905879929097576
42,452.206,1.281664,12.26872,452.206,0.0708067,0.2832268,0.12468892159940073
43,466.736,1.323452,12.29268,466.736,0.0745847,0.2983388,0.1305428005860267
44,481.266,1.365238,12.31372,481.266,0.0785727,0.3142908,0.13664860227870598
45,495.796,1.407024,12.331760000000001,495.796,0.0827995,0.331198,0.1430396443399162
46,510.326,1.44881,12.3468,510.326,0.087301,0.349204,0.14975739446039868
47,524.856,1.490598,12.358799999999999,524.856,0.0921217,0.3684868,0.1568528019273541
48,539.386,1.532384,12.3676,539.386,0.0973189,0.3892756,0.16439123010852014
49,553.916,1.57417,12.373040000000001,553.916,0.102967,0.411868,0.17245682514092314
50,568.446,1.615956,12.37512,568.446,0.109124,0.436496,0.18110340744377967
51,582.976,1.657742,12.37312,582.976,0.115883,0.463532,0.19042634615097243
52,597.506,1.69953,12.366879999999998,597.506,0.123274,0.493096,0.20042590827843593
53,612.036,1.741316,12.35608,612.036,0.131369,0.525476,0.21115324625206175
54,626.566,1.783102,12.34024,626.566,0.140239,0.560956,0.2226492270382276
55,641.096,1.824888,12.318760000000001,641.096,0.149944,0.599776,0.23493180972241035
56,655.626,1.866676,12.290959999999998,655.626,0.160535,0.64214,0.24800013463570528
57,670.156,1.908462,12.25596,670.156,0.172048,0.688192,0.2618290668906139
58,684.686,1.950248,12.21276,684.686,0.184498,0.737992,0.27636521192033087
59,699.216,1.992034,12.16024,699.216,0.197884,0.791536,0.29153667622676
60,713.746,2.03382,12.09712,713.746,0.212182,0.848728,0.30724891751984046
61,726.5,2.0705,12.03196,726.5,0.225455,0.90182,0.3214056612104195
