,Time,S11,S22,S33,S12,S13,S23,LE11,LE22,LE33,LE12,LE13,LE23,SDV_EPBAR,E11,E12,E13,E22,E23,E33
20,0.0016092,197.279,197.279,-7.57628e-10,0.0,0.0,-1.82005e-35,0.00066473,0.00066473,-0.000569769,0.0,0.0,0.0,0.0,0.0006649509819482979,0.0,0.0,0.0006649509819482979,0.0,-0.0005696067124669746
21,0.0024139,295.884,295.884,-3.83263e-09,0.0,0.0,-4.09417e-35,0.00099698,0.00099698,-0.000854554,0.0,0.0,0.0,0.0,0.0009974771497625046,0.0,0.0,0.0009974771497625046,0.0,-0.0008541889727163854
22,0.003621,428.772,429.879,0.00214973,-5.84469e-35,2.0709e-15,-2.06672e-15,0.00149515,0.00149515,-0.00133702,0.0,0.0,0.0,8.73158e-05,0.0014962682940309335,0.0,0.0,0.0014962682940309335,0.0,-0.001336126586974573
23,0.0054316,450.875,461.26,0.164586,1.67841e-34,4.06612e-15,1.41428e-15,0.00224193,0.00224193,-0.0027273,0.0,0.0,0.0,0.00126928,0.0022444450041991804,0.0,0.0,0.0022444450041991804,0.0,-0.0027235842960690038
24,0.0078516,474.132,491.866,0.000121719,4.71156e-35,-1.55746e-16,3.21876e-15,0.0032392,0.0032392,-0.00461843,0.0,0.0,0.0,0.00290036,0.003244451877416177,0.0,0.0,0.003244451877416177,0.0,-0.004607781451666515
25,0.010272,493.246,515.51,1.54043e-05,9.971e-35,-5.09569e-15,-6.35382e-16,0.00423547,0.00423547,-0.00652864,0.0,0.0,0.0,0.0045641,0.004244452279975608,0.0,0.0,0.004244452279975608,0.0,-0.006507374732799831
26,0.012692,509.536,534.724,2.0568e-06,1.49162e-34,-4.4297e-16,-3.67864e-16,0.00523074,0.00523074,-0.00845084,0.0,0.0,0.0,0.00624826,0.0052444442044314865,0.0,0.0,0.0052444442044314865,0.0,-0.008415232028004538
27,0.015112,523.772,550.954,3.98949e-07,1.40611e-34,-2.57405e-16,-2.16404e-16,0.00622503,0.00622503,-0.0103808,0.0,0.0,0.0,0.00794606,0.006244445766251383,0.0,0.0,0.006244445766251383,0.0,-0.010327105453744378
28,0.017532,536.428,565.047,1.69147e-07,1.32691e-34,-1.49155e-16,-1.29846e-16,0.00721833,0.00721833,-0.0123159,0.0,0.0,0.0,0.00965344,0.007244444941601369,0.0,0.0,0.007244444941601369,0.0,-0.012240369696127185
29,0.019952,547.825,577.539,-3.76823e-08,1.25339e-34,-8.54395e-17,-7.99667e-17,0.00821065,0.00821065,-0.0142545,0.0,0.0,0.0,0.0113678,0.008244449829572176,0.0,0.0,0.008244449829572176,0.0,-0.014153385629969706
30,0.022372,558.195,588.786,-3.18936e-07,-9.88803e-34,-5.24857e-15,5.0541e-15,0.00920198,0.00920198,-0.0161955,0.0,0.0,0.0,0.0130873,0.009244448382409898,0.0,0.0,0.009244448382409898,0.0,-0.016065058030215074
31,0.024792,567.709,599.034,-6.30939e-07,-6.56215e-34,-3.15969e-15,4.18325e-16,0.0101923,0.0101923,-0.0181382,0.0,0.0,0.0,0.0148106,0.010244418407964417,0.0,0.0,0.010244418407964417,0.0,-0.017974692917538615
32,0.027212,576.503,608.461,-9.38057e-07,-6.19725e-34,-1.9048e-15,2.38736e-16,0.0111817,0.0111817,-0.0200818,0.0,0.0,0.0,0.0165369,0.011244448869027979,0.0,0.0,0.011244448869027979,0.0,-0.019881503665438283
33,0.029632,584.68,617.2,-1.22242e-06,-3.64229e-34,1.49689e-15,-2.4637e-15,0.0121701,0.0121701,-0.0220261,0.0,0.0,0.0,0.0182654,0.012244457004898734,0.0,0.0,0.012244457004898734,0.0,-0.021785296685734257
34,0.032052,592.326,625.353,-1.4774e-06,-3.44862e-34,9.32155e-16,-1.49174e-15,0.0131575,0.0131575,-0.0239705,0.0,0.0,0.0,0.0199956,0.013244440792496093,0.0,0.0,0.013244440792496093,0.0,-0.023685489388842296
