,Time,U2,RF2,Time,U2_ext,Strain_eng,Strain_ext
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0016,1.81576e-07,3.402916e-05,0.0016,5.66617e-09,1.133234e-08,1.133233989110572e-08
2,0.0046,5.2203e-07,9.7834e-05,0.0046,1.62902e-08,3.25804e-08,3.258039940273828e-08
3,0.01135,1.288054e-06,0.0002413944,0.01135,4.01944e-08,8.03888e-08,8.038879682993585e-08
4,0.0265375,3.0116e-06,0.000564404,0.0265375,9.39787e-08,1.879574e-07,1.8795738242448882e-07
5,0.0607094,6.8896e-06,0.00129118,0.0607094,2.14994e-07,4.29988e-07,4.299879076498252e-07
6,0.137596,1.56151e-05,0.002926424,0.137596,4.87277e-07,9.74554e-07,9.745535250665093e-07
7,0.310591,3.52474e-05,0.00660572,0.310591,1.09991e-06,2.19982e-06,2.1998175803368793e-06
8,0.69983,7.94202e-05,0.014884119999999999,0.69983,2.47835e-06,4.9567e-06,4.95668771560596e-06
9,1.57562,0.000178809,0.033510399999999996,1.57562,5.57985e-06,1.11597e-05,1.1159637731107473e-05
10,3.54614,0.000402434,0.0754192,3.54614,1.25583e-05,2.51166e-05,2.5116284583525014e-05
11,7.97982,0.00090559,0.16971119999999998,7.97982,2.826e-05,5.652e-05,5.651840280498637e-05
12,17.9556,0.01230868,2.305828,17.9556,0.000384224,0.000768448,0.0007681528950079528
13,33.9556,0.0306314,5.73028,33.9556,0.000965236,0.001930472,0.0019286110335727242
14,49.9556,0.048954,9.0076,49.9556,0.00197598,0.00395196,0.003944171519178695
15,65.9556,0.0672766,11.58532,65.9556,0.00371753,0.00743506,0.007407556185604207
16,81.9556,0.0855994,12.4252,81.9556,0.00580942,0.01161884,0.011551859602289443
17,97.9556,0.103922,12.9674,97.9556,0.00784384,0.01568768,0.015565900323938049
18,113.956,0.1222448,13.39408,113.956,0.00984762,0.01969524,0.01950379833752803
19,129.956,0.1405674,13.75272,129.956,0.0118481,0.0236962,0.023419802911691205
20,145.956,0.15889,14.063799999999999,145.956,0.0138595,0.027719,0.027341783363561273
21,161.956,0.1772128,14.3392,161.956,0.0158907,0.0317814,0.03128682291655872
22,177.956,0.1955354,14.58672,177.956,0.0179465,0.035893,0.03526385665007154
23,193.956,0.213858,14.81172,193.956,0.0200305,0.040061,0.03927936527936548
24,209.956,0.23218,15.01816,209.956,0.0221453,0.0442906,0.043337803218001465
25,225.956,0.250504,15.2088,225.956,0.0242901,0.0485802,0.04743705865873923
26,241.956,0.268826,15.38592,241.956,0.0264674,0.0529348,0.051581312906234675
27,257.956,0.287148,15.551200000000001,257.956,0.0286757,0.0573514,0.055767101969859796
28,273.956,0.305472,15.70596,273.956,0.0309142,0.0618284,0.05999232784307816
29,289.956,0.323794,15.8506,289.956,0.0331701,0.0663402,0.06423241179088526
30,305.956,0.342116,15.98516,305.956,0.0354226,0.0708452,0.06844824320388898
31,321.956,0.36044,16.11212,321.956,0.0376965,0.075393,0.07268617616637885
32,337.956,0.378762,16.23252,337.956,0.0399986,0.0799972,0.07695844854017495
33,353.956,0.397084,16.347,353.956,0.0423319,0.0846638,0.08127007722419897
34,369.956,0.415408,16.4562,369.956,0.044699,0.089398,0.0856252500927943
35,385.956,0.43373,16.56044,385.956,0.0470993,0.0941986,0.09002222317318188
36,401.956,0.452052,16.66028,401.956,0.0495377,0.0990754,0.09446928089337087
37,417.956,0.470376,16.755959999999998,417.956,0.0520146,0.1040292,0.09896639678049002
38,433.956,0.488698,16.847720000000002,433.956,0.0545297,0.1090594,0.10351226870120774
39,449.956,0.50702,16.93588,449.956,0.0570849,0.1141698,0.10810955358816483
40,465.956,0.525344,17.02068,465.956,0.0596839,0.1193678,0.11276406165134874
41,481.956,0.543666,17.10232,481.956,0.0623269,0.1246538,0.11747525496343149
42,497.956,0.561988,17.181,497.956,0.0650153,0.1300306,0.1222447120036199
43,513.956,0.580312,17.25684,513.956,0.0677489,0.1354978,0.12707114508912012
44,529.956,0.598634,17.329919999999998,529.956,0.0705313,0.1410626,0.1319599335292065
45,545.956,0.616956,17.40052,545.956,0.0733621,0.1467242,0.1369093558771079
46,561.956,0.63528,17.46864,561.956,0.0762446,0.1524892,0.14192412491200418
47,577.956,0.653602,17.53448,577.956,0.0791805,0.158361,0.1470060749554926
48,593.956,0.671924,17.598119999999998,593.956,0.0821716,0.1643432,0.15215715121171955
49,609.956,0.690248,17.659599999999998,609.956,0.0852195,0.170439,0.15737889210983064
50,625.956,0.70857,17.71908,625.956,0.0883262,0.1766524,0.1626734575576993
51,641.956,0.726892,17.77656,641.956,0.0914935,0.182987,0.16804259592488108
52,657.956,0.745216,17.83216,657.956,0.0947234,0.1894468,0.1734883250864644
53,673.956,0.763538,17.88592,673.956,0.0980182,0.1960364,0.1790130898479202
54,689.956,0.78186,17.93796,689.956,0.10138,0.20276,0.18461891584263815
55,705.956,0.800184,17.98824,705.956,0.104811,0.209622,0.19030791410842274
56,721.956,0.818506,18.03684,721.956,0.108314,0.216628,0.19608309759935164
57,737.956,0.836828,18.08388,737.956,0.111893,0.223786,0.2019493322031269
58,753.956,0.855152,18.129279999999998,753.956,0.115549,0.231098,0.20790645410671407
59,769.956,0.873474,18.17316,769.956,0.119287,0.238574,0.21396071785954957
60,785.956,0.891796,18.21556,785.956,0.123108,0.246216,0.22011176007621808
61,800.0,0.90788,18.25156,800.0,0.126534,0.253068,0.22559494419397533
