,Time,U2,RF2,Time,U2_ext,Strain_eng,Strain_ext
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001314,3.0318e-07,4.2867599999999996e-05,0.001314,5.19474e-09,2.077896e-08,1.0389479946110308e-08
2,0.00377775,8.71642e-07,0.000123244,0.00377775,1.49349e-08,5.97396e-08,2.9869799074570274e-08
3,0.00932119,2.15068e-06,0.00030409079999999997,0.00932119,3.68502e-08,1.474008e-07,7.370039457334606e-08
4,0.0217939,5.02852e-06,0.000710996,0.0217939,8.61597e-08,3.446388e-07,1.7231937027745243e-07
5,0.0498576,1.150366e-05,0.001626536,0.0498576,1.97106e-07,7.88424e-07,3.942118446402843e-07
6,0.113001,2.60728e-05,0.003686492,0.113001,4.46735e-07,1.78694e-06,8.934692016974959e-07
7,0.255073,5.88532e-05,0.008321400000000001,0.255073,1.0084e-06,4.0336e-06,2.0167959325329573e-06
8,0.574736,0.000132609,0.01874988,0.574736,2.27216e-06,9.08864e-06,4.544299349247046e-06
9,1.29398,0.00029856,0.042214,1.29398,5.11562e-06,2.046248e-05,1.0231135323147562e-05
10,2.91227,0.00067195,0.0950068,2.91227,1.15135e-05,4.6054e-05,2.3026469773559093e-05
11,6.55342,0.001512076,0.2137864,6.55342,2.59091e-05,0.0001036364,5.181551505965001e-05
12,14.746,0.020552,2.904032,14.746,0.000352325,0.0014093,0.0007041539343929518
13,27.886,0.0511456,7.0959200000000004,27.886,0.000882793,0.003531172,0.001762476025163634
14,41.026,0.0817392,9.22112,41.026,0.00226849,0.00907396,0.004516519491230256
15,54.166,0.1123328,9.940959999999999,54.166,0.00374829,0.01499316,0.007440936777393925
16,67.306,0.1429264,10.44452,67.306,0.00521959,0.02087836,0.01033169699255964
17,80.446,0.17352,10.836879999999999,80.446,0.00671555,0.0268622,0.01325387236433176
18,93.586,0.204114,11.15944,93.586,0.00824776,0.03299104,0.01622925816707663
19,106.726,0.234708,11.43264,106.726,0.00981487,0.03925948,0.01925421053597944
20,119.866,0.2653,11.66876,119.866,0.0114141,0.0456564,0.022322411097247422
21,133.006,0.295894,11.87612,133.006,0.0130493,0.0521972,0.025440274609990855
22,146.146,0.326488,12.0602,146.146,0.0147215,0.058886,0.028608706049758532
23,159.286,0.357082,12.225040000000002,159.286,0.0164298,0.0657192,0.03182493820488898
24,172.426,0.387676,12.37316,172.426,0.0181681,0.0726724,0.035076552411269904
25,185.566,0.41827,12.5066,185.566,0.019931,0.079724,0.03835272646034365
26,198.706,0.448862,12.62776,198.706,0.0217214,0.0868856,0.04165817940515386
27,211.846,0.479456,12.73832,211.846,0.0235424,0.0941696,0.04499785970329199
28,224.986,0.51005,12.8396,224.986,0.0253961,0.1015844,0.04837475355599668
29,238.126,0.540644,12.932559999999999,238.126,0.0272831,0.1091324,0.05178904403858773
30,251.266,0.571238,13.01816,251.266,0.0292079,0.1168316,0.05524787387730561
31,264.406,0.60183,13.09732,264.406,0.0311773,0.1247092,0.058762256676741786
32,277.546,0.632424,13.17056,277.546,0.0331978,0.1327912,0.06234233778278123
33,290.686,0.663018,13.23856,290.686,0.0352693,0.1410772,0.06598636426926108
34,303.826,0.693612,13.30148,303.826,0.0373965,0.149586,0.06970093877980124
35,316.966,0.724206,13.35976,316.966,0.0395815,0.158326,0.07348792969667674
36,330.106,0.754798,13.41364,330.106,0.0418288,0.1673152,0.07735320554715719
37,343.246,0.785392,13.463479999999999,343.246,0.0441407,0.1765628,0.08129865321311157
38,356.386,0.815986,13.50948,356.386,0.0465218,0.1860872,0.08532991116234148
39,369.526,0.84658,13.55184,369.526,0.0489761,0.1959044,0.08945135961162543
40,382.666,0.877174,13.59068,382.666,0.0515078,0.2060312,0.09366748430856021
41,395.806,0.907766,13.62616,395.806,0.0541216,0.2164864,0.09798335178265109
42,408.946,0.93836,13.6584,408.946,0.0568225,0.22729,0.10240424331052422
43,422.086,0.968954,13.6876,422.086,0.0596162,0.2384648,0.10693627403289276
44,435.226,0.999548,13.71376,435.226,0.062509,0.250036,0.11158617544974883
45,448.366,1.030142,13.737,448.366,0.0655078,0.2620312,0.11636124323793101
46,461.506,1.060734,13.75736,461.506,0.0686204,0.2744816,0.12126975384784358
47,474.646,1.091328,13.774959999999998,474.646,0.0718557,0.2874228,0.1263211952964815
48,487.786,1.121922,13.7898,487.786,0.0752234,0.3008936,0.13152570647113884
49,500.926,1.152516,13.80192,500.926,0.0787348,0.3149392,0.13689521440968908
50,514.066,1.18311,13.81136,514.066,0.0824031,0.3296124,0.14244373559433776
51,527.206,1.213704,13.81792,527.206,0.086243,0.344972,0.148186597496621
52,540.346,1.244296,13.82216,540.346,0.0902713,0.3610852,0.1541411613693109
53,553.486,1.27489,13.8236,553.486,0.0944873,0.3779492,0.16029815344508225
54,566.626,1.305484,13.822239999999999,566.626,0.098911,0.395644,0.1666779787459253
55,579.766,1.336078,13.818,579.766,0.103562,0.414248,0.17329897053150117
56,592.906,1.366672,13.81136,592.906,0.10843,0.43372,0.180136232546287
57,606.046,1.397264,13.8018,606.046,0.113566,0.454264,0.18724996535893515
58,619.186,1.427858,13.78944,619.186,0.118988,0.475952,0.1946516026621401
59,632.326,1.458452,13.7742,632.326,0.124723,0.498892,0.20236308424642763
60,645.466,1.489046,13.75596,645.466,0.1308,0.5232,0.21040669252748195
61,657.0,1.5159,13.7374,657.0,0.136435,0.54574,0.21775138004208355
