,Time,U2,RF2,Time,U2_ext,Strain_eng,Strain_ext
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001497,4.1516e-07,5.27664e-05,0.001497,7.55261e-09,1.510522e-08,1.510521984964532e-08
2,0.00430387,1.193586e-06,0.0001517032,0.00430387,2.17138e-08,4.34276e-08,4.342759901758781e-08
3,0.0106193,2.94504e-06,0.0003743112,0.0106193,5.35763e-08,1.071526e-07,1.071525941632862e-07
4,0.0248291,6.88582e-06,0.0008751799999999999,0.0248291,1.25267e-07,2.50534e-07,2.505339686066727e-07
5,0.0568012,1.575256e-05,0.0020021320000000002,0.0568012,2.86571e-07,5.73142e-07,5.731418358362586e-07
6,0.128738,3.57028e-05,0.004537759999999999,0.128738,6.49506e-07,1.299012e-06,1.2990111562513797e-06
7,0.290597,8.05906e-05,0.01024296,0.290597,1.46611e-06,2.93222e-06,2.932215700969557e-06
8,0.654779,0.0001815884,0.02307952,0.654779,3.30347e-06,6.60694e-06,6.606918174254902e-06
9,1.47419,0.000408834,0.0519616,1.47419,7.43756e-06,1.487512e-05,1.4875009366479318e-05
10,3.31786,0.000920134,0.1169444,3.31786,1.67393e-05,3.34786e-05,3.3478039604203835e-05
11,7.46612,0.00207056,0.2631472,7.46612,3.76689e-05,7.53378e-05,7.533496225049055e-05
12,16.7997,0.0281428,3.573436,16.7997,0.000512184,0.001024368,0.0010238436931251384
13,31.7697,0.0700364,8.104479999999999,31.7697,0.0017282,0.0034564,0.003450440378129777
14,46.7397,0.1119298,9.09252,46.7397,0.00378913,0.00757826,0.0075496892413213735
15,61.7097,0.1538232,9.64592,61.7097,0.00555819,0.01111638,0.011055047162018843
16,76.6797,0.1957166,10.041879999999999,76.6797,0.00725328,0.01450656,0.014402346502353261
17,91.6497,0.23761,10.355319999999999,91.6497,0.00892828,0.01785656,0.017699004467658038
18,106.62,0.279504,10.617040000000001,106.62,0.0106117,0.0212234,0.02100132034123141
19,121.59,0.321396,10.842319999999999,121.59,0.012316,0.024632,0.024333523735441134
20,136.56,0.36329,11.04012,136.56,0.0140487,0.0280974,0.027709909626464226
21,151.53,0.405184,11.21612,151.53,0.0158133,0.0316266,0.03113677988067786
22,166.5,0.447078,11.37424,166.5,0.0176121,0.0352242,0.034618021616451576
23,181.47,0.48897,11.51744,181.47,0.0194478,0.0388956,0.03815822583655939
24,196.44,0.530864,11.6478,196.44,0.0213225,0.042645,0.04176075374789585
25,211.41,0.572758,11.76712,211.41,0.0232383,0.0464766,0.04542890240547617
26,226.38,0.61465,11.87676,226.38,0.0251977,0.0503954,0.04916666471277801
27,241.35,0.656544,11.97784,241.35,0.0272031,0.0544062,0.052977764870213995
28,256.32,0.698438,12.071200000000001,256.32,0.0292576,0.0585152,0.0568671714329958
29,271.29,0.74033,12.157639999999999,271.29,0.0313639,0.0627278,0.06083899883603945
30,286.26,0.782224,12.23776,286.26,0.0335255,0.067051,0.06489876874061065
31,301.23,0.824118,12.31212,301.23,0.0357457,0.0714914,0.06905150976769385
32,316.2,0.866012,12.381200000000002,316.2,0.0380287,0.0760574,0.07330380604166721
33,331.17,0.907904,12.445319999999999,331.17,0.0403789,0.0807578,0.07766246174983081
34,346.14,0.949798,12.50488,346.14,0.0428013,0.0856026,0.08213522452460063
35,361.11,0.991692,12.56016,361.11,0.0453013,0.0906026,0.08673038751578487
36,376.08,1.033584,12.611360000000001,376.08,0.0478853,0.0957706,0.09145786004880377
37,391.05,1.075478,12.658760000000001,391.05,0.0505602,0.1011204,0.09632820689340493
38,406.02,1.117372,12.70252,406.02,0.0533342,0.1066684,0.10135406052412113
39,420.99,1.159266,12.742799999999999,420.99,0.0562164,0.1124328,0.10654932873945136
40,435.96,1.201158,12.77976,435.96,0.0592176,0.1184352,0.11193056553574691
41,450.93,1.243052,12.81348,450.93,0.0623503,0.1247006,0.11751686690329012
42,465.9,1.284946,12.844040000000001,465.9,0.0656291,0.1312582,0.12333046462451225
43,480.87,1.326838,12.87152,480.87,0.0690714,0.1381428,0.12939781113581014
44,495.84,1.368732,12.895959999999999,495.84,0.0726979,0.1453958,0.13575025412961883
45,510.81,1.410626,12.91736,510.81,0.0765342,0.1530684,0.14242656303125537
46,525.78,1.45252,12.93576,525.78,0.0806114,0.1612228,0.14947358783606557
47,540.75,1.494412,12.95104,540.75,0.0849688,0.1699376,0.15695041405405855
48,555.72,1.536306,12.96312,555.72,0.0896569,0.1793138,0.164932743902355
49,570.69,1.5782,12.97184,570.69,0.0947417,0.1894834,0.17351909522003361
50,585.66,1.620092,12.977,585.66,0.100312,0.200624,0.1828414216408056
51,600.63,1.661986,12.97836,600.63,0.106441,0.212882,0.1929993457575758
52,615.6,1.70388,12.97532,615.6,0.11323,0.22646,0.20413197105780373
53,630.57,1.745774,12.967360000000001,630.57,0.120737,0.241474,0.21629938333841195
54,645.54,1.787666,12.954,645.54,0.129058,0.258116,0.229615363884097
55,660.51,1.82956,12.93444,660.51,0.138279,0.276558,0.24416739340827298
56,675.48,1.871454,12.90772,675.48,0.148464,0.296928,0.2599983910717533
57,690.45,1.913346,12.8726,690.45,0.159646,0.319292,0.2770952290674851
58,705.42,1.95524,12.82772,705.42,0.171821,0.343642,0.2953838375708029
59,720.39,1.997134,12.7714,720.39,0.18495,0.3699,0.3147377444752067
60,735.36,2.03902,12.702,735.36,0.198969,0.397938,0.3349982937580692
61,748.5,2.0758,12.629,748.5,0.211966,0.423932,0.35342205904059354
