,Time,U2,RF2,Time,U2_ext,Strain_eng,Strain_ext
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00143828,3.6418e-07,6.99972e-05,0.00143828,1.13537e-08,2.27074e-08,2.270739970254031e-08
2,0.00413506,1.047018e-06,0.000201242,0.00413506,3.26419e-08,6.52838e-08,6.528379779055782e-08
3,0.0102028,2.5834e-06,0.000496544,0.0102028,8.05402e-08,1.610804e-07,1.610803869340299e-07
4,0.0238552,6.04026e-06,0.001160968,0.0238552,1.88312e-07,3.76624e-07,3.766239290641461e-07
5,0.0545732,1.381822e-05,0.0026559279999999997,0.0545732,4.30797e-07,8.61594e-07,8.61593628751574e-07
6,0.123689,3.13186e-05,0.0060196,0.123689,9.7639e-07,1.95278e-06,1.9527780932528874e-06
7,0.279198,7.06944e-05,0.013587799999999999,0.279198,2.20398e-06,4.40796e-06,4.407950284869829e-06
8,0.629095,0.0001592902,0.03061616,0.629095,4.96606e-06,9.93212e-06,9.932070676822953e-06
9,1.41636,0.00035863,0.0689296,1.41636,1.11808e-05,2.23616e-05,2.2361349983059286e-05
10,3.18771,0.000807146,0.1551332,3.18771,2.51642e-05,5.03284e-05,5.032713356853416e-05
11,7.17326,0.001816306,0.349082,7.17326,5.6628e-05,0.000113256,0.00011324958702332783
12,16.1407,0.024687,4.7334,16.1407,0.000786341,0.001572682,0.0015714466307224523
13,30.5235,0.0614362,9.282440000000001,30.5235,0.00438387,0.00876774,0.008729526568824817
14,44.9063,0.0981852,10.08704,44.9063,0.00865282,0.01730564,0.017157602889487072
15,59.2891,0.1349342,10.625680000000001,59.2891,0.0126813,0.0253626,0.025046306130997037
16,73.6719,0.1716834,11.04724,73.6719,0.0166696,0.0333392,0.03279550022622913
17,88.0547,0.208432,11.39668,88.0547,0.0206732,0.0413464,0.040514491245968974
18,102.438,0.245182,11.6966,102.438,0.0247185,0.049437,0.048253829891722465
19,116.82,0.28193,11.95956,116.82,0.0288131,0.0576262,0.056026962879541786
20,131.203,0.31868,12.18816,131.203,0.0328521,0.0657042,0.06363580130860365
21,145.586,0.355428,12.389719999999999,145.586,0.0368325,0.073665,0.07107802936680105
22,159.969,0.392178,12.5732,159.969,0.0408464,0.0816928,0.07852722144262261
23,174.352,0.428926,12.742040000000001,174.352,0.0449144,0.0898288,0.08602061968499254
24,188.734,0.465676,12.89848,188.734,0.0490435,0.098087,0.09356957492109189
25,203.117,0.502426,13.044319999999999,203.117,0.0532489,0.1064978,0.10119989225574814
26,217.5,0.539174,13.18076,217.5,0.0575342,0.1150684,0.10891574832201642
27,231.883,0.575924,13.30892,231.883,0.0619133,0.1238266,0.11673946910795398
28,246.266,0.612672,13.4296,246.266,0.0663881,0.1327762,0.12467143384960176
29,260.648,0.649422,13.543479999999999,260.648,0.0709619,0.1419238,0.1327143839638209
30,275.031,0.68617,13.65112,275.031,0.0756463,0.1512926,0.140885311160105
31,289.414,0.72292,13.75308,289.414,0.0804435,0.160887,0.14918436809086597
32,303.797,0.759668,13.8498,303.797,0.0853604,0.1707208,0.15761962749351607
33,318.18,0.796418,13.941600000000001,318.18,0.0904019,0.1808038,0.1661953930160744
34,332.562,0.833166,14.02884,332.562,0.0955738,0.1911476,0.17491721216557338
35,346.945,0.869916,14.111799999999999,346.945,0.100879,0.201758,0.1837854847283775
36,361.328,0.906664,14.1906,361.328,0.106333,0.212666,0.1928212416750584
37,375.711,0.943414,14.26564,375.711,0.111934,0.223868,0.20201633513739017
38,390.094,0.980162,14.33708,390.094,0.117694,0.235388,0.21138509077935316
39,404.476,1.016912,14.405,404.476,0.123622,0.247244,0.2209363171641556
40,418.859,1.053662,14.46968,418.859,0.129729,0.259458,0.23068146968842104
41,433.242,1.09041,14.53116,433.242,0.136024,0.272048,0.24062820005500782
42,447.625,1.12716,14.5896,447.625,0.142518,0.285036,0.2507867335189569
43,462.008,1.163908,14.64508,462.008,0.149226,0.298452,0.2611727857077285
44,476.39,1.200658,14.69768,476.39,0.15616,0.31232,0.2717965632215573
45,490.773,1.237406,14.74752,490.773,0.163335,0.32667,0.28267204318789424
46,505.156,1.274156,14.7946,505.156,0.170769,0.341538,0.2938167169825403
47,519.539,1.310904,14.83904,519.539,0.17848,0.35696,0.30524690363125284
48,533.922,1.347654,14.88076,533.922,0.186489,0.372978,0.31698210335083166
49,548.304,1.384402,14.91988,548.304,0.19482,0.38964,0.32904472079241626
50,562.687,1.421152,14.95636,562.687,0.203498,0.406996,0.34145693519999476
51,577.07,1.4579,14.99016,577.07,0.212553,0.425106,0.35424619691902737
52,591.453,1.49465,15.02128,591.453,0.222016,0.444032,0.3674392008899105
53,605.836,1.5314,15.04968,605.836,0.231923,0.463846,0.3810672187493009
54,620.218,1.568148,15.0752,620.218,0.242315,0.48463,0.3951655829604313
55,634.601,1.604898,15.098040000000001,634.601,0.253205,0.50641,0.40972933668184147
56,648.984,1.641646,15.1176,648.984,0.264691,0.529382,0.42486373223742624
57,663.367,1.678396,15.13388,663.367,0.276796,0.553592,0.4405696692110786
58,677.75,1.715144,15.14672,677.75,0.289565,0.57913,0.45687406247350854
59,692.132,1.751894,15.15584,692.132,0.303041,0.606082,0.4737976727516381
60,706.515,1.788642,15.16084,706.515,0.317257,0.634514,0.4913455124559387
61,719.14,1.8209,15.1616,719.14,0.330347,0.660694,0.5072355872897388
