0,0,0,0,0,0,0,0
683.025703,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0.773665,0,0,0,0,0,0,0
-0.5,1,3,-0.5,1,3,0,0
-0.5,1,3,-0.5,1,3,0,0
554.3837131,0.005691938,0.243884529,182.3781794,220.5432132,10.20749595,0.861579,0
