0,0,9.80E-06,0,0,0.291,4,2,3
0.501,0.00015722,9.80E-06,-0.00024986,0,0,0,0,0
1,-2.86E-05,9.80E-06,-0.00030216,0,0,0,0,0
1.5,-2.20E-05,9.80E-06,-0.00025324,0,0,0,0,0
2,7.63E-05,9.80E-06,-0.00025239,0,0,0,0,0
2.5,2.16E-05,1.26E-05,-0.00036712,0,0,0,0,0
3,-2.49E-05,1.96E-05,-0.00012718,0,0,0,0,0
3.5,0.00010843,2.94E-05,-0.00036462,0,0,0,0,0
4,0.00019624,5.32E-05,-0.00075795,0,0,0,0,0
4.5,0.00016048,0.00012045,-6.63E-05,0,0,0,0,0
5,5.32E-05,0.00025484,-0.00041722,0,0,0,0,0
5.5,0.00024182,0.00047748,-0.00060715,0,0,0,0,0
6.001,0.00024332,0.00078542,-0.00046734,0,0,0,0,0
6.501,0.0001928,0.0011494,-0.00026189,0,0,0,0,0
7.001,0.00035282,0.0015344,-0.00040929,0,0,0,0,0
7.501,0.00031873,0.0019502,-0.00077611,0,0,0,0,0
8,0.00035318,0.0023954,-0.00090947,0,0,0,0,0
8.5,0.00038268,0.0028378,-0.0014244,0,0,0,0,0
9,0.00027722,0.0032283,-0.00095361,0,0,0,0,0
9.5,0.00038054,0.0035532,-0.00056753,0,0,0,0,0
10,0.000374,0.0038374,-0.00084867,0,0,0,0,0
10.5,0.0004749,0.0041132,-0.00081074,0,0,0,0,0
11,0.00040295,0.004396,-0.0014605,0,0,0,0,0
11.501,0.00044986,0.0046956,-0.0014297,0,0,0,0,0
12,0.00044754,0.0050176,-0.0014152,0,0,0,0,0
12.499,0.00053228,0.0053508,-0.00093269,0,0,0,0,0
13,0.00050544,0.0056952,-0.0012309,0,0,0,0,0
13.5,0.00049645,0.0060564,-0.0013075,0,0,0,0,0
14,0.00057168,0.006412,-0.0016549,0,0,0,0,0
14.5,0.00061748,0.0067648,-0.0019827,0,0,0,0,0
15,0.0005489,0.0071344,-0.0019101,0,0,0,0,0
15.501,0.0006427,0.0075152,-0.0017792,0,0,0,0,0
15.999,0.0006757,0.0078988,-0.0015596,0,0,0,0,0
16.5,0.00068024,0.0083034,-0.0015637,0,0,0,0,0
17,0.00072058,0.008715,-0.0020592,0,0,0,0,0
17.5,0.00078283,0.0091351,-0.0024851,0,0,0,0,0
18,0.00070524,0.0095957,-0.0024177,0,0,0,0,0
18.5,0.00087184,0.010084,-0.0020908,0,0,0,0,0
19.001,0.00092595,0.010603,-0.0020211,0,0,0,0,0
19.5,0.00099584,0.011158,-0.0023833,0,0,0,0,0
20,0.00060376,0.01176,-0.0027276,0,0,0,0,0
20.5,0.00098618,0.012374,-0.0028341,0,0,0,0,0
21.001,0.0010358,0.01303,-0.0021873,0,0,0,0,0
21.5,0.0010482,0.013715,-0.0024721,0,0,0,0,0
22,0.0011069,0.014421,-0.0030246,0,0,0,0,0
22.5,0.001083,0.015162,-0.0031221,0,0,0,0,0
23.001,0.0011887,0.015963,-0.0027736,0,0,0,0,0
23.5,0.0011619,0.016798,-0.0032527,0,0,0,0,0
24,0.0011859,0.017664,-0.0033293,0,0,0,0,0
24.5,0.0012767,0.018585,-0.0031372,0,0,0,0,0
25,0.0012431,0.019524,-0.0035756,0,0,0,0,0
25.5,0.0012679,0.020505,-0.0036769,0,0,0,0,0
26.001,0.0012488,0.02153,-0.003207,0,0,0,0,0
26.5,0.0012633,0.022596,-0.0037598,0,0,0,0,0
27.001,0.0012273,0.023681,-0.0038047,0,0,0,0,0
27.501,0.0014528,0.024813,-0.0033768,0,0,0,0,0
27.999,0.0015079,0.025956,-0.0038749,0,0,0,0,0
28.499,0.0014919,0.027121,-0.0043828,0,0,0,0,0
28.999,0.001591,0.028347,-0.0042572,0,0,0,0,0
29.5,0.0016669,0.029624,-0.0043563,0,0,0,0,0
30,0.0016557,0.0309,-0.0046941,0,0,0,0,0
30.5,0.0017924,0.032157,-0.0042078,0,0,0,0,0
30.999,0.0018087,0.033429,-0.0045788,0,0,0,0,0
31.5,0.0018435,0.034731,-0.0047022,0,0,0,0,0
32,0.001898,0.03604,-0.0044661,0,0,0,0,0
32.5,0.001882,0.037406,-0.0048039,0,0,0,0,0
32.999,0.0019805,0.038781,-0.0045737,0,0,0,0,0
33.501,0.0019934,0.040155,-0.0045107,0,0,0,0,0
34,0.0019674,0.041509,-0.0054149,0,0,0,0,0
34.5,0.0020122,0.042918,-0.0048458,0,0,0,0,0
35,0.002106,0.044345,-0.0046069,0,0,0,0,0
35.5,0.0021047,0.045808,-0.0053807,0,0,0,0,0
36,0.0022006,0.047247,-0.0049744,0,0,0,0,0
36.499,0.0022093,0.048653,-0.005151,0,0,0,0,0
36.999,0.0023484,0.05005,-0.0056723,0,0,0,0,0
37.5,0.0023414,0.051512,-0.0053354,0,0,0,0,0
38,0.0022897,0.053064,-0.0056466,0,0,0,0,0
38.502,0.0024632,0.054695,-0.005436,0,0,0,0,0
38.999,0.0025039,0.056301,-0.0056155,0,0,0,0,0
39.5,0.00257,0.05792,-0.0056703,0,0,0,0,0
40,0.0025745,0.059624,-0.0057628,0,0,0,0,0
40.5,0.0027143,0.06145,-0.0061792,0,0,0,0,0
41,0.002703,0.063232,-0.0057226,0,0,0,0,0
41.5,0.0028175,0.065013,-0.0059343,0,0,0,0,0
42,0.0028957,0.066874,-0.0057034,0,0,0,0,0
42.5,0.0029059,0.068811,-0.0062079,0,0,0,0,0
43,0.0030384,0.070752,-0.0057864,0,0,0,0,0
43.5,0.0031375,0.072689,-0.0056476,0,0,0,0,0
44,0.0031797,0.074668,-0.0062024,0,0,0,0,0
44.5,0.0032949,0.076693,-0.006387,0,0,0,0,0
45,0.0032993,0.078743,-0.0069533,0,0,0,0,0
45.5,0.0033888,0.080739,-0.0063498,0,0,0,0,0
46,0.0034956,0.082746,-0.0065863,0,0,0,0,0
46.5,0.0035915,0.084832,-0.0061923,0,0,0,0,0
47,0.0035604,0.086885,-0.0064258,0,0,0,0,0
47.5,0.0037642,0.088906,-0.0064897,0,0,0,0,0
48,0.0037611,0.090992,-0.0066824,0,0,0,0,0
48.499,0.0039096,0.093135,-0.0065697,0,0,0,0,0
49,0.004041,0.095263,-0.0068027,0,0,0,0,0
49.5,0.0042073,0.097374,-0.0067257,0,0,0,0,0
50,0.0038217,0.099468,-0.0068546,0,0,0,0,0
50.5,0.0043232,0.10156,-0.0069674,0,0,0,0,0
51.001,0.0043051,0.10375,-0.0066845,0,0,0,0,0
51.5,0.0043778,0.10594,-0.0071894,0,0,0,0,0
52.001,0.0045322,0.10812,-0.0068757,0,0,0,0,0
52.499,0.004608,0.11028,-0.0070358,0,0,0,0,0
53,0.0047512,0.11243,-0.0067685,0,0,0,0,0
53.5,0.0048077,0.11459,-0.0073078,0,0,0,0,0
54,0.0048661,0.11685,-0.0067242,0,0,0,0,0
54.5,0.0050243,0.11912,-0.0069105,0,0,0,0,0
55,0.0050554,0.12139,-0.0070006,0,0,0,0,0
55.5,0.0052257,0.12366,-0.0072252,0,0,0,0,0
56,0.005291,0.1259,-0.0066437,0,0,0,0,0
56.5,0.0054632,0.12816,-0.0069613,0,0,0,0,0
57,0.0056465,0.13051,-0.0067871,0,0,0,0,0
57.5,0.0057097,0.13282,-0.0072458,0,0,0,0,0
