Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,-0.041059,0,0,1.4938,19.968,10.04
0.5,0.00018,-0.021424,0.00018498,0,0,0,0
1,0.000367,0.0002,-2.7e-05,0,0,0,0
1.5,4.5e-05,0.036988,0.00020898,0,0,0,0
2,6e-06,0.071263,1e-06,0,0,0,0
2.5,0.000339,0.10293,-0.00018902,0,0,0,0
3,0.000508,0.13141,-0.00014401,0,0,0,0
3.5,0.000288,0.15899,-1e-05,0,0,0,0
4,0.000518,0.18199,-0.00034606,0,0,0,0
4.5,0.000606,0.20388,0.00013299,0,0,0,0
5,0.00045,0.22438,-0.00012901,0,0,0,0
5.5,0.000749,0.2458,5.3999e-05,0,0,0,0
6,0.000339,0.2671,-0.00028504,0,0,0,0
6.5,0.000742,0.28853,-8.7004e-05,0,0,0,0
7,0.000933,0.30983,-0.00016601,0,0,0,0
7.5,0.001032,0.33067,-0.00027904,0,0,0,0
8,0.001033,0.35256,-1.8e-05,0,0,0,0
8.5,0.001237,0.37443,-0.00019902,0,0,0,0
9,0.001161,0.39673,4e-06,0,0,0,0
9.5,0.001354,0.41665,-0.00020302,0,0,0,0
10,0.001262,0.43592,-2.9e-05,0,0,0,0
10.5,0.001774,0.45644,-0.00011501,0,0,0,0
11,0.001932,0.47764,-9.8005e-05,0,0,0,0
11.5,0.001795,0.49792,2.4e-05,0,0,0,0
12,0.001879,0.51773,-0.00025003,0,0,0,0
12.5,0.001481,0.53893,-7.8003e-05,0,0,0,0
13,0.001802,0.55854,3e-05,0,0,0,0
13.5,0.001907,0.57792,0.00018598,0,0,0,0
14,0.001683,0.59727,-9.8005e-05,0,0,0,0
14.5,0.001589,0.61732,-0.00010101,0,0,0,0
15,0.001501,0.63772,0.00026696,0,0,0,0
15.5,0.001535,0.65821,-6.1002e-05,0,0,0,0
16,0.001636,0.67734,-0.00019302,0,0,0,0
16.5,0.001822,0.69717,0.00011499,0,0,0,0
17,0.001721,0.71893,-0.00021302,0,0,0,0
17.5,0.00167,0.73863,-6.8002e-05,0,0,0,0
18,0.001785,0.75686,0.00014199,0,0,0,0
18.5,0.002039,0.77578,-0.00015501,0,0,0,0
19,0.002302,0.79458,-0.00020602,0,0,0,0
19.5,0.002549,0.81349,-0.00010101,0,0,0,0
20,0.002366,0.83375,-2.7e-05,0,0,0,0
20.5,0.002914,0.85427,-9.1004e-05,0,0,0,0
21,0.003161,0.87386,-8.4004e-05,0,0,0,0
21.5,0.002978,0.89413,-6.4002e-05,0,0,0,0
22,0.003462,0.91258,-0.00019902,0,0,0,0
22.5,0.003408,0.93061,-0.00010101,0,0,0,0
23,0.003404,0.94848,-0.00011801,0,0,0,0
23.5,0.003492,0.96639,-2.7e-05,0,0,0,0
24,0.003475,0.98791,0.00015499,0,0,0,0
24.5,0.003198,1.0086,-7e-06,0,0,0,0
25,0.00333,1.0262,8.7996e-05,0,0,0,0
25.5,0.003154,1.0418,0.00011799,0,0,0,0
26,0.003364,1.0609,6.7998e-05,0,0,0,0
26.5,0.003138,1.0784,-0.00015201,0,0,0,0
27,0.003307,1.0958,-0.00023303,0,0,0,0
27.5,0.003178,1.114,3.3999e-05,0,0,0,0
28,0.003276,1.1323,-0.00013901,0,0,0,0
28.5,0.003871,1.1504,-0.00042909,0,0,0,0
29,0.003601,1.1682,-1e-05,0,0,0,0
29.5,0.00399,1.1867,-0.00026704,0,0,0,0
30,0.003865,1.2048,-0.00033506,0,0,0,0
30.5,0.003956,1.2219,-3.7001e-05,0,0,0,0
31,0.004406,1.2379,-0.00014201,0,0,0,0
31.5,0.004382,1.2565,-6.8002e-05,0,0,0,0
32,0.004582,1.2754,-0.00027004,0,0,0,0
32.5,0.005109,1.2917,-0.00022002,0,0,0,0
33,0.00489,1.3055,-0.00014901,0,0,0,0
33.5,0.005133,1.3208,-5.1001e-05,0,0,0,0
34,0.005299,1.3383,0.00012199,0,0,0,0
34.5,0.005015,1.3564,0.00010199,0,0,0,0
35,0.004623,1.3739,0.00017299,0,0,0,0
35.5,0.00509,1.3897,0.00013899,0,0,0,0
36,0.004816,1.4053,-7.8003e-05,0,0,0,0
36.5,0.004816,1.4221,8.7996e-05,0,0,0,0
37,0.004769,1.4394,3.1e-05,0,0,0,0
37.5,0.004488,1.4553,-9.5005e-05,0,0,0,0
38,0.004607,1.4712,5.3999e-05,0,0,0,0
38.5,0.00483,1.4901,1.4e-05,0,0,0,0
39,0.004844,1.5078,4.0999e-05,0,0,0,0
39.5,0.005162,1.5231,-4.4001e-05,0,0,0,0
40,0.005354,1.5388,-3.4001e-05,0,0,0,0
40.5,0.00551,1.5559,-3.7001e-05,0,0,0,0
41,0.006051,1.5721,0.00011799,0,0,0,0
41.5,0.00597,1.5883,-0.00010101,0,0,0,0
42,0.00598,1.6054,0.00011499,0,0,0,0
42.5,0.006261,1.6221,5.0999e-05,0,0,0,0
43,0.006623,1.6377,0.00013199,0,0,0,0
43.5,0.006954,1.6529,0.00023297,0,0,0,0
44,0.007198,1.6686,0.00026397,0,0,0,0
44.5,0.007296,1.6847,7.7997e-05,0,0,0,0
45,0.006928,1.7004,0.00012499,0,0,0,0
45.5,0.0066,1.7168,3.6999e-05,0,0,0,0
46,0.006516,1.7327,0.00023697,0,0,0,0
46.5,0.00633,1.7481,0.00027096,0,0,0,0
47,0.006287,1.7627,0.00018898,0,0,0,0
47.5,0.006469,1.7778,0.00017299,0,0,0,0
48,0.006223,1.7932,0.00019598,0,0,0,0
48.5,0.006304,1.8086,7.7997e-05,0,0,0,0
49,0.006592,1.8227,9.4995e-05,0,0,0,0
49.5,0.006436,1.8385,0.00013499,0,0,0,0
50,0.006586,1.8559,-1.7e-05,0,0,0,0
50.5,0.0071,1.8727,-0.00022603,0,0,0,0
51,0.00708,1.8868,-0.00012101,0,0,0,0
51.5,0.007252,1.9011,0.00015599,0,0,0,0
52,0.007499,1.9175,4.3999e-05,0,0,0,0
52.5,0.007993,1.9333,0.00028396,0,0,0,0
53,0.008054,1.9492,-6e-06,0,0,0,0
53.5,0.008497,1.965,0.00012199,0,0,0,0
54,0.00865,1.9812,0.00024997,0,0,0,0
54.5,0.008995,1.9963,0.00035494,0,0,0,0
55,0.00883,2.0097,0.00013899,0,0,0,0
55.5,0.008695,2.023,0.00030795,0,0,0,0
56,0.008205,2.0384,0.00023997,0,0,0,0
56.5,0.008415,2.0558,0.00026397,0,0,0,0
57,0.00827,2.0716,3.6999e-05,0,0,0,0
57.5,0.00826,2.0873,0.00028796,0,0,0,0
58,0.007733,2.1021,0.00015199,0,0,0,0
58.5,0.007984,2.1167,-7.4003e-05,0,0,0,0
59,0.007748,2.1307,3.6999e-05,0,0,0,0
59.5,0.008306,2.1455,-0.00015501,0,0,0,0
60,0.008002,2.1596,-3e-05,0,0,0,0
60.5,0.008313,2.1737,-3e-06,0,0,0,0
61,0.008591,2.1888,6.7998e-05,0,0,0,0
61.5,0.008946,2.2057,-1.6e-05,0,0,0,0
62,0.00921,2.2222,-7.7003e-05,0,0,0,0
62.5,0.009407,2.2361,-1.3e-05,0,0,0,0
63,0.009562,2.2499,-1.7e-05,0,0,0,0
63.5,0.010128,2.2647,4.4999e-05,0,0,0,0
64,0.010301,2.2796,7.1997e-05,0,0,0,0
64.5,0.010805,2.2937,9.4995e-05,0,0,0,0
65,0.010545,2.3083,4.0999e-05,0,0,0,0
65.5,0.010948,2.3235,5.7998e-05,0,0,0,0
66,0.010735,2.338,4e-06,0,0,0,0
66.5,0.010644,2.3536,2.8e-05,0,0,0,0
67,0.010465,2.3696,0.00027796,0,0,0,0
67.5,0.010483,2.3842,-0.00014101,0,0,0,0
68,0.010183,2.3974,0.00023397,0,0,0,0
68.5,0.010234,2.4114,3.3999e-05,0,0,0,0
69,0.010123,2.426,0.00019998,0,0,0,0
69.5,0.009951,2.44,6.0998e-05,0,0,0,0
70,0.009471,2.4545,2.8e-05,0,0,0,0
70.5,0.010216,2.4685,4.4999e-05,0,0,0,0
71,0.010013,2.4833,6.8998e-05,0,0,0,0
71.5,0.010457,2.4986,8.4996e-05,0,0,0,0
72,0.010907,2.5145,3.1e-05,0,0,0,0
72.5,0.010428,2.5297,-2.6e-05,0,0,0,0
