Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,-0.031457,0,0,1.4938,19.97,10.044
0.5,7.4e-05,0.0017117,7.0997e-05,0,0,0,0
1,0.000194,0.035448,-0.00024903,0,0,0,0
1.5,0.000419,0.070438,-2.7e-05,0,0,0,0
2,0.000374,0.10111,-3e-05,0,0,0,0
2.5,0.000454,0.129,-0.00010401,0,0,0,0
3,0.000728,0.15442,-5.7002e-05,0,0,0,0
3.5,0.000937,0.1764,1.1e-05,0,0,0,0
4,0.000837,0.19964,-4.0001e-05,0,0,0,0
4.5,0.000944,0.22267,-0.00018002,0,0,0,0
5,0.000894,0.24614,2.9e-05,0,0,0,0
5.5,0.001187,0.26778,-0.00013201,0,0,0,0
6,0.001337,0.2875,-4.5001e-05,0,0,0,0
6.5,0.001021,0.308,-0.00025603,0,0,0,0
7,0.001436,0.32861,-0.00010501,0,0,0,0
7.5,0.001499,0.35074,-0.00011301,0,0,0,0
8,0.001417,0.37191,-4.2001e-05,0,0,0,0
8.5,0.001832,0.39391,-1.2e-05,0,0,0,0
9,0.001946,0.41487,-5.7002e-05,0,0,0,0
9.5,0.001803,0.43663,-0.00025203,0,0,0,0
10,0.001757,0.45667,-4.9001e-05,0,0,0,0
10.5,0.001924,0.47673,0.00019698,0,0,0,0
11,0.002337,0.49815,-0.00035006,0,0,0,0
11.5,0.00222,0.51898,-0.00012801,0,0,0,0
12,0.002552,0.53802,-3e-05,0,0,0,0
12.5,0.002525,0.5576,-5.4001e-05,0,0,0,0
13,0.002535,0.57821,-0.00017602,0,0,0,0
13.5,0.002491,0.59805,0.00018598,0,0,0,0
14,0.001609,0.61786,-3e-06,0,0,0,0
14.5,0.00147,0.63835,3.1e-05,0,0,0,0
15,0.002089,0.6575,6.7998e-05,0,0,0,0
15.5,0.002467,0.67471,0.00016599,0,0,0,0
16,0.002623,0.69169,5.6998e-05,0,0,0,0
16.5,0.002373,0.71093,-0.00023003,0,0,0,0
17,0.002413,0.73039,6.3998e-05,0,0,0,0
17.5,0.002846,0.75115,0.00016199,0,0,0,0
18,0.00262,0.77143,-9.1004e-05,0,0,0,0
18.5,0.002728,0.79162,2.4e-05,0,0,0,0
19,0.002721,0.8096,-0.00013201,0,0,0,0
19.5,0.002589,0.8285,-0.00012201,0,0,0,0
20,0.002447,0.84707,-8.1003e-05,0,0,0,0
20.5,0.003204,0.86543,0.00019598,0,0,0,0
21,0.003553,0.88583,-0.00015201,0,0,0,0
21.5,0.003684,0.90609,-3.7001e-05,0,0,0,0
22,0.004012,0.92546,7.3997e-05,0,0,0,0
