Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.00000000,0.00000000,-0.01420000,0.00000000,-0.95030690,0.00000000,-0.95030690,0.00000000,0.00060850,406.70780687,0.00010344,-0.00071194,0.82825310,1.49300000,10.00840000,212000.29476832
0.50000000,0.00105200,-0.01420000,0.00000922,-0.95030690,0.00000922,-0.95031566,0.00001844,0.00066376,411.60443106,0.00015790,-0.00082165,0.00000000,0.00000000,0.00000000,0.00000000
1.00000000,0.00200800,0.15650000,0.00004689,10.47345280,0.00004689,10.47394389,0.00007533,0.00058102,415.59716759,0.00024394,-0.00082496,0.00000000,0.00000000,0.00000000,0.00000000
1.50000000,0.00262700,0.28810000,0.00006133,19.28052238,0.00006133,19.28170492,0.00002889,0.00070651,420.68552935,0.00010251,-0.00080901,0.00000000,0.00000000,0.00000000,0.00000000
2.00000000,0.00330900,0.42600000,0.00011978,28.50920699,0.00011977,28.51262176,0.00011688,0.00088459,424.88991895,-0.00017015,-0.00071444,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.00428600,0.53130000,0.00012956,35.55620111,0.00012955,35.56080761,0.00001955,0.00092952,429.57678829,-0.00022778,-0.00070174,0.00000000,0.00000000,0.00000000,0.00000000
3.00000000,0.00457000,0.66050000,0.00008000,44.20265544,0.00008000,44.20619165,-0.00009910,0.00091121,433.37582135,-0.00016683,-0.00074438,0.00000000,0.00000000,0.00000000,0.00000000
3.50000000,0.00491800,0.76650000,0.00017056,51.29649567,0.00017054,51.30524457,0.00018109,0.00112046,438.18953705,-0.00027069,-0.00084977,0.00000000,0.00000000,0.00000000,0.00000000
4.00000000,0.00656100,0.89490000,0.00022944,59.88941158,0.00022942,59.90315287,0.00011775,0.00121417,442.09290190,-0.00022286,-0.00099131,0.00000000,0.00000000,0.00000000,0.00000000
4.50000000,0.00708100,1.00020000,0.00021033,66.93640570,0.00021031,66.95048466,-0.00003821,0.00122241,445.85127479,-0.00007196,-0.00115044,0.00000000,0.00000000,0.00000000,0.00000000
