Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.00000000,0.00000000,-0.01580000,0.00000000,-1.04964432,0.00000000,-1.04964432,0.00000000,0.00062519,400.64236935,0.00003856,-0.00066375,0.80784896,1.50850000,9.97860000,204624.51893418
0.50000000,0.00058100,0.00100000,0.00002856,0.06643318,0.00002856,0.06643508,0.00005711,0.00060973,404.67995571,0.00013058,-0.00074031,0.00000000,0.00000000,0.00000000,0.00000000
1.00000000,0.00132700,0.16370000,0.00003856,10.87511232,0.00003855,10.87553161,0.00002000,0.00056201,409.18481803,0.00026399,-0.00082600,0.00000000,0.00000000,0.00000000,0.00000000
1.50000000,0.00178400,0.31520000,0.00004989,20.93973978,0.00004989,20.94078444,0.00002267,0.00070814,413.12906975,0.00014294,-0.00085108,0.00000000,0.00000000,0.00000000,0.00000000
2.00000000,0.00287800,0.42680000,0.00008778,28.35368318,0.00008777,28.35617200,0.00007577,0.00082499,416.90885068,0.00004049,-0.00086548,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.00357000,0.52970000,0.00010144,35.18965787,0.00010144,35.19322767,0.00002733,0.00085101,421.70611949,0.00000139,-0.00085240,0.00000000,0.00000000,0.00000000,0.00000000
3.00000000,0.00373200,0.65730000,0.00013744,43.66653223,0.00013743,43.67253395,0.00007199,0.00087513,425.34139408,-0.00004807,-0.00082706,0.00000000,0.00000000,0.00000000,0.00000000
3.50000000,0.00447600,0.76020000,0.00015289,50.50250692,0.00015288,50.51022819,0.00003088,0.00099908,430.02146479,-0.00012729,-0.00087179,0.00000000,0.00000000,0.00000000,0.00000000
4.00000000,0.00578800,0.88380000,0.00020356,58.71364853,0.00020353,58.72560002,0.00010132,0.00110824,433.80157015,-0.00019890,-0.00090934,0.00000000,0.00000000,0.00000000,0.00000000
4.50000000,0.00613600,0.98980000,0.00021411,65.75556610,0.00021409,65.76964510,0.00002111,0.00112324,438.48970725,-0.00011665,-0.00100659,0.00000000,0.00000000,0.00000000,0.00000000
5.00000000,0.00641400,1.10870000,0.00023889,73.65447175,0.00023886,73.67206698,0.00004954,0.00120583,441.56507436,-0.00010993,-0.00109590,0.00000000,0.00000000,0.00000000,0.00000000
5.50000000,0.00808700,1.20750000,0.00023556,80.21807038,0.00023553,80.23696620,-0.00000667,0.00132117,446.41257287,-0.00014181,-0.00117936,0.00000000,0.00000000,0.00000000,0.00000000
6.00000000,0.00920000,1.32320000,0.00033133,87.90438984,0.00033128,87.93351549,0.00019150,0.00143232,449.76286895,-0.00021456,-0.00121777,0.00000000,0.00000000,0.00000000,0.00000000
6.50000000,0.00891000,1.41570000,0.00030056,94.04945941,0.00030051,94.07772650,-0.00006154,0.00149253,453.62544246,-0.00024466,-0.00124787,0.00000000,0.00000000,0.00000000,0.00000000
7.00000000,0.00965800,1.50900000,0.00031378,100.24767553,0.00031373,100.27913103,0.00002644,0.00159580,457.88261191,-0.00036626,-0.00122954,0.00000000,0.00000000,0.00000000,0.00000000
7.50000000,0.01131900,1.61270000,0.00038822,107.13679678,0.00038815,107.17838966,0.00014884,0.00169817,461.55890649,-0.00044972,-0.00124845,0.00000000,0.00000000,0.00000000,0.00000000
8.00000000,0.01099900,1.70680000,0.00038778,113.38815944,0.00038770,113.43212885,-0.00000089,0.00179906,465.49609819,-0.00051805,-0.00128101,0.00000000,0.00000000,0.00000000,0.00000000
8.50000000,0.01146000,1.80720000,0.00039233,120.05805118,0.00039226,120.10515395,0.00000911,0.00193690,468.75627008,-0.00058596,-0.00135094,0.00000000,0.00000000,0.00000000,0.00000000
9.00000000,0.01345300,1.89420000,0.00044311,125.83773824,0.00044301,125.89349834,0.00010151,0.00204777,472.91409934,-0.00060245,-0.00144532,0.00000000,0.00000000,0.00000000,0.00000000
9.50000000,0.01405600,1.99470000,0.00050433,132.51427329,0.00050421,132.58110465,0.00012239,0.00214724,476.32520311,-0.00064143,-0.00150581,0.00000000,0.00000000,0.00000000,0.00000000
10.00000000,0.01371300,2.07920000,0.00043489,138.12787738,0.00043479,138.18794766,-0.00013882,0.00226371,480.11315312,-0.00066197,-0.00160174,0.00000000,0.00000000,0.00000000,0.00000000
10.50000000,0.01523300,2.17570000,0.00050444,144.53867970,0.00050432,144.61159143,0.00013905,0.00249181,483.21359905,-0.00079226,-0.00169955,0.00000000,0.00000000,0.00000000,0.00000000
11.00000000,0.01673600,2.25380000,0.00058978,149.72711141,0.00058960,149.81541713,0.00017057,0.00254657,486.59905562,-0.00075685,-0.00178972,0.00000000,0.00000000,0.00000000,0.00000000
11.50000000,0.01626900,2.33280000,0.00054411,154.97533299,0.00054396,155.05965679,-0.00009128,0.00261480,490.31281654,-0.00076956,-0.00184524,0.00000000,0.00000000,0.00000000,0.00000000
12.00000000,0.01683000,2.42850000,0.00055211,161.33298876,0.00055196,161.42206249,0.00001599,0.00284628,493.47216253,-0.00093470,-0.00191157,0.00000000,0.00000000,0.00000000,0.00000000
12.50000000,0.01894900,2.50110000,0.00064089,166.15603796,0.00064068,166.26252552,0.00017745,0.00305127,497.47015228,-0.00103846,-0.00201281,0.00000000,0.00000000,0.00000000,0.00000000
13.00000000,0.01907400,2.59670000,0.00065533,172.50705040,0.00065512,172.62010002,0.00002887,0.00308723,500.10606815,-0.00104476,-0.00204247,0.00000000,0.00000000,0.00000000,0.00000000
13.50000000,0.01884100,2.66770000,0.00062511,177.22380651,0.00062492,177.33459108,-0.00006041,0.00323779,503.75765455,-0.00112968,-0.00210812,0.00000000,0.00000000,0.00000000,0.00000000
14.00000000,0.02089900,2.76260000,0.00070222,183.52831573,0.00070198,183.65719339,0.00015412,0.00353218,507.00797807,-0.00139183,-0.00214036,0.00000000,0.00000000,0.00000000,0.00000000
14.50000000,0.02191000,2.83680000,0.00078511,188.45765802,0.00078480,188.60561822,0.00016565,0.00364967,510.53830256,-0.00141295,-0.00223672,0.00000000,0.00000000,0.00000000,0.00000000
15.00000000,0.02141000,2.92850000,0.00069433,194.54958105,0.00069409,194.68466331,-0.00018142,0.00370708,513.34843304,-0.00139547,-0.00231161,0.00000000,0.00000000,0.00000000,0.00000000
15.50000000,0.02228200,2.99310000,0.00072967,198.84116477,0.00072940,198.98625254,0.00007062,0.00396563,516.25634341,-0.00157034,-0.00239528,0.00000000,0.00000000,0.00000000,0.00000000
16.00000000,0.02382500,3.06810000,0.00082189,203.82365362,0.00082155,203.99117401,0.00018430,0.00419193,519.63843925,-0.00172535,-0.00246658,0.00000000,0.00000000,0.00000000,0.00000000
16.50000000,0.02451500,3.15900000,0.00083467,209.86243009,0.00083432,210.03759527,0.00002553,0.00431199,522.58424395,-0.00173157,-0.00258042,0.00000000,0.00000000,0.00000000,0.00000000
17.00000000,0.02439900,3.22680000,0.00077400,214.36660001,0.00077370,214.53251976,-0.00012124,0.00451120,526.16944022,-0.00180535,-0.00270586,0.00000000,0.00000000,0.00000000,0.00000000
17.50000000,0.02575600,3.31530000,0.00084767,220.24593685,0.00084731,220.43263198,0.00014721,0.00473779,528.69733008,-0.00196496,-0.00277282,0.00000000,0.00000000,0.00000000,0.00000000
18.00000000,0.02680900,3.39900000,0.00097022,225.80639439,0.00096975,226.02547678,0.00024489,0.00490478,531.93946032,-0.00204426,-0.00286052,0.00000000,0.00000000,0.00000000,0.00000000
18.50000000,0.02707900,3.47560000,0.00089256,230.89517633,0.00089216,231.10126311,-0.00015519,0.00510094,534.56082382,-0.00214079,-0.00296016,0.00000000,0.00000000,0.00000000,0.00000000
19.00000000,0.02766500,3.54410000,0.00088522,235.44584948,0.00088483,235.65427138,-0.00001465,0.00530473,537.93250710,-0.00223239,-0.00307234,0.00000000,0.00000000,0.00000000,0.00000000
19.50000000,0.02922500,3.63030000,0.00100178,241.17238999,0.00100128,241.41399113,0.00023289,0.00547949,540.32974928,-0.00231778,-0.00316172,0.00000000,0.00000000,0.00000000,0.00000000
20.00000000,0.03007500,3.70050000,0.00106233,245.83599955,0.00106177,246.09715932,0.00012099,0.00568789,542.69244044,-0.00240806,-0.00327982,0.00000000,0.00000000,0.00000000,0.00000000
20.50000000,0.03024900,3.76660000,0.00099122,250.22723305,0.00099073,250.47526384,-0.00014208,0.00597078,545.84926822,-0.00262864,-0.00334214,0.00000000,0.00000000,0.00000000,0.00000000
