s11,s22,s33,s12,s13,s23,Rval,Type
-0.16920101689457212,0.6109732686154444,0.11617702338847316,-0.12065575105610611,-0.2984644102017752,0.262295832218079,0.0,v
-0.2857115560604311,0.06301623364631463,-0.9101840546826613,0.15060771278085555,0.13347801598607345,0.21210757747988107,0.0,v
-0.35767828054131307,0.1371586103381436,-0.2104851626152344,0.05122964776805333,0.39787767908816835,0.3206302585526849,0.0,v
0.07376257438051145,0.2871876259427014,-0.5113895020270416,0.25792094873281196,-0.2674202661339381,-0.13569976607057666,0.0,v
0.06401941132134734,0.20991790641265112,-0.11985981955772149,-0.5167417627301172,-0.13386959986685487,-0.15364116472406486,0.0,v
0.15247723177779582,-0.4944548999951044,-0.4253370196077321,0.22469708397388277,0.08182885907240295,0.3891484276825557,0.0,v
0.5093804482563851,-0.09193844353874796,-0.17904220204136795,0.1898142224248328,0.2143789721391197,-0.3406469962489058,0.0,v
-0.5691023701344862,-0.20459850764553256,0.0021447429789947393,0.4881609887954689,0.008259977842327841,0.13119000503244455,0.0,v
-0.12113447373471317,0.3464561106494322,-0.0822577849842491,0.15906177480214273,0.45188945615078985,0.20156484049431622,0.0,v
0.10794308187036583,-0.020252802517786432,-0.15347505215282325,-0.07224482975598089,-0.554811896288973,-0.07068073813281313,0.0,v
