Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
14.001;0.0016216;-0.00016811;-9.883e-05;0.048157;0;0;0;0;0;0;0;0;0;0;0;0;0
14.501;0.0017148;-0.00017067;-0.00011861;0.050019;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0.0016645;-0.00026143;-0.0001295;0.051773;0;0;0;0;0;0;0;0;0;0;0;0;0
15.5;0.001791;-0.00016315;-0.00014858;0.053724;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0.0018573;-0.00027998;-9.7767e-05;0.055576;0;0;0;0;0;0;0;0;0;0;0;0;0
16.5;0.0019416;-0.00020264;-0.00013666;0.057624;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0.0019878;-0.00022605;-0.00014685;0.059721;0;0;0;0;0;0;0;0;0;0;0;0;0
17.501;0.0021386;-0.00016666;-0.00018675;0.06172;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0.0021244;-0.00018682;-0.00014155;0.063749;0;0;0;0;0;0;0;0;0;0;0;0;0
18.5;0.0023626;-0.00022446;-0.0001471;0.065964;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0.0022784;-0.00021455;-0.00018136;0.068051;0;0;0;0;0;0;0;0;0;0;0;0;0
19.5;0.0024076;-0.00024832;-0.00016784;0.070344;0;0;0;0;0;0;0;0;0;0;0;0;0
20;0.0026077;-0.00022568;-0.00014482;0.072687;0;0;0;0;0;0;0;0;0;0;0;0;0
20.5;0.0026691;-0.00023019;-0.00021466;0.074872;0;0;0;0;0;0;0;0;0;0;0;0;0
21;0.0026344;-0.00025935;-0.0001839;0.077067;0;0;0;0;0;0;0;0;0;0;0;0;0
21.501;0.0026849;-0.00029719;-0.00020881;0.079449;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0.0028556;-0.00021696;-0.00017466;0.081663;0;0;0;0;0;0;0;0;0;0;0;0;0
22.5;0.0029088;-0.00025035;-0.00017024;0.08427;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0.0028462;-0.00025053;-0.00022607;0.086309;0;0;0;0;0;0;0;0;0;0;0;0;0
23.5;0.0030136;-0.00032398;-0.00015391;0.088553;0;0;0;0;0;0;0;0;0;0;0;0;0
24.001;0.0030376;-0.00026916;-0.00022117;0.091169;0;0;0;0;0;0;0;0;0;0;0;0;0
24.502;0.0031769;-0.0003909;-0.0001416;0.093414;0;0;0;0;0;0;0;0;0;0;0;0;0
25.002;0.0033491;-0.00028015;-0.00017611;0.095677;0;0;0;0;0;0;0;0;0;0;0;0;0
25.503;0.003475;-0.00032957;-0.00015852;0.098137;0;0;0;0;0;0;0;0;0;0;0;0;0
26;0.0033856;-0.00023031;-0.00018918;0.10061;0;0;0;0;0;0;0;0;0;0;0;0;0
26.501;0.003647;-0.00032972;-0.00024979;0.10272;0;0;0;0;0;0;0;0;0;0;0;0;0
27;0.0036527;-0.00025041;-0.00024178;0.10524;0;0;0;0;0;0;0;0;0;0;0;0;0
27.5;0.0037919;-0.00035126;-0.0002725;0.10756;0;0;0;0;0;0;0;0;0;0;0;0;0
28;0.0036807;-0.00028174;-0.00024233;0.11011;0;0;0;0;0;0;0;0;0;0;0;0;0
28.501;0.004028;-0.00044597;-0.00017522;0.11266;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0.0040025;-0.0002915;-0.00014618;0.11523;0;0;0;0;0;0;0;0;0;0;0;0;0
29.501;0.0041394;-0.00040026;-0.00021544;0.11763;0;0;0;0;0;0;0;0;0;0;0;0;0
30.001;0.0042129;-0.00027645;-0.00025953;0.12003;0;0;0;0;0;0;0;0;0;0;0;0;0
30.5;0.0042966;-0.00035519;-0.00020805;0.12266;0;0;0;0;0;0;0;0;0;0;0;0;0
31.001;0.0044652;-0.00042122;-0.00019741;0.1251;0;0;0;0;0;0;0;0;0;0;0;0;0
31.5;0.0044554;-0.00035898;-0.00016888;0.12776;0;0;0;0;0;0;0;0;0;0;0;0;0
32.001;0.0046523;-0.00031273;-0.00023291;0.13043;0;0;0;0;0;0;0;0;0;0;0;0;0
32.501;0.0048067;-0.0003548;-0.00020692;0.13271;0;0;0;0;0;0;0;0;0;0;0;0;0
33.001;0.0048843;-0.00040779;-0.00019317;0.13562;0;0;0;0;0;0;0;0;0;0;0;0;0
33.5;0.0050104;-0.00031786;-0.00017223;0.1379;0;0;0;0;0;0;0;0;0;0;0;0;0
34.001;0.0051272;-0.00037632;-0.000189;0.14081;0;0;0;0;0;0;0;0;0;0;0;0;0
34.5;0.0052679;-0.00035657;-0.00020994;0.14329;0;0;0;0;0;0;0;0;0;0;0;0;0
35.001;0.0054793;-0.00040311;-0.00019928;0.14575;0;0;0;0;0;0;0;0;0;0;0;0;0
35.5;0.0055082;-0.00035845;-0.0002092;0.14842;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0.0056176;-0.00039196;-0.00015447;0.15088;0;0;0;0;0;0;0;0;0;0;0;0;0
36.5;0.0057983;-0.00034305;-0.00022097;0.15332;0;0;0;0;0;0;0;0;0;0;0;0;0
37.001;0.0058907;-0.0003796;-0.00018074;0.15596;0;0;0;0;0;0;0;0;0;0;0;0;0
37.5;0.0059755;-0.00041112;-0.00016024;0.15859;0;0;0;0;0;0;0;0;0;0;0;0;0
38;0.0061374;-0.0004079;-0.00022887;0.16101;0;0;0;0;0;0;0;0;0;0;0;0;0
38.502;0.0063064;-0.00039151;-0.00016439;0.16365;0;0;0;0;0;0;0;0;0;0;0;0;0
39.001;0.0064105;-0.00048182;-0.00020035;0.16607;0;0;0;0;0;0;0;0;0;0;0;0;0
39.5;0.0065846;-0.00043648;-0.00021725;0.1687;0;0;0;0;0;0;0;0;0;0;0;0;0
40;0.006741;-0.00046704;-0.00023932;0.1711;0;0;0;0;0;0;0;0;0;0;0;0;0
40.5;0.0068953;-0.00046357;-0.00024843;0.17371;0;0;0;0;0;0;0;0;0;0;0;0;0
41;0.006967;-0.00045586;-0.00022318;0.17632;0;0;0;0;0;0;0;0;0;0;0;0;0
41.5;0.0071714;-0.00040768;-0.00022267;0.17853;0;0;0;0;0;0;0;0;0;0;0;0;0
42;0.0073968;-0.00041575;-0.00021251;0.18111;0;0;0;0;0;0;0;0;0;0;0;0;0
42.501;0.0075153;-0.00045555;-0.00019812;0.18367;0;0;0;0;0;0;0;0;0;0;0;0;0
43.001;0.0076904;-0.00042739;-0.00020012;0.1862;0;0;0;0;0;0;0;0;0;0;0;0;0
43.501;0.0079381;-0.00041619;-0.00024516;0.1885;0;0;0;0;0;0;0;0;0;0;0;0;0
44;0.0080567;-0.00040081;-0.00019027;0.19079;0;0;0;0;0;0;0;0;0;0;0;0;0
44.5;0.0082622;-0.00044693;-0.00023523;0.19305;0;0;0;0;0;0;0;0;0;0;0;0;0
45;0.0084698;-0.00042466;-0.0003011;0.19546;0;0;0;0;0;0;0;0;0;0;0;0;0
45.5;0.008927;-0.00040616;-0.00028883;0.19782;0;0;0;0;0;0;0;0;0;0;0;0;0
46;0.0088916;-0.00035073;-0.00034791;0.19997;0;0;0;0;0;0;0;0;0;0;0;0;0
46.5;0.0090875;-0.00041233;-0.00037874;0.20227;0;0;0;0;0;0;0;0;0;0;0;0;0
47.001;0.009473;-0.00033068;-0.00033525;0.20455;0;0;0;0;0;0;0;0;0;0;0;0;0
47.5;0.0096231;-0.00030693;-0.00037398;0.20662;0;0;0;0;0;0;0;0;0;0;0;0;0
48;0.0098793;-0.00031627;-0.00039472;0.20868;0;0;0;0;0;0;0;0;0;0;0;0;0
48.5;0.010219;-0.00032914;-0.00043567;0.21101;0;0;0;0;0;0;0;0;0;0;0;0;0
49;0.010541;-0.00032375;-0.00042978;0.21281;0;0;0;0;0;0;0;0;0;0;0;0;0
49.5;0.010821;-0.00023943;-0.00040511;0.21488;0;0;0;0;0;0;0;0;0;0;0;0;0
50;0.011137;-0.00033817;-0.00044315;0.21675;0;0;0;0;0;0;0;0;0;0;0;0;0
50.5;0.011408;-0.00027321;-0.00048473;0.21872;0;0;0;0;0;0;0;0;0;0;0;0;0
51.001;0.011811;-0.00030028;-0.00050929;0.22048;0;0;0;0;0;0;0;0;0;0;0;0;0
51.5;0.01203;-0.00024798;-0.00055322;0.22232;0;0;0;0;0;0;0;0;0;0;0;0;0
52;0.012605;-0.00023204;-0.00058131;0.22398;0;0;0;0;0;0;0;0;0;0;0;0;0
52.501;0.012697;-0.00026571;-0.00061502;0.2257;0;0;0;0;0;0;0;0;0;0;0;0;0
53;0.012996;-0.00027349;-0.00067185;0.22739;0;0;0;0;0;0;0;0;0;0;0;0;0
53.5;0.013339;-0.0001967;-0.00066729;0.22877;0;0;0;0;0;0;0;0;0;0;0;0;0
54;0.013866;-0.000167;-0.00067079;0.23038;0;0;0;0;0;0;0;0;0;0;0;0;0
54.501;0.01413;-0.00016778;-0.00072098;0.23193;0;0;0;0;0;0;0;0;0;0;0;0;0
55.001;0.014494;-4.4383e-05;-0.00071899;0.23333;0;0;0;0;0;0;0;0;0;0;0;0;0
55.501;0.01488;-0.00013675;-0.00078419;0.23481;0;0;0;0;0;0;0;0;0;0;0;0;0
56;0.015195;-0.00018159;-0.00075171;0.23614;0;0;0;0;0;0;0;0;0;0;0;0;0
56.501;0.015564;-3.0761e-05;-0.00083991;0.23755;0;0;0;0;0;0;0;0;0;0;0;0;0
57;0.015612;-3.5807e-05;-0.00080023;0.23893;0;0;0;0;0;0;0;0;0;0;0;0;0
57.501;0.016681;-6.4164e-05;-0.0008899;0.24018;0;0;0;0;0;0;0;0;0;0;0;0;0
57.999;0.016816;4.8633e-05;-0.00088589;0.24141;0;0;0;0;0;0;0;0;0;0;0;0;0
58.5;0.017259;6.5792e-05;-0.00095596;0.2427;0;0;0;0;0;0;0;0;0;0;0;0;0
59;0.017681;3.2824e-05;-0.00097203;0.24387;0;0;0;0;0;0;0;0;0;0;0;0;0
59.5;0.018135;3.4112e-05;-0.0010542;0.24521;0;0;0;0;0;0;0;0;0;0;0;0;0
60.001;0.018633;0.00011069;-0.0010861;0.24623;0;0;0;0;0;0;0;0;0;0;0;0;0
60.5;0.018931;0.00014656;-0.0010652;0.24742;0;0;0;0;0;0;0;0;0;0;0;0;0
61.001;0.019284;0.00013286;-0.0011202;0.2485;0;0;0;0;0;0;0;0;0;0;0;0;0
61.5;0.019932;8.7307e-05;-0.0011369;0.24957;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0.020073;0.00018247;-0.0012192;0.25068;0;0;0;0;0;0;0;0;0;0;0;0;0
62.501;0.02065;0.00024934;-0.0011385;0.25179;0;0;0;0;0;0;0;0;0;0;0;0;0
63.001;0.02099;0.00021431;-0.0012482;0.25279;0;0;0;0;0;0;0;0;0;0;0;0;0
63.501;0.021449;0.0002707;-0.0012044;0.25378;0;0;0;0;0;0;0;0;0;0;0;0;0
63.999;0.022128;0.00036862;-0.001268;0.25483;0;0;0;0;0;0;0;0;0;0;0;0;0
64.5;0.02227;0.00040079;-0.0013156;0.25587;0;0;0;0;0;0;0;0;0;0;0;0;0
64.999;0.022804;0.00034686;-0.0013211;0.25682;0;0;0;0;0;0;0;0;0;0;0;0;0
65.5;0.023191;0.00040496;-0.0013385;0.25783;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0.023543;0.00050061;-0.0013978;0.25877;0;0;0;0;0;0;0;0;0;0;0;0;0
66.5;0.024006;0.00046846;-0.0014338;0.25977;0;0;0;0;0;0;0;0;0;0;0;0;0
67.001;0.02451;0.00038518;-0.0014292;0.26069;0;0;0;0;0;0;0;0;0;0;0;0;0
67.5;0.024981;0.00043735;-0.0015189;0.26167;0;0;0;0;0;0;0;0;0;0;0;0;0
68;0.02534;0.00052076;-0.0015098;0.26255;0;0;0;0;0;0;0;0;0;0;0;0;0
68.5;0.025914;0.0006113;-0.001501;0.26342;0;0;0;0;0;0;0;0;0;0;0;0;0
69;0.026242;0.00057501;-0.0015212;0.26436;0;0;0;0;0;0;0;0;0;0;0;0;0
69.5;0.026645;0.00048632;-0.0016154;0.26522;0;0;0;0;0;0;0;0;0;0;0;0;0
70;0.027184;0.00052035;-0.0016375;0.26612;0;0;0;0;0;0;0;0;0;0;0;0;0
70.5;0.027747;0.00064114;-0.0016638;0.26702;0;0;0;0;0;0;0;0;0;0;0;0;0
71.001;0.028031;0.00060713;-0.0016386;0.2679;0;0;0;0;0;0;0;0;0;0;0;0;0
71.5;0.028527;0.00059173;-0.0017173;0.26864;0;0;0;0;0;0;0;0;0;0;0;0;0
72.001;0.02895;0.00057937;-0.0017256;0.26953;0;0;0;0;0;0;0;0;0;0;0;0;0
72.5;0.029413;0.00063084;-0.0017266;0.27041;0;0;0;0;0;0;0;0;0;0;0;0;0
73;0.029953;0.00072255;-0.0017503;0.27121;0;0;0;0;0;0;0;0;0;0;0;0;0
73.501;0.030316;0.00069774;-0.0017402;0.27207;0;0;0;0;0;0;0;0;0;0;0;0;0
74.002;0.031033;0.00066851;-0.0018387;0.27292;0;0;0;0;0;0;0;0;0;0;0;0;0
74.502;0.031318;0.00069655;-0.001851;0.27364;0;0;0;0;0;0;0;0;0;0;0;0;0
75.001;0.031795;0.0007784;-0.0018486;0.27449;0;0;0;0;0;0;0;0;0;0;0;0;0
75.5;0.0322;0.00086611;-0.0018585;0.27533;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0.032873;0.0008213;-0.0019419;0.2761;0;0;0;0;0;0;0;0;0;0;0;0;0
76.5;0.033324;0.00090537;-0.0019015;0.27692;0;0;0;0;0;0;0;0;0;0;0;0;0
77;0.03375;0.00094309;-0.0018995;0.27774;0;0;0;0;0;0;0;0;0;0;0;0;0
77.5;0.034293;0.00097071;-0.0018871;0.27849;0;0;0;0;0;0;0;0;0;0;0;0;0
78;0.034673;0.0010137;-0.001928;0.27922;0;0;0;0;0;0;0;0;0;0;0;0;0
78.5;0.035145;0.00094234;-0.001964;0.28001;0;0;0;0;0;0;0;0;0;0;0;0;0
79;0.035624;0.0010032;-0.0020226;0.28072;0;0;0;0;0;0;0;0;0;0;0;0;0
79.5;0.03613;0.0010753;-0.0019872;0.28142;0;0;0;0;0;0;0;0;0;0;0;0;0
80;0.036639;0.0011665;-0.002023;0.28224;0;0;0;0;0;0;0;0;0;0;0;0;0
80.5;0.037159;0.0011991;-0.0020575;0.28295;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0.037682;0.001149;-0.0020774;0.28364;0;0;0;0;0;0;0;0;0;0;0;0;0
81.5;0.038102;0.0012166;-0.0020665;0.2844;0;0;0;0;0;0;0;0;0;0;0;0;0
82;0.038605;0.0012472;-0.0022138;0.28508;0;0;0;0;0;0;0;0;0;0;0;0;0
82.5;0.039027;0.0013257;-0.0021388;0.28583;0;0;0;0;0;0;0;0;0;0;0;0;0
83;0.039592;0.0013321;-0.002095;0.2865;0;0;0;0;0;0;0;0;0;0;0;0;0
83.5;0.040101;0.001281;-0.0021866;0.28724;0;0;0;0;0;0;0;0;0;0;0;0;0
84;0.040618;0.0013773;-0.00227;0.28791;0;0;0;0;0;0;0;0;0;0;0;0;0
84.5;0.041072;0.0014278;-0.0022984;0.28862;0;0;0;0;0;0;0;0;0;0;0;0;0
85;0.041574;0.0014516;-0.0022765;0.28928;0;0;0;0;0;0;0;0;0;0;0;0;0
85.5;0.042098;0.0014604;-0.002308;0.28998;0;0;0;0;0;0;0;0;0;0;0;0;0
86;0.042484;0.0014383;-0.0023282;0.29067;0;0;0;0;0;0;0;0;0;0;0;0;0
86.5;0.042961;0.0014896;-0.0023792;0.2913;0;0;0;0;0;0;0;0;0;0;0;0;0
87;0.043536;0.0015371;-0.0024282;0.29183;0;0;0;0;0;0;0;0;0;0;0;0;0
87.5;0.044024;0.0015916;-0.0024251;0.29262;0;0;0;0;0;0;0;0;0;0;0;0;0
88;0.044562;0.0016441;-0.0024147;0.29326;0;0;0;0;0;0;0;0;0;0;0;0;0
88.5;0.045127;0.0015933;-0.0024398;0.29394;0;0;0;0;0;0;0;0;0;0;0;0;0
89;0.045608;0.0017001;-0.0024892;0.29447;0;0;0;0;0;0;0;0;0;0;0;0;0
89.5;0.046145;0.0017375;-0.0025097;0.29526;0;0;0;0;0;0;0;0;0;0;0;0;0
90;0.046558;0.0017735;-0.002515;0.29595;0;0;0;0;0;0;0;0;0;0;0;0;0
90.5;0.047118;0.0018112;-0.0025583;0.29657;0;0;0;0;0;0;0;0;0;0;0;0;0
91.001;0.047603;0.0018396;-0.0025726;0.29717;0;0;0;0;0;0;0;0;0;0;0;0;0
91.5;0.048205;0.001833;-0.0025793;0.29783;0;0;0;0;0;0;0;0;0;0;0;0;0
92.031;0.048669;0.0019231;-0.0026167;0.29833;0;0;0;0;0;0;0;0;0;0;0;0;0
92.5;0.049227;0.001904;-0.0026131;0.29891;0;0;0;0;0;0;0;0;0;0;0;0;0
93;0.049764;0.0019776;-0.0026176;0.2995;0;0;0;0;0;0;0;0;0;0;0;0;0
93.5;0.050164;0.0019941;-0.0027177;0.30012;0;0;0;0;0;0;0;0;0;0;0;0;0
94;0.050753;0.0020183;-0.0026915;0.30073;0;0;0;0;0;0;0;0;0;0;0;0;0
94.5;0.051288;0.0020335;-0.0027138;0.30146;0;0;0;0;0;0;0;0;0;0;0;0;0
95;0.05177;0.0020438;-0.0027849;0.30204;0;0;0;0;0;0;0;0;0;0;0;0;0
95.5;0.052356;0.0021378;-0.0028111;0.30258;0;0;0;0;0;0;0;0;0;0;0;0;0
96;0.052888;0.002125;-0.0028465;0.3031;0;0;0;0;0;0;0;0;0;0;0;0;0
96.5;0.053429;0.002189;-0.0027347;0.3038;0;0;0;0;0;0;0;0;0;0;0;0;0
97;0.053987;0.0022678;-0.0028441;0.30435;0;0;0;0;0;0;0;0;0;0;0;0;0
97.499;0.054497;0.0022959;-0.0029187;0.30481;0;0;0;0;0;0;0;0;0;0;0;0;0
98;0.054982;0.0022958;-0.0029274;0.30551;0;0;0;0;0;0;0;0;0;0;0;0;0
98.5;0.055565;0.0022958;-0.0029632;0.30595;0;0;0;0;0;0;0;0;0;0;0;0;0
98.999;0.056;0.0023665;-0.0029761;0.30652;0;0;0;0;0;0;0;0;0;0;0;0;0
99.501;0.056478;0.0023734;-0.0029605;0.30719;0;0;0;0;0;0;0;0;0;0;0;0;0
100;0.056963;0.0024038;-0.0030414;0.30762;0;0;0;0;0;0;0;0;0;0;0;0;0
100.5;0.057601;0.0025549;-0.003101;0.30827;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0.058126;0.0024744;-0.003074;0.30878;0;0;0;0;0;0;0;0;0;0;0;0;0
101.5;0.058663;0.0025794;-0.0030682;0.30932;0;0;0;0;0;0;0;0;0;0;0;0;0
102;0.059229;0.0025796;-0.0031555;0.30974;0;0;0;0;0;0;0;0;0;0;0;0;0
102.5;0.059805;0.0027;-0.0031606;0.31037;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0.06029;0.002638;-0.0031867;0.31086;0;0;0;0;0;0;0;0;0;0;0;0;0
103.5;0.06073;0.0027001;-0.0031651;0.31132;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0.061452;0.0026777;-0.0032242;0.3119;0;0;0;0;0;0;0;0;0;0;0;0;0
104.52;0.061936;0.002711;-0.0032696;0.31243;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0.06253;0.0027435;-0.0033326;0.31293;0;0;0;0;0;0;0;0;0;0;0;0;0
105.5;0.062894;0.0028391;-0.0033835;0.31335;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0.063489;0.002862;-0.0034489;0.31387;0;0;0;0;0;0;0;0;0;0;0;0;0
106.5;0.064009;0.002876;-0.0033943;0.31447;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0.064387;0.0028253;-0.0034467;0.31495;0;0;0;0;0;0;0;0;0;0;0;0;0
107.5;0.065074;0.0028201;-0.0034989;0.31533;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0.065549;0.0029215;-0.0035244;0.31592;0;0;0;0;0;0;0;0;0;0;0;0;0
108.5;0.066201;0.0029208;-0.0035383;0.31631;0;0;0;0;0;0;0;0;0;0;0;0;0
109;0.066867;0.0029852;-0.003527;0.31679;0;0;0;0;0;0;0;0;0;0;0;0;0
109.5;0.067186;0.0029693;-0.0035993;0.31736;0;0;0;0;0;0;0;0;0;0;0;0;0
110.01;0.067651;0.0030332;-0.0036357;0.31781;0;0;0;0;0;0;0;0;0;0;0;0;0
110.5;0.068103;0.0029894;-0.0036969;0.31823;0;0;0;0;0;0;0;0;0;0;0;0;0
111;0.068843;0.0031342;-0.0036888;0.31876;0;0;0;0;0;0;0;0;0;0;0;0;0
111.5;0.069394;0.0031488;-0.0037156;0.31923;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0.069858;0.0031814;-0.003777;0.3196;0;0;0;0;0;0;0;0;0;0;0;0;0
112.5;0.070412;0.0032455;-0.0038218;0.32015;0;0;0;0;0;0;0;0;0;0;0;0;0
113;0.070879;0.0032371;-0.0038623;0.32058;0;0;0;0;0;0;0;0;0;0;0;0;0
113.5;0.071645;0.0032801;-0.0038605;0.32093;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0.072131;0.0033124;-0.0038954;0.32147;0;0;0;0;0;0;0;0;0;0;0;0;0
114.5;0.072423;0.003352;-0.00395;0.32193;0;0;0;0;0;0;0;0;0;0;0;0;0
115;0.072891;0.0034024;-0.0039882;0.32228;0;0;0;0;0;0;0;0;0;0;0;0;0
115.53;0.073565;0.0034348;-0.0040315;0.32283;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0.074108;0.0033869;-0.0040009;0.32326;0;0;0;0;0;0;0;0;0;0;0;0;0
116.5;0.074717;0.00339;-0.0040584;0.32361;0;0;0;0;0;0;0;0;0;0;0;0;0
117;0.075271;0.0034511;-0.0041497;0.32414;0;0;0;0;0;0;0;0;0;0;0;0;0
117.5;0.075762;0.0034666;-0.0041534;0.32458;0;0;0;0;0;0;0;0;0;0;0;0;0
118;0.07631;0.0035073;-0.0041715;0.32488;0;0;0;0;0;0;0;0;0;0;0;0;0
118.5;0.076931;0.0035283;-0.0042744;0.32532;0;0;0;0;0;0;0;0;0;0;0;0;0
119;0.077417;0.0035285;-0.004272;0.32577;0;0;0;0;0;0;0;0;0;0;0;0;0
119.5;0.077967;0.0035289;-0.0043489;0.32627;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0.0785;0.0036276;-0.0043884;0.32661;0;0;0;0;0;0;0;0;0;0;0;0;0
120.5;0.079054;0.0036506;-0.0044457;0.32712;0;0;0;0;0;0;0;0;0;0;0;0;0
121.02;0.079672;0.0036362;-0.0044671;0.32753;0;0;0;0;0;0;0;0;0;0;0;0;0
121.5;0.080021;0.0037481;-0.0045278;0.32794;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0.08076;0.0038401;-0.0045158;0.32832;0;0;0;0;0;0;0;0;0;0;0;0;0
122.5;0.081549;0.0038026;-0.0044984;0.32872;0;0;0;0;0;0;0;0;0;0;0;0;0
123;0.081493;0.0038315;-0.0046086;0.3292;0;0;0;0;0;0;0;0;0;0;0;0;0
123.5;0.082308;0.0038561;-0.0046291;0.32953;0;0;0;0;0;0;0;0;0;0;0;0;0
124;0.082917;0.0039747;-0.0046734;0.33002;0;0;0;0;0;0;0;0;0;0;0;0;0
124.5;0.083465;0.004042;-0.0046863;0.33043;0;0;0;0;0;0;0;0;0;0;0;0;0
125;0.08402;0.004082;-0.004717;0.33075;0;0;0;0;0;0;0;0;0;0;0;0;0
125.5;0.084605;0.0040708;-0.0048215;0.33115;0;0;0;0;0;0;0;0;0;0;0;0;0
