Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
40.499;0.0038784;3.9961e-05;7.9958e-05;0.084986;0;0;0;0;0;0;0;0;0;0;0;0;0
41;0.0039178;5.8731e-06;8.2315e-05;0.08724;0;0;0;0;0;0;0;0;0;0;0;0;0
41.5;0.0039696;5.5553e-05;6.4784e-05;0.089503;0;0;0;0;0;0;0;0;0;0;0;0;0
42;0.004045;-1.3824e-05;7.4788e-05;0.091601;0;0;0;0;0;0;0;0;0;0;0;0;0
42.5;0.0042041;6.1641e-05;4.275e-05;0.093894;0;0;0;0;0;0;0;0;0;0;0;0;0
43;0.0042505;-7.1944e-06;3.4778e-05;0.096216;0;0;0;0;0;0;0;0;0;0;0;0;0
43.5;0.0043297;6.0278e-05;3.2494e-05;0.098372;0;0;0;0;0;0;0;0;0;0;0;0;0
43.999;0.0044233;6.4487e-05;6.7814e-05;0.1007;0;0;0;0;0;0;0;0;0;0;0;0;0
44.5;0.004469;0.00010256;7.2576e-05;0.10288;0;0;0;0;0;0;0;0;0;0;0;0;0
45.001;0.0045438;6.6992e-05;4.5708e-05;0.10508;0;0;0;0;0;0;0;0;0;0;0;0;0
45.5;0.0046554;5.8004e-05;3.6721e-05;0.10727;0;0;0;0;0;0;0;0;0;0;0;0;0
46;0.0045734;9.1271e-05;2.9604e-05;0.10966;0;0;0;0;0;0;0;0;0;0;0;0;0
46.5;0.0048074;6.9512e-05;2.3027e-05;0.11225;0;0;0;0;0;0;0;0;0;0;0;0;0
47;0.0049455;2.4526e-05;2.3529e-05;0.11428;0;0;0;0;0;0;0;0;0;0;0;0;0
47.5;0.0049742;6.433e-05;3.5063e-05;0.1167;0;0;0;0;0;0;0;0;0;0;0;0;0
48;0.0051793;8.9755e-05;1.8635e-05;0.11893;0;0;0;0;0;0;0;0;0;0;0;0;0
48.5;0.0052247;0.00011179;-8.9274e-06;0.12117;0;0;0;0;0;0;0;0;0;0;0;0;0
49;0.0052725;8.0353e-05;3.3089e-05;0.12359;0;0;0;0;0;0;0;0;0;0;0;0;0
49.5;0.0053506;9.3988e-05;1.0738e-05;0.12603;0;0;0;0;0;0;0;0;0;0;0;0;0
50;0.0053544;6.3876e-05;-1.029e-05;0.12829;0;0;0;0;0;0;0;0;0;0;0;0;0
50.5;0.0056057;0.00021706;1.8304e-05;0.13075;0;0;0;0;0;0;0;0;0;0;0;0;0
51;0.0056779;0.00013792;-2.332e-05;0.13323;0;0;0;0;0;0;0;0;0;0;0;0;0
51.5;0.0057927;0.00017496;-2.6293e-05;0.13551;0;0;0;0;0;0;0;0;0;0;0;0;0
52;0.0060191;0.00016997;2.9532e-05;0.13784;0;0;0;0;0;0;0;0;0;0;0;0;0
52.5;0.0060818;0.00016995;1.501e-05;0.14036;0;0;0;0;0;0;0;0;0;0;0;0;0
53;0.0061338;0.0001193;9.2815e-06;0.14289;0;0;0;0;0;0;0;0;0;0;0;0;0
53.5;0.0062478;0.00020452;-1.5484e-06;0.14506;0;0;0;0;0;0;0;0;0;0;0;0;0
54;0.0064372;0.00014941;-2.0046e-05;0.14761;0;0;0;0;0;0;0;0;0;0;0;0;0
54.5;0.0063321;0.00020002;-3.1949e-05;0.15015;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0.0066913;0.00016407;-8.0477e-06;0.15251;0;0;0;0;0;0;0;0;0;0;0;0;0
55.5;0.0066686;0.00019024;-3.1565e-05;0.15485;0;0;0;0;0;0;0;0;0;0;0;0;0
56;0.0075924;0.00017391;-2.7326e-05;0.15757;0;0;0;0;0;0;0;0;0;0;0;0;0
56.5;0.0068666;0.00018503;-3.2888e-05;0.15974;0;0;0;0;0;0;0;0;0;0;0;0;0
57;0.0071194;0.00021032;-5.3272e-05;0.16229;0;0;0;0;0;0;0;0;0;0;0;0;0
57.5;0.0070631;0.00021351;-3.978e-05;0.16484;0;0;0;0;0;0;0;0;0;0;0;0;0
58;0.007227;0.00017637;-6.1684e-05;0.1674;0;0;0;0;0;0;0;0;0;0;0;0;0
58.5;0.0074965;0.00018853;-5.269e-05;0.16958;0;0;0;0;0;0;0;0;0;0;0;0;0
59;0.0075519;0.00019623;-8.6028e-05;0.17215;0;0;0;0;0;0;0;0;0;0;0;0;0
59.5;0.0078522;0.00024463;-5.782e-05;0.17472;0;0;0;0;0;0;0;0;0;0;0;0;0
60;0.0079502;0.00014727;-9.909e-05;0.17712;0;0;0;0;0;0;0;0;0;0;0;0;0
60.5;0.008026;0.00023333;-5.4173e-05;0.17968;0;0;0;0;0;0;0;0;0;0;0;0;0
61;0.0082129;0.00019462;-7.921e-05;0.18205;0;0;0;0;0;0;0;0;0;0;0;0;0
61.5;0.0083495;0.00022583;-0.00010782;0.18482;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0.0084853;0.00019743;-9.4108e-05;0.18698;0;0;0;0;0;0;0;0;0;0;0;0;0
62.5;0.0088548;0.00029433;-8.8915e-05;0.18954;0;0;0;0;0;0;0;0;0;0;0;0;0
63;0.0088106;0.00020764;-0.00012544;0.19208;0;0;0;0;0;0;0;0;0;0;0;0;0
63.5;0.008975;0.0002537;-0.00010547;0.19422;0;0;0;0;0;0;0;0;0;0;0;0;0
63.999;0.009138;0.00029469;-0.00013519;0.19673;0;0;0;0;0;0;0;0;0;0;0;0;0
64.5;0.0094269;0.00033273;-0.00015244;0.19923;0;0;0;0;0;0;0;0;0;0;0;0;0
65;0.0095915;0.00031644;-0.00013741;0.20133;0;0;0;0;0;0;0;0;0;0;0;0;0
65.5;0.0097189;0.00033626;-0.00016181;0.20401;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0.010007;0.00037297;-0.00019907;0.20647;0;0;0;0;0;0;0;0;0;0;0;0;0
66.501;0.010172;0.0004074;-0.00018278;0.20871;0;0;0;0;0;0;0;0;0;0;0;0;0
67;0.010387;0.00037793;-0.00022839;0.21095;0;0;0;0;0;0;0;0;0;0;0;0;0
67.5;0.010656;0.00035502;-0.00023456;0.21336;0;0;0;0;0;0;0;0;0;0;0;0;0
68;0.01091;0.00035286;-0.00027768;0.21573;0;0;0;0;0;0;0;0;0;0;0;0;0
68.5;0.010947;0.00039459;-0.00024558;0.2179;0;0;0;0;0;0;0;0;0;0;0;0;0
69;0.01124;0.00040034;-0.0003327;0.22003;0;0;0;0;0;0;0;0;0;0;0;0;0
69.5;0.011568;0.00046938;-0.00033505;0.22228;0;0;0;0;0;0;0;0;0;0;0;0;0
70;0.011747;0.00041967;-0.0003402;0.22435;0;0;0;0;0;0;0;0;0;0;0;0;0
70.5;0.01207;0.00046948;-0.00036457;0.22654;0;0;0;0;0;0;0;0;0;0;0;0;0
71;0.012211;0.00053611;-0.00036161;0.22866;0;0;0;0;0;0;0;0;0;0;0;0;0
71.5;0.013091;0.00052663;-0.00038152;0.23044;0;0;0;0;0;0;0;0;0;0;0;0;0
72;0.012917;0.0005476;-0.00041356;0.23261;0;0;0;0;0;0;0;0;0;0;0;0;0
72.499;0.013246;0.00060011;-0.00042097;0.23444;0;0;0;0;0;0;0;0;0;0;0;0;0
72.999;0.01345;0.00067587;-0.00044382;0.23622;0;0;0;0;0;0;0;0;0;0;0;0;0
73.5;0.013968;0.00055786;-0.00045588;0.2381;0;0;0;0;0;0;0;0;0;0;0;0;0
74;0.01416;0.00062889;-0.00047106;0.2399;0;0;0;0;0;0;0;0;0;0;0;0;0
74.5;0.01484;0.00072457;-0.00050287;0.24139;0;0;0;0;0;0;0;0;0;0;0;0;0
75;0.014814;0.00067846;-0.00049884;0.24311;0;0;0;0;0;0;0;0;0;0;0;0;0
75.5;0.015236;0.00070188;-0.00053083;0.24476;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0.015659;0.00079466;-0.00054736;0.24626;0;0;0;0;0;0;0;0;0;0;0;0;0
76.5;0.015933;0.00081132;-0.00055615;0.24784;0;0;0;0;0;0;0;0;0;0;0;0;0
77;0.016363;0.00076986;-0.00061405;0.24938;0;0;0;0;0;0;0;0;0;0;0;0;0
77.5;0.016716;0.00078915;-0.00062512;0.25065;0;0;0;0;0;0;0;0;0;0;0;0;0
78;0.017234;0.00078248;-0.0005505;0.25214;0;0;0;0;0;0;0;0;0;0;0;0;0
78.5;0.0175;0.00079409;-0.00061144;0.2536;0;0;0;0;0;0;0;0;0;0;0;0;0
79;0.017825;0.00088756;-0.00064154;0.25504;0;0;0;0;0;0;0;0;0;0;0;0;0
79.5;0.018239;0.00095358;-0.00062167;0.25624;0;0;0;0;0;0;0;0;0;0;0;0;0
80;0.018481;0.00092319;-0.00066499;0.25763;0;0;0;0;0;0;0;0;0;0;0;0;0
80.5;0.018837;0.00088723;-0.00069861;0.25901;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0.019446;0.00093489;-0.00073281;0.26026;0;0;0;0;0;0;0;0;0;0;0;0;0
81.5;0.019851;0.00092883;-0.00070913;0.26148;0;0;0;0;0;0;0;0;0;0;0;0;0
82;0.020107;0.00092461;-0.00072888;0.26278;0;0;0;0;0;0;0;0;0;0;0;0;0
82.499;0.020555;0.0010435;-0.00073979;0.26406;0;0;0;0;0;0;0;0;0;0;0;0;0
83;0.021029;0.0010731;-0.00076914;0.26522;0;0;0;0;0;0;0;0;0;0;0;0;0
83.5;0.021477;0.0010073;-0.00075741;0.26646;0;0;0;0;0;0;0;0;0;0;0;0;0
84;0.021835;0.0010851;-0.00075388;0.26769;0;0;0;0;0;0;0;0;0;0;0;0;0
84.5;0.022163;0.0010729;-0.00078605;0.26878;0;0;0;0;0;0;0;0;0;0;0;0;0
84.999;0.022563;0.0011704;-0.00078672;0.26989;0;0;0;0;0;0;0;0;0;0;0;0;0
85.5;0.02289;0.0011898;-0.00081399;0.27108;0;0;0;0;0;0;0;0;0;0;0;0;0
85.999;0.023426;0.0012056;-0.00085111;0.27224;0;0;0;0;0;0;0;0;0;0;0;0;0
86.5;0.023875;0.0013522;-0.00081187;0.27322;0;0;0;0;0;0;0;0;0;0;0;0;0
87;0.024123;0.0012901;-0.0008436;0.27437;0;0;0;0;0;0;0;0;0;0;0;0;0
87.499;0.024715;0.0012835;-0.00087699;0.2755;0;0;0;0;0;0;0;0;0;0;0;0;0
87.999;0.024971;0.0013428;-0.00088125;0.27661;0;0;0;0;0;0;0;0;0;0;0;0;0
88.5;0.025434;0.0014326;-0.00087413;0.27755;0;0;0;0;0;0;0;0;0;0;0;0;0
88.999;0.025894;0.0014764;-0.00083879;0.27863;0;0;0;0;0;0;0;0;0;0;0;0;0
89.5;0.026301;0.0014812;-0.00092847;0.27972;0;0;0;0;0;0;0;0;0;0;0;0;0
90;0.026826;0.001513;-0.00092591;0.28072;0;0;0;0;0;0;0;0;0;0;0;0;0
90.5;0.027254;0.0015814;-0.00094409;0.2818;0;0;0;0;0;0;0;0;0;0;0;0;0
90.999;0.027774;0.0015893;-0.00090102;0.28279;0;0;0;0;0;0;0;0;0;0;0;0;0
91.499;0.028163;0.0016612;-0.00095857;0.28393;0;0;0;0;0;0;0;0;0;0;0;0;0
92;0.028671;0.0016946;-0.00096155;0.28481;0;0;0;0;0;0;0;0;0;0;0;0;0
92.499;0.029042;0.0017738;-0.00099382;0.28586;0;0;0;0;0;0;0;0;0;0;0;0;0
93;0.02955;0.00181;-0.00095156;0.28681;0;0;0;0;0;0;0;0;0;0;0;0;0
93.5;0.03006;0.00186;-0.0009774;0.28775;0;0;0;0;0;0;0;0;0;0;0;0;0
94.001;0.030418;0.0018561;-0.0010618;0.28876;0;0;0;0;0;0;0;0;0;0;0;0;0
94.499;0.030783;0.0019005;-0.0010468;0.28976;0;0;0;0;0;0;0;0;0;0;0;0;0
95;0.031281;0.0020552;-0.0010356;0.29066;0;0;0;0;0;0;0;0;0;0;0;0;0
95.5;0.031826;0.0020609;-0.0010392;0.29164;0;0;0;0;0;0;0;0;0;0;0;0;0
96;0.032269;0.0020075;-0.0010424;0.29261;0;0;0;0;0;0;0;0;0;0;0;0;0
96.5;0.032702;0.0020974;-0.0010756;0.2935;0;0;0;0;0;0;0;0;0;0;0;0;0
97;0.033155;0.0021123;-0.0011016;0.2944;0;0;0;0;0;0;0;0;0;0;0;0;0
97.499;0.033626;0.0021318;-0.0010701;0.29536;0;0;0;0;0;0;0;0;0;0;0;0;0
98;0.034086;0.0021856;-0.0011208;0.29631;0;0;0;0;0;0;0;0;0;0;0;0;0
98.499;0.034584;0.0022572;-0.0011038;0.29718;0;0;0;0;0;0;0;0;0;0;0;0;0
98.999;0.03497;0.0023068;-0.0011118;0.29804;0;0;0;0;0;0;0;0;0;0;0;0;0
99.5;0.035544;0.0023832;-0.0011225;0.29896;0;0;0;0;0;0;0;0;0;0;0;0;0
100;0.036036;0.0024412;-0.0011373;0.2998;0;0;0;0;0;0;0;0;0;0;0;0;0
100.5;0.036502;0.0023999;-0.0011667;0.3007;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0.036778;0.0024751;-0.0011504;0.30151;0;0;0;0;0;0;0;0;0;0;0;0;0
101.5;0.037371;0.0025195;-0.0011679;0.30238;0;0;0;0;0;0;0;0;0;0;0;0;0
102;0.037884;0.0025919;-0.001138;0.30317;0;0;0;0;0;0;0;0;0;0;0;0;0
102.5;0.03834;0.002717;-0.0011387;0.30403;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0.038902;0.0026505;-0.0011791;0.30482;0;0;0;0;0;0;0;0;0;0;0;0;0
103.5;0.039339;0.0027108;-0.0011616;0.30559;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0.040189;0.0027945;-0.0011673;0.30644;0;0;0;0;0;0;0;0;0;0;0;0;0
104.5;0.040467;0.0028443;-0.0011645;0.30727;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0.04094;0.0028489;-0.001191;0.3081;0;0;0;0;0;0;0;0;0;0;0;0;0
105.5;0.041267;0.0029308;-0.0012131;0.30879;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0.041803;0.002906;-0.0012112;0.30961;0;0;0;0;0;0;0;0;0;0;0;0;0
106.5;0.04229;0.0029787;-0.0012134;0.31041;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0.042741;0.0031681;-0.0012229;0.31122;0;0;0;0;0;0;0;0;0;0;0;0;0
107.5;0.043319;0.003111;-0.0012352;0.31196;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0.043793;0.0031447;-0.0012771;0.31275;0;0;0;0;0;0;0;0;0;0;0;0;0
108.5;0.044237;0.0031839;-0.0012678;0.31346;0;0;0;0;0;0;0;0;0;0;0;0;0
109;0.044765;0.0032716;-0.0012621;0.31418;0;0;0;0;0;0;0;0;0;0;0;0;0
109.5;0.045239;0.0033278;-0.0012416;0.31495;0;0;0;0;0;0;0;0;0;0;0;0;0
110;0.045956;0.003435;-0.0012616;0.31571;0;0;0;0;0;0;0;0;0;0;0;0;0
110.5;0.046457;0.0033713;-0.0012346;0.3164;0;0;0;0;0;0;0;0;0;0;0;0;0
111;0.046524;0.0033947;-0.0012723;0.31709;0;0;0;0;0;0;0;0;0;0;0;0;0
111.5;0.047149;0.0034581;-0.0012914;0.3178;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0.04771;0.0035337;-0.0012828;0.31854;0;0;0;0;0;0;0;0;0;0;0;0;0
112.5;0.048202;0.0035782;-0.0013525;0.31914;0;0;0;0;0;0;0;0;0;0;0;0;0
113;0.048671;0.0036482;-0.0013433;0.31985;0;0;0;0;0;0;0;0;0;0;0;0;0
113.5;0.049267;0.0036604;-0.0013123;0.32057;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0.049562;0.0036328;-0.001346;0.32127;0;0;0;0;0;0;0;0;0;0;0;0;0
114.5;0.05022;0.0037202;-0.0012949;0.32191;0;0;0;0;0;0;0;0;0;0;0;0;0
115;0.050537;0.0038098;-0.001367;0.32262;0;0;0;0;0;0;0;0;0;0;0;0;0
115.5;0.051187;0.0038759;-0.0013864;0.32326;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0.051718;0.0038735;-0.0013993;0.32389;0;0;0;0;0;0;0;0;0;0;0;0;0
116.5;0.052283;0.0038835;-0.0014001;0.32458;0;0;0;0;0;0;0;0;0;0;0;0;0
117;0.0528;0.0039759;-0.0013294;0.32525;0;0;0;0;0;0;0;0;0;0;0;0;0
117.5;0.05329;0.0040342;-0.0013602;0.32582;0;0;0;0;0;0;0;0;0;0;0;0;0
118;0.053839;0.0041056;-0.0014064;0.32649;0;0;0;0;0;0;0;0;0;0;0;0;0
118.5;0.054258;0.0041198;-0.0014161;0.32715;0;0;0;0;0;0;0;0;0;0;0;0;0
119;0.054831;0.0041431;-0.0014228;0.32782;0;0;0;0;0;0;0;0;0;0;0;0;0
119.5;0.055357;0.0042137;-0.0014354;0.32843;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0.05591;0.0043406;-0.0014624;0.32908;0;0;0;0;0;0;0;0;0;0;0;0;0
120.5;0.056451;0.0043537;-0.0014348;0.32973;0;0;0;0;0;0;0;0;0;0;0;0;0
121;0.056996;0.0043711;-0.0014473;0.33028;0;0;0;0;0;0;0;0;0;0;0;0;0
121.5;0.057431;0.0043491;-0.0015164;0.33092;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0.057883;0.0044046;-0.0014669;0.33153;0;0;0;0;0;0;0;0;0;0;0;0;0
122.5;0.058549;0.004482;-0.0014991;0.33207;0;0;0;0;0;0;0;0;0;0;0;0;0
123;0.058968;0.0045882;-0.0014853;0.33269;0;0;0;0;0;0;0;0;0;0;0;0;0
123.5;0.059638;0.0046813;-0.0014793;0.3333;0;0;0;0;0;0;0;0;0;0;0;0;0
124;0.060078;0.0046816;-0.0015212;0.33387;0;0;0;0;0;0;0;0;0;0;0;0;0
124.5;0.060666;0.0046665;-0.0015504;0.33448;0;0;0;0;0;0;0;0;0;0;0;0;0
