"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
0,0,0,6.12798,6.12798,0,0,0.20424,0.20424,0,0,0.408533,0.408533,0,0,0.612796,0.612796,0,0,0.817059,0.817059,0,0,1.02133,1.02133,0,0,1.22559,1.22559,0,0,1.42985,1.42985,0,0,1.63412,1.63412,0,0,0.408518,0.408518,0,0,0.612796,0.612796,0,0,0.817074,0.817074,0,0,1.02135,1.02135,0,0,1.22563,1.22563,0,0,1.42983,1.42983,0,0,1.63411,1.63411,0,0,0.204263,0.204263
1,8.55351e-06,5.24157e-05,6.12803,6.12798,0.000164474,3.35923e-05,0.204274,0.20424,-0.000119563,-4.88456e-05,0.408484,0.408533,4.74171e-05,2.9057e-05,0.612825,0.612796,3.7713e-05,3.08137e-05,0.81709,0.817059,2.47984e-05,2.53273e-05,1.02135,1.02133,5.48057e-05,6.71694e-05,1.22566,1.22559,-1.99155e-05,-2.84762e-05,1.42983,1.42985,1.53533e-05,2.50892e-05,1.63415,1.63412,-0.000175431,-7.16668e-05,0.408446,0.408518,5.5953e-05,3.42878e-05,0.61283,0.612796,3.78984e-06,3.09658e-06,0.817077,0.817074,1.52065e-05,1.55312e-05,1.02137,1.02135,1.43249e-05,1.7557e-05,1.22565,1.22563,-1.72326e-05,-2.46397e-05,1.42981,1.42983,-1.01547e-05,-1.65939e-05,1.63409,1.63411,0.000119483,2.4406e-05,0.204287,0.204263
2,2.10995e-05,0.000129297,6.12811,6.12798,0.000219032,4.47352e-05,0.204285,0.20424,-0.000154346,-6.30555e-05,0.40847,0.408533,7.84049e-05,4.80462e-05,0.612844,0.612796,7.60254e-05,6.21172e-05,0.817121,0.817059,5.07983e-05,5.18817e-05,1.02138,1.02133,5.39657e-05,6.61399e-05,1.22566,1.22559,5.72301e-06,8.18307e-06,1.42986,1.42985,1.92978e-05,3.1535e-05,1.63416,1.63412,-6.91542e-05,-2.82507e-05,0.40849,0.408518,-8.04639e-05,-4.93079e-05,0.612747,0.612796,6.27124e-05,5.12407e-05,0.817125,0.817074,5.73878e-05,5.86131e-05,1.02141,1.02135,-1.05331e-05,-1.29097e-05,1.22562,1.22563,-3.91168e-05,-5.59304e-05,1.42978,1.42983,-1.82748e-06,-2.98631e-06,1.63411,1.63411,-0.000100108,-2.04483e-05,0.204242,0.204263
3,-8.65552e-06,-5.30408e-05,6.12792,6.12798,0.000211048,4.31045e-05,0.204283,0.20424,-6.7644e-05,-2.76348e-05,0.408506,0.408533,-3.54888e-05,-2.17474e-05,0.612774,0.612796,0.000130237,0.000106411,0.817165,0.817059,1.01602e-05,1.03769e-05,1.02134,1.02133,5.22628e-05,6.40528e-05,1.22566,1.22559,1.66605e-05,2.38221e-05,1.42988,1.42985,2.92428e-05,4.77864e-05,1.63417,1.63412,-0.000134094,-5.47797e-05,0.408463,0.408518,-1.99248e-05,-1.22098e-05,0.612784,0.612796,-4.6042e-06,-3.76197e-06,0.81707,0.817074,3.45863e-07,3.53248e-07,1.02135,1.02135,-2.51162e-05,-3.07832e-05,1.2256,1.22563,-3.34138e-05,-4.77762e-05,1.42978,1.42983,-1.12756e-05,-1.84255e-05,1.63409,1.63411,0.000161338,3.29553e-05,0.204296,0.204263
4,1.38642e-05,8.49596e-05,6.12806,6.12798,0.000477996,9.7626e-05,0.204338,0.20424,-6.15021e-05,-2.51257e-05,0.408508,0.408533,-3.62191e-05,-2.21949e-05,0.612774,0.612796,1.19868e-05,9.7939e-06,0.817069,0.817059,-8.43963e-06,-8.61964e-06,1.02132,1.02133,8.67051e-05,0.000106265,1.2257,1.22559,1.84464e-05,2.63756e-05,1.42988,1.42985,3.66686e-05,5.9921e-05,1.63418,1.63412,-0.000284938,-0.000116402,0.408402,0.408518,-0.000142006,-8.70205e-05,0.612709,0.612796,0.000100321,8.19698e-05,0.817156,0.817074,2.55824e-05,2.61286e-05,1.02138,1.02135,-7.85205e-06,-9.62371e-06,1.22562,1.22563,1.05654e-05,1.51067e-05,1.42985,1.42983,1.98737e-05,3.24757e-05,1.63414,1.63411,-2.59142e-05,-5.29331e-06,0.204257,0.204263
5,6.31837e-05,0.000387188,6.12836,6.12798,-3.69061e-05,-7.53771e-06,0.204233,0.20424,-0.000140821,-5.75299e-05,0.408476,0.408533,0.000132116,8.09603e-05,0.612877,0.612796,8.91038e-05,7.28031e-05,0.817132,0.817059,0.000133507,0.000136355,1.02147,1.02133,5.48197e-05,6.71866e-05,1.22566,1.22559,2.58956e-05,3.7027e-05,1.42989,1.42985,5.02116e-05,8.2052e-05,1.63421,1.63412,0.000158387,6.47038e-05,0.408583,0.408518,6.76865e-05,4.1478e-05,0.612837,0.612796,7.11048e-05,5.80979e-05,0.817132,0.817074,5.85457e-05,5.97958e-05,1.02141,1.02135,3.70041e-05,4.53533e-05,1.22568,1.22563,3.54761e-05,5.07248e-05,1.42988,1.42983,3.34452e-05,5.46532e-05,1.63416,1.63411,-0.000128944,-2.63385e-05,0.204236,0.204263
6,5.83386e-05,0.000357498,6.12833,6.12798,0.000322191,6.58043e-05,0.204306,0.20424,-0.000133894,-5.47e-05,0.408478,0.408533,8.42014e-05,5.15983e-05,0.612847,0.612796,1.36337e-05,1.11395e-05,0.81707,0.817059,3.57389e-05,3.65012e-05,1.02137,1.02133,6.36048e-05,7.79535e-05,1.22567,1.22559,2.60942e-05,3.73109e-05,1.42989,1.42985,5.1159e-05,8.36002e-05,1.63421,1.63412,-0.000174562,-7.13119e-05,0.408447,0.408518,-1.46405e-06,-8.97162e-07,0.612795,0.612796,0.000158166,0.000129234,0.817203,0.817074,5.71349e-05,5.83549e-05,1.02141,1.02135,9.65132e-05,0.000118289,1.22575,1.22563,3.03631e-05,4.34141e-05,1.42987,1.42983,8.52754e-05,0.000139349,1.63425,1.63411,0.000199981,4.08487e-05,0.204304,0.204263
7,7.81837e-05,0.000479108,6.12846,6.12798,-5.06153e-06,-1.03377e-06,0.204239,0.20424,-0.000232626,-9.50355e-05,0.408438,0.408533,-2.43611e-05,-1.49284e-05,0.612781,0.612796,0.000117589,9.60769e-05,0.817155,0.817059,4.15049e-05,4.23902e-05,1.02137,1.02133,6.88788e-05,8.44173e-05,1.22568,1.22559,4.20948e-05,6.01894e-05,1.42991,1.42985,3.14985e-05,5.14724e-05,1.63418,1.63412,0.000312888,0.00012782,0.408646,0.408518,3.99507e-05,2.44817e-05,0.612821,0.612796,9.6386e-05,7.87545e-05,0.817153,0.817074,0.000137735,0.000140676,1.02149,1.02135,9.54559e-05,0.000116994,1.22575,1.22563,4.55081e-05,6.50689e-05,1.4299,1.42983,2.7154e-05,4.43727e-05,1.63415,1.63411,-0.000219548,-4.48456e-05,0.204218,0.204263
8,8.14103e-05,0.00049888,6.12848,6.12798,7.69538e-05,1.57171e-05,0.204256,0.20424,-8.04768e-05,-3.28775e-05,0.4085,0.408533,1.93477e-05,1.18562e-05,0.612808,0.612796,0.000109895,8.97905e-05,0.817149,0.817059,5.61701e-05,5.73682e-05,1.02139,1.02133,7.44661e-05,9.12651e-05,1.22568,1.22559,-6.74422e-06,-9.64325e-06,1.42984,1.42985,3.46943e-05,5.66948e-05,1.63418,1.63412,9.64117e-05,3.93859e-05,0.408558,0.408518,-2.8319e-05,-1.73538e-05,0.612779,0.612796,0.000163253,0.00013339,0.817207,0.817074,0.000195105,0.000199271,1.02155,1.02135,0.000110384,0.00013529,1.22577,1.22563,7.82968e-05,0.000111951,1.42994,1.42983,9.88512e-05,0.000161534,1.63427,1.63411,-9.17842e-05,-1.87481e-05,0.204244,0.204263
9,0.000113094,0.000693035,6.12867,6.12798,0.000354523,7.24079e-05,0.204313,0.20424,-0.000133931,-5.47153e-05,0.408478,0.408533,5.62214e-05,3.44522e-05,0.61283,0.612796,6.17185e-05,5.04276e-05,0.817109,0.817059,5.52759e-05,5.64548e-05,1.02139,1.02133,5.56217e-05,6.81695e-05,1.22566,1.22559,1.47555e-05,2.10982e-05,1.42988,1.42985,5.78215e-05,9.44876e-05,1.63422,1.63412,-4.33321e-05,-1.7702e-05,0.4085,0.408518,-4.39359e-05,-2.69238e-05,0.612769,0.612796,0.000202306,0.000165299,0.817239,0.817074,0.000143326,0.000146386,1.0215,1.02135,0.000102903,0.000126121,1.22576,1.22563,-3.09017e-06,-4.41843e-06,1.42983,1.42983,0.000104212,0.000170293,1.63428,1.63411,0.000217652,4.44582e-05,0.204307,0.204263
10,0.000139552,0.000855169,6.12883,6.12798,-0.000291674,-5.95715e-05,0.204181,0.20424,-0.00020379,-8.32548e-05,0.40845,0.408533,3.69515e-05,2.26437e-05,0.612818,0.612796,4.63365e-05,3.78596e-05,0.817097,0.817059,7.47752e-05,7.63701e-05,1.02141,1.02133,6.11361e-05,7.49279e-05,1.22567,1.22559,-1.84346e-05,-2.63587e-05,1.42983,1.42985,2.77308e-05,4.53155e-05,1.63417,1.63412,0.000475835,0.000194387,0.408713,0.408518,0.000144179,8.8352e-05,0.612884,0.612796,0.000229989,0.000187918,0.817262,0.817074,0.000222804,0.000227562,1.02158,1.02135,0.000142677,0.00017487,1.2258,1.22563,0.000128493,0.000183724,1.43001,1.42983,9.81962e-05,0.000160463,1.63427,1.63411,-1.1783e-05,-2.40684e-06,0.20426,0.204263
11,0.000119246,0.000730738,6.12871,6.12798,-0.000398837,-8.14586e-05,0.204159,0.20424,-0.000230297,-9.4084e-05,0.408439,0.408533,0.000110606,6.77786e-05,0.612864,0.612796,4.12372e-06,3.36932e-06,0.817062,0.817059,7.25761e-05,7.4124e-05,1.0214,1.02133,7.10677e-05,8.71e-05,1.22568,1.22559,8.79094e-06,1.25698e-05,1.42987,1.42985,3.13944e-05,5.13024e-05,1.63418,1.63412,0.000177767,7.2621e-05,0.408591,0.408518,9.27282e-05,5.68235e-05,0.612853,0.612796,0.000305343,0.000249488,0.817323,0.817074,0.000206348,0.000210754,1.02156,1.02135,0.000175812,0.000215481,1.22585,1.22563,7.36306e-05,0.000105279,1.42994,1.42983,0.000111091,0.000181534,1.63429,1.63411,8.77577e-05,1.79256e-05,0.204281,0.204263
12,0.000111691,0.000684439,6.12866,6.12798,-4.05691e-05,-8.28584e-06,0.204232,0.20424,-5.67146e-05,-2.31698e-05,0.40851,0.408533,5.69696e-05,3.49108e-05,0.612831,0.612796,6.35949e-05,5.19608e-05,0.817111,0.817059,9.02011e-05,9.21249e-05,1.02142,1.02133,5.89851e-05,7.22917e-05,1.22566,1.22559,8.64021e-06,1.23542e-05,1.42987,1.42985,1.36306e-05,2.22741e-05,1.63415,1.63412,0.00032403,0.000132372,0.40865,0.408518,-7.23079e-05,-4.431e-05,0.612752,0.612796,0.000270709,0.000221189,0.817295,0.817074,0.00017359,0.000177296,1.02153,1.02135,0.000117111,0.000143534,1.22577,1.22563,3.11545e-05,4.45457e-05,1.42988,1.42983,6.5967e-05,0.000107797,1.63422,1.63411,-3.39177e-05,-6.92813e-06,0.204256,0.204263
13,0.000151803,0.000930243,6.12891,6.12798,-0.000329093,-6.72141e-05,0.204173,0.20424,-0.000213927,-8.73963e-05,0.408446,0.408533,0.000111784,6.85009e-05,0.612864,0.612796,6.82516e-05,5.57656e-05,0.817114,0.817059,9.36965e-05,9.5695e-05,1.02142,1.02133,7.11777e-05,8.72348e-05,1.22568,1.22559,-3.39701e-05,-4.85722e-05,1.42981,1.42985,3.33727e-05,5.45351e-05,1.63418,1.63412,0.000557505,0.000227751,0.408746,0.408518,6.43817e-05,3.94529e-05,0.612835,0.612796,0.00031669,0.00025876,0.817333,0.817074,0.000323574,0.000330483,1.02168,1.02135,0.000159744,0.000195788,1.22583,1.22563,0.000104641,0.00014962,1.42998,1.42983,0.000122466,0.000200123,1.63431,1.63411,-0.00014227,-2.90604e-05,0.204234,0.204263
14,3.54132e-05,0.000217011,6.12819,6.12798,-0.000373301,-7.62431e-05,0.204164,0.20424,-0.000293218,-0.000119789,0.408413,0.408533,7.26278e-05,4.4506e-05,0.61284,0.612796,-8.58272e-06,-7.01258e-06,0.817052,0.817059,6.73464e-05,6.87828e-05,1.0214,1.02133,-7.86082e-06,-9.63416e-06,1.22558,1.22559,-6.39669e-07,-9.14634e-07,1.42985,1.42985,6.85691e-06,1.1205e-05,1.63414,1.63412,0.00020542,8.39178e-05,0.408602,0.408518,-1.64157e-05,-1.00595e-05,0.612786,0.612796,0.000139833,0.000114254,0.817188,0.817074,0.000187072,0.000191066,1.02154,1.02135,7.00964e-05,8.59123e-05,1.22572,1.22563,-7.66471e-05,-0.000109592,1.42972,1.42983,1.85161e-05,3.02574e-05,1.63414,1.63411,5.72517e-05,1.16944e-05,0.204274,0.204263
15,0.000124566,0.00076334,6.12874,6.12798,-0.00061535,-0.000125679,0.204114,0.20424,-0.000253988,-0.000103762,0.408429,0.408533,4.08418e-05,2.50277e-05,0.612821,0.612796,3.09657e-05,2.53008e-05,0.817084,0.817059,6.5452e-05,6.68481e-05,1.0214,1.02133,6.54363e-05,8.01983e-05,1.22567,1.22559,-1.17542e-05,-1.68068e-05,1.42984,1.42985,2.88652e-07,4.71693e-07,1.63413,1.63412,0.00065528,0.000267694,0.408786,0.408518,4.21791e-05,2.58472e-05,0.612822,0.612796,0.000282071,0.000230473,0.817304,0.817074,0.000288718,0.000294883,1.02165,1.02135,0.000192593,0.000236048,1.22587,1.22563,6.64168e-05,9.49649e-05,1.42993,1.42983,9.94106e-05,0.000162448,1.63427,1.63411,3.02994e-05,6.18903e-06,0.204269,0.204263
16,0.000190324,0.0011663,6.12914,6.12798,-0.000182873,-3.73499e-05,0.204203,0.20424,-5.75718e-05,-2.352e-05,0.40851,0.408533,0.000100333,6.14835e-05,0.612857,0.612796,4.50534e-05,3.68112e-05,0.817096,0.817059,9.34209e-05,9.54134e-05,1.02142,1.02133,6.38842e-05,7.82959e-05,1.22567,1.22559,-6.44958e-05,-9.22196e-05,1.42976,1.42985,9.86412e-06,1.61192e-05,1.63414,1.63412,0.000434317,0.000177427,0.408696,0.408518,0.000166966,0.000102316,0.612898,0.612796,0.000401233,0.000327837,0.817402,0.817074,0.000381653,0.000389802,1.02174,1.02135,0.000235232,0.000288307,1.22592,1.22563,0.000138949,0.000198674,1.43003,1.42983,0.000177507,0.000290066,1.6344,1.63411,-0.000223406,-4.56336e-05,0.204217,0.204263
17,0.000207559,0.00127192,6.12925,6.12798,-0.000241041,-4.92302e-05,0.204191,0.20424,-0.00012296,-5.02334e-05,0.408483,0.408533,5.63598e-05,3.4537e-05,0.61283,0.612796,3.82829e-05,3.12793e-05,0.81709,0.817059,0.000125279,0.000127951,1.02146,1.02133,7.20773e-05,8.83373e-05,1.22568,1.22559,-3.2334e-05,-4.62329e-05,1.42981,1.42985,-6.03928e-06,-9.86894e-06,1.63411,1.63412,0.000824549,0.000336843,0.408855,0.408518,0.000127446,7.80985e-05,0.612874,0.612796,0.000347915,0.000284273,0.817358,0.817074,0.000384155,0.000392358,1.02174,1.02135,0.00024764,0.000303515,1.22593,1.22563,0.000107302,0.000153423,1.42998,1.42983,0.000189976,0.000310441,1.63442,1.63411,-0.000249441,-5.09516e-05,0.204212,0.204263
18,0.000166409,0.00101975,6.129,6.12798,-0.000503122,-0.000102758,0.204137,0.20424,-4.97426e-05,-2.03215e-05,0.408513,0.408533,-6.16407e-06,-3.77732e-06,0.612792,0.612796,0.000110031,8.99015e-05,0.817149,0.817059,7.23285e-05,7.38711e-05,1.0214,1.02133,4.04698e-05,4.95994e-05,1.22564,1.22559,-4.50348e-05,-6.43932e-05,1.42979,1.42985,-2.68233e-06,-4.38326e-06,1.63412,1.63412,0.000629544,0.00025718,0.408775,0.408518,8.81194e-05,5.39992e-05,0.61285,0.612796,0.000271756,0.000222045,0.817296,0.817074,0.000386659,0.000394915,1.02175,1.02135,0.000233924,0.000286704,1.22592,1.22563,8.70458e-05,0.000124461,1.42996,1.42983,0.000188761,0.000308457,1.63442,1.63411,-0.000403272,-8.23735e-05,0.20418,0.204263
19,0.000162985,0.000998768,6.12898,6.12798,-0.000585002,-0.000119481,0.204121,0.20424,-0.000299574,-0.000122386,0.408411,0.408533,8.86195e-05,5.43057e-05,0.61285,0.612796,8.49116e-05,6.93777e-05,0.817128,0.817059,1.86429e-05,1.90406e-05,1.02135,1.02133,1.89636e-05,2.32416e-05,1.22562,1.22559,-5.76241e-05,-8.2394e-05,1.42977,1.42985,-3.24754e-05,-5.30689e-05,1.63407,1.63412,0.000686069,0.000280271,0.408798,0.408518,6.67462e-05,4.09018e-05,0.612837,0.612796,0.000313748,0.000256355,0.81733,0.817074,0.000361885,0.000369612,1.02172,1.02135,0.000224219,0.00027481,1.2259,1.22563,9.20887e-05,0.000131671,1.42996,1.42983,0.000117576,0.000192133,1.6343,1.63411,-0.000325961,-6.65817e-05,0.204196,0.204263
20,0.000193534,0.00118597,6.12916,6.12798,-0.000718561,-0.000146759,0.204093,0.20424,-0.000356468,-0.000145629,0.408388,0.408533,8.81808e-05,5.40368e-05,0.61285,0.612796,6.14192e-05,5.01831e-05,0.817109,0.817059,0.000101935,0.00010411,1.02143,1.02133,3.69386e-05,4.52717e-05,1.22564,1.22559,-5.02972e-05,-7.19177e-05,1.42978,1.42985,-7.75416e-06,-1.26713e-05,1.63411,1.63412,0.000935262,0.000382072,0.4089,0.408518,-0.000122729,-7.52079e-05,0.612721,0.612796,0.000343593,0.000280741,0.817355,0.817074,0.000406027,0.000414697,1.02177,1.02135,0.000261675,0.000320717,1.22595,1.22563,0.000153791,0.000219894,1.43005,1.42983,0.000227396,0.00037159,1.63448,1.63411,-0.000466349,-9.52576e-05,0.204168,0.204263
