"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
0,0,0,6.13025,6.13025,0,0,0.204373,0.204373,0,0,0.408683,0.408683,0,0,0.613025,0.613025,0,0,0.817366,0.817366,0,0,1.02171,1.02171,0,0,1.22605,1.22605,0,0,1.43039,1.43039,0,0,1.63473,1.63473,0,0,0.408668,0.408668,0,0,0.61304,0.61304,0,0,0.817374,0.817374,0,0,1.02171,1.02171,0,0,1.22608,1.22608,0,0,1.43038,1.43038,0,0,1.63475,1.63475,0,0,0.204342,0.204342
1,6.3855e-06,3.91447e-05,6.13029,6.13025,2.59884e-05,5.31132e-06,0.204378,0.204373,-3.31878e-06,-1.35633e-06,0.408682,0.408683,7.03858e-05,4.31482e-05,0.613068,0.613025,-1.05631e-05,-8.63394e-06,0.817358,0.817366,2.59472e-05,2.65105e-05,1.02173,1.02171,2.92885e-06,3.59091e-06,1.22605,1.22605,1.51682e-05,2.16965e-05,1.43041,1.43039,8.82283e-06,1.4423e-05,1.63475,1.63473,-0.00025654,-0.00010484,0.408563,0.408668,7.79543e-05,4.77891e-05,0.613088,0.61304,-7.1705e-05,-5.86098e-05,0.817316,0.817374,8.8192e-05,9.01064e-05,1.0218,1.02171,1.30622e-05,1.60153e-05,1.2261,1.22608,3.03551e-05,4.34192e-05,1.43042,1.43038,4.02758e-05,6.58408e-05,1.63481,1.63475,-0.000143958,-2.94166e-05,0.204312,0.204342
2,2.70034e-06,1.65538e-05,6.13027,6.13025,-7.26579e-05,-1.48493e-05,0.204358,0.204373,3.81956e-05,1.56099e-05,0.408699,0.408683,5.64336e-05,3.45952e-05,0.613059,0.613025,-1.84821e-05,-1.51066e-05,0.817351,0.817366,-3.03324e-05,-3.09908e-05,1.02168,1.02171,-1.07294e-05,-1.31548e-05,1.22604,1.22605,-8.71294e-06,-1.24629e-05,1.43038,1.43039,-6.07742e-06,-9.93497e-06,1.63472,1.63473,-0.000195084,-7.97247e-05,0.408588,0.408668,-8.44546e-05,-5.17741e-05,0.612989,0.61304,-6.66723e-05,-5.44962e-05,0.81732,0.817374,8.36766e-05,8.54931e-05,1.02179,1.02171,1.11952e-05,1.37263e-05,1.22609,1.22608,1.72975e-05,2.4742e-05,1.4304,1.43038,7.14145e-05,0.000116745,1.63486,1.63475,-0.000168252,-3.43809e-05,0.204307,0.204342
3,-4.13668e-06,-2.53589e-05,6.13023,6.13025,-7.56385e-05,-1.54584e-05,0.204357,0.204373,2.45456e-05,1.00314e-05,0.408693,0.408683,4.03954e-05,2.47634e-05,0.61305,0.613025,1.52097e-05,1.24319e-05,0.817379,0.817366,-2.59036e-05,-2.64659e-05,1.02168,1.02171,-2.10082e-05,-2.57571e-05,1.22602,1.22605,-1.88116e-05,-2.69079e-05,1.43036,1.43039,-2.15197e-05,-3.51789e-05,1.6347,1.63473,-0.000190861,-7.79986e-05,0.40859,0.408668,2.98067e-05,1.82727e-05,0.613059,0.61304,-8.89655e-05,-7.27181e-05,0.817301,0.817374,9.45581e-05,9.66108e-05,1.0218,1.02171,1.44091e-06,1.76668e-06,1.22608,1.22608,1.34824e-05,1.92848e-05,1.43039,1.43038,4.76189e-05,7.78449e-05,1.63483,1.63475,2.80182e-05,5.72529e-06,0.204347,0.204342
4,4.73113e-06,2.9003e-05,6.13028,6.13025,-0.000215314,-4.40043e-05,0.204329,0.204373,8.75849e-05,3.57945e-05,0.408719,0.408683,7.58871e-05,4.65207e-05,0.613071,0.613025,-9.94381e-06,-8.12774e-06,0.817358,0.817366,-3.97372e-06,-4.05998e-06,1.0217,1.02171,-1.25162e-06,-1.53455e-06,1.22605,1.22605,-1.62126e-05,-2.31903e-05,1.43037,1.43039,1.30137e-05,2.12739e-05,1.63475,1.63473,-0.000213631,-8.7304e-05,0.40858,0.408668,6.09251e-05,3.73496e-05,0.613078,0.61304,-3.09472e-05,-2.52954e-05,0.817349,0.817374,6.68778e-05,6.83296e-05,1.02178,1.02171,4.03599e-05,4.94844e-05,1.22613,1.22608,5.18792e-05,7.42068e-05,1.43045,1.43038,6.29134e-05,0.000102848,1.63485,1.63475,9.56926e-05,1.9554e-05,0.204361,0.204342
5,2.5777e-05,0.00015802,6.13041,6.13025,0.000201438,4.11685e-05,0.204414,0.204373,2.06583e-05,8.44271e-06,0.408692,0.408683,0.000140685,8.62433e-05,0.613111,0.613025,2.2104e-05,1.8067e-05,0.817384,0.817366,-6.99269e-06,-7.14449e-06,1.0217,1.02171,-8.18247e-06,-1.00321e-05,1.22604,1.22605,2.31252e-05,3.30781e-05,1.43042,1.43039,1.78734e-05,2.92183e-05,1.63476,1.63473,-0.000287388,-0.000117446,0.40855,0.408668,2.92585e-05,1.79366e-05,0.613058,0.61304,-4.47046e-05,-3.65404e-05,0.817338,0.817374,1.90596e-05,1.94733e-05,1.02173,1.02171,2.0801e-05,2.55037e-05,1.22611,1.22608,2.55694e-05,3.65739e-05,1.43041,1.43038,4.36696e-05,7.13888e-05,1.63482,1.63475,-0.000196452,-4.01433e-05,0.204301,0.204342
6,4.88028e-06,2.99174e-05,6.13028,6.13025,-4.26787e-05,-8.72236e-06,0.204364,0.204373,-9.22035e-06,-3.7682e-06,0.408679,0.408683,5.92469e-05,3.63198e-05,0.613061,0.613025,3.28786e-05,2.68738e-05,0.817393,0.817366,-4.46718e-05,-4.56416e-05,1.02166,1.02171,-1.26799e-05,-1.55462e-05,1.22603,1.22605,-7.14458e-06,-1.02195e-05,1.43038,1.43039,1.05121e-05,1.71845e-05,1.63475,1.63473,-0.000173218,-7.07886e-05,0.408597,0.408668,9.12803e-05,5.59585e-05,0.613096,0.61304,-2.94126e-05,-2.40411e-05,0.81735,0.817374,7.43775e-05,7.59921e-05,1.02178,1.02171,4.87378e-06,5.97565e-06,1.22609,1.22608,-2.69659e-06,-3.85714e-06,1.43037,1.43038,5.20919e-05,8.51572e-05,1.63483,1.63475,-9.35177e-05,-1.91096e-05,0.204322,0.204342
7,1.09382e-05,6.70538e-05,6.13032,6.13025,-0.000419615,-8.57578e-05,0.204287,0.204373,-2.70801e-05,-1.10672e-05,0.408672,0.408683,3.46687e-05,2.12528e-05,0.613046,0.613025,1.13149e-06,9.24845e-07,0.817367,0.817366,-1.78687e-05,-1.82566e-05,1.02169,1.02171,-9.41504e-06,-1.15433e-05,1.22604,1.22605,5.52419e-06,7.90176e-06,1.4304,1.43039,1.82873e-05,2.98948e-05,1.63476,1.63473,-0.000177899,-7.27014e-05,0.408595,0.408668,6.68135e-05,4.09593e-05,0.613081,0.61304,-0.000127615,-0.000104309,0.81727,0.817374,5.75125e-05,5.8761e-05,1.02177,1.02171,-5.08549e-06,-6.23522e-06,1.22607,1.22608,1.77655e-05,2.54114e-05,1.4304,1.43038,7.60033e-05,0.000124246,1.63487,1.63475,3.61056e-06,7.37787e-07,0.204342,0.204342
8,4.10703e-06,2.51771e-05,6.13028,6.13025,-9.90392e-05,-2.02409e-05,0.204353,0.204373,9.39769e-05,3.84068e-05,0.408722,0.408683,0.000114394,7.01264e-05,0.613095,0.613025,-5.46654e-05,-4.46817e-05,0.817322,0.817366,-8.03677e-05,-8.21123e-05,1.02163,1.02171,-2.30593e-05,-2.82719e-05,1.22602,1.22605,-1.53563e-05,-2.19655e-05,1.43037,1.43039,-9.1675e-07,-1.49864e-06,1.63473,1.63473,-0.00018903,-7.72506e-05,0.40859,0.408668,7.57402e-05,4.64318e-05,0.613087,0.61304,-6.63432e-05,-5.42272e-05,0.81732,0.817374,8.07989e-05,8.25529e-05,1.02179,1.02171,1.30506e-05,1.60011e-05,1.2261,1.22608,4.45889e-05,6.37789e-05,1.43044,1.43038,3.58816e-05,5.86573e-05,1.63481,1.63475,-0.000218428,-4.4634e-05,0.204297,0.204342
9,2.37447e-05,0.000145561,6.1304,6.13025,-0.000348184,-7.11593e-05,0.204302,0.204373,3.15002e-06,1.28736e-06,0.408684,0.408683,0.000135087,8.28117e-05,0.613108,0.613025,6.39201e-05,5.22461e-05,0.817419,0.817366,0.000130081,0.000132905,1.02184,1.02171,5.4138e-05,6.63759e-05,1.22612,1.22605,5.39782e-05,7.721e-05,1.43047,1.43039,2.24522e-05,3.67033e-05,1.63477,1.63473,-0.000261531,-0.000106879,0.408561,0.408668,2.51683e-05,1.54292e-05,0.613056,0.61304,2.96177e-05,2.42087e-05,0.817398,0.817374,7.92475e-06,8.09678e-06,1.02172,1.02171,-5.05791e-05,-6.2014e-05,1.22602,1.22608,-8.16209e-06,-1.16749e-05,1.43036,1.43038,6.89643e-05,0.000112739,1.63486,1.63475,9.48211e-05,1.93759e-05,0.204361,0.204342
