"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
10,5.53721e-05,0.000339445,6.13059,6.13025,-0.000339207,-6.93247e-05,0.204303,0.204373,2.3186e-05,9.47572e-06,0.408693,0.408683,8.68058e-05,5.32141e-05,0.613078,0.613025,7.92626e-05,6.47866e-05,0.817431,0.817366,-7.54514e-05,-7.70893e-05,1.02163,1.02171,-6.81221e-05,-8.3521e-05,1.22597,1.22605,2.16211e-05,3.09266e-05,1.43042,1.43039,-5.53906e-05,-9.05488e-05,1.63464,1.63473,-4.18149e-06,-1.70884e-06,0.408666,0.408668,5.19076e-05,3.18214e-05,0.613072,0.61304,2.49753e-05,2.04141e-05,0.817395,0.817374,6.31756e-05,6.4547e-05,1.02177,1.02171,-5.82268e-06,-7.13908e-06,1.22607,1.22608,7.62443e-05,0.000109058,1.43048,1.43038,0.000114621,0.000187377,1.63494,1.63475,-0.000472381,-9.65272e-05,0.204245,0.204342
11,6.88871e-05,0.000422296,6.13067,6.13025,-0.000317122,-6.48111e-05,0.204308,0.204373,-3.31878e-05,-1.35633e-05,0.40867,0.408683,5.0506e-05,3.09614e-05,0.613056,0.613025,0.000133424,0.000109057,0.817475,0.817366,5.09955e-05,5.21025e-05,1.02176,1.02171,3.79982e-05,4.65877e-05,1.2261,1.22605,2.78771e-05,3.98751e-05,1.43043,1.43039,1.47566e-05,2.41232e-05,1.63476,1.63473,-0.000155593,-6.3586e-05,0.408604,0.408668,-2.7302e-05,-1.67372e-05,0.613024,0.61304,4.2757e-05,3.49485e-05,0.817409,0.817374,8.70014e-05,8.889e-05,1.0218,1.02171,3.32115e-05,4.072e-05,1.22612,1.22608,6.82928e-05,9.76844e-05,1.43047,1.43038,0.0001055,0.000172466,1.63492,1.63475,-0.000269918,-5.51555e-05,0.204286,0.204342
12,6.24044e-05,0.000382555,6.13063,6.13025,-0.000264762,-5.41102e-05,0.204319,0.204373,-5.51184e-05,-2.2526e-05,0.408661,0.408683,6.909e-05,4.23539e-05,0.613067,0.613025,0.000118889,9.71759e-05,0.817464,0.817366,5.89316e-05,6.02109e-05,1.02177,1.02171,2.98729e-05,3.66257e-05,1.22609,1.22605,-5.44742e-06,-7.79195e-06,1.43038,1.43039,3.05073e-07,4.98714e-07,1.63473,1.63473,-0.000209572,-8.56451e-05,0.408582,0.408668,-0.000145452,-8.91681e-05,0.612951,0.61304,1.35927e-05,1.11103e-05,0.817385,0.817374,8.72649e-05,8.91592e-05,1.0218,1.02171,-3.0107e-06,-3.69136e-06,1.22608,1.22608,5.40864e-05,7.73639e-05,1.43045,1.43038,0.000112014,0.000183114,1.63493,1.63475,-4.36085e-05,-8.91104e-06,0.204333,0.204342
13,6.89538e-05,0.000422704,6.13067,6.13025,3.44559e-05,7.04184e-06,0.20438,0.204373,3.78156e-05,1.54546e-05,0.408699,0.408683,8.99203e-05,5.51233e-05,0.61308,0.613025,0.000116337,9.50898e-05,0.817461,0.817366,6.07293e-05,6.20476e-05,1.02177,1.02171,1.95465e-05,2.3965e-05,1.22607,1.22605,3.34175e-06,4.78001e-06,1.4304,1.43039,2.34541e-05,3.83411e-05,1.63477,1.63473,-0.000123994,-5.06723e-05,0.408617,0.408668,1.41083e-05,8.64895e-06,0.613049,0.61304,6.59097e-05,5.38729e-05,0.817428,0.817374,0.000168934,0.000172601,1.02188,1.02171,5.46818e-05,6.70442e-05,1.22615,1.22608,7.9844e-05,0.000114207,1.43049,1.43038,0.00011446,0.000187113,1.63494,1.63475,1.39698e-05,2.85462e-06,0.204344,0.204342
14,8.687e-05,0.000532535,6.13078,6.13025,-0.000220063,-4.49749e-05,0.204328,0.204373,0.000145975,5.96576e-05,0.408743,0.408683,0.000101194,6.20345e-05,0.613087,0.613025,8.37245e-05,6.84336e-05,0.817435,0.817366,0.000117074,0.000119615,1.02183,1.02171,2.16756e-05,2.65753e-05,1.22608,1.22605,-2.83673e-05,-4.05763e-05,1.43035,1.43039,1.18001e-05,1.929e-05,1.63475,1.63473,-0.000123435,-5.04438e-05,0.408617,0.408668,-7.21333e-05,-4.42206e-05,0.612996,0.61304,0.000127226,0.000103991,0.817478,0.817374,6.16471e-05,6.29853e-05,1.02177,1.02171,4.67655e-05,5.73383e-05,1.22614,1.22608,5.74085e-05,8.21157e-05,1.43046,1.43038,9.04968e-05,0.000147939,1.6349,1.63475,1.2752e-05,2.60577e-06,0.204344,0.204342
15,8.72762e-05,0.000535025,6.13079,6.13025,-0.000184357,-3.76775e-05,0.204335,0.204373,0.000156502,6.39598e-05,0.408747,0.408683,0.000103962,6.37314e-05,0.613089,0.613025,7.80804e-05,6.38203e-05,0.81743,0.817366,0.000104957,0.000107235,1.02182,1.02171,3.77161e-05,4.62418e-05,1.2261,1.22605,1.69963e-05,2.43113e-05,1.43042,1.43039,3.40084e-05,5.55947e-05,1.63479,1.63473,-0.000191476,-7.82502e-05,0.408589,0.408668,-2.09218e-05,-1.28259e-05,0.613028,0.61304,9.99471e-05,8.16942e-05,0.817456,0.817374,6.17576e-05,6.30982e-05,1.02177,1.02171,2.24894e-05,2.75738e-05,1.22611,1.22608,6.26719e-05,8.96444e-05,1.43047,1.43038,7.63277e-05,0.000124777,1.63487,1.63475,-0.000115039,-2.35073e-05,0.204318,0.204342
16,8.04366e-05,0.000493096,6.13074,6.13025,-0.000238805,-4.88053e-05,0.204324,0.204373,0.000115731,4.72972e-05,0.408731,0.408683,0.000173124,0.000106129,0.613131,0.613025,6.59664e-05,5.39187e-05,0.81742,0.817366,8.74317e-05,8.93296e-05,1.0218,1.02171,6.88374e-05,8.43981e-05,1.22613,1.22605,7.52979e-05,0.000107705,1.4305,1.43039,6.54811e-05,0.000107044,1.63484,1.63473,-9.47444e-05,-3.8719e-05,0.408629,0.408668,-2.82987e-05,-1.73482e-05,0.613023,0.61304,0.000186872,0.000152744,0.817527,0.817374,0.000154517,0.000157871,1.02187,1.02171,2.68602e-05,3.29327e-05,1.22611,1.22608,4.60982e-05,6.59377e-05,1.43044,1.43038,0.000111594,0.000182428,1.63493,1.63475,-6.19105e-06,-1.26509e-06,0.20434,0.204342
17,9.49835e-05,0.000582273,6.13083,6.13025,-0.000124776,-2.55008e-05,0.204347,0.204373,0.000154582,6.3175e-05,0.408746,0.408683,3.30959e-05,2.02886e-05,0.613045,0.613025,5.81051e-05,4.74931e-05,0.817414,0.817366,0.000104218,0.00010648,1.02181,1.02171,5.56069e-05,6.81768e-05,1.22612,1.22605,4.11365e-05,5.88412e-05,1.43045,1.43039,6.3777e-05,0.000104258,1.63484,1.63473,-2.604e-05,-1.06417e-05,0.408657,0.408668,-2.15098e-05,-1.31864e-05,0.613027,0.61304,0.00020871,0.000170594,0.817545,0.817374,8.6543e-05,8.84217e-05,1.0218,1.02171,3.998e-05,4.90187e-05,1.22613,1.22608,5.25303e-05,7.51381e-05,1.43045,1.43038,8.18049e-05,0.00013373,1.63488,1.63475,0.000259714,5.30704e-05,0.204395,0.204342
18,8.3486e-05,0.00051179,6.13076,6.13025,-2.6598e-05,-5.43591e-06,0.204367,0.204373,9.85548e-05,4.02777e-05,0.408723,0.408683,9.56643e-05,5.86446e-05,0.613083,0.613025,-1.18401e-05,-9.67767e-06,0.817357,0.817366,3.98105e-05,4.06747e-05,1.02175,1.02171,4.19031e-05,5.13753e-05,1.2261,1.22605,1.78762e-05,2.55699e-05,1.43042,1.43039,-1.16774e-06,-1.90894e-06,1.63473,1.63473,-0.000161374,-6.59485e-05,0.408602,0.408668,2.65098e-05,1.62516e-05,0.613057,0.61304,0.000227187,0.000185697,0.81756,0.817374,0.000115124,0.000117624,1.02183,1.02171,5.62458e-05,6.89618e-05,1.22615,1.22608,1.41269e-05,2.02068e-05,1.4304,1.43038,7.86497e-05,0.000128572,1.63488,1.63475,3.08297e-05,6.29979e-06,0.204348,0.204342
19,0.000102591,0.000628906,6.13088,6.13025,-8.88327e-05,-1.8155e-05,0.204355,0.204373,0.000122137,4.99154e-05,0.408733,0.408683,0.000192181,0.000117812,0.613143,0.613025,4.38754e-05,3.58623e-05,0.817402,0.817366,-8.60383e-06,-8.7906e-06,1.0217,1.02171,3.93191e-05,4.82071e-05,1.2261,1.22605,6.08591e-05,8.70524e-05,1.43048,1.43039,2.56177e-05,4.18781e-05,1.63477,1.63473,-0.000152827,-6.24556e-05,0.408605,0.408668,6.45155e-05,3.95506e-05,0.61308,0.61304,0.000247224,0.000202074,0.817576,0.817374,0.000148307,0.000151527,1.02186,1.02171,1.34067e-05,1.64376e-05,1.2261,1.22608,6.94107e-05,9.92834e-05,1.43047,1.43038,0.000128766,0.000210499,1.63496,1.63475,-0.000173156,-3.53831e-05,0.204306,0.204342
20,0.000122358,0.000750087,6.131,6.13025,0.000306368,6.26132e-05,0.204435,0.204373,0.000239064,9.77014e-05,0.408781,0.408683,0.000175878,0.000107818,0.613133,0.613025,-3.85732e-05,-3.15284e-05,0.817335,0.817366,2.1079e-05,2.15366e-05,1.02173,1.02171,2.40163e-05,2.94452e-05,1.22608,1.22605,1.45119e-05,2.07577e-05,1.43041,1.43039,2.9934e-05,4.89341e-05,1.63478,1.63473,0.000113619,4.64325e-05,0.408714,0.408668,7.00996e-05,4.29739e-05,0.613083,0.61304,0.00022432,0.000183354,0.817558,0.817374,8.01104e-05,8.18494e-05,1.02179,1.02171,4.4416e-05,5.44576e-05,1.22614,1.22608,3.81684e-05,5.45951e-05,1.43043,1.43038,9.05108e-05,0.000147962,1.6349,1.63475,-0.000121395,-2.48061e-05,0.204317,0.204342
21,0.000141673,0.000868492,6.13112,6.13025,-1.74725e-05,-3.5709e-06,0.204369,0.204373,0.000185978,7.6006e-05,0.408759,0.408683,0.000126765,7.77104e-05,0.613103,0.613025,7.09047e-06,5.79551e-06,0.817372,0.817366,7.02157e-05,7.17399e-05,1.02178,1.02171,1.40517e-05,1.7228e-05,1.22607,1.22605,3.70043e-05,5.29307e-05,1.43044,1.43039,6.00851e-05,9.82231e-05,1.63483,1.63473,-1.90086e-05,-7.7682e-06,0.40866,0.408668,0.000165909,0.000101709,0.613142,0.61304,0.000327026,0.000267303,0.817641,0.817374,0.000100105,0.000102278,1.02181,1.02171,3.24733e-05,3.98149e-05,1.22612,1.22608,5.82732e-05,8.33526e-05,1.43046,1.43038,0.00011692,0.000191135,1.63494,1.63475,-3.91353e-05,-7.99697e-06,0.204334,0.204342
22,0.000136407,0.000836212,6.13109,6.13025,4.95475e-05,1.01262e-05,0.204383,0.204373,0.000199716,8.16204e-05,0.408765,0.408683,0.000117803,7.22161e-05,0.613097,0.613025,1.624e-05,1.3274e-05,0.81738,0.817366,8.8947e-05,9.08779e-05,1.0218,1.02171,-3.41181e-05,-4.18305e-05,1.22601,1.22605,3.20849e-05,4.5894e-05,1.43044,1.43039,3.56295e-05,5.82447e-05,1.63479,1.63473,-8.48115e-05,-3.46597e-05,0.408633,0.408668,0.000113795,6.97611e-05,0.61311,0.61304,0.000350598,0.000286569,0.817661,0.817374,2.99576e-05,3.06079e-05,1.02174,1.02171,2.5177e-05,3.0869e-05,1.22611,1.22608,2.07782e-05,2.97207e-05,1.43041,1.43038,0.000112851,0.000184483,1.63493,1.63475,9.35763e-05,1.91215e-05,0.204361,0.204342
23,0.00014774,0.000905683,6.13116,6.13025,0.000130859,2.6744e-05,0.204399,0.204373,0.000234668,9.59049e-05,0.408779,0.408683,0.000108197,6.63275e-05,0.613091,0.613025,6.91164e-07,5.64934e-07,0.817367,0.817366,9.40229e-05,9.6064e-05,1.0218,1.02171,6.75192e-06,8.27819e-06,1.22606,1.22605,3.06701e-05,4.38703e-05,1.43044,1.43039,2.60251e-05,4.25441e-05,1.63478,1.63473,8.3857e-05,3.42696e-05,0.408702,0.408668,0.000155503,9.53296e-05,0.613136,0.61304,0.000377004,0.000308153,0.817682,0.817374,0.000113867,0.000116339,1.02182,1.02171,-6.95091e-06,-8.52238e-06,1.22607,1.22608,2.62982e-05,3.76162e-05,1.43041,1.43038,0.000137383,0.000224587,1.63497,1.63475,-0.000102339,-2.09121e-05,0.204321,0.204342
24,0.000157977,0.00096844,6.13122,6.13025,0.000382259,7.81233e-05,0.204451,0.204373,0.000224783,9.18652e-05,0.408775,0.408683,0.000123392,7.56427e-05,0.6131,0.613025,-3.13953e-05,-2.56614e-05,0.817341,0.817366,8.22367e-05,8.40218e-05,1.02179,1.02171,-2.2691e-05,-2.78203e-05,1.22602,1.22605,6.63985e-05,9.49759e-05,1.43049,1.43039,5.54002e-05,9.05646e-05,1.63482,1.63473,8.72326e-05,3.56491e-05,0.408703,0.408668,0.000273272,0.000167527,0.613208,0.61304,0.000396002,0.000323681,0.817698,0.817374,9.08531e-05,9.28253e-05,1.0218,1.02171,4.05646e-05,4.97355e-05,1.22613,1.22608,6.78066e-05,9.6989e-05,1.43047,1.43038,0.000130966,0.000214096,1.63496,1.63475,2.06863e-05,4.22708e-06,0.204346,0.204342
25,0.000162604,0.000996801,6.13125,6.13025,0.000520801,0.000106438,0.204479,0.204373,0.000203201,8.30447e-05,0.408766,0.408683,0.000113613,6.96477e-05,0.613095,0.613025,-3.00595e-05,-2.45696e-05,0.817342,0.817366,0.000110473,0.000112871,1.02182,1.02171,-7.02758e-06,-8.61617e-06,1.22604,1.22605,5.64119e-05,8.06911e-05,1.43047,1.43039,4.2211e-05,6.90037e-05,1.6348,1.63473,6.08586e-05,2.48709e-05,0.408692,0.408668,0.000250533,0.000153587,0.613194,0.61304,0.000540414,0.00044172,0.817816,0.817374,3.76046e-05,3.8421e-05,1.02175,1.02171,-3.84535e-05,-4.7147e-05,1.22603,1.22608,8.94577e-05,0.000127958,1.4305,1.43038,9.03963e-05,0.000147775,1.6349,1.63475,0.000113522,2.31972e-05,0.204365,0.204342
26,0.000151261,0.000927268,6.13118,6.13025,0.000252686,5.16421e-05,0.204424,0.204373,0.00023456,9.58609e-05,0.408779,0.408683,5.23049e-05,3.20642e-05,0.613057,0.613025,3.59799e-05,2.94088e-05,0.817396,0.817366,0.000148542,0.000151766,1.02186,1.02171,3.29813e-06,4.04368e-06,1.22605,1.22605,6.84405e-05,9.78967e-05,1.43049,1.43039,7.11452e-05,0.000116303,1.63485,1.63473,9.49786e-05,3.88147e-05,0.408706,0.408668,0.000252934,0.000155059,0.613195,0.61304,0.000504942,0.000412726,0.817787,0.817374,9.13007e-05,9.32826e-05,1.0218,1.02171,-3.53225e-05,-4.33083e-05,1.22604,1.22608,1.37307e-05,1.964e-05,1.4304,1.43038,9.43469e-05,0.000154233,1.6349,1.63475,0.000107018,2.18683e-05,0.204363,0.204342
27,0.000159113,0.000975405,6.13123,6.13025,0.000110061,2.24934e-05,0.204395,0.204373,0.000229899,9.39558e-05,0.408777,0.408683,0.000134906,8.2701e-05,0.613108,0.613025,-1.05722e-06,-8.6414e-07,0.817366,0.817366,0.000169472,0.000173151,1.02188,1.02171,-1.22133e-05,-1.49741e-05,1.22603,1.22605,3.27059e-05,4.67822e-05,1.43044,1.43039,2.50312e-05,4.09193e-05,1.63477,1.63473,7.69105e-05,3.14308e-05,0.408699,0.408668,0.000364188,0.000223262,0.613264,0.61304,0.000587454,0.00048017,0.817854,0.817374,6.86583e-05,7.01487e-05,1.02178,1.02171,-3.18035e-05,-3.89936e-05,1.22604,1.22608,5.57553e-05,7.9751e-05,1.43046,1.43038,7.57748e-05,0.000123873,1.63487,1.63475,-0.000140814,-2.87741e-05,0.204313,0.204342
28,0.000163902,0.00100476,6.13126,6.13025,0.000186267,3.80679e-05,0.204411,0.204373,0.000206564,8.44194e-05,0.408768,0.408683,8.47603e-05,5.19601e-05,0.613077,0.613025,-2.76817e-05,-2.26261e-05,0.817344,0.817366,6.93788e-05,7.08848e-05,1.02178,1.02171,1.61536e-05,1.98051e-05,1.22607,1.22605,2.02343e-05,2.89429e-05,1.43042,1.43039,7.29357e-07,1.1923e-06,1.63473,1.63473,0.000251582,0.000102813,0.40877,0.408668,0.000255885,0.000156868,0.613197,0.61304,0.000600728,0.00049102,0.817865,0.817374,0.000106775,0.000109093,1.02182,1.02171,-1.73641e-05,-2.12897e-05,1.22606,1.22608,0.000108363,0.000155,1.43053,1.43038,9.94371e-05,0.000162555,1.63491,1.63475,-0.000294117,-6.01002e-05,0.204281,0.204342
