Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
20.5;0.0023968;0.00027771;-8.715e-05;0.066581;0;0;0;0;0;0;0;0;0;0;0;0;0
20.999;0.0026028;0.0002666;-0.00012873;0.068502;0;0;0;0;0;0;0;0;0;0;0;0;0
21.499;0.0025775;0.00026317;-0.00010214;0.070286;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0.0027495;0.00022994;-0.0001489;0.072206;0;0;0;0;0;0;0;0;0;0;0;0;0
22.5;0.0028426;0.00032076;-2.6334e-05;0.07398;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0.0027415;0.0001922;-0.00015083;0.075901;0;0;0;0;0;0;0;0;0;0;0;0;0
23.5;0.0028563;0.00023833;-0.00011888;0.077675;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0.0029911;0.0002784;-0.00012296;0.079576;0;0;0;0;0;0;0;0;0;0;0;0;0
24.5;0.0030159;0.00032277;-0.00020925;0.081477;0;0;0;0;0;0;0;0;0;0;0;0;0
24.999;0.0030418;0.00029925;-0.00016319;0.083075;0;0;0;0;0;0;0;0;0;0;0;0;0
25.499;0.0031385;0.00036203;-0.00018737;0.084956;0;0;0;0;0;0;0;0;0;0;0;0;0
25.999;0.0032752;0.00037047;-0.00019641;0.086838;0;0;0;0;0;0;0;0;0;0;0;0;0
26.5;0.003311;0.00039319;-0.0001782;0.08871;0;0;0;0;0;0;0;0;0;0;0;0;0
27;0.0035056;0.00032368;-0.0001979;0.090297;0;0;0;0;0;0;0;0;0;0;0;0;0
27.499;0.0035842;0.0004111;-0.00018952;0.092179;0;0;0;0;0;0;0;0;0;0;0;0;0
27.999;0.0037166;0.00039019;-0.00016384;0.094041;0;0;0;0;0;0;0;0;0;0;0;0;0
28.5;0.0037369;0.00035726;-0.00027165;0.095903;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0.0038187;0.00036781;-0.00019258;0.097608;0;0;0;0;0;0;0;0;0;0;0;0;0
29.499;0.003914;0.00039063;-0.0002816;0.099303;0;0;0;0;0;0;0;0;0;0;0;0;0
29.999;0.0039793;0.00037897;-0.00021766;0.10115;0;0;0;0;0;0;0;0;0;0;0;0;0
30.499;0.0039793;0.00042937;-0.00026822;0.10297;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0.0040849;0.00040298;-0.00031853;0.10464;0;0;0;0;0;0;0;0;0;0;0;0;0
31.5;0.004153;0.00041714;-0.00027214;0.10631;0;0;0;0;0;0;0;0;0;0;0;0;0
32;0.0042777;0.00045924;-0.0003211;0.10811;0;0;0;0;0;0;0;0;0;0;0;0;0
32.499;0.0043898;0.00041288;-0.00029096;0.10992;0;0;0;0;0;0;0;0;0;0;0;0;0
33;0.0046098;0.0004718;-0.00029355;0.11157;0;0;0;0;0;0;0;0;0;0;0;0;0
33.5;0.004833;0.00053647;-0.0003193;0.11339;0;0;0;0;0;0;0;0;0;0;0;0;0
34;0.0045479;0.00044913;-0.00036171;0.11505;0;0;0;0;0;0;0;0;0;0;0;0;0
34.5;0.0047354;0.00051114;-0.00033468;0.11673;0;0;0;0;0;0;0;0;0;0;0;0;0
34.999;0.0047644;0.00046733;-0.00040912;0.1184;0;0;0;0;0;0;0;0;0;0;0;0;0
35.499;0.0047524;0.00047759;-0.00036408;0.12022;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0.004954;0.00053313;-0.00034092;0.12204;0;0;0;0;0;0;0;0;0;0;0;0;0
36.499;0.004945;0.00047156;-0.00035254;0.12373;0;0;0;0;0;0;0;0;0;0;0;0;0
36.999;0.0049829;0.00053575;-0.00037965;0.12558;0;0;0;0;0;0;0;0;0;0;0;0;0
37.5;0.0053039;0.00051559;-0.00035645;0.12743;0;0;0;0;0;0;0;0;0;0;0;0;0
37.999;0.0054578;0.00053734;-0.00041726;0.12932;0;0;0;0;0;0;0;0;0;0;0;0;0
38.499;0.0054349;0.00059579;-0.00035805;0.13093;0;0;0;0;0;0;0;0;0;0;0;0;0
38.999;0.0055749;0.00054138;-0.00042833;0.13285;0;0;0;0;0;0;0;0;0;0;0;0;0
39.499;0.0054813;0.00054086;-0.00033148;0.13467;0;0;0;0;0;0;0;0;0;0;0;0;0
40;0.0057423;0.0005202;-0.00037985;0.13667;0;0;0;0;0;0;0;0;0;0;0;0;0
40.5;0.0057549;0.0005323;-0.00042602;0.13855;0;0;0;0;0;0;0;0;0;0;0;0;0
40.999;0.0055628;0.0005293;-0.00040859;0.14062;0;0;0;0;0;0;0;0;0;0;0;0;0
41.499;0.0059757;0.00055694;-0.00040463;0.14271;0;0;0;0;0;0;0;0;0;0;0;0;0
41.999;0.0060002;0.00054298;-0.00034356;0.14448;0;0;0;0;0;0;0;0;0;0;0;0;0
42.499;0.0061233;0.00063571;-0.00039512;0.1466;0;0;0;0;0;0;0;0;0;0;0;0;0
42.999;0.0062156;0.00060282;-0.00039614;0.14872;0;0;0;0;0;0;0;0;0;0;0;0;0
43.5;0.0064077;0.0006572;-0.00042255;0.15088;0;0;0;0;0;0;0;0;0;0;0;0;0
43.999;0.006771;0.0006297;-0.00039156;0.1527;0;0;0;0;0;0;0;0;0;0;0;0;0
44.499;0.0066971;0.0006066;-0.00045394;0.15486;0;0;0;0;0;0;0;0;0;0;0;0;0
44.999;0.0068086;0.00064262;-0.0003667;0.15701;0;0;0;0;0;0;0;0;0;0;0;0;0
45.499;0.0069242;0.00064893;-0.00040298;0.15901;0;0;0;0;0;0;0;0;0;0;0;0;0
45.999;0.0070029;0.00067685;-0.00041788;0.16118;0;0;0;0;0;0;0;0;0;0;0;0;0
46.499;0.0070403;0.00064843;-0.00045516;0.16334;0;0;0;0;0;0;0;0;0;0;0;0;0
46.999;0.0072062;0.00067465;-0.0004598;0.16535;0;0;0;0;0;0;0;0;0;0;0;0;0
47.5;0.0073938;0.00071216;-0.00044391;0.16732;0;0;0;0;0;0;0;0;0;0;0;0;0
48;0.0075121;0.00069809;-0.00048613;0.16944;0;0;0;0;0;0;0;0;0;0;0;0;0
48.499;0.0075996;0.00077032;-0.00043325;0.17158;0;0;0;0;0;0;0;0;0;0;0;0;0
48.999;0.0079252;0.00070411;-0.00046867;0.17337;0;0;0;0;0;0;0;0;0;0;0;0;0
49.499;0.0079329;0.00076713;-0.00043353;0.17549;0;0;0;0;0;0;0;0;0;0;0;0;0
49.999;0.008097;0.00081879;-0.00044366;0.17763;0;0;0;0;0;0;0;0;0;0;0;0;0
50.5;0.0083739;0.00078573;-0.00049523;0.17977;0;0;0;0;0;0;0;0;0;0;0;0;0
50.999;0.0084453;0.00080243;-0.00049338;0.18157;0;0;0;0;0;0;0;0;0;0;0;0;0
51.5;0.0086342;0.00081785;-0.00052017;0.18373;0;0;0;0;0;0;0;0;0;0;0;0;0
51.999;0.0088;0.00081954;-0.00051212;0.1859;0;0;0;0;0;0;0;0;0;0;0;0;0
52.499;0.0089605;0.00081651;-0.00055305;0.18806;0;0;0;0;0;0;0;0;0;0;0;0;0
52.999;0.0090262;0.00088491;-0.00059049;0.1899;0;0;0;0;0;0;0;0;0;0;0;0;0
53.499;0.0092253;0.00091677;-0.00064568;0.19225;0;0;0;0;0;0;0;0;0;0;0;0;0
53.999;0.009533;0.00088849;-0.00056548;0.19424;0;0;0;0;0;0;0;0;0;0;0;0;0
54.499;0.0097025;0.00096159;-0.00061468;0.1964;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0.0098299;0.00091912;-0.00067346;0.19837;0;0;0;0;0;0;0;0;0;0;0;0;0
55.5;0.010002;0.0010819;-0.00069454;0.2003;0;0;0;0;0;0;0;0;0;0;0;0;0
55.999;0.010341;0.0010698;-0.00064312;0.20242;0;0;0;0;0;0;0;0;0;0;0;0;0
56.499;0.010376;0.0010761;-0.00072049;0.2045;0;0;0;0;0;0;0;0;0;0;0;0;0
56.999;0.010718;0.0011071;-0.00066926;0.20639;0;0;0;0;0;0;0;0;0;0;0;0;0
57.499;0.01088;0.0011045;-0.00077413;0.20827;0;0;0;0;0;0;0;0;0;0;0;0;0
58;0.011136;0.0011084;-0.00081119;0.21029;0;0;0;0;0;0;0;0;0;0;0;0;0
58.5;0.011422;0.0010959;-0.00074883;0.21212;0;0;0;0;0;0;0;0;0;0;0;0;0
58.999;0.0116;0.0011109;-0.00082563;0.21413;0;0;0;0;0;0;0;0;0;0;0;0;0
59.499;0.011839;0.0011559;-0.00085515;0.21612;0;0;0;0;0;0;0;0;0;0;0;0;0
59.999;0.01218;0.0012224;-0.00092502;0.21792;0;0;0;0;0;0;0;0;0;0;0;0;0
60.5;0.012375;0.0012014;-0.00087494;0.21975;0;0;0;0;0;0;0;0;0;0;0;0;0
60.999;0.012688;0.0012282;-0.00094432;0.22154;0;0;0;0;0;0;0;0;0;0;0;0;0
61.499;0.012913;0.0013046;-0.0009488;0.22347;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0.013235;0.0013372;-0.00094463;0.22539;0;0;0;0;0;0;0;0;0;0;0;0;0
62.499;0.013529;0.0013621;-0.0010203;0.22712;0;0;0;0;0;0;0;0;0;0;0;0;0
62.999;0.013703;0.0014291;-0.0010017;0.22898;0;0;0;0;0;0;0;0;0;0;0;0;0
63.5;0.013932;0.0015269;-0.0010416;0.23081;0;0;0;0;0;0;0;0;0;0;0;0;0
63.999;0.014428;0.0015855;-0.0010265;0.23249;0;0;0;0;0;0;0;0;0;0;0;0;0
64.499;0.014734;0.0016796;-0.0010515;0.23412;0;0;0;0;0;0;0;0;0;0;0;0;0
65;0.015128;0.0016934;-0.0011159;0.23589;0;0;0;0;0;0;0;0;0;0;0;0;0
65.499;0.015418;0.0017024;-0.0011587;0.23761;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0.015774;0.0017599;-0.0011495;0.23904;0;0;0;0;0;0;0;0;0;0;0;0;0
66.5;0.01608;0.0017587;-0.0011498;0.24072;0;0;0;0;0;0;0;0;0;0;0;0;0
66.999;0.016484;0.0018632;-0.0012278;0.24235;0;0;0;0;0;0;0;0;0;0;0;0;0
67.5;0.01674;0.0019208;-0.0012672;0.24382;0;0;0;0;0;0;0;0;0;0;0;0;0
67.999;0.017118;0.0018757;-0.0013177;0.24539;0;0;0;0;0;0;0;0;0;0;0;0;0
68.5;0.017438;0.0019501;-0.0013075;0.2468;0;0;0;0;0;0;0;0;0;0;0;0;0
68.999;0.017775;0.0019786;-0.0013497;0.24828;0;0;0;0;0;0;0;0;0;0;0;0;0
69.499;0.018113;0.0020622;-0.0014173;0.24975;0;0;0;0;0;0;0;0;0;0;0;0;0
69.999;0.018525;0.0021617;-0.001462;0.25106;0;0;0;0;0;0;0;0;0;0;0;0;0
70.499;0.018857;0.0020992;-0.0014877;0.25234;0;0;0;0;0;0;0;0;0;0;0;0;0
71;0.019347;0.0022056;-0.001554;0.25372;0;0;0;0;0;0;0;0;0;0;0;0;0
71.499;0.019739;0.0022272;-0.0016101;0.25498;0;0;0;0;0;0;0;0;0;0;0;0;0
71.999;0.020028;0.0022213;-0.0016157;0.2562;0;0;0;0;0;0;0;0;0;0;0;0;0
72.499;0.020546;0.002252;-0.0016715;0.25751;0;0;0;0;0;0;0;0;0;0;0;0;0
73;0.020829;0.0023458;-0.0016816;0.25879;0;0;0;0;0;0;0;0;0;0;0;0;0
73.499;0.021376;0.00238;-0.0016779;0.26004;0;0;0;0;0;0;0;0;0;0;0;0;0
74;0.021751;0.0023691;-0.0017102;0.26109;0;0;0;0;0;0;0;0;0;0;0;0;0
74.499;0.0221;0.0024495;-0.001772;0.26231;0;0;0;0;0;0;0;0;0;0;0;0;0
74.999;0.022574;0.0025582;-0.0017315;0.26348;0;0;0;0;0;0;0;0;0;0;0;0;0
75.499;0.023008;0.0026006;-0.0018697;0.26456;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0.023442;0.0026535;-0.0018529;0.26562;0;0;0;0;0;0;0;0;0;0;0;0;0
76.5;0.023919;0.0027088;-0.0019117;0.26673;0;0;0;0;0;0;0;0;0;0;0;0;0
76.999;0.024335;0.0026599;-0.0019365;0.26782;0;0;0;0;0;0;0;0;0;0;0;0;0
77.499;0.02471;0.0026578;-0.0019844;0.26881;0;0;0;0;0;0;0;0;0;0;0;0;0
77.999;0.025113;0.0028239;-0.0020436;0.26978;0;0;0;0;0;0;0;0;0;0;0;0;0
78.499;0.025668;0.0028015;-0.0020562;0.27082;0;0;0;0;0;0;0;0;0;0;0;0;0
78.999;0.026155;0.0028362;-0.0021061;0.27176;0;0;0;0;0;0;0;0;0;0;0;0;0
79.499;0.026518;0.002864;-0.0021171;0.27275;0;0;0;0;0;0;0;0;0;0;0;0;0
79.999;0.026913;0.002981;-0.0021467;0.27373;0;0;0;0;0;0;0;0;0;0;0;0;0
80.5;0.027415;0.0029363;-0.0021547;0.27469;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0.028061;0.0029868;-0.002245;0.2755;0;0;0;0;0;0;0;0;0;0;0;0;0
81.499;0.028315;0.0029766;-0.0022405;0.27645;0;0;0;0;0;0;0;0;0;0;0;0;0
81.999;0.028871;0.0030261;-0.0022978;0.27737;0;0;0;0;0;0;0;0;0;0;0;0;0
82.499;0.029352;0.0031178;-0.0023593;0.27827;0;0;0;0;0;0;0;0;0;0;0;0;0
83;0.029732;0.003135;-0.0024352;0.27904;0;0;0;0;0;0;0;0;0;0;0;0;0
83.499;0.030105;0.0031067;-0.0024502;0.27992;0;0;0;0;0;0;0;0;0;0;0;0;0
83.999;0.030713;0.0032029;-0.0023885;0.28079;0;0;0;0;0;0;0;0;0;0;0;0;0
84.499;0.03112;0.003234;-0.0025251;0.28166;0;0;0;0;0;0;0;0;0;0;0;0;0
85;0.031706;0.0032479;-0.0025316;0.28244;0;0;0;0;0;0;0;0;0;0;0;0;0
85.5;0.032174;0.0032081;-0.0026624;0.28326;0;0;0;0;0;0;0;0;0;0;0;0;0
85.999;0.032539;0.0032162;-0.0026828;0.28403;0;0;0;0;0;0;0;0;0;0;0;0;0
86.499;0.03297;0.0032729;-0.0026542;0.28479;0;0;0;0;0;0;0;0;0;0;0;0;0
87;0.033508;0.0033661;-0.0026856;0.28559;0;0;0;0;0;0;0;0;0;0;0;0;0
87.499;0.033904;0.0034087;-0.0028055;0.28635;0;0;0;0;0;0;0;0;0;0;0;0;0
88;0.034518;0.0033609;-0.0028239;0.28714;0;0;0;0;0;0;0;0;0;0;0;0;0
88.499;0.03493;0.003444;-0.0028815;0.28792;0;0;0;0;0;0;0;0;0;0;0;0;0
88.999;0.03548;0.0034562;-0.0029436;0.28858;0;0;0;0;0;0;0;0;0;0;0;0;0
89.5;0.035879;0.0035439;-0.0029578;0.28936;0;0;0;0;0;0;0;0;0;0;0;0;0
89.999;0.036351;0.0035404;-0.0029785;0.29011;0;0;0;0;0;0;0;0;0;0;0;0;0
90.499;0.036879;0.0035819;-0.0030353;0.29088;0;0;0;0;0;0;0;0;0;0;0;0;0
91;0.037354;0.0036222;-0.0031015;0.29151;0;0;0;0;0;0;0;0;0;0;0;0;0
91.499;0.037852;0.0035756;-0.0031004;0.29225;0;0;0;0;0;0;0;0;0;0;0;0;0
91.999;0.038482;0.0035643;-0.0031351;0.293;0;0;0;0;0;0;0;0;0;0;0;0;0
92.5;0.038767;0.0036533;-0.0032371;0.29373;0;0;0;0;0;0;0;0;0;0;0;0;0
92.999;0.039353;0.0036146;-0.003229;0.29439;0;0;0;0;0;0;0;0;0;0;0;0;0
93.498;0.039929;0.0036632;-0.0033595;0.29505;0;0;0;0;0;0;0;0;0;0;0;0;0
93.999;0.040361;0.0037697;-0.0033222;0.29576;0;0;0;0;0;0;0;0;0;0;0;0;0
94.499;0.040809;0.0038074;-0.0034071;0.29644;0;0;0;0;0;0;0;0;0;0;0;0;0
94.999;0.041315;0.003871;-0.0033258;0.29702;0;0;0;0;0;0;0;0;0;0;0;0;0
95.499;0.041919;0.0038495;-0.0033572;0.29769;0;0;0;0;0;0;0;0;0;0;0;0;0
96;0.042332;0.0039195;-0.0034984;0.29834;0;0;0;0;0;0;0;0;0;0;0;0;0
96.499;0.042818;0.0039668;-0.0035089;0.29901;0;0;0;0;0;0;0;0;0;0;0;0;0
96.999;0.043338;0.0039219;-0.0035199;0.29956;0;0;0;0;0;0;0;0;0;0;0;0;0
97.5;0.044029;0.0040639;-0.0035418;0.3002;0;0;0;0;0;0;0;0;0;0;0;0;0
97.999;0.044353;0.0040421;-0.0035837;0.30086;0;0;0;0;0;0;0;0;0;0;0;0;0
98.499;0.044851;0.0041225;-0.003684;0.30146;0;0;0;0;0;0;0;0;0;0;0;0;0
99;0.045455;0.0041673;-0.0036886;0.30205;0;0;0;0;0;0;0;0;0;0;0;0;0
99.499;0.045925;0.0042432;-0.0037173;0.30275;0;0;0;0;0;0;0;0;0;0;0;0;0
100;0.046425;0.004247;-0.0037734;0.30333;0;0;0;0;0;0;0;0;0;0;0;0;0
100.5;0.046895;0.0042698;-0.0038655;0.3039;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0.047437;0.0043043;-0.0038867;0.30453;0;0;0;0;0;0;0;0;0;0;0;0;0
101.5;0.048074;0.0044635;-0.0038796;0.30514;0;0;0;0;0;0;0;0;0;0;0;0;0
102;0.048535;0.004483;-0.0039078;0.30569;0;0;0;0;0;0;0;0;0;0;0;0;0
102.5;0.049037;0.0044965;-0.0039446;0.30626;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0.049615;0.0044832;-0.0040075;0.30686;0;0;0;0;0;0;0;0;0;0;0;0;0
103.5;0.049958;0.0045573;-0.0040387;0.3074;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0.050568;0.0045459;-0.0041538;0.30795;0;0;0;0;0;0;0;0;0;0;0;0;0
104.5;0.051103;0.0046272;-0.0041153;0.30854;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0.051611;0.004662;-0.0041923;0.30912;0;0;0;0;0;0;0;0;0;0;0;0;0
105.5;0.052206;0.0047503;-0.0042154;0.30966;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0.052782;0.0047266;-0.0042434;0.31021;0;0;0;0;0;0;0;0;0;0;0;0;0
106.5;0.053225;0.0048765;-0.0043001;0.31077;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0.053744;0.0048255;-0.0043828;0.31134;0;0;0;0;0;0;0;0;0;0;0;0;0
107.5;0.054435;0.0049236;-0.0044021;0.31186;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0.054976;0.0050527;-0.0044849;0.31236;0;0;0;0;0;0;0;0;0;0;0;0;0
108.5;0.055369;0.0050998;-0.0044976;0.3129;0;0;0;0;0;0;0;0;0;0;0;0;0
109;0.055998;0.0050819;-0.0045523;0.31343;0;0;0;0;0;0;0;0;0;0;0;0;0
109.5;0.056508;0.0051662;-0.0045989;0.31396;0;0;0;0;0;0;0;0;0;0;0;0;0
110;0.057147;0.005255;-0.0046071;0.31441;0;0;0;0;0;0;0;0;0;0;0;0;0
110.5;0.057645;0.0052464;-0.0046715;0.31494;0;0;0;0;0;0;0;0;0;0;0;0;0
111;0.058143;0.0052107;-0.0047148;0.31546;0;0;0;0;0;0;0;0;0;0;0;0;0
111.5;0.058729;0.0053414;-0.0046856;0.31598;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0.059269;0.0053716;-0.0047705;0.31647;0;0;0;0;0;0;0;0;0;0;0;0;0
112.5;0.059834;0.00541;-0.0047757;0.31698;0;0;0;0;0;0;0;0;0;0;0;0;0
113;0.060429;0.0054203;-0.0048275;0.31745;0;0;0;0;0;0;0;0;0;0;0;0;0
113.5;0.060973;0.0055141;-0.0048361;0.31792;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0.061484;0.0055152;-0.0049324;0.31844;0;0;0;0;0;0;0;0;0;0;0;0;0
114.5;0.062166;0.0055087;-0.0049114;0.31891;0;0;0;0;0;0;0;0;0;0;0;0;0
115;0.062609;0.0055696;-0.0049816;0.31942;0;0;0;0;0;0;0;0;0;0;0;0;0
115.5;0.06309;0.0056211;-0.0049881;0.31988;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0.063855;0.0056516;-0.0050259;0.32037;0;0;0;0;0;0;0;0;0;0;0;0;0
116.5;0.064052;0.0057615;-0.0051273;0.32087;0;0;0;0;0;0;0;0;0;0;0;0;0
117;0.064702;0.0058331;-0.005118;0.32128;0;0;0;0;0;0;0;0;0;0;0;0;0
117.5;0.065262;0.0058081;-0.0051773;0.32176;0;0;0;0;0;0;0;0;0;0;0;0;0
118;0.06588;0.0059343;-0.0052172;0.32223;0;0;0;0;0;0;0;0;0;0;0;0;0
118.5;0.066277;0.0060939;-0.0052559;0.32266;0;0;0;0;0;0;0;0;0;0;0;0;0
119;0.066902;0.0061391;-0.0053524;0.32313;0;0;0;0;0;0;0;0;0;0;0;0;0
119.5;0.067399;0.0061879;-0.0053702;0.32356;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0.067899;0.0062678;-0.0053807;0.32402;0;0;0;0;0;0;0;0;0;0;0;0;0
120.5;0.068537;0.0063113;-0.0055238;0.32448;0;0;0;0;0;0;0;0;0;0;0;0;0
121;0.069051;0.0063087;-0.0054925;0.3249;0;0;0;0;0;0;0;0;0;0;0;0;0
121.5;0.069812;0.0064446;-0.0055236;0.32532;0;0;0;0;0;0;0;0;0;0;0;0;0
122.01;0.070183;0.0064305;-0.0055811;0.32577;0;0;0;0;0;0;0;0;0;0;0;0;0
122.5;0.070774;0.006558;-0.0055973;0.3262;0;0;0;0;0;0;0;0;0;0;0;0;0
123;0.071262;0.0065484;-0.0056564;0.3266;0;0;0;0;0;0;0;0;0;0;0;0;0
123.5;0.071758;0.0066517;-0.0057194;0.32705;0;0;0;0;0;0;0;0;0;0;0;0;0
124;0.07235;0.0066407;-0.0057259;0.32749;0;0;0;0;0;0;0;0;0;0;0;0;0
124.5;0.072861;0.0067634;-0.0058179;0.32788;0;0;0;0;0;0;0;0;0;0;0;0;0
125;0.073479;0.006751;-0.005832;0.32832;0;0;0;0;0;0;0;0;0;0;0;0;0
125.5;0.074104;0.0068757;-0.0058481;0.32875;0;0;0;0;0;0;0;0;0;0;0;0;0
