Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
35;0.002106;-0.0009193;-2.2495e-05;0.044345;0;0;0;0;0;0;0;0;0;0;0;0;0
35.5;0.0021047;-0.0010733;-4.7364e-05;0.045805;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0.0022006;-0.00099246;-8.4382e-07;0.047275;0;0;0;0;0;0;0;0;0;0;0;0;0
36.499;0.0022093;-0.0010276;-2.4567e-05;0.048647;0;0;0;0;0;0;0;0;0;0;0;0;0
36.999;0.0023484;-0.0011313;-2.181e-05;0.050039;0;0;0;0;0;0;0;0;0;0;0;0;0
37.5;0.0023414;-0.0010643;-1.1382e-05;0.05147;0;0;0;0;0;0;0;0;0;0;0;0;0
38;0.0022897;-0.0011262;-5.2925e-05;0.053047;0;0;0;0;0;0;0;0;0;0;0;0;0
38.502;0.0024632;-0.0010843;-5.8042e-05;0.054684;0;0;0;0;0;0;0;0;0;0;0;0;0
38.999;0.0025039;-0.00112;-6.6609e-05;0.05636;0;0;0;0;0;0;0;0;0;0;0;0;0
39.5;0.00257;-0.0011309;-6.5664e-05;0.05783;0;0;0;0;0;0;0;0;0;0;0;0;0
40;0.0025745;-0.0011493;-4.2219e-05;0.059613;0;0;0;0;0;0;0;0;0;0;0;0;0
40.5;0.0027143;-0.0012321;-0.00012549;0.061436;0;0;0;0;0;0;0;0;0;0;0;0;0
41;0.002703;-0.0011413;-3.3263e-05;0.063308;0;0;0;0;0;0;0;0;0;0;0;0;0
41.5;0.0028175;-0.0011834;-2.4265e-05;0.064915;0;0;0;0;0;0;0;0;0;0;0;0;0
42;0.0028957;-0.0011375;-3.8937e-05;0.066865;0;0;0;0;0;0;0;0;0;0;0;0;0
42.5;0.0029059;-0.0012378;-2.1714e-05;0.068845;0;0;0;0;0;0;0;0;0;0;0;0;0
43;0.0030384;-0.001154;-7.2457e-05;0.070707;0;0;0;0;0;0;0;0;0;0;0;0;0
43.5;0.0031375;-0.0011264;-3.5035e-05;0.072726;0;0;0;0;0;0;0;0;0;0;0;0;0
44;0.0031797;-0.0012367;-1.4673e-05;0.074617;0;0;0;0;0;0;0;0;0;0;0;0;0
44.5;0.0032949;-0.0012734;-3.3347e-05;0.076685;0;0;0;0;0;0;0;0;0;0;0;0;0
45;0.0032993;-0.0013859;-3.767e-05;0.078782;0;0;0;0;0;0;0;0;0;0;0;0;0
45.5;0.0033888;-0.001266;1.835e-05;0.080742;0;0;0;0;0;0;0;0;0;0;0;0;0
46;0.0034956;-0.001313;-5.9914e-06;0.082692;0;0;0;0;0;0;0;0;0;0;0;0;0
46.5;0.0035915;-0.0012347;9.1043e-06;0.084829;0;0;0;0;0;0;0;0;0;0;0;0;0
47;0.0035604;-0.0012811;-3.4843e-05;0.086975;0;0;0;0;0;0;0;0;0;0;0;0;0
47.5;0.0037642;-0.0012938;-5.1671e-05;0.088808;0;0;0;0;0;0;0;0;0;0;0;0;0
48;0.0037611;-0.0013321;8.5143e-06;0.090983;0;0;0;0;0;0;0;0;0;0;0;0;0
48.499;0.0039096;-0.0013097;3.1213e-05;0.093188;0;0;0;0;0;0;0;0;0;0;0;0;0
49;0.004041;-0.001356;-3.5344e-05;0.095207;0;0;0;0;0;0;0;0;0;0;0;0;0
49.5;0.0042073;-0.0013407;1.6423e-06;0.097422;0;0;0;0;0;0;0;0;0;0;0;0;0
50;0.0038217;-0.0013663;-3.8201e-06;0.09947;0;0;0;0;0;0;0;0;0;0;0;0;0
50.5;0.0043232;-0.0013887;-2.6285e-05;0.10151;0;0;0;0;0;0;0;0;0;0;0;0;0
51.001;0.0043051;-0.0013325;-0.00011282;0.10374;0;0;0;0;0;0;0;0;0;0;0;0;0
51.5;0.0043778;-0.0014328;-4.3414e-05;0.10599;0;0;0;0;0;0;0;0;0;0;0;0;0
52.001;0.0045322;-0.0013705;-4.2558e-05;0.10806;0;0;0;0;0;0;0;0;0;0;0;0;0
52.499;0.004608;-0.0014023;-4.1022e-05;0.11033;0;0;0;0;0;0;0;0;0;0;0;0;0
53;0.0047512;-0.0013492;-6.7357e-05;0.11243;0;0;0;0;0;0;0;0;0;0;0;0;0
53.5;0.0048077;-0.0014563;-2.6675e-05;0.11453;0;0;0;0;0;0;0;0;0;0;0;0;0
54;0.0048661;-0.0013404;-7.6523e-05;0.11685;0;0;0;0;0;0;0;0;0;0;0;0;0
54.5;0.0050243;-0.0013774;-4.4115e-05;0.11917;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0.0050554;-0.0013953;-2.7768e-05;0.12133;0;0;0;0;0;0;0;0;0;0;0;0;0
55.5;0.0052257;-0.0014399;-7.1111e-05;0.12371;0;0;0;0;0;0;0;0;0;0;0;0;0
56;0.005291;-0.0013244;-4.1405e-05;0.1259;0;0;0;0;0;0;0;0;0;0;0;0;0
56.5;0.0054632;-0.0013875;-8.389e-05;0.1281;0;0;0;0;0;0;0;0;0;0;0;0;0
57;0.0056465;-0.0013529;-3.0742e-05;0.1305;0;0;0;0;0;0;0;0;0;0;0;0;0
57.5;0.0057097;-0.001444;-9.6161e-05;0.13292;0;0;0;0;0;0;0;0;0;0;0;0;0
58;0.0057173;-0.0013567;-6.8458e-05;0.13498;0;0;0;0;0;0;0;0;0;0;0;0;0
58.5;0.0058971;-0.001394;-6.4778e-05;0.13743;0;0;0;0;0;0;0;0;0;0;0;0;0
59;0.0059844;-0.001317;-3.2109e-05;0.13988;0;0;0;0;0;0;0;0;0;0;0;0;0
59.5;0.0061548;-0.0013931;-0.00010407;0.14233;0;0;0;0;0;0;0;0;0;0;0;0;0
60;0.0061768;-0.001331;-5.9387e-05;0.14462;0;0;0;0;0;0;0;0;0;0;0;0;0
60.5;0.0063745;-0.0013926;-3.6046e-05;0.14711;0;0;0;0;0;0;0;0;0;0;0;0;0
61;0.006502;-0.0012976;-8.9295e-05;0.14959;0;0;0;0;0;0;0;0;0;0;0;0;0
61.5;0.0066165;-0.0014426;-9.861e-05;0.15169;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0.0067462;-0.0013727;-0.00010316;0.15416;0;0;0;0;0;0;0;0;0;0;0;0;0
62.5;0.0068804;-0.0014542;-8.3484e-05;0.15662;0;0;0;0;0;0;0;0;0;0;0;0;0
63;0.0069674;-0.0013539;-0.00010224;0.15891;0;0;0;0;0;0;0;0;0;0;0;0;0
63.501;0.0071162;-0.0014819;-0.00010208;0.16118;0;0;0;0;0;0;0;0;0;0;0;0;0
63.999;0.0072514;-0.0013318;-5.4983e-05;0.16365;0;0;0;0;0;0;0;0;0;0;0;0;0
64.5;0.0073633;-0.0014327;-0.00010437;0.16611;0;0;0;0;0;0;0;0;0;0;0;0;0
65;0.0075226;-0.0013091;-0.00014346;0.16838;0;0;0;0;0;0;0;0;0;0;0;0;0
65.5;0.0077199;-0.0014276;-0.00012331;0.17085;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0.0078185;-0.0012826;-0.00015457;0.17333;0;0;0;0;0;0;0;0;0;0;0;0;0
66.5;0.0079692;-0.0013892;-0.00016515;0.17542;0;0;0;0;0;0;0;0;0;0;0;0;0
67;0.0081189;-0.0013142;-0.0001268;0.17788;0;0;0;0;0;0;0;0;0;0;0;0;0
67.5;0.008331;-0.0013612;-0.00014425;0.18033;0;0;0;0;0;0;0;0;0;0;0;0;0
68;0.0085074;-0.00131;-0.00021142;0.18258;0;0;0;0;0;0;0;0;0;0;0;0;0
68.5;0.0085341;-0.0012749;-0.00012869;0.185;0;0;0;0;0;0;0;0;0;0;0;0;0
69;0.008759;-0.0012407;-0.00013547;0.18722;0;0;0;0;0;0;0;0;0;0;0;0;0
69.5;0.0088743;-0.0012112;-0.00015553;0.18942;0;0;0;0;0;0;0;0;0;0;0;0;0
70;0.0092764;-0.0012937;-0.00017082;0.1918;0;0;0;0;0;0;0;0;0;0;0;0;0
70.499;0.0092827;-0.0012201;-0.00012321;0.19396;0;0;0;0;0;0;0;0;0;0;0;0;0
70.999;0.0095524;-0.0013087;-0.00010646;0.19629;0;0;0;0;0;0;0;0;0;0;0;0;0
71.5;0.0097619;-0.001186;-0.00011987;0.1986;0;0;0;0;0;0;0;0;0;0;0;0;0
72;0.0098323;-0.0013249;-0.00013486;0.20069;0;0;0;0;0;0;0;0;0;0;0;0;0
72.5;0.010181;-0.0011897;-0.00021376;0.20297;0;0;0;0;0;0;0;0;0;0;0;0;0
73;0.01036;-0.0012669;-0.0001759;0.20505;0;0;0;0;0;0;0;0;0;0;0;0;0
73.5;0.010575;-0.0011751;-0.00016944;0.20727;0;0;0;0;0;0;0;0;0;0;0;0;0
73.999;0.010847;-0.0011561;-0.0001898;0.2093;0;0;0;0;0;0;0;0;0;0;0;0;0
74.5;0.011084;-0.0012473;-0.00019744;0.21148;0;0;0;0;0;0;0;0;0;0;0;0;0
74.999;0.011308;-0.0011661;-0.00025842;0.21348;0;0;0;0;0;0;0;0;0;0;0;0;0
75.501;0.011516;-0.0012127;-0.00025609;0.21562;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0.011766;-0.0012051;-0.00028988;0.21755;0;0;0;0;0;0;0;0;0;0;0;0;0
76.5;0.012017;-0.0012143;-0.00029637;0.21945;0;0;0;0;0;0;0;0;0;0;0;0;0
77;0.012348;-0.0011966;-0.00033423;0.22147;0;0;0;0;0;0;0;0;0;0;0;0;0
77.5;0.01256;-0.0010976;-0.00037017;0.22345;0;0;0;0;0;0;0;0;0;0;0;0;0
78;0.012863;-0.0011614;-0.00029637;0.22525;0;0;0;0;0;0;0;0;0;0;0;0;0
78.5;0.013286;-0.0011399;-0.00036893;0.22715;0;0;0;0;0;0;0;0;0;0;0;0;0
78.999;0.013365;-0.0010531;-0.0003474;0.22902;0;0;0;0;0;0;0;0;0;0;0;0;0
79.5;0.013759;-0.0011144;-0.0003949;0.23072;0;0;0;0;0;0;0;0;0;0;0;0;0
79.999;0.014081;-0.0010615;-0.00047477;0.2324;0;0;0;0;0;0;0;0;0;0;0;0;0
80.499;0.014355;-0.0010664;-0.00040155;0.23419;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0.014785;-0.0010795;-0.00042899;0.23594;0;0;0;0;0;0;0;0;0;0;0;0;0
81.5;0.014837;-0.00098957;-0.00041895;0.2374;0;0;0;0;0;0;0;0;0;0;0;0;0
82;0.015213;-0.0010232;-0.00044617;0.23921;0;0;0;0;0;0;0;0;0;0;0;0;0
82.5;0.015591;-0.0010409;-0.00046069;0.24061;0;0;0;0;0;0;0;0;0;0;0;0;0
82.999;0.015896;-0.00098118;-0.00045441;0.24223;0;0;0;0;0;0;0;0;0;0;0;0;0
83.5;0.016168;-0.00096635;-0.00054086;0.24379;0;0;0;0;0;0;0;0;0;0;0;0;0
83.999;0.016382;-0.0010525;-0.00055824;0.24511;0;0;0;0;0;0;0;0;0;0;0;0;0
84.5;0.017215;-0.00092786;-0.00058412;0.24663;0;0;0;0;0;0;0;0;0;0;0;0;0
85;0.017394;-0.00091626;-0.0006076;0.24822;0;0;0;0;0;0;0;0;0;0;0;0;0
85.5;0.017755;-0.00094718;-0.00065241;0.24956;0;0;0;0;0;0;0;0;0;0;0;0;0
86;0.018151;-0.00085962;-0.00069906;0.25086;0;0;0;0;0;0;0;0;0;0;0;0;0
86.501;0.018578;-0.00074642;-0.00073452;0.25212;0;0;0;0;0;0;0;0;0;0;0;0;0
86.999;0.018763;-0.00085169;-0.0007518;0.25348;0;0;0;0;0;0;0;0;0;0;0;0;0
87.5;0.018913;-0.00076702;-0.00075043;0.25471;0;0;0;0;0;0;0;0;0;0;0;0;0
88;0.019478;-0.00072145;-0.00080694;0.256;0;0;0;0;0;0;0;0;0;0;0;0;0
88.5;0.019791;-0.00071329;-0.00081683;0.25726;0;0;0;0;0;0;0;0;0;0;0;0;0
89;0.020247;-0.00069495;-0.00080707;0.25831;0;0;0;0;0;0;0;0;0;0;0;0;0
89.5;0.020503;-0.00065391;-0.00088304;0.25952;0;0;0;0;0;0;0;0;0;0;0;0;0
89.999;0.020959;-0.0005853;-0.00092213;0.26072;0;0;0;0;0;0;0;0;0;0;0;0;0
90.499;0.021401;-0.00057349;-0.00092368;0.26183;0;0;0;0;0;0;0;0;0;0;0;0;0
90.999;0.021862;-0.0006306;-0.00094095;0.26298;0;0;0;0;0;0;0;0;0;0;0;0;0
91.5;0.022279;-0.00055773;-0.00096807;0.26412;0;0;0;0;0;0;0;0;0;0;0;0;0
92.001;0.022565;-0.00048085;-0.0010454;0.26524;0;0;0;0;0;0;0;0;0;0;0;0;0
92.5;0.022986;-0.0005112;-0.001049;0.26624;0;0;0;0;0;0;0;0;0;0;0;0;0
93;0.023393;-0.00049936;-0.001068;0.26731;0;0;0;0;0;0;0;0;0;0;0;0;0
93.499;0.023786;-0.00041151;-0.0010996;0.26822;0;0;0;0;0;0;0;0;0;0;0;0;0
94;0.02431;-0.00032207;-0.0011741;0.26925;0;0;0;0;0;0;0;0;0;0;0;0;0
94.499;0.024583;-0.00035269;-0.0012041;0.27026;0;0;0;0;0;0;0;0;0;0;0;0;0
94.999;0.025207;-0.00034136;-0.0011597;0.27112;0;0;0;0;0;0;0;0;0;0;0;0;0
95.5;0.025505;-0.00025564;-0.001237;0.27218;0;0;0;0;0;0;0;0;0;0;0;0;0
96;0.026213;-0.00015703;-0.0012283;0.27316;0;0;0;0;0;0;0;0;0;0;0;0;0
96.499;0.025986;-0.00010825;-0.0012979;0.27397;0;0;0;0;0;0;0;0;0;0;0;0;0
97;0.026595;-0.00018709;-0.0012899;0.27491;0;0;0;0;0;0;0;0;0;0;0;0;0
97.5;0.027325;-0.00010086;-0.0014251;0.27585;0;0;0;0;0;0;0;0;0;0;0;0;0
98;0.027747;-3.5357e-05;-0.001392;0.27668;0;0;0;0;0;0;0;0;0;0;0;0;0
98.5;0.028204;1.6855e-05;-0.0014203;0.27754;0;0;0;0;0;0;0;0;0;0;0;0;0
98.999;0.028499;-4.9987e-06;-0.001475;0.2785;0;0;0;0;0;0;0;0;0;0;0;0;0
99.499;0.028985;-2.816e-05;-0.0014967;0.27926;0;0;0;0;0;0;0;0;0;0;0;0;0
100;0.029705;5.8495e-05;-0.0015754;0.28013;0;0;0;0;0;0;0;0;0;0;0;0;0
100.5;0.029889;0.00014363;-0.0015692;0.28101;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0.030315;0.00011559;-0.0015947;0.2818;0;0;0;0;0;0;0;0;0;0;0;0;0
101.5;0.030831;5.6183e-05;-0.0016628;0.28264;0;0;0;0;0;0;0;0;0;0;0;0;0
102;0.031252;0.00014247;-0.0016995;0.28347;0;0;0;0;0;0;0;0;0;0;0;0;0
102.5;0.031796;0.00021984;-0.0017437;0.28422;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0.032258;0.00027462;-0.0017696;0.28495;0;0;0;0;0;0;0;0;0;0;0;0;0
103.5;0.03271;0.00025343;-0.0017751;0.28568;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0.033276;0.00018911;-0.001802;0.28647;0;0;0;0;0;0;0;0;0;0;0;0;0
104.5;0.03365;0.00028054;-0.0018293;0.28725;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0.034181;0.00037252;-0.0019008;0.28795;0;0;0;0;0;0;0;0;0;0;0;0;0
105.5;0.03468;0.00039427;-0.0018818;0.28866;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0.035245;0.00046748;-0.0019092;0.28942;0;0;0;0;0;0;0;0;0;0;0;0;0
106.5;0.035506;0.00037456;-0.0019802;0.29019;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0.036208;0.00047817;-0.0020428;0.29089;0;0;0;0;0;0;0;0;0;0;0;0;0
107.5;0.036668;0.00054135;-0.0020236;0.29164;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0.036928;0.00056784;-0.0020858;0.29232;0;0;0;0;0;0;0;0;0;0;0;0;0
108.5;0.037338;0.0006016;-0.0021715;0.29301;0;0;0;0;0;0;0;0;0;0;0;0;0
109;0.037861;0.00060542;-0.0021693;0.29373;0;0;0;0;0;0;0;0;0;0;0;0;0
109.5;0.038621;0.00064483;-0.0022144;0.29443;0;0;0;0;0;0;0;0;0;0;0;0;0
110;0.038995;0.00073947;-0.0022477;0.29506;0;0;0;0;0;0;0;0;0;0;0;0;0
110.5;0.039506;0.0006731;-0.0022895;0.29569;0;0;0;0;0;0;0;0;0;0;0;0;0
111;0.040002;0.00073337;-0.0023154;0.29636;0;0;0;0;0;0;0;0;0;0;0;0;0
111.5;0.040564;0.00072697;-0.0023401;0.29703;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0.041076;0.00078726;-0.0023692;0.29765;0;0;0;0;0;0;0;0;0;0;0;0;0
112.5;0.041767;0.00086661;-0.0024245;0.29826;0;0;0;0;0;0;0;0;0;0;0;0;0
113;0.041409;0.00089171;-0.0024174;0.29898;0;0;0;0;0;0;0;0;0;0;0;0;0
113.5;0.042511;0.00094767;-0.0024762;0.29955;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0.043088;0.0008809;-0.0025433;0.3002;0;0;0;0;0;0;0;0;0;0;0;0;0
114.5;0.04346;0.00092666;-0.0025445;0.30085;0;0;0;0;0;0;0;0;0;0;0;0;0
115;0.043967;0.0010874;-0.002617;0.30144;0;0;0;0;0;0;0;0;0;0;0;0;0
115.5;0.044431;0.0010497;-0.0026118;0.30203;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0.044957;0.0011077;-0.0026273;0.3027;0;0;0;0;0;0;0;0;0;0;0;0;0
116.5;0.045478;0.0010303;-0.0027071;0.30326;0;0;0;0;0;0;0;0;0;0;0;0;0
117;0.046028;0.0010894;-0.0027705;0.30383;0;0;0;0;0;0;0;0;0;0;0;0;0
117.5;0.046515;0.0012125;-0.0027939;0.30444;0;0;0;0;0;0;0;0;0;0;0;0;0
118;0.047001;0.0012987;-0.0028499;0.30504;0;0;0;0;0;0;0;0;0;0;0;0;0
118.5;0.047519;0.0012665;-0.0028398;0.30554;0;0;0;0;0;0;0;0;0;0;0;0;0
119;0.04803;0.0013033;-0.0028774;0.30614;0;0;0;0;0;0;0;0;0;0;0;0;0
119.5;0.048524;0.0012925;-0.0029399;0.30673;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0.048985;0.0013839;-0.0029706;0.30727;0;0;0;0;0;0;0;0;0;0;0;0;0
120.5;0.049508;0.0014715;-0.0029851;0.30786;0;0;0;0;0;0;0;0;0;0;0;0;0
121;0.050004;0.0014631;-0.003019;0.30844;0;0;0;0;0;0;0;0;0;0;0;0;0
121.5;0.050583;0.0014975;-0.0030563;0.30892;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0.051103;0.001484;-0.0030643;0.3095;0;0;0;0;0;0;0;0;0;0;0;0;0
122.5;0.05166;0.0014931;-0.0031084;0.31008;0;0;0;0;0;0;0;0;0;0;0;0;0
