"E0",,,,,"E1",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
153,0.0543124,0.35686,6.92738,6.57052,0.0567511,0.111865,2.08302,1.97116,0.054937,0.216579,4.15889,3.94231,-0.0223554,-0.0440659,1.92709,1.97116,-0.0218829,-0.0143782,0.642674,0.657052,-0.0223034,-0.0244242,1.07066,1.09509,-0.0233642,-0.0358202,1.4973,1.53312
154,0.0547999,0.360064,6.93058,6.57052,0.0572631,0.112874,2.08403,1.97116,0.0554253,0.218504,4.16082,3.94231,-0.0225525,-0.0444545,1.9267,1.97116,-0.0218777,-0.0143748,0.642677,0.657052,-0.0224103,-0.0245412,1.07055,1.09509,-0.0234786,-0.0359956,1.49713,1.53312
155,0.0552039,0.362718,6.93324,6.57052,0.0576831,0.113702,2.08486,1.97116,0.0558196,0.220058,4.16237,3.94231,-0.0227546,-0.0448528,1.9263,1.97116,-0.0220966,-0.0145186,0.642533,0.657052,-0.0225845,-0.024732,1.07035,1.09509,-0.0237088,-0.0363485,1.49677,1.53312
156,0.0556448,0.365615,6.93613,6.57052,0.0581248,0.114573,2.08573,1.97116,0.0562863,0.221898,4.16421,3.94231,-0.0229374,-0.0452132,1.92594,1.97116,-0.0222366,-0.0146106,0.642441,0.657052,-0.0227903,-0.0249573,1.07013,1.09509,-0.0238708,-0.0365968,1.49652,1.53312
157,0.0560934,0.368563,6.93908,6.57052,0.0585976,0.115505,2.08666,1.97116,0.0567365,0.223673,4.16598,3.94231,-0.0231642,-0.0456602,1.9255,1.97116,-0.022426,-0.0147351,0.642317,0.657052,-0.022995,-0.0251815,1.06991,1.09509,-0.0240938,-0.0369387,1.49618,1.53312
158,0.0565781,0.371747,6.94227,6.57052,0.0591146,0.116524,2.08768,1.97116,0.0572239,0.225594,4.16791,3.94231,-0.0233852,-0.0460959,1.92506,1.97116,-0.0224634,-0.0147596,0.642292,0.657052,-0.0232688,-0.0254814,1.06961,1.09509,-0.0242611,-0.0371952,1.49593,1.53312
159,0.0570237,0.374676,6.9452,6.57052,0.0596068,0.117494,2.08865,1.97116,0.057686,0.227416,4.16973,3.94231,-0.0236024,-0.0465239,1.92463,1.97116,-0.0227498,-0.0149478,0.642104,0.657052,-0.0233726,-0.025595,1.06949,1.09509,-0.0244434,-0.0374748,1.49565,1.53312
160,0.0575007,0.377809,6.94833,6.57052,0.0601099,0.118486,2.08964,1.97116,0.0581164,0.229113,4.17142,3.94231,-0.0237976,-0.0469087,1.92425,1.97116,-0.0228783,-0.0150323,0.64202,0.657052,-0.0235641,-0.0258047,1.06928,1.09509,-0.0246801,-0.0378377,1.49528,1.53312
161,0.057925,0.380597,6.95112,6.57052,0.0605642,0.119382,2.09054,1.97116,0.0585668,0.230888,4.1732,3.94231,-0.0239906,-0.0472892,1.92387,1.97116,-0.0230925,-0.015173,0.641879,0.657052,-0.0237751,-0.0260358,1.06905,1.09509,-0.0247731,-0.0379801,1.49514,1.53312
162,0.0583709,0.383527,6.95405,6.57052,0.0610351,0.12031,2.09147,1.97116,0.0590621,0.232841,4.17515,3.94231,-0.0242105,-0.0477226,1.92343,1.97116,-0.0231844,-0.0152334,0.641819,0.657052,-0.0239638,-0.0262424,1.06884,1.09509,-0.0249939,-0.0383187,1.4948,1.53312
163,0.0588226,0.386495,6.95702,6.57052,0.061485,0.121197,2.09235,1.97116,0.0595261,0.23467,4.17698,3.94231,-0.0244217,-0.0481391,1.92302,1.97116,-0.0234221,-0.0153896,0.641662,0.657052,-0.0241535,-0.0264502,1.06864,1.09509,-0.0252128,-0.0386542,1.49447,1.53312
164,0.0592515,0.389313,6.95983,6.57052,0.0620047,0.122221,2.09338,1.97116,0.0599832,0.236472,4.17878,3.94231,-0.0246461,-0.0485814,1.92257,1.97116,-0.0235571,-0.0154782,0.641574,0.657052,-0.0242342,-0.0265385,1.06855,1.09509,-0.0254407,-0.0390037,1.49412,1.53312
165,0.0597465,0.392566,6.96309,6.57052,0.0624733,0.123145,2.0943,1.97116,0.0604901,0.238471,4.18078,3.94231,-0.0248736,-0.0490298,1.92213,1.97116,-0.0237857,-0.0156284,0.641424,0.657052,-0.0245438,-0.0268776,1.06821,1.09509,-0.0255898,-0.0392322,1.49389,1.53312
166,0.0601579,0.395269,6.96579,6.57052,0.0629113,0.124008,2.09516,1.97116,0.060916,0.24015,4.18246,3.94231,-0.0250832,-0.0494429,1.92171,1.97116,-0.0239081,-0.0157089,0.641343,0.657052,-0.0247626,-0.0271172,1.06797,1.09509,-0.0257832,-0.0395288,1.49359,1.53312
167,0.0606271,0.398351,6.96887,6.57052,0.063419,0.125009,2.09616,1.97116,0.0613993,0.242055,4.18437,3.94231,-0.0252297,-0.0497316,1.92142,1.97116,-0.0241852,-0.0158909,0.641161,0.657052,-0.0249448,-0.0273168,1.06777,1.09509,-0.0259052,-0.0397158,1.49341,1.53312
168,0.0610736,0.401285,6.9718,6.57052,0.0638744,0.125906,2.09706,1.97116,0.0618465,0.243818,4.18613,3.94231,-0.0254556,-0.050177,1.92098,1.97116,-0.0243839,-0.0160215,0.64103,0.657052,-0.0251622,-0.0275548,1.06753,1.09509,-0.026114,-0.040036,1.49309,1.53312
169,0.0615027,0.404105,6.97462,6.57052,0.0643787,0.1269,2.09806,1.97116,0.0622836,0.245541,4.18785,3.94231,-0.025707,-0.0506725,1.92048,1.97116,-0.024485,-0.0160879,0.640964,0.657052,-0.0252941,-0.0276993,1.06739,1.09509,-0.0262887,-0.0403038,1.49282,1.53312
170,0.0619553,0.407078,6.9776,6.57052,0.0648744,0.127877,2.09903,1.97116,0.0627665,0.247445,4.18976,3.94231,-0.0258166,-0.0508886,1.92027,1.97116,-0.0247141,-0.0162384,0.640814,0.657052,-0.0254604,-0.0278814,1.06721,1.09509,-0.0264803,-0.0405976,1.49252,1.53312
171,0.0623922,0.409949,6.98047,6.57052,0.0653079,0.128732,2.09989,1.97116,0.0631728,0.249047,4.19136,3.94231,-0.0260261,-0.0513016,1.91985,1.97116,-0.0249122,-0.0163686,0.640683,0.657052,-0.0257077,-0.0281521,1.06693,1.09509,-0.0266737,-0.040894,1.49223,1.53312
172,0.0628579,0.413009,6.98353,6.57052,0.0658556,0.129812,2.10097,1.97116,0.0637022,0.251134,4.19345,3.94231,-0.0261654,-0.0515761,1.91958,1.97116,-0.0250643,-0.0164686,0.640583,0.657052,-0.0258239,-0.0282795,1.06681,1.09509,-0.026826,-0.0411275,1.49199,1.53312
173,0.0633364,0.416153,6.98667,6.57052,0.0663547,0.130795,2.10195,1.97116,0.064175,0.252998,4.19531,3.94231,-0.0264,-0.0520384,1.91912,1.97116,-0.0254065,-0.0166934,0.640359,0.657052,-0.0260502,-0.0285272,1.06656,1.09509,-0.0270569,-0.0414814,1.49164,1.53312
174,0.0637647,0.418967,6.98949,6.57052,0.0668071,0.131687,2.10284,1.97116,0.0646318,0.254799,4.19711,3.94231,-0.0265441,-0.0523226,1.91883,1.97116,-0.0254607,-0.016729,0.640323,0.657052,-0.026171,-0.0286595,1.06643,1.09509,-0.0271924,-0.0416893,1.49143,1.53312
175,0.0642542,0.422184,6.9927,6.57052,0.0673387,0.132735,2.10389,1.97116,0.0651291,0.256759,4.19907,3.94231,-0.0267784,-0.0527843,1.91837,1.97116,-0.025744,-0.0169151,0.640137,0.657052,-0.0264506,-0.0289657,1.06612,1.09509,-0.0273774,-0.0419729,1.49115,1.53312
176,0.0646804,0.424984,6.9955,6.57052,0.067816,0.133676,2.10483,1.97116,0.0655671,0.258486,4.2008,3.94231,-0.0269346,-0.0530923,1.91806,1.97116,-0.0259367,-0.0170417,0.64001,0.657052,-0.0266087,-0.0291388,1.06595,1.09509,-0.0275846,-0.0422905,1.49083,1.53312
177,0.0651158,0.427845,6.99836,6.57052,0.0682655,0.134562,2.10572,1.97116,0.0660159,0.260255,4.20257,3.94231,-0.0272267,-0.0536681,1.91749,1.97116,-0.0262721,-0.0172621,0.63979,0.657052,-0.0268019,-0.0293504,1.06574,1.09509,-0.0278158,-0.0426451,1.49048,1.53312
178,0.0655913,0.430969,7.00149,6.57052,0.0687954,0.135606,2.10676,1.97116,0.0665028,0.262175,4.20449,3.94231,-0.0273684,-0.0539474,1.91721,1.97116,-0.0264539,-0.0173816,0.63967,0.657052,-0.0270038,-0.0295715,1.06552,1.09509,-0.0280029,-0.0429318,1.49019,1.53312
179,0.0660606,0.434053,7.00457,6.57052,0.0692914,0.136584,2.10774,1.97116,0.0669707,0.264019,4.20633,3.94231,-0.0275548,-0.0543149,1.91684,1.97116,-0.0265558,-0.0174485,0.639603,0.657052,-0.0272286,-0.0298177,1.06527,1.09509,-0.0281228,-0.0431157,1.49001,1.53312
180,0.0664942,0.436901,7.00742,6.57052,0.0697745,0.137536,2.10869,1.97116,0.0674351,0.26585,4.20816,3.94231,-0.0277439,-0.0546875,1.91647,1.97116,-0.0267038,-0.0175458,0.639506,0.657052,-0.027398,-0.0300032,1.06508,1.09509,-0.0283275,-0.0434295,1.48969,1.53312
181,0.0669475,0.43988,7.0104,6.57052,0.0702596,0.138493,2.10965,1.97116,0.067908,0.267714,4.21003,3.94231,-0.0279728,-0.0551388,1.91602,1.97116,-0.0269453,-0.0177045,0.639347,0.657052,-0.0276625,-0.0302928,1.06479,1.09509,-0.0285056,-0.0437025,1.48942,1.53312
182,0.0673792,0.442716,7.01324,6.57052,0.070679,0.139319,2.11047,1.97116,0.068394,0.26963,4.21194,3.94231,-0.0281579,-0.0555036,1.91565,1.97116,-0.0272033,-0.017874,0.639178,0.657052,-0.0278002,-0.0304436,1.06464,1.09509,-0.0287097,-0.0440154,1.48911,1.53312
183,0.067869,0.445934,7.01645,6.57052,0.0712617,0.140468,2.11162,1.97116,0.0688789,0.271542,4.21385,3.94231,-0.0283572,-0.0558965,1.91526,1.97116,-0.0274212,-0.0180171,0.639035,0.657052,-0.0280021,-0.0306648,1.06442,1.09509,-0.0289219,-0.0443407,1.48878,1.53312
184,0.0682664,0.448546,7.01907,6.57052,0.0716842,0.141301,2.11246,1.97116,0.0692845,0.273141,4.21545,3.94231,-0.0285262,-0.0562296,1.91493,1.97116,-0.0275268,-0.0180866,0.638965,0.657052,-0.0283203,-0.0310132,1.06407,1.09509,-0.0290511,-0.0445388,1.48858,1.53312
185,0.0687852,0.451955,7.02247,6.57052,0.0722406,0.142397,2.11355,1.97116,0.0698038,0.275188,4.2175,3.94231,-0.0287538,-0.0566783,1.91448,1.97116,-0.0277735,-0.0182486,0.638803,0.657052,-0.0284355,-0.0311394,1.06395,1.09509,-0.0292867,-0.0449001,1.48822,1.53312
186,0.0692267,0.454855,7.02537,6.57052,0.0726916,0.143287,2.11444,1.97116,0.0702847,0.277084,4.2194,3.94231,-0.0289377,-0.0570408,1.91412,1.97116,-0.028048,-0.018429,0.638623,0.657052,-0.0286993,-0.0314282,1.06366,1.09509,-0.02946,-0.0451657,1.48796,1.53312
187,0.0696947,0.457931,7.02845,6.57052,0.0731965,0.144282,2.11544,1.97116,0.0707413,0.278884,4.2212,3.94231,-0.0291167,-0.0573936,1.91376,1.97116,-0.0282807,-0.0185819,0.63847,0.657052,-0.0289578,-0.0317113,1.06338,1.09509,-0.029652,-0.0454602,1.48766,1.53312
188,0.0701605,0.460991,7.03151,6.57052,0.0737022,0.145278,2.11643,1.97116,0.0712206,0.280774,4.22309,3.94231,-0.029286,-0.0577273,1.91343,1.97116,-0.0282559,-0.0185656,0.638486,0.657052,-0.0291492,-0.0319208,1.06317,1.09509,-0.0297992,-0.0456858,1.48744,1.53312
189,0.0706216,0.464021,7.03454,6.57052,0.0742284,0.146316,2.11747,1.97116,0.0716911,0.282629,4.22494,3.94231,-0.029509,-0.0581668,1.91299,1.97116,-0.0283938,-0.0186562,0.638396,0.657052,-0.0293658,-0.0321581,1.06293,1.09509,-0.0299811,-0.0459647,1.48716,1.53312
190,0.0710725,0.466983,7.0375,6.57052,0.0747281,0.147301,2.11846,1.97116,0.0721647,0.284496,4.22681,3.94231,-0.0296981,-0.0585396,1.91262,1.97116,-0.0287043,-0.0188602,0.638192,0.657052,-0.0295552,-0.0323655,1.06272,1.09509,-0.0301532,-0.0462285,1.48689,1.53312
191,0.0715224,0.469939,7.04046,6.57052,0.0752493,0.148328,2.11948,1.97116,0.0726093,0.286248,4.22856,3.94231,-0.0298859,-0.0589099,1.91225,1.97116,-0.0290146,-0.0190641,0.637988,0.657052,-0.0298336,-0.0326703,1.06242,1.09509,-0.0303362,-0.0465091,1.48661,1.53312
192,0.0719892,0.473006,7.04353,6.57052,0.0757575,0.14933,2.12049,1.97116,0.0731308,0.288304,4.23062,3.94231,-0.0300925,-0.059317,1.91184,1.97116,-0.0290672,-0.0190986,0.637953,0.657052,-0.0300051,-0.0328582,1.06223,1.09509,-0.0305326,-0.0468101,1.48631,1.53312
193,0.0724541,0.476061,7.04658,6.57052,0.0762847,0.150369,2.12152,1.97116,0.0736158,0.290216,4.23253,3.94231,-0.0302559,-0.0596391,1.91152,1.97116,-0.0293676,-0.019296,0.637756,0.657052,-0.0301993,-0.0330709,1.06202,1.09509,-0.0307526,-0.0471475,1.48597,1.53312
194,0.0729068,0.479036,7.04956,6.57052,0.0767737,0.151333,2.12249,1.97116,0.0740655,0.291989,4.2343,3.94231,-0.03048,-0.0600808,1.91108,1.97116,-0.0295804,-0.0194359,0.637616,0.657052,-0.0304034,-0.0332943,1.06179,1.09509,-0.0309451,-0.0474426,1.48568,1.53312
195,0.0733885,0.482201,7.05272,6.57052,0.0772966,0.152364,2.12352,1.97116,0.0745463,0.293885,4.2362,3.94231,-0.0306798,-0.0604748,1.91068,1.97116,-0.0298618,-0.0196208,0.637431,0.657052,-0.0305951,-0.0335043,1.06158,1.09509,-0.0311688,-0.0477856,1.48534,1.53312
196,0.0738474,0.485216,7.05574,6.57052,0.0777872,0.153331,2.12449,1.97116,0.0750534,0.295884,4.2382,3.94231,-0.030897,-0.0609028,1.91025,1.97116,-0.0299528,-0.0196805,0.637371,0.657052,-0.0308129,-0.0337428,1.06134,1.09509,-0.031365,-0.0480863,1.48504,1.53312
197,0.0743165,0.488298,7.05882,6.57052,0.078282,0.154306,2.12546,1.97116,0.0755192,0.29772,4.24003,3.94231,-0.031084,-0.0612715,1.90988,1.97116,-0.0301011,-0.019778,0.637274,0.657052,-0.0309934,-0.0339404,1.06115,1.09509,-0.0315541,-0.0483763,1.48475,1.53312
198,0.0747691,0.491272,7.06179,6.57052,0.0788115,0.15535,2.12651,1.97116,0.0760053,0.299636,4.24195,3.94231,-0.0312892,-0.0616758,1.90948,1.97116,-0.0303713,-0.0199555,0.637096,0.657052,-0.0311877,-0.0341532,1.06093,1.09509,-0.0317063,-0.0486096,1.48451,1.53312
199,0.0752426,0.494383,7.0649,6.57052,0.079303,0.156319,2.12747,1.97116,0.0764841,0.301524,4.24384,3.94231,-0.0314766,-0.0620453,1.90911,1.97116,-0.030438,-0.0199993,0.637053,0.657052,-0.0314146,-0.0344017,1.06069,1.09509,-0.0319468,-0.0489784,1.48414,1.53312
200,0.0756986,0.497379,7.0679,6.57052,0.0798061,0.15731,2.12847,1.97116,0.0769895,0.303517,4.24583,3.94231,-0.0317102,-0.0625058,1.90865,1.97116,-0.0307314,-0.0201921,0.63686,0.657052,-0.0316265,-0.0346337,1.06045,1.09509,-0.0320805,-0.0491834,1.48394,1.53312
201,0.0761734,0.500499,7.07102,6.57052,0.0802947,0.158273,2.12943,1.97116,0.0774566,0.305358,4.24767,3.94231,-0.0318847,-0.0628497,1.90831,1.97116,-0.0307608,-0.0202114,0.636841,0.657052,-0.0318464,-0.0348746,1.06021,1.09509,-0.0323128,-0.0495395,1.48358,1.53312
202,0.0766316,0.503509,7.07403,6.57052,0.0808564,0.15938,2.13054,1.97116,0.0779421,0.307272,4.24958,3.94231,-0.0321014,-0.063277,1.90788,1.97116,-0.0310023,-0.0203701,0.636682,0.657052,-0.0320262,-0.0350715,1.06002,1.09509,-0.0325931,-0.0499692,1.48315,1.53312
203,0.0771014,0.506596,7.07712,6.57052,0.0813098,0.160274,2.13143,1.97116,0.07845,0.309275,4.25159,3.94231,-0.0322777,-0.0636243,1.90753,1.97116,-0.0313276,-0.0205839,0.636468,0.657052,-0.0322236,-0.0352876,1.0598,1.09509,-0.0327115,-0.0501507,1.48297,1.53312
204,0.0775515,0.509553,7.08007,6.57052,0.0818335,0.161307,2.13246,1.97116,0.0789349,0.311186,4.2535,3.94231,-0.0325006,-0.0640637,1.90709,1.97116,-0.0313936,-0.0206272,0.636425,0.657052,-0.0323888,-0.0354686,1.05962,1.09509,-0.0329135,-0.0504604,1.48266,1.53312
205,0.0780366,0.512741,7.08326,6.57052,0.0823524,0.162329,2.13348,1.97116,0.0794075,0.313049,4.25536,3.94231,-0.0326697,-0.0643971,1.90676,1.97116,-0.0316576,-0.0208007,0.636251,0.657052,-0.0326702,-0.0357767,1.05931,1.09509,-0.0331131,-0.0507664,1.48235,1.53312
206,0.0785083,0.515841,7.08636,6.57052,0.0828504,0.163311,2.13447,1.97116,0.0799243,0.315087,4.2574,3.94231,-0.0329364,-0.0649228,1.90623,1.97116,-0.0318424,-0.0209221,0.63613,0.657052,-0.0329527,-0.0360861,1.059,1.09509,-0.0333272,-0.0510946,1.48203,1.53312
207,0.0789576,0.518793,7.08931,6.57052,0.0833935,0.164382,2.13554,1.97116,0.0803847,0.316902,4.25921,3.94231,-0.0331138,-0.0652725,1.90588,1.97116,-0.0319083,-0.0209654,0.636087,0.657052,-0.0330465,-0.0361887,1.0589,1.09509,-0.0335549,-0.0514437,1.48168,1.53312
208,0.0794509,0.522034,7.09255,6.57052,0.0838533,0.165288,2.13644,1.97116,0.0808952,0.318914,4.26123,3.94231,-0.0333138,-0.0656668,1.90549,1.97116,-0.0321189,-0.0211038,0.635948,0.657052,-0.0333115,-0.036479,1.05861,1.09509,-0.0337501,-0.051743,1.48138,1.53312
209,0.0799069,0.52503,7.09555,6.57052,0.0844021,0.16637,2.13753,1.97116,0.0813708,0.320789,4.2631,3.94231,-0.0334768,-0.0659879,1.90517,1.97116,-0.0324189,-0.0213009,0.635751,0.657052,-0.0334127,-0.0365898,1.0585,1.09509,-0.0339224,-0.0520072,1.48111,1.53312
210,0.0803661,0.528047,7.09857,6.57052,0.0849582,0.167466,2.13862,1.97116,0.0818903,0.322837,4.26515,3.94231,-0.0336805,-0.0663895,1.90477,1.97116,-0.0324529,-0.0213233,0.635729,0.657052,-0.0336131,-0.0368092,1.05828,1.09509,-0.0341625,-0.0523752,1.48075,1.53312
211,0.0808469,0.531206,7.10173,6.57052,0.0854106,0.168358,2.13951,1.97116,0.0823677,0.324719,4.26703,3.94231,-0.0338882,-0.0667989,1.90436,1.97116,-0.0327149,-0.0214954,0.635557,0.657052,-0.0338707,-0.0370914,1.058,1.09509,-0.0343403,-0.0526479,1.48047,1.53312
212,0.0813536,0.534535,7.10505,6.57052,0.0859676,0.169456,2.14061,1.97116,0.0829167,0.326883,4.2692,3.94231,-0.0341183,-0.0672524,1.9039,1.97116,-0.0328357,-0.0215748,0.635477,0.657052,-0.0340662,-0.0373054,1.05778,1.09509,-0.0345351,-0.0529465,1.48017,1.53312
213,0.0818296,0.537663,7.10818,6.57052,0.0864517,0.17041,2.14157,1.97116,0.0833972,0.328778,4.27109,3.94231,-0.0342952,-0.0676013,1.90355,1.97116,-0.0331092,-0.0217545,0.635297,0.657052,-0.0342177,-0.0374713,1.05762,1.09509,-0.0347219,-0.0532329,1.47989,1.53312
214,0.0822382,0.540348,7.11087,6.57052,0.0869171,0.171327,2.14248,1.97116,0.0838126,0.330416,4.27273,3.94231,-0.0345044,-0.0680135,1.90314,1.97116,-0.0334088,-0.0219513,0.635101,0.657052,-0.034399,-0.0376699,1.05742,1.09509,-0.0349592,-0.0535967,1.47952,1.53312
215,0.0827486,0.543701,7.11422,6.57052,0.0874502,0.172378,2.14353,1.97116,0.084358,0.332566,4.27488,3.94231,-0.0346881,-0.0683756,1.90278,1.97116,-0.0335516,-0.0220452,0.635007,0.657052,-0.0346973,-0.0379966,1.05709,1.09509,-0.03514,-0.053874,1.47925,1.53312
216,0.0832262,0.546839,7.11736,6.57052,0.0879921,0.173446,2.1446,1.97116,0.0848557,0.334528,4.27684,3.94231,-0.0348864,-0.0687665,1.90239,1.97116,-0.0336014,-0.0220779,0.634974,0.657052,-0.0348451,-0.0381584,1.05693,1.09509,-0.0353711,-0.0542282,1.47889,1.53312
217,0.0836842,0.549849,7.12037,6.57052,0.0884566,0.174362,2.14552,1.97116,0.0853474,0.336466,4.27878,3.94231,-0.0350726,-0.0691337,1.90202,1.97116,-0.0338196,-0.0222213,0.634831,0.657052,-0.0350859,-0.0384221,1.05666,1.09509,-0.0355434,-0.0544923,1.47863,1.53312
218,0.0841641,0.553002,7.12352,6.57052,0.0889971,0.175427,2.14658,1.97116,0.0858723,0.338535,4.28085,3.94231,-0.035275,-0.0695325,1.90162,1.97116,-0.0342337,-0.0224933,0.634559,0.657052,-0.035274,-0.0386281,1.05646,1.09509,-0.0357393,-0.0547926,1.47833,1.53312
219,0.0846433,0.556151,7.12667,6.57052,0.0894707,0.176361,2.14752,1.97116,0.0863487,0.340414,4.28273,3.94231,-0.0354925,-0.0699613,1.90119,1.97116,-0.0342998,-0.0225368,0.634515,0.657052,-0.0354622,-0.0388342,1.05625,1.09509,-0.035957,-0.0551265,1.47799,1.53312
220,0.0851092,0.559211,7.12973,6.57052,0.089969,0.177343,2.1485,1.97116,0.0868566,0.342416,4.28473,3.94231,-0.0357198,-0.0704092,1.90075,1.97116,-0.0344583,-0.0226409,0.634411,0.657052,-0.0356624,-0.0390534,1.05603,1.09509,-0.0361355,-0.0554001,1.47772,1.53312
221,0.0855723,0.562254,7.13277,6.57052,0.0904815,0.178353,2.14951,1.97116,0.0873517,0.344368,4.28668,3.94231,-0.0359213,-0.0708065,1.90035,1.97116,-0.0345358,-0.0226918,0.63436,0.657052,-0.0358297,-0.0392366,1.05585,1.09509,-0.0363609,-0.0557456,1.47738,1.53312
222,0.086074,0.565551,7.13607,6.57052,0.091003,0.179381,2.15054,1.97116,0.0878355,0.346275,4.28859,3.94231,-0.036136,-0.0712297,1.89993,1.97116,-0.0347799,-0.0228522,0.6342,0.657052,-0.0360684,-0.039498,1.05559,1.09509,-0.0365499,-0.0560355,1.47709,1.53312
223,0.0865349,0.568579,7.1391,6.57052,0.091577,0.180512,2.15167,1.97116,0.0883484,0.348297,4.29061,3.94231,-0.0363702,-0.0716914,1.89946,1.97116,-0.034933,-0.0229528,0.634099,0.657052,-0.0363023,-0.0397542,1.05533,1.09509,-0.036743,-0.0563315,1.47679,1.53312
224,0.086996,0.571609,7.14213,6.57052,0.0920546,0.181454,2.15261,1.97116,0.088824,0.350172,4.29248,3.94231,-0.0365443,-0.0720345,1.89912,1.97116,-0.0352254,-0.0231449,0.633907,0.657052,-0.0364862,-0.0399555,1.05513,1.09509,-0.0369266,-0.0566129,1.47651,1.53312
225,0.0874781,0.574777,7.1453,6.57052,0.0925755,0.182481,2.15364,1.97116,0.0893499,0.352245,4.29456,3.94231,-0.0368097,-0.0725576,1.8986,1.97116,-0.0352819,-0.0231821,0.63387,0.657052,-0.0367225,-0.0402143,1.05487,1.09509,-0.03712,-0.0569095,1.47621,1.53312
226,0.0879512,0.577885,7.1484,6.57052,0.0930825,0.18348,2.15464,1.97116,0.0898403,0.354178,4.29649,3.94231,-0.0370359,-0.0730036,1.89815,1.97116,-0.0355284,-0.023344,0.633708,0.657052,-0.036935,-0.040447,1.05464,1.09509,-0.0374178,-0.0573661,1.47576,1.53312
227,0.0883713,0.580645,7.15117,6.57052,0.0935245,0.184351,2.15551,1.97116,0.0903026,0.356001,4.29831,3.94231,-0.0374014,-0.073724,1.89743,1.97116,-0.0357498,-0.0234895,0.633562,0.657052,-0.0371629,-0.0406966,1.05439,1.09509,-0.0376343,-0.057698,1.47542,1.53312
228,0.088973,0.584599,7.15512,6.57052,0.0941979,0.185679,2.15683,1.97116,0.0909242,0.358451,4.30076,3.94231,-0.037361,-0.0736443,1.89751,1.97116,-0.0359296,-0.0236076,0.633444,0.657052,-0.0373062,-0.0408535,1.05423,1.09509,-0.0376987,-0.0577966,1.47532,1.53312
229,0.0893744,0.587236,7.15776,6.57052,0.0946261,0.186523,2.15768,1.97116,0.0913696,0.360207,4.30252,3.94231,-0.0376577,-0.0742293,1.89693,1.97116,-0.0360746,-0.0237029,0.633349,0.657052,-0.037552,-0.0411227,1.05396,1.09509,-0.0379089,-0.058119,1.475,1.53312
230,0.0898504,0.590364,7.16088,6.57052,0.0951416,0.187539,2.15869,1.97116,0.0918699,0.36218,4.30449,3.94231,-0.0378537,-0.0746155,1.89654,1.97116,-0.0364333,-0.0239386,0.633113,0.657052,-0.0376854,-0.0412688,1.05382,1.09509,-0.0381156,-0.0584358,1.47469,1.53312
231,0.0903192,0.593444,7.16396,6.57052,0.0956506,0.188542,2.1597,1.97116,0.0923767,0.364178,4.30649,3.94231,-0.0380825,-0.0750666,1.89609,1.97116,-0.0364872,-0.023974,0.633078,0.657052,-0.0378885,-0.0414912,1.0536,1.09509,-0.0382813,-0.0586898,1.47443,1.53312
232,0.0907915,0.596548,7.16707,6.57052,0.0962127,0.18965,2.16081,1.97116,0.0928872,0.36619,4.3085,3.94231,-0.0382879,-0.0754715,1.89568,1.97116,-0.0365366,-0.0240064,0.633045,0.657052,-0.0381131,-0.0417372,1.05335,1.09509,-0.0385086,-0.0590384,1.47408,1.53312
233,0.091298,0.599876,7.17039,6.57052,0.0967674,0.190744,2.1619,1.97116,0.0934106,0.368254,4.31057,3.94231,-0.0384996,-0.0758887,1.89527,1.97116,-0.0368593,-0.0242185,0.632833,0.657052,-0.0383323,-0.0419772,1.05311,1.09509,-0.0387267,-0.0593728,1.47375,1.53312
234,0.0917829,0.603061,7.17358,6.57052,0.097273,0.19174,2.1629,1.97116,0.0939051,0.370203,4.31252,3.94231,-0.0387257,-0.0763343,1.89482,1.97116,-0.0370576,-0.0243488,0.632703,0.657052,-0.0385124,-0.0421745,1.05291,1.09509,-0.038914,-0.0596598,1.47346,1.53312
235,0.0922724,0.606278,7.1768,6.57052,0.0978594,0.192896,2.16405,1.97116,0.094443,0.372324,4.31464,3.94231,-0.0389001,-0.0766782,1.89448,1.97116,-0.0372174,-0.0244538,0.632598,0.657052,-0.0387303,-0.042413,1.05267,1.09509,-0.0390844,-0.0599212,1.4732,1.53312
236,0.0927268,0.609263,7.17978,6.57052,0.0983677,0.193898,2.16505,1.97116,0.0949476,0.374313,4.31663,3.94231,-0.0391548,-0.0771802,1.89398,1.97116,-0.0374588,-0.0246124,0.63244,0.657052,-0.0388862,-0.0425837,1.0525,1.09509,-0.0392639,-0.0601963,1.47292,1.53312
237,0.0932065,0.612415,7.18293,6.57052,0.0989143,0.194975,2.16613,1.97116,0.0954717,0.376379,4.31869,3.94231,-0.0393558,-0.0775764,1.89358,1.97116,-0.0376701,-0.0247512,0.632301,0.657052,-0.0391547,-0.0428777,1.05221,1.09509,-0.0394922,-0.0605464,1.47257,1.53312
