"E0",,,,,"E1",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
68,0.0179361,0.11785,6.68837,6.57052,0.0184547,0.036377,2.00753,1.97116,0.018146,0.071537,4.01385,3.94231,-0.00716689,-0.0141271,1.95703,1.97116,-0.00774244,-0.00508718,0.651965,0.657052,-0.00728873,-0.00798179,1.0871,1.09509,-0.00786666,-0.0120605,1.52106,1.53312
69,0.0183401,0.120504,6.69102,6.57052,0.0187904,0.0370388,2.00819,1.97116,0.0185925,0.0732976,4.01561,3.94231,-0.00734237,-0.014473,1.95668,1.97116,-0.00765108,-0.00502716,0.652025,0.657052,-0.00749573,-0.00820848,1.08688,1.09509,-0.00801364,-0.0122859,1.52084,1.53312
70,0.0187408,0.123137,6.69366,6.57052,0.0192252,0.0378959,2.00905,1.97116,0.0190043,0.074921,4.01723,3.94231,-0.00751174,-0.0148068,1.95635,1.97116,-0.00793163,-0.00521149,0.65184,0.657052,-0.00764368,-0.00837049,1.08672,1.09509,-0.00821828,-0.0125996,1.52052,1.53312
71,0.0191533,0.125847,6.69637,6.57052,0.0196715,0.0387757,2.00993,1.97116,0.0194258,0.0765826,4.01889,3.94231,-0.00767741,-0.0151334,1.95602,1.97116,-0.00795697,-0.00522814,0.651824,0.657052,-0.00779141,-0.00853227,1.08655,1.09509,-0.00840466,-0.0128854,1.52024,1.53312
72,0.0195443,0.128416,6.69894,6.57052,0.0200881,0.0395967,2.01075,1.97116,0.0198088,0.0780926,4.0204,3.94231,-0.00788782,-0.0155481,1.95561,1.97116,-0.00820021,-0.00538797,0.651664,0.657052,-0.0079265,-0.0086802,1.08641,1.09509,-0.00860762,-0.0131965,1.51992,1.53312
73,0.0199611,0.131155,6.70167,6.57052,0.0205074,0.0404233,2.01158,1.97116,0.0202694,0.0799081,4.02222,3.94231,-0.00811069,-0.0159874,1.95517,1.97116,-0.00848836,-0.00557729,0.651475,0.657052,-0.0081165,-0.00888827,1.0862,1.09509,-0.00878911,-0.0134748,1.51965,1.53312
74,0.0203915,0.133983,6.7045,6.57052,0.0209537,0.041303,2.01246,1.97116,0.0206571,0.0814367,4.02375,3.94231,-0.00821765,-0.0161983,1.95496,1.97116,-0.00855676,-0.00562224,0.65143,0.657052,-0.00826635,-0.00905237,1.08603,1.09509,-0.00900475,-0.0138054,1.51932,1.53312
75,0.0207865,0.136578,6.7071,6.57052,0.0213815,0.0421462,2.0133,1.97116,0.0210786,0.0830986,4.02541,3.94231,-0.00835483,-0.0164687,1.95469,1.97116,-0.00877712,-0.00576702,0.651285,0.657052,-0.00848412,-0.00929084,1.0858,1.09509,-0.00913285,-0.0140018,1.51912,1.53312
76,0.021192,0.139242,6.70976,6.57052,0.0217619,0.0428962,2.01405,1.97116,0.0214666,0.0846282,4.02694,3.94231,-0.00859581,-0.0169437,1.95421,1.97116,-0.00878325,-0.00577105,0.651281,0.657052,-0.00856084,-0.00937486,1.08571,1.09509,-0.00930852,-0.0142711,1.51885,1.53312
77,0.0216073,0.141971,6.71249,6.57052,0.0222255,0.04381,2.01497,1.97116,0.021908,0.0863683,4.02868,3.94231,-0.00873785,-0.0172237,1.95393,1.97116,-0.00895088,-0.00588119,0.651171,0.657052,-0.00880079,-0.00963763,1.08545,1.09509,-0.00954778,-0.0146379,1.51848,1.53312
78,0.0219909,0.144492,6.71501,6.57052,0.0226715,0.044689,2.01584,1.97116,0.0223193,0.0879895,4.0303,3.94231,-0.00891847,-0.0175797,1.95358,1.97116,-0.00922451,-0.00606098,0.650991,0.657052,-0.00906586,-0.0099279,1.08516,1.09509,-0.00970196,-0.0148743,1.51825,1.53312
79,0.022425,0.147344,6.71786,6.57052,0.0231357,0.0456041,2.01676,1.97116,0.0227369,0.089636,4.03195,3.94231,-0.0090727,-0.0178837,1.95327,1.97116,-0.00920169,-0.00604599,0.651006,0.657052,-0.00925526,-0.0101353,1.08495,1.09509,-0.00982824,-0.0150679,1.51805,1.53312
80,0.0229397,0.150726,6.72125,6.57052,0.0235956,0.0465106,2.01767,1.97116,0.0232274,0.0915696,4.03388,3.94231,-0.00924023,-0.0182139,1.95294,1.97116,-0.0094481,-0.00620789,0.650844,0.657052,-0.00946365,-0.0103635,1.08472,1.09509,-0.0100689,-0.0154368,1.51768,1.53312
81,0.0232332,0.152655,6.72317,6.57052,0.0239273,0.0471645,2.01832,1.97116,0.0235378,0.0927932,4.03511,3.94231,-0.00941935,-0.018567,1.95259,1.97116,-0.00957522,-0.00629141,0.650761,0.657052,-0.00958345,-0.0104947,1.08459,1.09509,-0.0102207,-0.0156695,1.51745,1.53312
82,0.023611,0.155137,6.72566,6.57052,0.0243882,0.0480729,2.01923,1.97116,0.0239382,0.0943718,4.03668,3.94231,-0.00958641,-0.0188963,1.95226,1.97116,-0.00964625,-0.00633809,0.650714,0.657052,-0.00978534,-0.0107158,1.08437,1.09509,-0.0104158,-0.0159687,1.51715,1.53312
83,0.0240685,0.158143,6.72866,6.57052,0.0247839,0.0488529,2.02001,1.97116,0.0243937,0.0961676,4.03848,3.94231,-0.00989106,-0.0194968,1.95166,1.97116,-0.00995928,-0.00654376,0.650508,0.657052,-0.00995381,-0.0109003,1.08419,1.09509,-0.0106295,-0.0162963,1.51683,1.53312
84,0.0244939,0.160938,6.73146,6.57052,0.0252489,0.0497695,2.02093,1.97116,0.0248359,0.0979109,4.04022,3.94231,-0.0101106,-0.0199296,1.95123,1.97116,-0.0102243,-0.00671789,0.650334,0.657052,-0.0101818,-0.0111499,1.08394,1.09509,-0.0108085,-0.0165707,1.51655,1.53312
85,0.0249215,0.163747,6.73427,6.57052,0.0257335,0.0507248,2.02188,1.97116,0.0252386,0.0994984,4.04181,3.94231,-0.0102822,-0.0202678,1.95089,1.97116,-0.0102881,-0.0067598,0.650292,0.657052,-0.0103335,-0.0113161,1.08377,1.09509,-0.010999,-0.0168629,1.51626,1.53312
86,0.0253304,0.166434,6.73695,6.57052,0.0260765,0.0514007,2.02256,1.97116,0.0256517,0.101127,4.04344,3.94231,-0.0104015,-0.020503,1.95065,1.97116,-0.010455,-0.00686948,0.650182,0.657052,-0.0104396,-0.0114323,1.08365,1.09509,-0.011155,-0.0171019,1.51602,1.53312
87,0.0257647,0.169288,6.73981,6.57052,0.0265024,0.0522403,2.0234,1.97116,0.0260755,0.102798,4.04511,3.94231,-0.0105787,-0.0208524,1.9503,1.97116,-0.0106027,-0.00696652,0.650085,0.657052,-0.0106461,-0.0116584,1.08343,1.09509,-0.0113537,-0.0174066,1.51571,1.53312
88,0.0261769,0.171996,6.74252,6.57052,0.0269552,0.0531329,2.02429,1.97116,0.0264749,0.104372,4.04668,3.94231,-0.0107355,-0.0211614,1.94999,1.97116,-0.0109131,-0.00717049,0.649881,0.657052,-0.0108421,-0.011873,1.08321,1.09509,-0.0115128,-0.0176505,1.51547,1.53312
89,0.0266128,0.17486,6.74538,6.57052,0.027392,0.053994,2.02515,1.97116,0.0268898,0.106008,4.04832,3.94231,-0.0109171,-0.0215194,1.94964,1.97116,-0.0110797,-0.00727994,0.649772,0.657052,-0.0109511,-0.0119924,1.08309,1.09509,-0.0116661,-0.0178855,1.51524,1.53312
90,0.0270049,0.177436,6.74796,6.57052,0.0278756,0.054947,2.0261,1.97116,0.0273108,0.107668,4.04998,3.94231,-0.0110496,-0.0217805,1.94938,1.97116,-0.0112263,-0.00737623,0.649676,0.657052,-0.0111516,-0.012212,1.08287,1.09509,-0.0118798,-0.0182132,1.51491,1.53312
91,0.0274445,0.180325,6.75084,6.57052,0.028332,0.0558467,2.027,1.97116,0.0277111,0.109246,4.05156,3.94231,-0.0112127,-0.022102,1.94905,1.97116,-0.0114707,-0.00753687,0.649515,0.657052,-0.0112863,-0.0123595,1.08273,1.09509,-0.0120778,-0.0185168,1.5146,1.53312
92,0.0278476,0.182973,6.75349,6.57052,0.0287329,0.056637,2.02779,1.97116,0.0281358,0.11092,4.05323,3.94231,-0.0113775,-0.0224269,1.94873,1.97116,-0.0115636,-0.00759786,0.649454,0.657052,-0.0114391,-0.0125268,1.08256,1.09509,-0.0122611,-0.0187978,1.51432,1.53312
93,0.0282742,0.185776,6.7563,6.57052,0.0291722,0.057503,2.02866,1.97116,0.028598,0.112742,4.05505,3.94231,-0.0115249,-0.0227173,1.94844,1.97116,-0.0116813,-0.00767525,0.649377,0.657052,-0.0116351,-0.0127414,1.08235,1.09509,-0.0124494,-0.0190865,1.51403,1.53312
94,0.0286905,0.188511,6.75903,6.57052,0.0296029,0.0583519,2.02951,1.97116,0.0290194,0.114404,4.05672,3.94231,-0.0117067,-0.0230757,1.94808,1.97116,-0.0118053,-0.00775667,0.649295,0.657052,-0.0117687,-0.0128877,1.0822,1.09509,-0.0126607,-0.0194103,1.51371,1.53312
95,0.0290882,0.191125,6.76164,6.57052,0.0300352,0.059204,2.03036,1.97116,0.0294153,0.115964,4.05828,3.94231,-0.0118833,-0.0234238,1.94773,1.97116,-0.0120787,-0.00793634,0.649116,0.657052,-0.0119972,-0.013138,1.08195,1.09509,-0.0128039,-0.0196299,1.51349,1.53312
96,0.0295511,0.194166,6.76469,6.57052,0.0305399,0.0601989,2.03135,1.97116,0.0298633,0.117731,4.06004,3.94231,-0.0120829,-0.0238173,1.94734,1.97116,-0.0121366,-0.00797438,0.649078,0.657052,-0.0121462,-0.0133012,1.08179,1.09509,-0.0129939,-0.0199212,1.5132,1.53312
97,0.029973,0.196938,6.76746,6.57052,0.0309509,0.0610091,2.03216,1.97116,0.0302776,0.119364,4.06168,3.94231,-0.0122362,-0.0241194,1.94704,1.97116,-0.0124535,-0.00818259,0.648869,0.657052,-0.0123819,-0.0135592,1.08153,1.09509,-0.0131518,-0.0201633,1.51296,1.53312
98,0.0304034,0.199766,6.77029,6.57052,0.031392,0.0618785,2.03303,1.97116,0.030727,0.121135,4.06345,3.94231,-0.0124226,-0.024487,1.94667,1.97116,-0.0125627,-0.00825432,0.648798,0.657052,-0.0125767,-0.0137726,1.08131,1.09509,-0.013353,-0.0204718,1.51265,1.53312
99,0.0308296,0.202566,6.77309,6.57052,0.0318579,0.0627969,2.03395,1.97116,0.0311534,0.122817,4.06513,3.94231,-0.012575,-0.0247873,1.94637,1.97116,-0.0127498,-0.00837726,0.648675,0.657052,-0.0127771,-0.013992,1.08109,1.09509,-0.0135358,-0.020752,1.51237,1.53312
100,0.031257,0.205374,6.77589,6.57052,0.0322921,0.0636528,2.03481,1.97116,0.0315689,0.124454,4.06677,3.94231,-0.0127558,-0.0251438,1.94601,1.97116,-0.0130289,-0.00856068,0.648491,0.657052,-0.0129274,-0.0141566,1.08093,1.09509,-0.0136805,-0.0209738,1.51215,1.53312
101,0.0316678,0.208074,6.77859,6.57052,0.0327384,0.0645326,2.03569,1.97116,0.0320187,0.126228,4.06854,3.94231,-0.0129224,-0.025472,1.94568,1.97116,-0.0130072,-0.00854641,0.648506,0.657052,-0.0130988,-0.0143444,1.08074,1.09509,-0.0139037,-0.021316,1.51181,1.53312
102,0.0321082,0.210968,6.78149,6.57052,0.0331852,0.0654131,2.03657,1.97116,0.0324521,0.127936,4.07025,3.94231,-0.0131354,-0.0258919,1.94526,1.97116,-0.0130955,-0.00860441,0.648448,0.657052,-0.0133445,-0.0146133,1.08047,1.09509,-0.014076,-0.0215803,1.51154,1.53312
103,0.032524,0.213699,6.78422,6.57052,0.0336823,0.066393,2.03755,1.97116,0.0328865,0.129649,4.07196,3.94231,-0.013356,-0.0263267,1.94483,1.97116,-0.0133651,-0.00878156,0.64827,0.657052,-0.0134502,-0.0147291,1.08036,1.09509,-0.0142867,-0.0219033,1.51122,1.53312
104,0.0329567,0.216542,6.78706,6.57052,0.0341453,0.0673058,2.03846,1.97116,0.0333198,0.131357,4.07367,3.94231,-0.0135174,-0.026645,1.94451,1.97116,-0.0134322,-0.00882567,0.648226,0.657052,-0.0135546,-0.0148434,1.08024,1.09509,-0.0144191,-0.0221062,1.51102,1.53312
105,0.0333911,0.219397,6.78992,6.57052,0.0346114,0.0682244,2.03938,1.97116,0.0337726,0.133142,4.07545,3.94231,-0.0137199,-0.0270441,1.94411,1.97116,-0.0137651,-0.00904437,0.648008,0.657052,-0.0137128,-0.0150167,1.08007,1.09509,-0.0146612,-0.0224774,1.51064,1.53312
106,0.0337985,0.222074,6.79259,6.57052,0.0350573,0.0691035,2.04026,1.97116,0.03418,0.134748,4.07706,3.94231,-0.0138771,-0.0273539,1.9438,1.97116,-0.0138495,-0.00909981,0.647952,0.657052,-0.0138555,-0.015173,1.07991,1.09509,-0.0148429,-0.0227559,1.51037,1.53312
107,0.0341962,0.224687,6.79521,6.57052,0.0354234,0.069825,2.04098,1.97116,0.0345671,0.136274,4.07859,3.94231,-0.0140376,-0.0276703,1.94349,1.97116,-0.0141095,-0.00927067,0.647781,0.657052,-0.014017,-0.0153499,1.07974,1.09509,-0.0149798,-0.0229658,1.51016,1.53312
108,0.0346586,0.227725,6.79824,6.57052,0.035895,0.0707546,2.04191,1.97116,0.0350417,0.138145,4.08046,3.94231,-0.014234,-0.0280574,1.9431,1.97116,-0.0141649,-0.0093071,0.647745,0.657052,-0.01427,-0.0156269,1.07946,1.09509,-0.0151955,-0.0232966,1.50982,1.53312
109,0.0350962,0.2306,6.80112,6.57052,0.0363893,0.071729,2.04288,1.97116,0.0354613,0.1398,4.08211,3.94231,-0.0144027,-0.0283899,1.94277,1.97116,-0.014296,-0.00939323,0.647659,0.657052,-0.0143348,-0.0156978,1.07939,1.09509,-0.0153523,-0.0235369,1.50958,1.53312
110,0.0355043,0.233282,6.8038,6.57052,0.0367889,0.0725166,2.04367,1.97116,0.035837,0.141281,4.08359,3.94231,-0.0145272,-0.0286353,1.94252,1.97116,-0.0145434,-0.00955574,0.647496,0.657052,-0.0145347,-0.0159167,1.07917,1.09509,-0.0155444,-0.0238315,1.50929,1.53312
111,0.0359574,0.236259,6.80678,6.57052,0.0373179,0.0735594,2.04471,1.97116,0.0363148,0.143164,4.08548,3.94231,-0.0146929,-0.028962,1.94219,1.97116,-0.0147144,-0.00966814,0.647384,0.657052,-0.0148033,-0.0162109,1.07888,1.09509,-0.0157571,-0.0241576,1.50896,1.53312
112,0.0363997,0.239165,6.80968,6.57052,0.0377664,0.0744435,2.0456,1.97116,0.0368115,0.145123,4.08743,3.94231,-0.014925,-0.0294195,1.94174,1.97116,-0.0147594,-0.0096977,0.647354,0.657052,-0.0149183,-0.0163369,1.07875,1.09509,-0.0159499,-0.0244531,1.50867,1.53312
113,0.0368215,0.241936,6.81246,6.57052,0.0382164,0.0753305,2.04649,1.97116,0.0372094,0.146691,4.089,3.94231,-0.0151538,-0.0298705,1.94129,1.97116,-0.0150387,-0.00988122,0.647171,0.657052,-0.0151177,-0.0165552,1.07853,1.09509,-0.0160953,-0.0246761,1.50845,1.53312
114,0.0372589,0.24481,6.81533,6.57052,0.0386799,0.0762442,2.0474,1.97116,0.0376724,0.148516,4.09083,3.94231,-0.0153082,-0.0301748,1.94098,1.97116,-0.0151163,-0.00993221,0.64712,0.657052,-0.0153142,-0.0167704,1.07832,1.09509,-0.0163041,-0.0249962,1.50813,1.53312
115,0.037706,0.247748,6.81827,6.57052,0.0390752,0.0770234,2.04818,1.97116,0.0381204,0.150283,4.09259,3.94231,-0.0155012,-0.0305554,1.9406,1.97116,-0.0154272,-0.0101365,0.646915,0.657052,-0.0154705,-0.0169416,1.07815,1.09509,-0.0164477,-0.0252164,1.5079,1.53312
116,0.0381048,0.250369,6.82089,6.57052,0.0395752,0.0780089,2.04916,1.97116,0.0385093,0.151816,4.09413,3.94231,-0.0155866,-0.0307236,1.94043,1.97116,-0.0155635,-0.0102261,0.646826,0.657052,-0.0155872,-0.0170693,1.07802,1.09509,-0.0166494,-0.0255255,1.5076,1.53312
117,0.0385629,0.253378,6.8239,6.57052,0.0399971,0.0788404,2.05,1.97116,0.0389546,0.153571,4.09588,3.94231,-0.0157519,-0.0310495,1.94011,1.97116,-0.0156685,-0.010295,0.646757,0.657052,-0.0157401,-0.0172368,1.07785,1.09509,-0.0168505,-0.0258338,1.50729,1.53312
118,0.038992,0.256198,6.82672,6.57052,0.0404537,0.0797406,2.0509,1.97116,0.0394009,0.155331,4.09764,3.94231,-0.0159909,-0.0315205,1.93964,1.97116,-0.0159413,-0.0104743,0.646578,0.657052,-0.0160031,-0.0175248,1.07756,1.09509,-0.0170862,-0.0261952,1.50693,1.53312
119,0.0394413,0.259149,6.82967,6.57052,0.0409614,0.0807413,2.0519,1.97116,0.0398319,0.15703,4.09934,3.94231,-0.0160707,-0.0316778,1.93948,1.97116,-0.0160286,-0.0105316,0.64652,0.657052,-0.0161275,-0.017661,1.07743,1.09509,-0.0171182,-0.0262443,1.50688,1.53312
120,0.0398586,0.261892,6.83241,6.57052,0.0413748,0.0815562,2.05271,1.97116,0.0402472,0.158667,4.10098,3.94231,-0.0163028,-0.0321354,1.93902,1.97116,-0.0163109,-0.0107171,0.646335,0.657052,-0.0162519,-0.0177972,1.07729,1.09509,-0.0173615,-0.0266173,1.5065,1.53312
121,0.0402897,0.264724,6.83524,6.57052,0.0418286,0.0824506,2.05361,1.97116,0.0407247,0.16055,4.10286,3.94231,-0.0164545,-0.0324344,1.93872,1.97116,-0.0162133,-0.010653,0.646399,0.657052,-0.0164102,-0.0179706,1.07712,1.09509,-0.0175883,-0.026965,1.50616,1.53312
122,0.0407606,0.267819,6.83834,6.57052,0.0423198,0.083419,2.05457,1.97116,0.0411414,0.162192,4.1045,3.94231,-0.0166365,-0.0327931,1.93836,1.97116,-0.016494,-0.0108374,0.646214,0.657052,-0.0166948,-0.0182822,1.0768,1.09509,-0.0177152,-0.0271596,1.50596,1.53312
123,0.041189,0.270633,6.84115,6.57052,0.0427439,0.0842548,2.05541,1.97116,0.041581,0.163925,4.10624,3.94231,-0.016823,-0.0331608,1.938,1.97116,-0.0168258,-0.0110554,0.645997,0.657052,-0.0168067,-0.0184048,1.07668,1.09509,-0.0178798,-0.0274119,1.50571,1.53312
124,0.0415944,0.273297,6.84382,6.57052,0.0431528,0.0850608,2.05622,1.97116,0.0420169,0.165644,4.10796,3.94231,-0.0169726,-0.0334557,1.9377,1.97116,-0.0168453,-0.0110683,0.645984,0.657052,-0.016916,-0.0185245,1.07656,1.09509,-0.0180656,-0.0276968,1.50542,1.53312
125,0.0420226,0.27611,6.84663,6.57052,0.0436064,0.0859549,2.05711,1.97116,0.042433,0.167284,4.1096,3.94231,-0.0172024,-0.0339087,1.93725,1.97116,-0.017214,-0.0113105,0.645741,0.657052,-0.0171875,-0.0188218,1.07626,1.09509,-0.0181847,-0.0278794,1.50524,1.53312
126,0.0424487,0.27891,6.84943,6.57052,0.044074,0.0868768,2.05803,1.97116,0.0428811,0.169051,4.11136,3.94231,-0.0173919,-0.0342821,1.93687,1.97116,-0.0173239,-0.0113827,0.645669,0.657052,-0.0172832,-0.0189266,1.07616,1.09509,-0.0184179,-0.0282368,1.50488,1.53312
127,0.0428966,0.281853,6.85237,6.57052,0.0445512,0.0878173,2.05897,1.97116,0.0433485,0.170893,4.11321,3.94231,-0.0175939,-0.0346803,1.93648,1.97116,-0.017424,-0.0114485,0.645603,0.657052,-0.0174988,-0.0191627,1.07592,1.09509,-0.0185379,-0.0284208,1.5047,1.53312
128,0.0433128,0.284587,6.85511,6.57052,0.0450322,0.0887654,2.05992,1.97116,0.043766,0.172539,4.11485,3.94231,-0.017785,-0.0350569,1.9361,1.97116,-0.0176746,-0.0116131,0.645439,0.657052,-0.0176479,-0.019326,1.07576,1.09509,-0.0187446,-0.0287378,1.50438,1.53312
129,0.0437473,0.287443,6.85796,6.57052,0.0455299,0.0897465,2.0609,1.97116,0.0442123,0.174299,4.11661,3.94231,-0.0179458,-0.0353739,1.93578,1.97116,-0.0177732,-0.0116779,0.645374,0.657052,-0.017847,-0.0195441,1.07554,1.09509,-0.0189332,-0.029027,1.50409,1.53312
130,0.0441935,0.290374,6.86089,6.57052,0.0459984,0.0906699,2.06183,1.97116,0.0446478,0.176016,4.11833,3.94231,-0.0181361,-0.035749,1.93541,1.97116,-0.0180444,-0.0118561,0.645196,0.657052,-0.017998,-0.0197094,1.07538,1.09509,-0.0190933,-0.0292723,1.50385,1.53312
131,0.0446233,0.293198,6.86372,6.57052,0.0464634,0.0915865,2.06274,1.97116,0.0450939,0.177774,4.12009,3.94231,-0.0183752,-0.0362203,1.93494,1.97116,-0.0183009,-0.0120246,0.645027,0.657052,-0.018164,-0.0198911,1.0752,1.09509,-0.0192734,-0.0295485,1.50357,1.53312
132,0.04506,0.296068,6.86659,6.57052,0.0468991,0.0924455,2.0636,1.97116,0.0455004,0.179377,4.12169,3.94231,-0.0185857,-0.0366354,1.93452,1.97116,-0.0183621,-0.0120648,0.644987,0.657052,-0.0184274,-0.0201796,1.07491,1.09509,-0.0195093,-0.0299101,1.50321,1.53312
133,0.0454907,0.298897,6.86942,6.57052,0.0473549,0.0933438,2.0645,1.97116,0.0459928,0.181318,4.12363,3.94231,-0.0187912,-0.0370403,1.93412,1.97116,-0.0185787,-0.0122072,0.644845,0.657052,-0.0186382,-0.0204104,1.07468,1.09509,-0.0196318,-0.030098,1.50302,1.53312
134,0.045946,0.301889,6.87241,6.57052,0.0478077,0.0942363,2.06539,1.97116,0.0464135,0.182977,4.12529,3.94231,-0.0189922,-0.0374366,1.93372,1.97116,-0.0187696,-0.0123326,0.644719,0.657052,-0.0187792,-0.0205648,1.07452,1.09509,-0.0198668,-0.0304581,1.50266,1.53312
135,0.0463655,0.304645,6.87516,6.57052,0.0482561,0.0951203,2.06628,1.97116,0.0468197,0.184578,4.12689,3.94231,-0.0191925,-0.0378313,1.93332,1.97116,-0.0188199,-0.0123656,0.644686,0.657052,-0.0188565,-0.0206495,1.07444,1.09509,-0.019937,-0.0305658,1.50256,1.53312
136,0.0468149,0.307598,6.87812,6.57052,0.048748,0.0960899,2.06725,1.97116,0.0472825,0.186402,4.12871,3.94231,-0.0193905,-0.0382218,1.93293,1.97116,-0.0190509,-0.0125174,0.644534,0.657052,-0.0191344,-0.0209539,1.07413,1.09509,-0.0201956,-0.0309622,1.50216,1.53312
137,0.0472583,0.310512,6.88103,6.57052,0.0492358,0.0970515,2.06821,1.97116,0.0477485,0.188239,4.13055,3.94231,-0.0196155,-0.0386652,1.93249,1.97116,-0.0191872,-0.012607,0.644445,0.657052,-0.0192273,-0.0210555,1.07403,1.09509,-0.0203787,-0.031243,1.50188,1.53312
138,0.0476728,0.313235,6.88375,6.57052,0.0496955,0.0979577,2.06911,1.97116,0.0481196,0.189702,4.13201,3.94231,-0.0197549,-0.03894,1.93222,1.97116,-0.0193909,-0.0127409,0.644311,0.657052,-0.0193857,-0.021229,1.07386,1.09509,-0.0205166,-0.0314545,1.50167,1.53312
139,0.0481385,0.316295,6.88681,6.57052,0.0501905,0.0989333,2.07009,1.97116,0.0486243,0.191692,4.134,3.94231,-0.0199369,-0.0392987,1.93186,1.97116,-0.0195046,-0.0128155,0.644236,0.657052,-0.0195842,-0.0214464,1.07364,1.09509,-0.0207406,-0.0317979,1.50132,1.53312
140,0.0485627,0.319082,6.8896,6.57052,0.0506564,0.0998517,2.07101,1.97116,0.0490793,0.193486,4.1358,3.94231,-0.0201082,-0.0396364,1.93152,1.97116,-0.019882,-0.0130635,0.643988,0.657052,-0.0198041,-0.0216872,1.0734,1.09509,-0.0209184,-0.0320704,1.50105,1.53312
141,0.049018,0.322074,6.89259,6.57052,0.05115,0.100825,2.07198,1.97116,0.0495094,0.195181,4.13749,3.94231,-0.0203193,-0.0400525,1.9311,1.97116,-0.0199915,-0.0131355,0.643916,0.657052,-0.0199187,-0.0218127,1.07327,1.09509,-0.021079,-0.0323166,1.5008,1.53312
142,0.0494712,0.325052,6.89557,6.57052,0.0516243,0.10176,2.07292,1.97116,0.0499741,0.197013,4.13933,3.94231,-0.0204615,-0.0403329,1.93082,1.97116,-0.0202426,-0.0133004,0.643752,0.657052,-0.0201112,-0.0220235,1.07306,1.09509,-0.0213159,-0.0326798,1.50044,1.53312
143,0.0499534,0.32822,6.89874,6.57052,0.0521046,0.102706,2.07386,1.97116,0.0504356,0.198833,4.14114,3.94231,-0.020636,-0.0406767,1.93048,1.97116,-0.0203685,-0.0133832,0.643669,0.657052,-0.0202224,-0.0221453,1.07294,1.09509,-0.02143,-0.0328548,1.50027,1.53312
144,0.0503194,0.330625,6.90114,6.57052,0.0525475,0.103579,2.07473,1.97116,0.050861,0.20051,4.14282,3.94231,-0.0208124,-0.0410245,1.93013,1.97116,-0.0203102,-0.0133448,0.643707,0.657052,-0.0204649,-0.0224108,1.07268,1.09509,-0.0216618,-0.0332101,1.49991,1.53312
145,0.0507829,0.33367,6.90419,6.57052,0.0529993,0.10447,2.07563,1.97116,0.0513324,0.202368,4.14468,3.94231,-0.020983,-0.0413607,1.9298,1.97116,-0.0204614,-0.0134442,0.643608,0.657052,-0.0206525,-0.0226163,1.07247,1.09509,-0.0218571,-0.0335097,1.49961,1.53312
146,0.0511926,0.336362,6.90688,6.57052,0.0534581,0.105374,2.07653,1.97116,0.0517393,0.203972,4.14628,3.94231,-0.0211985,-0.0417855,1.92937,1.97116,-0.0207237,-0.0136166,0.643435,0.657052,-0.0209782,-0.022973,1.07211,1.09509,-0.0220803,-0.0338517,1.49927,1.53312
147,0.0516621,0.339447,6.90997,6.57052,0.0539198,0.106284,2.07744,1.97116,0.0522354,0.205928,4.14824,3.94231,-0.0213401,-0.0420647,1.92909,1.97116,-0.0209394,-0.0137583,0.643294,0.657052,-0.0210213,-0.0230202,1.07207,1.09509,-0.0221972,-0.0340309,1.49909,1.53312
148,0.0520912,0.342266,6.91279,6.57052,0.0543979,0.107227,2.07838,1.97116,0.0526398,0.207522,4.14983,3.94231,-0.0215014,-0.0423826,1.92877,1.97116,-0.02091,-0.0137389,0.643313,0.657052,-0.0212869,-0.023311,1.07178,1.09509,-0.0224396,-0.0344027,1.49872,1.53312
149,0.052537,0.345195,6.91571,6.57052,0.0548462,0.10811,2.07927,1.97116,0.0531105,0.209378,4.15169,3.94231,-0.0216545,-0.0426843,1.92847,1.97116,-0.0211315,-0.0138845,0.643167,0.657052,-0.0215041,-0.0235489,1.07154,1.09509,-0.022588,-0.0346301,1.49849,1.53312
150,0.0529964,0.348214,6.91873,6.57052,0.0553419,0.109087,2.08024,1.97116,0.053556,0.211134,4.15345,3.94231,-0.0218279,-0.0430262,1.92813,1.97116,-0.0213272,-0.0140131,0.643039,0.657052,-0.02171,-0.0237743,1.07131,1.09509,-0.0227976,-0.0349516,1.49817,1.53312
151,0.0534301,0.351063,6.92158,6.57052,0.0558081,0.110006,2.08116,1.97116,0.0540022,0.212894,4.15521,3.94231,-0.0219788,-0.0433237,1.92783,1.97116,-0.0214907,-0.0141205,0.642931,0.657052,-0.0218482,-0.0239256,1.07116,1.09509,-0.0229952,-0.0352544,1.49787,1.53312
152,0.053907,0.354197,6.92472,6.57052,0.0562802,0.110937,2.08209,1.97116,0.0545171,0.214923,4.15724,3.94231,-0.0222192,-0.0437975,1.92736,1.97116,-0.0215729,-0.0141745,0.642877,0.657052,-0.0220628,-0.0241607,1.07093,1.09509,-0.02316,-0.0355071,1.49761,1.53312
