"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E17",,,,"E18",,,,"E19",,,,"E2",,,,"E20",,,,"E21",,,,"E22",,,,"E23",,,,"E24",,,,"E25",,,,"E26",,,,"E27",,,,"E28",,,,"E29",,,,"E3",,,,"E30",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
158,0.00234826,0.0142964,6.10236,6.08806,0.0118743,0.00240987,0.205358,0.202948,0.00515003,0.00522552,1.01988,1.01466,0.0103902,0.00210824,0.205015,0.202907,0.0126798,0.00257335,0.205522,0.202949,0.00583871,0.00236991,0.408267,0.405897,0.00737704,0.00299401,0.408849,0.405855,0.00679507,0.00413686,0.612941,0.608804,0.00567238,0.00345337,0.612258,0.608804,0.00620906,0.00503996,0.816751,0.811711,0.00546094,0.00443293,0.816185,0.811752,0.00544205,0.00552206,1.02022,1.0147,0.00918725,0.00186454,0.204813,0.202949,0.0051833,0.00525929,1.01992,1.01466,0.00479442,0.00097302,0.203922,0.202949,0.00621252,0.00126056,0.204167,0.202907,0.00462871,0.00187859,0.407734,0.405855,0.00502635,0.00204018,0.407937,0.405897,0.0042339,0.00257762,0.611382,0.608804,0.000336586,0.000204915,0.609009,0.608804,0.0042716,0.00346748,0.81522,0.811752,0.00411225,0.00333796,0.815049,0.811711,0.00416535,0.00422641,1.01889,1.01466,0.00915106,0.00371401,0.409569,0.405855,0.00411841,0.00417895,1.01888,1.0147,0.0070548,0.00286323,0.408719,0.405855,0.00768674,0.00467972,0.613484,0.608804,0.00770523,0.00469098,0.613495,0.608804,0.00706178,0.00573242,0.817485,0.811753,0.00587075,0.00476559,0.816518,0.811753,0.00590538,0.00599195,1.02065,1.01466
159,0.00240551,0.0146449,6.10271,6.08806,0.0120023,0.00243585,0.205384,0.202948,0.00528978,0.00536732,1.02003,1.01466,0.0103718,0.00210451,0.205011,0.202907,0.0126058,0.00255832,0.205507,0.202949,0.00585344,0.00237589,0.408273,0.405897,0.0075552,0.00306632,0.408922,0.405855,0.00702799,0.00427866,0.613083,0.608804,0.00589433,0.00358849,0.612393,0.608804,0.00632302,0.00513246,0.816843,0.811711,0.00552079,0.00448151,0.816234,0.811752,0.00558193,0.00566399,1.02036,1.0147,0.00983412,0.00199582,0.204944,0.202949,0.00531069,0.00538855,1.02005,1.01466,0.00518695,0.00105268,0.204001,0.202949,0.00675036,0.00136969,0.204277,0.202907,0.00473068,0.00191997,0.407775,0.405855,0.00503822,0.002045,0.407942,0.405897,0.00446418,0.00271781,0.611522,0.608804,0.000517275,0.000314919,0.609119,0.608804,0.00439449,0.00356724,0.81532,0.811752,0.00397758,0.00322865,0.814939,0.811711,0.00426935,0.00433194,1.01899,1.01466,0.00956928,0.00388374,0.409739,0.405855,0.00426843,0.00433117,1.01903,1.0147,0.00729564,0.00296098,0.408816,0.405855,0.00782466,0.00476368,0.613568,0.608804,0.00800221,0.00487178,0.613676,0.608804,0.00722404,0.00586414,0.817617,0.811753,0.00601608,0.00488357,0.816636,0.811753,0.00613487,0.0062248,1.02088,1.01466
160,0.00245035,0.0149179,6.10298,6.08806,0.0125791,0.0025529,0.205501,0.202948,0.00544154,0.00552131,1.02018,1.01466,0.0105341,0.00213745,0.205044,0.202907,0.0127775,0.00259318,0.205542,0.202949,0.00618451,0.00251027,0.408407,0.405897,0.00771436,0.00313092,0.408986,0.405855,0.0071497,0.00435276,0.613157,0.608804,0.00603238,0.00367254,0.612477,0.608804,0.0064186,0.00521005,0.816921,0.811711,0.00569937,0.00462648,0.816379,0.811752,0.00571768,0.00580173,1.0205,1.0147,0.0101319,0.00205626,0.205005,0.202949,0.00549216,0.00557267,1.02023,1.01466,0.00540414,0.00109676,0.204045,0.202949,0.00688308,0.00139663,0.204304,0.202907,0.00507486,0.00205966,0.407915,0.405855,0.00523321,0.00212414,0.408021,0.405897,0.00439673,0.00267675,0.611481,0.608804,0.00064937,0.000395339,0.609199,0.608804,0.00453739,0.00368324,0.815436,0.811752,0.00424538,0.00344602,0.815157,0.811711,0.00430483,0.00436794,1.01903,1.01466,0.00970805,0.00394007,0.409795,0.405855,0.00446371,0.00452934,1.01923,1.0147,0.00751396,0.00304958,0.408905,0.405855,0.00807148,0.00491395,0.613718,0.608804,0.00800895,0.00487588,0.61368,0.608804,0.00732191,0.00594358,0.817697,0.811753,0.00615134,0.00499337,0.816746,0.811753,0.00626397,0.0063558,1.02102,1.01466
161,0.00246158,0.0149863,6.10305,6.08806,0.0124367,0.00252402,0.205472,0.202948,0.0055325,0.0056136,1.02027,1.01466,0.0105753,0.00214581,0.205053,0.202907,0.0134603,0.00273175,0.20568,0.202949,0.00643169,0.0026106,0.408508,0.405897,0.00788304,0.00319938,0.409055,0.405855,0.00714607,0.00435055,0.613154,0.608804,0.00612974,0.00373181,0.612536,0.608804,0.00663033,0.00538191,0.817093,0.811711,0.00582172,0.00472579,0.816478,0.811752,0.0059004,0.00598714,1.02069,1.0147,0.0106519,0.00216179,0.20511,0.202949,0.00558011,0.00566192,1.02032,1.01466,0.00558253,0.00113297,0.204081,0.202949,0.00676118,0.00137189,0.204279,0.202907,0.00504204,0.00204634,0.407902,0.405855,0.00536265,0.00217668,0.408074,0.405897,0.00459182,0.00279552,0.6116,0.608804,0.000636238,0.000387344,0.609191,0.608804,0.00461702,0.00374788,0.8155,0.811752,0.00429315,0.00348479,0.815196,0.811711,0.00443104,0.004496,1.01916,1.01466,0.0100896,0.00409492,0.40995,0.405855,0.00447903,0.00454487,1.01925,1.0147,0.00762485,0.00309459,0.40895,0.405855,0.00822618,0.00500813,0.613812,0.608804,0.0082444,0.00501922,0.613823,0.608804,0.00761982,0.00618541,0.817938,0.811753,0.00643681,0.0052251,0.816978,0.811753,0.00637628,0.00646975,1.02113,1.01466
162,0.00252323,0.0153616,6.10342,6.08806,0.0129764,0.00263354,0.205582,0.202948,0.00574843,0.0058327,1.02049,1.01466,0.0106458,0.0021601,0.205067,0.202907,0.0136225,0.00276467,0.205713,0.202949,0.00659371,0.00267637,0.408573,0.405897,0.00801254,0.00325193,0.409107,0.405855,0.00744517,0.00453265,0.613337,0.608804,0.00624244,0.00380042,0.612605,0.608804,0.00677824,0.00550197,0.817213,0.811711,0.0059517,0.0048313,0.816584,0.811752,0.00600815,0.00609647,1.0208,1.0147,0.0109317,0.00221857,0.205167,0.202949,0.00571121,0.00579493,1.02045,1.01466,0.00587681,0.00119269,0.204141,0.202949,0.00683027,0.00138591,0.204293,0.202907,0.00499649,0.00202785,0.407883,0.405855,0.00537483,0.00218163,0.408079,0.405897,0.00485323,0.00295467,0.611759,0.608804,0.000692625,0.000421673,0.609226,0.608804,0.00480687,0.00390199,0.815654,0.811752,0.0044393,0.00360343,0.815314,0.811711,0.0045786,0.00464572,1.01931,1.01466,0.0103095,0.00418417,0.41004,0.405855,0.00460985,0.00467762,1.01938,1.0147,0.00801952,0.00325477,0.40911,0.405855,0.00843459,0.00513501,0.613939,0.608804,0.00850588,0.00517841,0.613982,0.608804,0.0077043,0.00625399,0.818007,0.811753,0.0064575,0.00524189,0.816995,0.811753,0.00652691,0.00662259,1.02128,1.01466
163,0.00254258,0.0154794,6.10354,6.08806,0.0135131,0.00274246,0.205691,0.202948,0.00583534,0.00592088,1.02058,1.01466,0.0111219,0.0022567,0.205164,0.202907,0.0135463,0.0027492,0.205698,0.202949,0.00671578,0.00272591,0.408623,0.405897,0.00816156,0.00331242,0.409168,0.405855,0.00748216,0.00455517,0.613359,0.608804,0.00632124,0.0038484,0.612653,0.608804,0.00681405,0.00553104,0.817242,0.811711,0.00613808,0.0049826,0.816735,0.811752,0.00612555,0.0062156,1.02092,1.0147,0.0108662,0.00220528,0.205154,0.202949,0.00591568,0.0060024,1.02066,1.01466,0.00565738,0.00114816,0.204097,0.202949,0.00712772,0.00144626,0.204353,0.202907,0.00495033,0.00200912,0.407865,0.405855,0.00544296,0.00220928,0.408106,0.405897,0.00472427,0.00287616,0.611681,0.608804,0.000804418,0.000489733,0.609294,0.608804,0.0048564,0.0039422,0.815695,0.811752,0.00465043,0.0037748,0.815486,0.811711,0.00472319,0.00479243,1.01945,1.01466,0.0106493,0.00432206,0.410177,0.405855,0.0047858,0.00485615,1.01956,1.0147,0.00816699,0.00331462,0.40917,0.405855,0.00858034,0.00522374,0.614028,0.608804,0.00875101,0.00532765,0.614132,0.608804,0.00785341,0.00637503,0.818128,0.811753,0.0065982,0.0053561,0.817109,0.811753,0.00664749,0.00674493,1.0214,1.01466
164,0.00259696,0.0158104,6.10387,6.08806,0.0134605,0.0027318,0.20568,0.202948,0.00601718,0.00610539,1.02076,1.01466,0.0111171,0.00225574,0.205163,0.202907,0.0143255,0.00290735,0.205856,0.202949,0.00678427,0.00275372,0.408651,0.405897,0.00837126,0.00339752,0.409253,0.405855,0.00774593,0.00471575,0.61352,0.608804,0.00645786,0.00393158,0.612736,0.608804,0.00699372,0.00567688,0.817388,0.811711,0.00623188,0.00505874,0.816811,0.811752,0.0062865,0.00637892,1.02108,1.0147,0.0112533,0.00228384,0.205232,0.202949,0.00599825,0.00608619,1.02075,1.01466,0.00563522,0.00114366,0.204092,0.202949,0.00708008,0.0014366,0.204343,0.202907,0.00527376,0.00214038,0.407996,0.405855,0.00559517,0.00227106,0.408168,0.405897,0.00491238,0.00299068,0.611795,0.608804,0.000816269,0.000496948,0.609301,0.608804,0.00499301,0.00405309,0.815805,0.811752,0.00470399,0.00381828,0.815529,0.811711,0.00484658,0.00491763,1.01958,1.01466,0.0108434,0.00440084,0.410256,0.405855,0.00492227,0.00499463,1.0197,1.0147,0.00840459,0.00341105,0.409267,0.405855,0.00858788,0.00522834,0.614032,0.608804,0.00895833,0.00545387,0.614258,0.608804,0.00814658,0.00661301,0.818366,0.811753,0.00688837,0.00559166,0.817345,0.811753,0.00676848,0.0068677,1.02153,1.01466
165,0.00260217,0.0158422,6.1039,6.08806,0.0142363,0.00288925,0.205838,0.202948,0.00614067,0.00623069,1.02089,1.01466,0.0107345,0.0021781,0.205085,0.202907,0.014304,0.00290298,0.205851,0.202949,0.00701072,0.00284563,0.408743,0.405897,0.00846971,0.00343748,0.409293,0.405855,0.00795899,0.00484546,0.613649,0.608804,0.00675706,0.00411373,0.612918,0.608804,0.00710606,0.00576806,0.817479,0.811711,0.00636934,0.00517033,0.816923,0.811752,0.00641721,0.00651155,1.02121,1.0147,0.0118253,0.00239992,0.205348,0.202949,0.00614477,0.00623485,1.02089,1.01466,0.00577451,0.00117193,0.20412,0.202949,0.00719199,0.0014593,0.204366,0.202907,0.00532588,0.00216154,0.408017,0.405855,0.00566876,0.00230093,0.408198,0.405897,0.00506235,0.00308198,0.611886,0.608804,0.000966976,0.000588699,0.609393,0.608804,0.00503658,0.00408845,0.815841,0.811752,0.00474147,0.0038487,0.81556,0.811711,0.00490869,0.00498065,1.01964,1.01466,0.0111617,0.00453002,0.410385,0.405855,0.00495958,0.00503249,1.01973,1.0147,0.00878584,0.00356578,0.409421,0.405855,0.00899827,0.00547818,0.614282,0.608804,0.00897628,0.00546479,0.614269,0.608804,0.00822275,0.00667484,0.818428,0.811753,0.00698308,0.00566853,0.817421,0.811753,0.00694287,0.00704465,1.0217,1.01466
166,0.00268258,0.0163317,6.10439,6.08806,0.0147532,0.00299413,0.205943,0.202948,0.00635489,0.00644805,1.02111,1.01466,0.0111208,0.00225648,0.205163,0.202907,0.0145967,0.00296238,0.205911,0.202949,0.00709653,0.00288046,0.408778,0.405897,0.00876836,0.00355869,0.409414,0.405855,0.00798775,0.00486297,0.613667,0.608804,0.00687882,0.00418786,0.612992,0.608804,0.00738646,0.00599567,0.817706,0.811711,0.00652212,0.00529434,0.817047,0.811752,0.00656323,0.00665972,1.02136,1.0147,0.0118421,0.00240334,0.205352,0.202949,0.00632328,0.00641598,1.02108,1.01466,0.00585217,0.00118769,0.204136,0.202949,0.00751402,0.00152465,0.204432,0.202907,0.00547313,0.0022213,0.408077,0.405855,0.00575488,0.00233589,0.408233,0.405897,0.00511454,0.00311376,0.611918,0.608804,0.00107639,0.00065531,0.609459,0.608804,0.0051491,0.00417979,0.815932,0.811752,0.00497278,0.00403646,0.815747,0.811711,0.00508464,0.00515918,1.01982,1.01466,0.0114307,0.00463922,0.410495,0.405855,0.00523228,0.0053092,1.02001,1.0147,0.00892813,0.00362353,0.409479,0.405855,0.00911193,0.00554738,0.614351,0.608804,0.0093965,0.00572063,0.614524,0.608804,0.00824389,0.006692,0.818445,0.811753,0.00708275,0.00574945,0.817502,0.811753,0.00712431,0.00722874,1.02189,1.01466
167,0.00274877,0.0167347,6.1048,6.08806,0.0146658,0.0029764,0.205925,0.202948,0.00652988,0.0066256,1.02128,1.01466,0.0113987,0.00231287,0.20522,0.202907,0.0150813,0.00306073,0.206009,0.202949,0.00719548,0.00292063,0.408818,0.405897,0.00889056,0.00360828,0.409464,0.405855,0.00813806,0.00495448,0.613758,0.608804,0.006974,0.0042458,0.61305,0.608804,0.00750439,0.00609139,0.817802,0.811711,0.00667663,0.00541977,0.817172,0.811752,0.00673789,0.00683694,1.02154,1.0147,0.0123941,0.00251536,0.205464,0.202949,0.00649299,0.00658817,1.02125,1.01466,0.00632822,0.0012843,0.204233,0.202949,0.00767049,0.0015564,0.204463,0.202907,0.00578291,0.00234702,0.408202,0.405855,0.00581825,0.00236161,0.408259,0.405897,0.00524482,0.00319307,0.611997,0.608804,0.00116521,0.000709387,0.609513,0.608804,0.00527196,0.00427952,0.816032,0.811752,0.00519523,0.00421703,0.815928,0.811711,0.00517581,0.00525169,1.01991,1.01466,0.0118351,0.00480333,0.410659,0.405855,0.00534559,0.00542417,1.02013,1.0147,0.00911642,0.00369995,0.409555,0.405855,0.00931261,0.00566955,0.614473,0.608804,0.00956697,0.00582441,0.614628,0.608804,0.00870981,0.00707022,0.818823,0.811753,0.00736997,0.0059826,0.817735,0.811753,0.00732383,0.00743119,1.02209,1.01466
168,0.00276806,0.0168521,6.10491,6.08806,0.0149891,0.00304202,0.205991,0.202948,0.00671002,0.00680839,1.02147,1.01466,0.011215,0.00227559,0.205182,0.202907,0.0156558,0.00317733,0.206126,0.202949,0.00746597,0.00303042,0.408927,0.405897,0.00906721,0.00367998,0.409535,0.405855,0.00830099,0.00505367,0.613858,0.608804,0.00722928,0.00440122,0.613206,0.608804,0.00769085,0.00624275,0.817954,0.811711,0.00679576,0.00551648,0.817269,0.811752,0.00693025,0.00703213,1.02173,1.0147,0.013301,0.00269942,0.205648,0.202949,0.00663389,0.00673114,1.02139,1.01466,0.00633351,0.00128538,0.204234,0.202949,0.00740039,0.00150159,0.204408,0.202907,0.00574495,0.00233162,0.408187,0.405855,0.00618446,0.00251025,0.408407,0.405897,0.0055509,0.00337941,0.612184,0.608804,0.0012169,0.000740856,0.609545,0.608804,0.00543299,0.00441024,0.816163,0.811752,0.0053172,0.00431603,0.816027,0.811711,0.00528973,0.00536728,1.02003,1.01466,0.0122313,0.00496414,0.41082,0.405855,0.00547795,0.00555848,1.02026,1.0147,0.00961994,0.00390431,0.40976,0.405855,0.00933045,0.00568041,0.614484,0.608804,0.00985924,0.00600234,0.614806,0.608804,0.00886677,0.00719763,0.818951,0.811753,0.00756512,0.00614101,0.817894,0.811753,0.00749986,0.0076098,1.02227,1.01466
169,0.0028045,0.0170739,6.10513,6.08806,0.0160099,0.00324919,0.206198,0.202948,0.00677915,0.00687853,1.02154,1.01466,0.0110737,0.00224694,0.205154,0.202907,0.0149801,0.00304018,0.205989,0.202949,0.00780841,0.00316941,0.409066,0.405897,0.00917131,0.00372223,0.409578,0.405855,0.00841109,0.00512071,0.613925,0.608804,0.00740568,0.00450861,0.613313,0.608804,0.00782385,0.0063507,0.818061,0.811711,0.00695469,0.00564549,0.817398,0.811752,0.00710555,0.00721001,1.02191,1.0147,0.0133522,0.0027098,0.205658,0.202949,0.00680943,0.00690926,1.02157,1.01466,0.00659465,0.00133838,0.204287,0.202949,0.0074621,0.00151411,0.204421,0.202907,0.00592714,0.00240556,0.408261,0.405855,0.00630546,0.00255937,0.408456,0.405897,0.00556995,0.00339101,0.612195,0.608804,0.00157221,0.000957169,0.609761,0.608804,0.0055024,0.00446659,0.816219,0.811752,0.00537504,0.00436298,0.816074,0.811711,0.00532425,0.0054023,1.02006,1.01466,0.0123631,0.00501761,0.410873,0.405855,0.00557968,0.0056617,1.02036,1.0147,0.00975471,0.003959,0.409814,0.405855,0.00972285,0.00591931,0.614723,0.608804,0.0099485,0.00605668,0.614861,0.608804,0.00883945,0.00717545,0.818928,0.811753,0.0076665,0.0062233,0.817976,0.811753,0.0075975,0.00770887,1.02237,1.01466
170,0.00286747,0.0174573,6.10552,6.08806,0.0161232,0.00327217,0.206221,0.202948,0.00703441,0.00713753,1.0218,1.01466,0.0112994,0.00229274,0.2052,0.202907,0.0158052,0.00320763,0.206156,0.202949,0.00778205,0.00315871,0.409056,0.405897,0.00943505,0.00382927,0.409685,0.405855,0.00867174,0.00527939,0.614083,0.608804,0.00737593,0.0044905,0.613295,0.608804,0.0080552,0.00653849,0.818249,0.811711,0.00712576,0.00578435,0.817537,0.811752,0.00725069,0.00735728,1.02206,1.0147,0.0138581,0.00281248,0.205761,0.202949,0.00686484,0.00696548,1.02163,1.01466,0.00640762,0.00130042,0.204249,0.202949,0.00799831,0.00162291,0.20453,0.202907,0.00589723,0.00239342,0.408249,0.405855,0.00654499,0.00265659,0.408554,0.405897,0.00568718,0.00346238,0.612267,0.608804,0.00153787,0.000936263,0.60974,0.608804,0.00563394,0.00457337,0.816326,0.811752,0.00557739,0.00452722,0.816238,0.811711,0.00545991,0.00553995,1.0202,1.01466,0.0129125,0.0052406,0.411096,0.405855,0.00574539,0.00582985,1.02053,1.0147,0.00986104,0.00400216,0.409858,0.405855,0.00977482,0.00595095,0.614755,0.608804,0.010158,0.00618421,0.614988,0.608804,0.00917355,0.00744665,0.8192,0.811753,0.0078721,0.0063902,0.818143,0.811753,0.0078474,0.00796244,1.02262,1.01466
171,0.00292162,0.017787,6.10585,6.08806,0.0161465,0.00327691,0.206225,0.202948,0.00720378,0.00730938,1.02197,1.01466,0.0115835,0.00235038,0.205257,0.202907,0.0163416,0.00331651,0.206265,0.202949,0.00811346,0.00329323,0.40919,0.405897,0.00983008,0.00398959,0.409845,0.405855,0.00870304,0.00529844,0.614102,0.608804,0.00764294,0.00465305,0.613457,0.608804,0.00823603,0.00668528,0.818396,0.811711,0.00732849,0.00594892,0.817701,0.811752,0.0074172,0.00752624,1.02223,1.0147,0.0137362,0.00278775,0.205736,0.202949,0.00692833,0.0070299,1.02169,1.01466,0.00700622,0.0014219,0.20437,0.202949,0.00770357,0.00156311,0.20447,0.202907,0.00599222,0.00243198,0.408287,0.405855,0.00656425,0.00266441,0.408561,0.405897,0.00585811,0.00356644,0.612371,0.608804,0.00166493,0.00101362,0.609818,0.608804,0.00585005,0.00474879,0.816501,0.811752,0.00565726,0.00459206,0.816303,0.811711,0.00562395,0.0057064,1.02037,1.01466,0.0133458,0.00541647,0.411272,0.405855,0.00590135,0.0059881,1.02069,1.0147,0.0101501,0.00411947,0.409975,0.405855,0.00997492,0.00607277,0.614877,0.608804,0.0104546,0.00636481,0.615169,0.608804,0.00940728,0.00763639,0.819389,0.811753,0.00818281,0.00664242,0.818395,0.811753,0.00803567,0.00815347,1.02281,1.01466
172,0.00295917,0.0180156,6.10608,6.08806,0.0166438,0.00337783,0.206326,0.202948,0.0073866,0.00749489,1.02215,1.01466,0.0116812,0.0023702,0.205277,0.202907,0.0167238,0.00339407,0.206343,0.202949,0.00834826,0.00338853,0.409286,0.405897,0.00971497,0.00394287,0.409798,0.405855,0.00894782,0.00544747,0.614251,0.608804,0.0078585,0.00478429,0.613589,0.608804,0.00838513,0.0068063,0.818517,0.811711,0.00749889,0.00608724,0.81784,0.811752,0.00755337,0.00766441,1.02237,1.0147,0.0137023,0.00278085,0.205729,0.202949,0.0071192,0.00722356,1.02188,1.01466,0.00703237,0.00142721,0.204376,0.202949,0.00832304,0.0016888,0.204596,0.202907,0.00623324,0.00252979,0.408385,0.405855,0.00657866,0.00267026,0.408567,0.405897,0.00597623,0.00363835,0.612443,0.608804,0.00184099,0.0011208,0.609925,0.608804,0.00592774,0.00481186,0.816564,0.811752,0.00589807,0.00478753,0.816498,0.811711,0.00571458,0.00579835,1.02046,1.01466,0.0135332,0.00549251,0.411348,0.405855,0.00602556,0.00611414,1.02082,1.0147,0.010485,0.00425541,0.410111,0.405855,0.0103386,0.00629417,0.615098,0.608804,0.0106528,0.00648545,0.615289,0.608804,0.0094242,0.00765012,0.819403,0.811753,0.00827316,0.00671576,0.818469,0.811753,0.00812447,0.00824357,1.0229,1.01466
173,0.00301336,0.0183455,6.10641,6.08806,0.0174402,0.00353946,0.206488,0.202948,0.00755132,0.00766201,1.02232,1.01466,0.0111994,0.00227245,0.205179,0.202907,0.0163719,0.00332266,0.206271,0.202949,0.00849534,0.00344823,0.409345,0.405897,0.00982179,0.00398623,0.409842,0.405855,0.00904726,0.00550801,0.614312,0.608804,0.00786285,0.00478694,0.613591,0.608804,0.0085584,0.00694695,0.818658,0.811711,0.00767538,0.00623051,0.817983,0.811752,0.00760058,0.00771232,1.02241,1.0147,0.0140293,0.00284723,0.205796,0.202949,0.00727601,0.00738268,1.02204,1.01466,0.00724305,0.00146997,0.204418,0.202949,0.008001,0.00162346,0.20453,0.202907,0.00638321,0.00259066,0.408446,0.405855,0.0068283,0.00277159,0.408669,0.405897,0.00617242,0.0037578,0.612562,0.608804,0.00179958,0.00109559,0.6099,0.608804,0.0061283,0.00497466,0.816727,0.811752,0.00606192,0.00492053,0.816631,0.811711,0.00588363,0.00596988,1.02063,1.01466,0.0139116,0.00564609,0.411501,0.405855,0.00619471,0.00628578,1.02099,1.0147,0.0107184,0.00435012,0.410206,0.405855,0.0105414,0.00641765,0.615222,0.608804,0.0108834,0.00662588,0.61543,0.608804,0.00973994,0.00790643,0.819659,0.811753,0.00850978,0.00690784,0.818661,0.811753,0.00838106,0.00850392,1.02316,1.01466
174,0.00305127,0.0185763,6.10664,6.08806,0.0173356,0.00351823,0.206467,0.202948,0.00774843,0.00786202,1.02252,1.01466,0.0119402,0.00242274,0.20533,0.202907,0.0168238,0.00341437,0.206363,0.202949,0.00866383,0.00351662,0.409414,0.405897,0.0102211,0.0041483,0.410004,0.405855,0.0091052,0.00554328,0.614347,0.608804,0.00807984,0.00491904,0.613723,0.608804,0.00872367,0.0070811,0.818792,0.811711,0.00786613,0.00638535,0.818138,0.811752,0.00787871,0.00799453,1.0227,1.0147,0.0146484,0.00297287,0.205921,0.202949,0.00746036,0.00756973,1.02223,1.01466,0.00722125,0.00146554,0.204414,0.202949,0.00837536,0.00169942,0.204606,0.202907,0.00651996,0.00264616,0.408502,0.405855,0.00713817,0.00289736,0.408794,0.405897,0.00625185,0.00380615,0.612611,0.608804,0.00193194,0.00117617,0.60998,0.608804,0.00635839,0.00516143,0.816914,0.811752,0.00617577,0.00501294,0.816724,0.811711,0.00598004,0.00606771,1.02073,1.01466,0.0145218,0.00589376,0.411749,0.405855,0.00631929,0.00641219,1.02111,1.0147,0.0108448,0.00440142,0.410257,0.405855,0.010647,0.00648196,0.615286,0.608804,0.0112023,0.00681999,0.615624,0.608804,0.0100312,0.00814284,0.819896,0.811753,0.00870092,0.007063,0.818816,0.811753,0.00853198,0.00865705,1.02332,1.01466
175,0.00309447,0.0188393,6.1069,6.08806,0.0177104,0.00359429,0.206543,0.202948,0.00796354,0.00808028,1.02274,1.01466,0.0120677,0.00244862,0.205356,0.202907,0.0177046,0.00359312,0.206542,0.202949,0.00903824,0.00366859,0.409566,0.405897,0.0103611,0.0042051,0.410061,0.405855,0.00941209,0.00573012,0.614534,0.608804,0.00838732,0.00510624,0.613911,0.608804,0.00887195,0.00720146,0.818912,0.811711,0.00806646,0.00654797,0.8183,0.811752,0.00801126,0.00812903,1.02283,1.0147,0.0151426,0.00307317,0.206022,0.202949,0.00760944,0.00772099,1.02238,1.01466,0.00758093,0.00153854,0.204487,0.202949,0.00850188,0.00172509,0.204632,0.202907,0.00664826,0.00269823,0.408554,0.405855,0.00713154,0.00289467,0.408792,0.405897,0.00653391,0.00397787,0.612782,0.608804,0.00223173,0.00135869,0.610163,0.608804,0.00647007,0.0052521,0.817004,0.811752,0.00636018,0.00516262,0.816873,0.811711,0.00621633,0.00630746,1.02097,1.01466,0.0147678,0.00599357,0.411849,0.405855,0.00649972,0.00659527,1.0213,1.0147,0.0113654,0.00461269,0.410468,0.405855,0.0108353,0.00659658,0.6154,0.608804,0.0114652,0.00698005,0.615784,0.608804,0.010144,0.00823442,0.819987,0.811753,0.00907168,0.00736396,0.819117,0.811753,0.0086384,0.00876504,1.02342,1.01466
