Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
07/27/21;DP600Large;UT;00;1;0.24;0.29122;2;0;0;6;1.8;1.8;;;;;
;;;;;;;;;;;;;;;;;
Time [s];U1 [mm];Uarfdgasdfg2 [mm];U3 [mm];Force [kN];Ambient Temperature [°C];DIC Zone X 1 [px];DIC Zone Y 1 [px];DIC Zone X 2 [px];DIC Zone Y 2 [px];DIC Zone X 3 [px];DIC Zone Y 3 [px];DIC Zone X 4 [px];DIC Zone Y 4 [px];DIC Zone X 5 [px];DIC Zone Y 5 [px];DIC Zone X 6 [px];DIC Zone Y 6 [px];exx;exy;eyy;e1;e2
306.5;0.76205;0.22421;-0.092413;0.36954;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11811;-0.052905;0.0014951;0.11834;-0.053135
307;0.76347;0.22461;-0.092566;0.36957;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11832;-0.053003;0.0014977;0.11855;-0.053233
307.5;0.7649;0.22501;-0.092695;0.36962;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11854;-0.053104;0.001501;0.11877;-0.053335
308;0.76633;0.22556;-0.092878;0.36965;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11876;-0.05319;0.0014989;0.11899;-0.053421
308.5;0.76784;0.22603;-0.093054;0.36967;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11897;-0.053289;0.0015037;0.1192;-0.05352
309;0.76939;0.22639;-0.093217;0.3697;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11919;-0.053383;0.0015094;0.11942;-0.053615
309.5;0.77078;0.22686;-0.093343;0.36973;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1194;-0.05347;0.0015112;0.11963;-0.053702
310;0.7726;0.22741;-0.093554;0.36977;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11966;-0.053577;0.001503;0.1199;-0.053808
310.5;0.77389;0.22771;-0.09367;0.3698;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11983;-0.053669;0.0015092;0.12007;-0.053901
311;0.77526;0.22814;-0.093875;0.36984;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12004;-0.053764;0.0015076;0.12028;-0.053997
311.5;0.77672;0.22855;-0.094028;0.36987;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12025;-0.053868;0.0015114;0.12048;-0.0541
312;0.77825;0.22894;-0.094188;0.3699;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12047;-0.053948;0.0015202;0.12071;-0.054182
312.5;0.77981;0.22936;-0.094383;0.36995;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12069;-0.054047;0.0015163;0.12092;-0.05428
313;0.78108;0.22984;-0.094535;0.36998;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1209;-0.054154;0.0015269;0.12113;-0.054387
313.5;0.78245;0.23012;-0.094669;0.37001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12109;-0.054245;0.0015291;0.12132;-0.054479
314;0.78377;0.23053;-0.094855;0.37004;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12127;-0.054365;0.0015709;0.1215;-0.0546
314.5;0.78576;0.23113;-0.094914;0.37008;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12155;-0.054419;0.001521;0.12179;-0.054653
315;0.78718;0.23149;-0.095143;0.37012;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12177;-0.054517;0.0015225;0.122;-0.054752
315.5;0.7887;0.23193;-0.095284;0.37015;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12198;-0.054625;0.0015397;0.12221;-0.05486
316;0.79024;0.23238;-0.095427;0.37019;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12221;-0.054696;0.0015427;0.12244;-0.054931
316.5;0.79157;0.23276;-0.095654;0.37021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1224;-0.054804;0.0015401;0.12264;-0.055039
317;0.79313;0.23322;-0.095695;0.37025;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12263;-0.054901;0.0015364;0.12287;-0.055137
317.5;0.79464;0.23364;-0.095919;0.37028;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12285;-0.054992;0.0015485;0.12309;-0.055228
318;0.79608;0.23402;-0.09605;0.37031;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12305;-0.0551;0.0015436;0.12328;-0.055336
318.5;0.79764;0.23453;-0.096203;0.37036;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12328;-0.055172;0.0015438;0.12352;-0.055409
319;0.79912;0.23489;-0.096326;0.3704;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12349;-0.055283;0.0015529;0.12373;-0.05552
319.5;0.80071;0.23528;-0.096545;0.37044;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12372;-0.055377;0.001549;0.12396;-0.055613
320;0.80209;0.23581;-0.09674;0.37048;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12393;-0.055479;0.0015547;0.12417;-0.055716
320.5;0.80359;0.23622;-0.096897;0.37051;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12414;-0.055574;0.0015546;0.12438;-0.055811
321;0.80507;0.23655;-0.097041;0.37055;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12436;-0.055669;0.0015577;0.1246;-0.055907
321.5;0.80656;0.23704;-0.097198;0.37059;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12458;-0.05577;0.0015627;0.12482;-0.056008
322;0.80803;0.23751;-0.097304;0.37062;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12478;-0.055859;0.001566;0.12502;-0.056098
322.5;0.8096;0.23792;-0.097567;0.37065;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12501;-0.055958;0.0015655;0.12525;-0.056197
323;0.81112;0.23829;-0.097705;0.37067;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12523;-0.056047;0.0015738;0.12547;-0.056287
323.5;0.81266;0.23873;-0.09779;0.37068;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12545;-0.056135;0.0015758;0.12568;-0.056374
324;0.81406;0.23923;-0.097994;0.37071;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12566;-0.056233;0.0015746;0.1259;-0.056473
324.5;0.8155;0.23956;-0.098168;0.37073;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12587;-0.056339;0.0015745;0.12611;-0.056579
325;0.81704;0.24007;-0.098306;0.37076;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12609;-0.056427;0.0015712;0.12633;-0.056667
325.5;0.81852;0.24044;-0.098494;0.3708;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12631;-0.056522;0.0015743;0.12655;-0.056763
326;0.8201;0.24096;-0.098642;0.37082;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12653;-0.056618;0.0015793;0.12677;-0.05686
326.5;0.82161;0.24142;-0.098783;0.37086;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12675;-0.056727;0.0015828;0.12699;-0.056968
327;0.82321;0.24174;-0.098938;0.37088;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12697;-0.056813;0.0015877;0.12721;-0.057055
327.5;0.82468;0.24224;-0.09909;0.37091;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12718;-0.056913;0.0015845;0.12742;-0.057155
328;0.82618;0.24267;-0.099317;0.37094;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1274;-0.057002;0.0015856;0.12764;-0.057244
328.5;0.82767;0.24308;-0.099462;0.37096;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12762;-0.05709;0.0015929;0.12787;-0.057332
329;0.82923;0.24363;-0.099558;0.37099;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12785;-0.057169;0.0015964;0.12809;-0.057412
329.5;0.83061;0.24394;-0.099774;0.37101;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12805;-0.057306;0.0016049;0.12829;-0.057549
330;0.83213;0.24445;-0.099925;0.37103;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12827;-0.057388;0.0016033;0.12851;-0.057632
330.5;0.83364;0.24486;-0.10011;0.37106;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12849;-0.05748;0.0016063;0.12874;-0.057723
331;0.83525;0.24533;-0.10029;0.37109;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12871;-0.057576;0.0016058;0.12896;-0.05782
331.5;0.83657;0.24564;-0.10046;0.37112;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1289;-0.057669;0.0016032;0.12915;-0.057914
332;0.83825;0.24617;-0.10051;0.37114;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12916;-0.057768;0.0016225;0.1294;-0.058013
332.5;0.83964;0.24655;-0.10077;0.37117;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12935;-0.057864;0.0016137;0.1296;-0.058109
333;0.84109;0.24686;-0.10093;0.37118;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12957;-0.057951;0.0016153;0.12981;-0.058196
333.5;0.84268;0.24728;-0.10107;0.3712;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12979;-0.058032;0.0016146;0.13003;-0.058278
334;0.84418;0.24794;-0.10124;0.37122;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13;-0.058153;0.0016275;0.13025;-0.0584
334.5;0.84543;0.24814;-0.10134;0.37125;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1302;-0.058239;0.0016149;0.13045;-0.058486
335;0.84694;0.24865;-0.10158;0.37127;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13042;-0.058342;0.0016215;0.13067;-0.058589
335.5;0.84855;0.24901;-0.10175;0.37129;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13065;-0.05845;0.0016272;0.13089;-0.058697
336;0.85007;0.24955;-0.10183;0.37131;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13087;-0.058516;0.0016431;0.13112;-0.058763
336.5;0.85168;0.2499;-0.10202;0.37134;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13108;-0.058632;0.0016339;0.13133;-0.05888
337;0.8532;0.25039;-0.10225;0.37137;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13131;-0.058735;0.0016339;0.13155;-0.058983
337.5;0.85462;0.25072;-0.10239;0.3714;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13153;-0.058823;0.0016365;0.13177;-0.05907
338;0.85614;0.25123;-0.10253;0.37143;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13174;-0.058924;0.0016359;0.13199;-0.059173
338.5;0.85772;0.25171;-0.10268;0.37145;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13197;-0.059011;0.0016447;0.13222;-0.05926
339;0.85931;0.25213;-0.1028;0.37147;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13219;-0.059113;0.0016435;0.13244;-0.059362
339.5;0.8608;0.2525;-0.10299;0.3715;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13241;-0.059208;0.0016464;0.13266;-0.059457
340;0.86227;0.25296;-0.10315;0.37152;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13262;-0.059302;0.00165;0.13287;-0.059552
340.5;0.86384;0.25334;-0.10329;0.37155;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13284;-0.059395;0.0016574;0.13309;-0.059646
341;0.86533;0.25384;-0.10342;0.37156;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13306;-0.059495;0.0016556;0.13331;-0.059746
341.5;0.86675;0.25426;-0.1036;0.37158;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13327;-0.059598;0.0016568;0.13352;-0.059849
342;0.8683;0.25462;-0.10374;0.3716;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13349;-0.059685;0.0016615;0.13374;-0.059937
342.5;0.86979;0.25513;-0.104;0.37162;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1337;-0.059785;0.0016652;0.13396;-0.060037
343;0.8713;0.25545;-0.1041;0.37164;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13392;-0.05986;0.0016663;0.13418;-0.060113
343.5;0.87281;0.25587;-0.10431;0.37166;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13413;-0.059986;0.0016607;0.13439;-0.060239
344;0.87441;0.25639;-0.1044;0.37166;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13436;-0.060043;0.001683;0.13461;-0.060297
344.5;0.87588;0.25682;-0.1046;0.37167;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13458;-0.060158;0.0016778;0.13483;-0.060412
345;0.8774;0.25733;-0.10481;0.37168;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13479;-0.060259;0.0016801;0.13504;-0.060513
345.5;0.879;0.25768;-0.10485;0.37171;0;0;0;0;0;0;0;0;0;0;0;0;0;0.135;-0.060355;0.0016791;0.13526;-0.06061
346;0.88043;0.25813;-0.1051;0.37173;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13522;-0.060459;0.0016873;0.13547;-0.060714
346.5;0.88192;0.2586;-0.10525;0.37174;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13543;-0.060551;0.001689;0.13569;-0.060806
347;0.88348;0.25897;-0.10536;0.37176;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13565;-0.06069;0.0016882;0.13591;-0.060945
347.5;0.88508;0.2594;-0.10555;0.37178;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13588;-0.060747;0.0016872;0.13614;-0.061002
348;0.88657;0.25983;-0.10572;0.3718;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1361;-0.06084;0.0016991;0.13636;-0.061096
348.5;0.88814;0.26037;-0.10588;0.37182;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13632;-0.060946;0.0016983;0.13658;-0.061201
349;0.88968;0.2608;-0.106;0.37185;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13654;-0.061046;0.0016956;0.13679;-0.061302
349.5;0.89124;0.26118;-0.10617;0.37186;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13676;-0.061142;0.0017043;0.13702;-0.061398
350;0.89274;0.26165;-0.10634;0.37187;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13698;-0.061246;0.0017061;0.13723;-0.061503
350.5;0.89437;0.262;-0.10645;0.37188;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13721;-0.061324;0.0017112;0.13746;-0.061582
351;0.89588;0.26245;-0.1067;0.3719;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13742;-0.061426;0.0017043;0.13768;-0.061684
351.5;0.8974;0.26292;-0.10676;0.37192;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13764;-0.061519;0.001714;0.1379;-0.061776
352;0.89886;0.2633;-0.10697;0.37194;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13785;-0.061629;0.0017171;0.13811;-0.061887
352.5;0.90046;0.26376;-0.10715;0.37196;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13807;-0.061714;0.0017216;0.13833;-0.061973
353;0.90189;0.26422;-0.10726;0.37197;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13828;-0.061808;0.0017224;0.13854;-0.062067
353.5;0.90343;0.26465;-0.10743;0.37198;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13851;-0.061903;0.0017205;0.13877;-0.062162
354;0.90495;0.26517;-0.1076;0.372;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13872;-0.062005;0.0017273;0.13898;-0.062264
354.5;0.90663;0.26554;-0.10773;0.37202;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13896;-0.062094;0.0017278;0.13922;-0.062354
355;0.9083;0.26611;-0.10782;0.37204;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1392;-0.062192;0.0017277;0.13946;-0.062451
355.5;0.90945;0.26637;-0.108;0.37205;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13937;-0.062299;0.0017341;0.13964;-0.062559
356;0.91123;0.26683;-0.10824;0.37207;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13961;-0.062392;0.0017388;0.13987;-0.062652
356.5;0.91265;0.26732;-0.10832;0.37209;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13982;-0.062492;0.0017359;0.14008;-0.062752
357;0.91425;0.26775;-0.10848;0.37211;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14005;-0.062585;0.0017417;0.14031;-0.062846
357.5;0.91578;0.26818;-0.10865;0.37213;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14027;-0.062677;0.0017445;0.14053;-0.062938
358;0.91737;0.26866;-0.10875;0.37215;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14049;-0.062775;0.001753;0.14075;-0.063036
358.5;0.91909;0.26912;-0.10893;0.37216;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14072;-0.062873;0.0017598;0.14098;-0.063134
359;0.92056;0.26957;-0.10902;0.37217;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14093;-0.062968;0.0017554;0.14119;-0.06323
359.5;0.92201;0.26998;-0.10922;0.37218;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14115;-0.063067;0.0017576;0.14141;-0.063329
360;0.92356;0.27034;-0.10945;0.37219;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14137;-0.063171;0.0017581;0.14163;-0.063432
360.5;0.92493;0.27074;-0.10956;0.37222;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14156;-0.063294;0.0017955;0.14183;-0.063557
361;0.92666;0.27124;-0.10975;0.37223;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14181;-0.063382;0.0017691;0.14208;-0.063645
361.5;0.92827;0.27174;-0.10982;0.37225;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14203;-0.063432;0.0017813;0.14229;-0.063695
362;0.92976;0.27211;-0.11;0.37226;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14225;-0.063537;0.0017731;0.14252;-0.0638
362.5;0.93133;0.27255;-0.1102;0.37228;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14247;-0.063636;0.0017752;0.14273;-0.0639
363;0.93282;0.273;-0.11033;0.37229;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14269;-0.063746;0.0017729;0.14295;-0.06401
363.5;0.93453;0.27351;-0.11044;0.37231;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14292;-0.063815;0.0017899;0.14319;-0.064079
364;0.93595;0.27391;-0.1106;0.37233;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14312;-0.063935;0.0017755;0.14339;-0.064199
364.5;0.93739;0.27433;-0.11074;0.37233;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14334;-0.064025;0.0017849;0.1436;-0.064289
365;0.93899;0.2749;-0.11093;0.37234;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14356;-0.064111;0.0017863;0.14383;-0.064375
365.5;0.941;0.27536;-0.11114;0.37236;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14384;-0.064206;0.0018008;0.1441;-0.064471
366;0.94213;0.27563;-0.11124;0.37237;0;0;0;0;0;0;0;0;0;0;0;0;0;0.144;-0.064311;0.0017861;0.14427;-0.064576
366.5;0.94371;0.27607;-0.11134;0.37239;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14422;-0.064411;0.001803;0.14449;-0.064677
367;0.94524;0.27651;-0.1115;0.3724;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14444;-0.064522;0.001799;0.14471;-0.064788
367.5;0.94677;0.277;-0.11168;0.37241;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14467;-0.064606;0.0017967;0.14493;-0.064872
368;0.94842;0.27749;-0.11182;0.37242;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14488;-0.064712;0.0018045;0.14515;-0.064978
368.5;0.94999;0.27787;-0.11198;0.37243;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1451;-0.064799;0.0018023;0.14537;-0.065066
369;0.95159;0.27838;-0.11207;0.37245;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14533;-0.064889;0.0018064;0.14559;-0.065156
369.5;0.95315;0.27882;-0.11224;0.37245;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14555;-0.064991;0.0018012;0.14581;-0.065258
370;0.95467;0.2792;-0.11239;0.37247;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14576;-0.065092;0.0018106;0.14603;-0.06536
370.5;0.95616;0.27964;-0.11257;0.37248;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14597;-0.065189;0.0018119;0.14624;-0.065457
371;0.95776;0.28016;-0.11274;0.37248;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14621;-0.065288;0.0018174;0.14648;-0.065556
371.5;0.95937;0.28057;-0.11284;0.37249;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14643;-0.06537;0.0018234;0.1467;-0.065639
372;0.96094;0.281;-0.11305;0.37251;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14665;-0.065474;0.001819;0.14692;-0.065742
372.5;0.96247;0.28155;-0.1132;0.37253;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14687;-0.065581;0.0018246;0.14714;-0.06585
373;0.9641;0.28195;-0.11332;0.37254;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1471;-0.065681;0.0018335;0.14736;-0.065951
373.5;0.96562;0.2824;-0.11347;0.37255;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1473;-0.065787;0.0018413;0.14757;-0.066057
374;0.96722;0.28283;-0.11367;0.37256;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14754;-0.065876;0.0018434;0.14781;-0.066146
374.5;0.96873;0.28322;-0.11376;0.37258;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14776;-0.06596;0.0018467;0.14803;-0.06623
375;0.97076;0.28386;-0.11397;0.37258;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14804;-0.066061;0.0018472;0.14832;-0.066332
375.5;0.97195;0.28422;-0.11412;0.37261;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1482;-0.066146;0.0018509;0.14847;-0.066418
376;0.97358;0.28468;-0.11426;0.37262;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14843;-0.066263;0.0018441;0.1487;-0.066534
376.5;0.97503;0.28501;-0.11449;0.37263;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14865;-0.066356;0.0018453;0.14892;-0.066628
377;0.97665;0.28558;-0.11456;0.37264;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14887;-0.06644;0.0018643;0.14914;-0.066712
377.5;0.97818;0.28605;-0.11473;0.37265;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14908;-0.066563;0.0018501;0.14936;-0.066835
378;0.97975;0.28649;-0.11492;0.37266;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14931;-0.066645;0.0018595;0.14958;-0.066918
378.5;0.98144;0.28696;-0.11507;0.37268;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14954;-0.066753;0.001855;0.14981;-0.067026
379;0.98297;0.28723;-0.11528;0.3727;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14975;-0.066858;0.0018632;0.15002;-0.067132
379.5;0.98455;0.28777;-0.1154;0.37271;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14998;-0.066946;0.0018708;0.15025;-0.06722
380;0.98605;0.28837;-0.11555;0.37272;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1502;-0.067051;0.0018664;0.15047;-0.067324
380.5;0.98771;0.28877;-0.11571;0.37275;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15043;-0.067143;0.0018633;0.1507;-0.067417
381;0.98927;0.28916;-0.11596;0.37276;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15065;-0.067238;0.0018685;0.15092;-0.067513
381.5;0.99086;0.2896;-0.1161;0.37276;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15087;-0.067331;0.0018721;0.15114;-0.067606
382;0.99247;0.29008;-0.11616;0.37278;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15109;-0.067441;0.0018787;0.15137;-0.067716
382.5;0.99387;0.29049;-0.11641;0.37278;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15129;-0.067549;0.001878;0.15157;-0.067825
383;0.99553;0.29092;-0.11655;0.37279;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15153;-0.067626;0.0018748;0.1518;-0.067901
383.5;0.99723;0.29137;-0.11671;0.37279;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15176;-0.067717;0.001887;0.15204;-0.067993
384;0.99879;0.29183;-0.11694;0.3728;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15197;-0.067832;0.0018893;0.15225;-0.068108
384.5;1.0003;0.29219;-0.11705;0.37281;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15219;-0.067927;0.0018823;0.15247;-0.068203
385;1.0019;0.29269;-0.11718;0.37281;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15242;-0.068021;0.00189;0.1527;-0.068298
385.5;1.0036;0.29307;-0.11743;0.37282;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15265;-0.068124;0.0018869;0.15293;-0.068401
386;1.0051;0.29357;-0.11743;0.37282;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15288;-0.068184;0.0018994;0.15315;-0.068461
386.5;1.0066;0.29397;-0.11779;0.37282;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15308;-0.068306;0.0018989;0.15336;-0.068584
387;1.0084;0.29446;-0.11786;0.37282;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15332;-0.068407;0.0018946;0.1536;-0.068685
387.5;1.0099;0.29488;-0.11799;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15354;-0.0685;0.0019047;0.15382;-0.068779
388;1.0114;0.29521;-0.11817;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15375;-0.068607;0.0019015;0.15402;-0.068885
388.5;1.013;0.29573;-0.11835;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15398;-0.0687;0.0019144;0.15426;-0.068979
389;1.0147;0.2962;-0.11854;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15421;-0.068791;0.0019094;0.15448;-0.06907
389.5;1.0162;0.29659;-0.1186;0.37283;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15443;-0.068883;0.0019064;0.15471;-0.069162
390;1.0178;0.29707;-0.11883;0.37284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15465;-0.068974;0.0019094;0.15493;-0.069254
390.5;1.0194;0.29752;-0.11898;0.37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15488;-0.069085;0.0019086;0.15515;-0.069364
391;1.021;0.29799;-0.11915;0.37286;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15509;-0.069193;0.0019178;0.15537;-0.069473
391.5;1.0227;0.29847;-0.11924;0.37286;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15532;-0.069283;0.0019197;0.1556;-0.069564
392;1.0242;0.29886;-0.11941;0.37287;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15554;-0.069358;0.0019211;0.15582;-0.069639
392.5;1.0257;0.29935;-0.11966;0.37288;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15576;-0.069488;0.0019276;0.15604;-0.069769
393;1.0274;0.29977;-0.11974;0.37289;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15598;-0.069569;0.0019246;0.15626;-0.06985
