Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
07/27/21;DP600Large;UT;00;1;0.24;0.29122;2;0;0;6;1.8;1.8;;;;;
;;;;;;;;;;;;;;;;;
Time [s];U1 [mm];Uarfdgasdfg2 [mm];U3 [mm];Force [kN];Ambient Temperature [°C];DIC Zone X 1 [px];DIC Zone Y 1 [px];DIC Zone X 2 [px];DIC Zone Y 2 [px];DIC Zone X 3 [px];DIC Zone Y 3 [px];DIC Zone X 4 [px];DIC Zone Y 4 [px];DIC Zone X 5 [px];DIC Zone Y 5 [px];DIC Zone X 6 [px];DIC Zone Y 6 [px];exx;exy;eyy;e1;e2
219.5;0.51285;0.15192;-0.064873;0.35901;0;0;0;0;0;0;0;0;0;0;0;0;0;0.081253;-0.036534;0.0010429;0.081413;-0.036695
220;0.51413;0.15226;-0.065038;0.35911;0;0;0;0;0;0;0;0;0;0;0;0;0;0.081446;-0.036621;0.0010441;0.081605;-0.036781
220.5;0.51555;0.15271;-0.065244;0.35921;0;0;0;0;0;0;0;0;0;0;0;0;0;0.081661;-0.03673;0.0010557;0.081822;-0.03689
221;0.51709;0.15321;-0.065407;0.3593;0;0;0;0;0;0;0;0;0;0;0;0;0;0.081888;-0.036812;0.0010496;0.082049;-0.036973
221.5;0.51846;0.15347;-0.065477;0.35939;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082096;-0.036901;0.0010551;0.082257;-0.037062
222;0.51987;0.15383;-0.065645;0.35947;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082312;-0.036997;0.0010581;0.082473;-0.037159
222.5;0.52126;0.15431;-0.06576;0.35956;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082532;-0.037079;0.0010679;0.082694;-0.037241
223;0.52259;0.15471;-0.065997;0.35965;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082734;-0.037189;0.001067;0.082896;-0.037351
223.5;0.52414;0.15515;-0.066161;0.35976;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08294;-0.037274;0.0010752;0.083103;-0.037437
224;0.52555;0.15551;-0.066246;0.35985;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083155;-0.037365;0.0010727;0.083318;-0.037528
224.5;0.52687;0.15596;-0.066472;0.35991;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083359;-0.037466;0.0010727;0.083522;-0.03763
225;0.52832;0.15655;-0.066585;0.36001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083578;-0.037561;0.0010738;0.083742;-0.037726
225.5;0.52967;0.15675;-0.066701;0.36009;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083781;-0.037651;0.0010779;0.083946;-0.037816
226;0.53111;0.15722;-0.066954;0.36019;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083992;-0.037746;0.0010799;0.084157;-0.037912
226.5;0.53243;0.15749;-0.067062;0.36028;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084199;-0.037831;0.0010853;0.084364;-0.037996
227;0.53384;0.15793;-0.067253;0.36038;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084407;-0.037932;0.0010835;0.084572;-0.038098
227.5;0.53514;0.15837;-0.067492;0.36045;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08461;-0.038028;0.0010891;0.084777;-0.038195
228;0.53652;0.15869;-0.067536;0.36053;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084815;-0.038121;0.0010871;0.084982;-0.038288
228.5;0.53798;0.15913;-0.067736;0.36062;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085039;-0.038202;0.0010967;0.085206;-0.03837
229;0.53933;0.1596;-0.067901;0.3607;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085239;-0.038307;0.0010953;0.085407;-0.038476
229.5;0.54079;0.15992;-0.068065;0.36079;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08545;-0.038397;0.0010991;0.085619;-0.038566
230;0.54212;0.16037;-0.068143;0.36087;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085657;-0.03849;0.0011017;0.085827;-0.038659
230.5;0.54355;0.16076;-0.068263;0.36094;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085869;-0.038579;0.0011013;0.086038;-0.038749
231;0.54495;0.1611;-0.068496;0.36102;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086078;-0.038679;0.0011034;0.086249;-0.03885
231.5;0.54638;0.16165;-0.068635;0.36111;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086297;-0.038771;0.001107;0.086467;-0.038941
232;0.54777;0.16201;-0.068808;0.3612;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086506;-0.03887;0.0011146;0.086677;-0.039041
232.5;0.54914;0.16245;-0.068897;0.36129;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086722;-0.038961;0.0011192;0.086893;-0.039132
233;0.55054;0.16282;-0.069119;0.36138;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086917;-0.039064;0.0011233;0.087089;-0.039236
233.5;0.55194;0.16321;-0.06926;0.36145;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087134;-0.039142;0.0011214;0.087306;-0.039315
234;0.55342;0.16371;-0.069403;0.36154;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087345;-0.039243;0.0011222;0.087517;-0.039415
234.5;0.55476;0.16397;-0.069703;0.36161;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087553;-0.039339;0.0011265;0.087726;-0.039513
235;0.55615;0.16443;-0.069718;0.36169;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087759;-0.039428;0.0011281;0.087932;-0.039602
235.5;0.55753;0.16491;-0.069872;0.36177;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087969;-0.039521;0.0011312;0.088143;-0.039695
236;0.55896;0.16532;-0.070037;0.36185;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088178;-0.039612;0.0011387;0.088352;-0.039787
236.5;0.56039;0.16574;-0.070307;0.36192;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088392;-0.039713;0.0011392;0.088567;-0.039887
237;0.56182;0.16611;-0.07038;0.36199;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088602;-0.039808;0.0011407;0.088777;-0.039983
237.5;0.5633;0.16651;-0.070549;0.36207;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088814;-0.039901;0.001144;0.08899;-0.040077
238;0.56461;0.16699;-0.070712;0.36215;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089029;-0.039988;0.0011485;0.089205;-0.040164
238.5;0.56599;0.16737;-0.070861;0.36223;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089233;-0.040085;0.0011495;0.08941;-0.040262
239;0.56754;0.16774;-0.071058;0.36231;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089455;-0.040174;0.0011572;0.089632;-0.040352
239.5;0.56884;0.16817;-0.071137;0.36237;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089654;-0.040274;0.0011563;0.089831;-0.040451
240;0.57032;0.16856;-0.071324;0.36245;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089868;-0.040375;0.0011593;0.090046;-0.040553
240.5;0.57172;0.16899;-0.071426;0.36253;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090081;-0.040459;0.0011663;0.09026;-0.040637
241;0.5731;0.16938;-0.071644;0.36261;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090287;-0.040556;0.0011632;0.090466;-0.040736
241.5;0.57452;0.16971;-0.071807;0.36267;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090494;-0.040647;0.0011621;0.090674;-0.040826
242;0.576;0.17022;-0.071877;0.36273;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090728;-0.040736;0.001164;0.090908;-0.040915
242.5;0.57701;0.17056;-0.072092;0.3628;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090872;-0.040834;0.0011619;0.091052;-0.041014
243;0.57863;0.17103;-0.072278;0.36286;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091122;-0.04093;0.0011755;0.091303;-0.041111
243.5;0.58002;0.17137;-0.072423;0.36293;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091323;-0.041033;0.0011711;0.091504;-0.041214
244;0.58148;0.17185;-0.072458;0.36299;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091543;-0.04111;0.0011838;0.091725;-0.041291
244.5;0.58298;0.17222;-0.07272;0.36306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091758;-0.041202;0.0011896;0.091939;-0.041384
245;0.58437;0.17272;-0.072917;0.36314;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091969;-0.041302;0.0011881;0.092151;-0.041484
245.5;0.58566;0.17318;-0.073045;0.36321;0;0;0;0;0;0;0;0;0;0;0;0;0;0.092162;-0.041402;0.0011952;0.092345;-0.041585
246;0.58711;0.17356;-0.073215;0.36329;0;0;0;0;0;0;0;0;0;0;0;0;0;0.092376;-0.041494;0.0011855;0.09256;-0.041677
246.5;0.58864;0.17406;-0.07334;0.36337;0;0;0;0;0;0;0;0;0;0;0;0;0;0.092607;-0.041583;0.0011962;0.09279;-0.041766
247;0.58998;0.17442;-0.073498;0.36344;0;0;0;0;0;0;0;0;0;0;0;0;0;0.092814;-0.041689;0.0012025;0.092997;-0.041873
247.5;0.59142;0.17485;-0.073657;0.36351;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093024;-0.041779;0.0012071;0.093209;-0.041964
248;0.59263;0.17523;-0.07385;0.36357;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093206;-0.041871;0.0012036;0.093391;-0.042056
248.5;0.59427;0.17571;-0.073957;0.36365;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093458;-0.041958;0.0012033;0.093643;-0.042143
249;0.59563;0.17609;-0.074089;0.36371;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093654;-0.042053;0.0012098;0.093839;-0.042239
249.5;0.59705;0.1765;-0.074289;0.36376;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093872;-0.042134;0.0012173;0.094058;-0.04232
250;0.59846;0.17697;-0.074535;0.36383;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094085;-0.042245;0.0012205;0.094271;-0.042432
250.5;0.59994;0.17725;-0.07475;0.36389;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094292;-0.042342;0.0012173;0.094479;-0.042529
251;0.60135;0.17772;-0.074842;0.36394;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094509;-0.042435;0.0012195;0.094696;-0.042622
251.5;0.60267;0.17816;-0.074931;0.36402;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094712;-0.042521;0.0012143;0.094898;-0.042708
252;0.60422;0.17862;-0.075142;0.3641;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094928;-0.04262;0.0012283;0.095115;-0.042808
252.5;0.60566;0.17893;-0.075329;0.36416;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095136;-0.042713;0.0012298;0.095325;-0.042901
253;0.60698;0.17934;-0.075433;0.36423;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095348;-0.042812;0.0012342;0.095536;-0.043
253.5;0.60843;0.17979;-0.075626;0.36431;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095558;-0.04291;0.0012335;0.095746;-0.043099
254;0.60991;0.18014;-0.07576;0.36438;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095778;-0.043005;0.0012492;0.095967;-0.043194
254.5;0.61129;0.18056;-0.075908;0.36444;0;0;0;0;0;0;0;0;0;0;0;0;0;0.095981;-0.043087;0.0012402;0.096171;-0.043276
255;0.61252;0.18099;-0.076053;0.36452;0;0;0;0;0;0;0;0;0;0;0;0;0;0.096164;-0.043191;0.0012505;0.096354;-0.043381
255.5;0.61406;0.1814;-0.076254;0.36458;0;0;0;0;0;0;0;0;0;0;0;0;0;0.096392;-0.043275;0.0012509;0.096583;-0.043465
256;0.61552;0.18188;-0.07643;0.36464;0;0;0;0;0;0;0;0;0;0;0;0;0;0.096614;-0.043366;0.0012518;0.096805;-0.043557
256.5;0.61694;0.18228;-0.076536;0.36471;0;0;0;0;0;0;0;0;0;0;0;0;0;0.096828;-0.043467;0.001251;0.097019;-0.043658
257;0.61831;0.18269;-0.076726;0.36478;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097034;-0.043563;0.0012577;0.097226;-0.043755
257.5;0.61977;0.18301;-0.076939;0.36483;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097247;-0.043654;0.0012585;0.097438;-0.043846
258;0.62129;0.18355;-0.076954;0.36489;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097466;-0.043746;0.0012671;0.097659;-0.043939
258.5;0.62261;0.18385;-0.077165;0.36495;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097666;-0.043845;0.0012586;0.097859;-0.044037
259;0.62402;0.18426;-0.077458;0.36501;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097873;-0.043936;0.0012595;0.098065;-0.044129
259.5;0.62544;0.18478;-0.07756;0.36507;0;0;0;0;0;0;0;0;0;0;0;0;0;0.098085;-0.044025;0.0012705;0.098279;-0.044219
260;0.62688;0.18512;-0.077704;0.36513;0;0;0;0;0;0;0;0;0;0;0;0;0;0.098295;-0.044128;0.00127;0.09849;-0.044323
260.5;0.62837;0.18568;-0.077913;0.36518;0;0;0;0;0;0;0;0;0;0;0;0;0;0.098506;-0.044226;0.0012719;0.0987;-0.04442
261;0.62975;0.18595;-0.078084;0.36524;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09871;-0.044313;0.0012729;0.098905;-0.044508
261.5;0.63115;0.18641;-0.078186;0.36529;0;0;0;0;0;0;0;0;0;0;0;0;0;0.098929;-0.044404;0.0012807;0.099124;-0.0446
262;0.63269;0.1869;-0.078362;0.36534;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099145;-0.0445;0.0012826;0.09934;-0.044695
262.5;0.63407;0.18735;-0.078503;0.36541;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099365;-0.044589;0.0012783;0.09956;-0.044785
263;0.6355;0.18769;-0.078645;0.36547;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099565;-0.044687;0.0012889;0.099762;-0.044884
263.5;0.63689;0.18807;-0.078855;0.36553;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099774;-0.044791;0.0012839;0.099971;-0.044988
264;0.63844;0.18853;-0.078968;0.36559;0;0;0;0;0;0;0;0;0;0;0;0;0;0.099999;-0.044874;0.0012943;0.1002;-0.045072
264.5;0.63983;0.18891;-0.079184;0.36566;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1002;-0.044982;0.0012915;0.1004;-0.045179
265;0.64118;0.18936;-0.07934;0.36572;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10041;-0.045078;0.0012928;0.10061;-0.045275
265.5;0.64269;0.18974;-0.079436;0.36577;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10063;-0.045146;0.0012993;0.10083;-0.045345
266;0.64408;0.19022;-0.079629;0.36583;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10084;-0.045256;0.0013028;0.10104;-0.045454
266.5;0.64557;0.19065;-0.079791;0.36589;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10106;-0.045351;0.0013035;0.10126;-0.04555
267;0.64703;0.19099;-0.079913;0.36595;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10127;-0.045448;0.0013074;0.10147;-0.045647
267.5;0.64846;0.19136;-0.080025;0.366;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10149;-0.045535;0.0013077;0.10169;-0.045735
268;0.64988;0.19185;-0.080161;0.36607;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1017;-0.045632;0.0013113;0.1019;-0.045833
268.5;0.65135;0.19224;-0.080352;0.36612;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10191;-0.045724;0.0013157;0.10211;-0.045925
269;0.65267;0.1927;-0.080578;0.36618;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10211;-0.045827;0.0013184;0.10231;-0.046029
269.5;0.65411;0.19298;-0.080726;0.36624;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10232;-0.045915;0.0013186;0.10253;-0.046117
270;0.65562;0.1935;-0.080835;0.36628;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10254;-0.046;0.0013219;0.10274;-0.046203
270.5;0.65704;0.19391;-0.081032;0.36633;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10275;-0.046103;0.0013198;0.10296;-0.046307
271;0.6584;0.19434;-0.081112;0.36639;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10296;-0.046198;0.0013209;0.10316;-0.046401
271.5;0.6599;0.19488;-0.081326;0.36645;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10318;-0.046288;0.0013295;0.10339;-0.046491
272;0.66143;0.19531;-0.081429;0.3665;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10341;-0.04638;0.0013342;0.10361;-0.046584
272.5;0.66283;0.19562;-0.081658;0.36655;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10361;-0.046474;0.0013278;0.10381;-0.046678
273;0.66429;0.19609;-0.081784;0.36661;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10382;-0.046578;0.0013337;0.10403;-0.046783
273.5;0.66576;0.1965;-0.081949;0.36666;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10404;-0.046671;0.0013324;0.10425;-0.046876
274;0.66718;0.19701;-0.082018;0.36671;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10425;-0.046765;0.0013361;0.10446;-0.04697
274.5;0.66858;0.19736;-0.08225;0.36676;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10445;-0.046862;0.0013421;0.10466;-0.047068
275;0.67011;0.19784;-0.082377;0.36679;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10468;-0.046948;0.0013374;0.10489;-0.047154
275.5;0.6714;0.19814;-0.08256;0.36684;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10488;-0.047045;0.0013452;0.10508;-0.047251
276;0.67292;0.19853;-0.082723;0.36689;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10509;-0.047147;0.0013499;0.1053;-0.047354
276.5;0.67424;0.19897;-0.082805;0.36694;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1053;-0.047232;0.0013506;0.10551;-0.047439
277;0.67577;0.19948;-0.083047;0.36698;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10552;-0.047325;0.0013464;0.10573;-0.047533
277.5;0.6772;0.19991;-0.083143;0.36703;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10573;-0.047424;0.0013563;0.10593;-0.047633
278;0.6787;0.20025;-0.083248;0.36709;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10594;-0.047519;0.0013572;0.10615;-0.047728
278.5;0.68011;0.20057;-0.083494;0.36714;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10616;-0.047616;0.0013619;0.10637;-0.047825
279;0.68158;0.2011;-0.083598;0.36719;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10637;-0.047723;0.0013628;0.10658;-0.047933
279.5;0.68297;0.20152;-0.083834;0.36724;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10659;-0.047806;0.0013596;0.1068;-0.048016
280;0.68436;0.20188;-0.08384;0.36729;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10679;-0.04789;0.0013674;0.107;-0.048101
280.5;0.6859;0.20238;-0.084028;0.36734;0;0;0;0;0;0;0;0;0;0;0;0;0;0.107;-0.047993;0.0013724;0.10721;-0.048205
281;0.68722;0.20281;-0.084197;0.36739;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10721;-0.048087;0.0013657;0.10742;-0.048298
281.5;0.68872;0.20315;-0.084391;0.36744;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10741;-0.04819;0.0013649;0.10762;-0.048402
282;0.69023;0.20353;-0.084547;0.36749;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10764;-0.048268;0.0013815;0.10786;-0.048481
282.5;0.69176;0.20404;-0.084701;0.36755;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10786;-0.048353;0.0013829;0.10808;-0.048566
283;0.6932;0.20451;-0.084872;0.3676;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10807;-0.048455;0.0013865;0.10829;-0.048667
283.5;0.6945;0.20481;-0.084998;0.36765;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10827;-0.048539;0.0013838;0.10848;-0.048752
284;0.69602;0.20524;-0.085245;0.3677;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10849;-0.048635;0.0013904;0.10871;-0.048848
284.5;0.69743;0.20564;-0.085338;0.36774;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10871;-0.048745;0.0013794;0.10893;-0.048959
285;0.69895;0.20613;-0.085484;0.36779;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10893;-0.048828;0.0013879;0.10915;-0.049042
285.5;0.70036;0.20651;-0.085696;0.36784;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10914;-0.048932;0.0013965;0.10935;-0.049147
286;0.70181;0.20697;-0.085826;0.36788;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10935;-0.04902;0.0013995;0.10957;-0.049235
286.5;0.70333;0.20728;-0.086068;0.36793;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10957;-0.04913;0.0014006;0.10978;-0.049345
287;0.70474;0.20778;-0.086103;0.36797;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10978;-0.049211;0.0014015;0.10999;-0.049427
287.5;0.70615;0.20826;-0.086349;0.36802;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10999;-0.049323;0.0014044;0.1102;-0.049539
288;0.70766;0.20854;-0.086388;0.36807;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11021;-0.049378;0.0013967;0.11042;-0.049594
288.5;0.70919;0.20912;-0.086696;0.36812;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11043;-0.04949;0.0014058;0.11064;-0.049707
289;0.71061;0.2095;-0.086835;0.36816;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11063;-0.049579;0.0014001;0.11085;-0.049796
289.5;0.71205;0.20989;-0.086939;0.3682;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11085;-0.04968;0.0014116;0.11106;-0.049897
290;0.71349;0.21031;-0.087114;0.36824;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11105;-0.049774;0.0014129;0.11127;-0.049992
290.5;0.71496;0.21082;-0.087315;0.36829;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11128;-0.049876;0.001416;0.1115;-0.050094
291;0.71642;0.21122;-0.087515;0.36833;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11149;-0.049973;0.0014226;0.1117;-0.050192
291.5;0.71791;0.21164;-0.087593;0.36838;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1117;-0.050061;0.0014228;0.11192;-0.05028
292;0.71932;0.21209;-0.087793;0.36842;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11191;-0.050161;0.0014279;0.11213;-0.050381
292.5;0.72088;0.21242;-0.087944;0.36845;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11213;-0.050251;0.0014201;0.11235;-0.050471
293;0.72221;0.2129;-0.088139;0.36849;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11234;-0.050344;0.0014297;0.11256;-0.050565
293.5;0.72365;0.21331;-0.088293;0.36853;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11255;-0.050442;0.0014329;0.11277;-0.050662
294;0.72515;0.21377;-0.088396;0.36858;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11276;-0.050536;0.0014325;0.11298;-0.050757
294.5;0.72657;0.21423;-0.088629;0.36861;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11298;-0.050634;0.0014376;0.1132;-0.050856
295;0.72814;0.21467;-0.088734;0.36865;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11319;-0.050729;0.001443;0.11342;-0.050951
295.5;0.72963;0.21507;-0.088908;0.36868;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11341;-0.050824;0.0014454;0.11363;-0.051046
296;0.73099;0.21544;-0.089134;0.36872;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11361;-0.050919;0.001448;0.11384;-0.051142
296.5;0.73241;0.21582;-0.089194;0.36876;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11383;-0.051012;0.0014511;0.11405;-0.051235
297;0.73402;0.21629;-0.089321;0.36881;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11405;-0.051101;0.0014471;0.11427;-0.051324
297.5;0.73549;0.21669;-0.089531;0.36885;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11427;-0.051198;0.0014522;0.11449;-0.051421
298;0.73691;0.21718;-0.089673;0.36888;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11447;-0.051305;0.0014571;0.1147;-0.051528
298.5;0.73848;0.21751;-0.089837;0.36892;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1147;-0.051382;0.0014579;0.11492;-0.051607
299;0.73988;0.21796;-0.090027;0.36897;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1149;-0.051474;0.0014692;0.11512;-0.051698
299.5;0.74124;0.21835;-0.090234;0.36901;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11511;-0.051592;0.0014656;0.11533;-0.051817
300;0.7427;0.21869;-0.090414;0.36904;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11532;-0.051678;0.0014643;0.11555;-0.051903
300.5;0.74425;0.21924;-0.090507;0.36908;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11554;-0.05178;0.0014689;0.11576;-0.052005
301;0.74557;0.21952;-0.09071;0.36912;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11573;-0.051909;0.0014429;0.11596;-0.052135
301.5;0.74715;0.21998;-0.090919;0.36916;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11596;-0.05197;0.0014732;0.11619;-0.052196
302;0.74871;0.22043;-0.091027;0.3692;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11619;-0.052059;0.0014736;0.11641;-0.052285
302.5;0.75003;0.22097;-0.091131;0.36923;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11639;-0.052162;0.0014779;0.11662;-0.052389
303;0.75161;0.22127;-0.091234;0.36927;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11661;-0.052244;0.0014816;0.11684;-0.052472
303.5;0.75311;0.22169;-0.091534;0.3693;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11683;-0.052362;0.001482;0.11706;-0.05259
304;0.75462;0.22216;-0.091562;0.36935;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11705;-0.052445;0.0014845;0.11728;-0.052673
304.5;0.75606;0.22257;-0.091786;0.36939;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11726;-0.052535;0.0014912;0.11749;-0.052763
305;0.75757;0.22289;-0.091892;0.36943;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11748;-0.052625;0.0014888;0.11771;-0.052854
305.5;0.75907;0.22329;-0.092111;0.36947;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11768;-0.052721;0.0014911;0.11792;-0.052951
306;0.76051;0.22381;-0.092229;0.36951;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1179;-0.052827;0.0014973;0.11813;-0.053057
