"E0",,,,,"E1",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
288,0.0513388,0.303645,6.21818,5.91454,0.0510357,0.0905558,1.86492,1.77436,0.0514578,0.18261,3.73133,3.54872,-0.0221655,-0.0393297,1.73503,1.77436,-0.0231096,-0.0136683,0.577786,0.591454,-0.021976,-0.021663,0.964093,0.985756,-0.0220417,-0.0304188,1.34964,1.38006
289,0.0515554,0.304926,6.21947,5.91454,0.0512482,0.0909328,1.86529,1.77436,0.0516919,0.18344,3.73216,3.54872,-0.0222524,-0.0394839,1.73488,1.77436,-0.0231559,-0.0136957,0.577758,0.591454,-0.0220113,-0.0216977,0.964059,0.985756,-0.0220671,-0.030454,1.34961,1.38006
290,0.05177,0.306196,6.22074,5.91454,0.0514767,0.0913384,1.8657,1.77436,0.0519187,0.184245,3.73297,3.54872,-0.0223657,-0.0396848,1.73468,1.77436,-0.0233428,-0.0138062,0.577648,0.591454,-0.0221129,-0.0217979,0.963959,0.985756,-0.0221458,-0.0305625,1.3495,1.38006
291,0.0520023,0.30757,6.22211,5.91454,0.0517556,0.0918331,1.86619,1.77436,0.0521314,0.185,3.73372,3.54872,-0.0224563,-0.0398455,1.73452,1.77436,-0.0234404,-0.0138639,0.57759,0.591454,-0.0221785,-0.0218626,0.963894,0.985756,-0.0222613,-0.030722,1.34934,1.38006
292,0.0521947,0.308708,6.22325,5.91454,0.0519174,0.0921203,1.86648,1.77436,0.0523691,0.185843,3.73457,3.54872,-0.0225391,-0.0399926,1.73437,1.77436,-0.0235868,-0.0139505,0.577503,0.591454,-0.0222826,-0.0219652,0.963791,0.985756,-0.022366,-0.0308664,1.34919,1.38006
293,0.0524448,0.310187,6.22473,5.91454,0.0521504,0.0925337,1.8669,1.77436,0.0525665,0.186544,3.73527,3.54872,-0.0226102,-0.0401187,1.73424,1.77436,-0.0236644,-0.0139964,0.577457,0.591454,-0.0224724,-0.0221523,0.963604,0.985756,-0.022402,-0.030916,1.34914,1.38006
294,0.052649,0.311395,6.22593,5.91454,0.0524051,0.0929856,1.86735,1.77436,0.0527684,0.18726,3.73598,3.54872,-0.0227376,-0.0403447,1.73402,1.77436,-0.0238004,-0.0140768,0.577377,0.591454,-0.0225132,-0.0221926,0.963564,0.985756,-0.0225114,-0.0310671,1.34899,1.38006
295,0.0528881,0.312809,6.22735,5.91454,0.0526417,0.0934054,1.86777,1.77436,0.0530214,0.188158,3.73688,3.54872,-0.0227901,-0.0404378,1.73392,1.77436,-0.0239368,-0.0141575,0.577296,0.591454,-0.0225975,-0.0222756,0.963481,0.985756,-0.0226608,-0.0312733,1.34879,1.38006
296,0.0530903,0.314005,6.22854,5.91454,0.0528582,0.0937895,1.86815,1.77436,0.0532105,0.188829,3.73755,3.54872,-0.0229421,-0.0407075,1.73365,1.77436,-0.0239626,-0.0141728,0.577281,0.591454,-0.0227187,-0.0223951,0.963361,0.985756,-0.0226945,-0.0313198,1.34874,1.38006
297,0.0533336,0.315443,6.22998,5.91454,0.0530673,0.0941605,1.86852,1.77436,0.0534702,0.189751,3.73847,3.54872,-0.0230094,-0.040827,1.73353,1.77436,-0.024067,-0.0142345,0.577219,0.591454,-0.0227731,-0.0224487,0.963308,0.985756,-0.0228166,-0.0314882,1.34857,1.38006
298,0.053545,0.316694,6.23123,5.91454,0.053308,0.0945877,1.86895,1.77436,0.0536731,0.190471,3.73919,3.54872,-0.0231191,-0.0410217,1.73334,1.77436,-0.0240862,-0.0142459,0.577208,0.591454,-0.0228537,-0.0225282,0.963228,0.985756,-0.0228903,-0.03159,1.34847,1.38006
299,0.0537758,0.318059,6.2326,5.91454,0.0535058,0.0949387,1.8693,1.77436,0.0538763,0.191192,3.73991,3.54872,-0.0232183,-0.0411978,1.73316,1.77436,-0.024197,-0.0143114,0.577142,0.591454,-0.0229233,-0.0225968,0.96316,0.985756,-0.0229612,-0.0316878,1.34837,1.38006
300,0.0539951,0.319356,6.2339,5.91454,0.0536994,0.0952822,1.86964,1.77436,0.0541076,0.192013,3.74074,3.54872,-0.0232893,-0.0413237,1.73304,1.77436,-0.0242006,-0.0143135,0.57714,0.591454,-0.0230778,-0.0227491,0.963007,0.985756,-0.0230537,-0.0318155,1.34824,1.38006
301,0.0541962,0.320546,6.23509,5.91454,0.0539059,0.0956485,1.87001,1.77436,0.0543404,0.192839,3.74156,3.54872,-0.0233804,-0.0414853,1.73288,1.77436,-0.0242776,-0.0143591,0.577095,0.591454,-0.0231901,-0.0228598,0.962897,0.985756,-0.0231184,-0.0319047,1.34815,1.38006
302,0.0544211,0.321876,6.23642,5.91454,0.054103,0.0959983,1.87036,1.77436,0.0545368,0.193536,3.74226,3.54872,-0.0234347,-0.0415816,1.73278,1.77436,-0.0244455,-0.0144584,0.576995,0.591454,-0.0232353,-0.0229043,0.962852,0.985756,-0.023284,-0.0321333,1.34793,1.38006
303,0.0546541,0.323254,6.23779,5.91454,0.0542858,0.0963226,1.87068,1.77436,0.0547683,0.194357,3.74308,3.54872,-0.0235555,-0.041796,1.73257,1.77436,-0.0245727,-0.0145336,0.57692,0.591454,-0.0233411,-0.0230086,0.962748,0.985756,-0.0233545,-0.0322306,1.34783,1.38006
304,0.0548722,0.324544,6.23908,5.91454,0.0545678,0.096823,1.87118,1.77436,0.0549872,0.195134,3.74386,3.54872,-0.0236392,-0.0419445,1.73242,1.77436,-0.0246729,-0.0145929,0.576861,0.591454,-0.0234028,-0.0230695,0.962687,0.985756,-0.0234154,-0.0323147,1.34774,1.38006
305,0.0550785,0.325764,6.2403,5.91454,0.0547468,0.0971406,1.8715,1.77436,0.055162,0.195755,3.74448,3.54872,-0.0237777,-0.0421902,1.73217,1.77436,-0.0248109,-0.0146745,0.576779,0.591454,-0.0235387,-0.0232034,0.962553,0.985756,-0.0234774,-0.0324002,1.34766,1.38006
306,0.0553152,0.327164,6.2417,5.91454,0.0549823,0.0975584,1.87192,1.77436,0.0553846,0.196545,3.74527,3.54872,-0.0238523,-0.0423226,1.73204,1.77436,-0.0247978,-0.0146668,0.576787,0.591454,-0.0236221,-0.0232856,0.962471,0.985756,-0.0235693,-0.032527,1.34753,1.38006
307,0.0555375,0.328479,6.24302,5.91454,0.0552045,0.0979528,1.87231,1.77436,0.0556413,0.197455,3.74618,3.54872,-0.02396,-0.0425137,1.73185,1.77436,-0.0248547,-0.0147004,0.576753,0.591454,-0.0236779,-0.0233406,0.962416,0.985756,-0.0236824,-0.0326832,1.34738,1.38006
308,0.0557581,0.329783,6.24432,5.91454,0.0554145,0.0983253,1.87269,1.77436,0.0558501,0.198196,3.74692,3.54872,-0.024065,-0.0427,1.73166,1.77436,-0.024966,-0.0147662,0.576688,0.591454,-0.0237705,-0.023432,0.962324,0.985756,-0.0237841,-0.0328235,1.34724,1.38006
309,0.0559964,0.331193,6.24573,5.91454,0.0556428,0.0987305,1.87309,1.77436,0.0560757,0.198997,3.74772,3.54872,-0.024108,-0.0427763,1.73159,1.77436,-0.0249974,-0.0147848,0.576669,0.591454,-0.0238821,-0.0235419,0.962215,0.985756,-0.0238635,-0.0329331,1.34713,1.38006
310,0.0562148,0.332485,6.24702,5.91454,0.0558602,0.0991162,1.87348,1.77436,0.0562752,0.199705,3.74843,3.54872,-0.024221,-0.0429767,1.73138,1.77436,-0.0251948,-0.0149015,0.576552,0.591454,-0.023937,-0.023596,0.96216,0.985756,-0.0239518,-0.033055,1.347,1.38006
311,0.0563864,0.3335,6.24804,5.91454,0.0559491,0.0992739,1.87364,1.77436,0.056477,0.200421,3.74914,3.54872,-0.0243255,-0.0431623,1.7312,1.77436,-0.0253672,-0.0150035,0.57645,0.591454,-0.0240449,-0.0237024,0.962054,0.985756,-0.0240452,-0.0331837,1.34688,1.38006
312,0.0566213,0.334889,6.24943,5.91454,0.0562019,0.0997226,1.87408,1.77436,0.0567249,0.201301,3.75002,3.54872,-0.024446,-0.0433761,1.73099,1.77436,-0.0253422,-0.0149887,0.576465,0.591454,-0.0241512,-0.0238072,0.961949,0.985756,-0.0240745,-0.0332242,1.34684,1.38006
313,0.0568716,0.33637,6.25091,5.91454,0.0564793,0.100215,1.87458,1.77436,0.0569144,0.201973,3.7507,3.54872,-0.0244978,-0.043468,1.73089,1.77436,-0.0254363,-0.0150444,0.576409,0.591454,-0.0241419,-0.023798,0.961958,0.985756,-0.0242039,-0.0334028,1.34666,1.38006
314,0.0570911,0.337667,6.25221,5.91454,0.0566295,0.100481,1.87484,1.77436,0.0571358,0.202759,3.75148,3.54872,-0.0246134,-0.043673,1.73069,1.77436,-0.0255413,-0.0151065,0.576347,0.591454,-0.0242359,-0.0238907,0.961866,0.985756,-0.024358,-0.0336155,1.34644,1.38006
315,0.057303,0.338921,6.25346,5.91454,0.0569134,0.100985,1.87535,1.77436,0.0573308,0.203451,3.75217,3.54872,-0.0247307,-0.0438812,1.73048,1.77436,-0.0256321,-0.0151602,0.576294,0.591454,-0.0243738,-0.0240267,0.96173,0.985756,-0.0243359,-0.033585,1.34647,1.38006
316,0.0575243,0.34023,6.25477,5.91454,0.0570955,0.101308,1.87567,1.77436,0.0575304,0.204159,3.75288,3.54872,-0.0247991,-0.0440025,1.73036,1.77436,-0.0257538,-0.0152322,0.576222,0.591454,-0.0244799,-0.0241312,0.961625,0.985756,-0.0244509,-0.0337437,1.34632,1.38006
317,0.0577393,0.341501,6.25604,5.91454,0.0573327,0.101729,1.87609,1.77436,0.0577797,0.205044,3.75377,3.54872,-0.0248568,-0.0441049,1.73026,1.77436,-0.0259231,-0.0153323,0.576121,0.591454,-0.0245102,-0.0241611,0.961595,0.985756,-0.0245293,-0.0338519,1.34621,1.38006
318,0.0579647,0.342835,6.25737,5.91454,0.0575744,0.102158,1.87652,1.77436,0.0579908,0.205793,3.75452,3.54872,-0.0249861,-0.0443344,1.73003,1.77436,-0.0259487,-0.0153475,0.576106,0.591454,-0.0245079,-0.0241588,0.961598,0.985756,-0.0246547,-0.034025,1.34603,1.38006
319,0.0581867,0.344148,6.25869,5.91454,0.0578142,0.102583,1.87694,1.77436,0.0581971,0.206525,3.75525,3.54872,-0.0250957,-0.0445288,1.72983,1.77436,-0.0260723,-0.0154206,0.576033,0.591454,-0.0246466,-0.0242956,0.961461,0.985756,-0.0248025,-0.0342289,1.34583,1.38006
320,0.0584028,0.345426,6.25996,5.91454,0.0579851,0.102886,1.87725,1.77436,0.0584293,0.207349,3.75607,3.54872,-0.0251594,-0.044642,1.72972,1.77436,-0.0261857,-0.0154877,0.575966,0.591454,-0.0247725,-0.0244197,0.961337,0.985756,-0.0247541,-0.0341621,1.3459,1.38006
321,0.058628,0.346758,6.2613,5.91454,0.0581643,0.103204,1.87757,1.77436,0.0586566,0.208156,3.75688,3.54872,-0.0252144,-0.0447395,1.72962,1.77436,-0.0262002,-0.0154962,0.575958,0.591454,-0.0248122,-0.0244588,0.961298,0.985756,-0.0249014,-0.0343654,1.34569,1.38006
322,0.0588634,0.34815,6.26269,5.91454,0.0583967,0.103617,1.87798,1.77436,0.0588399,0.208807,3.75753,3.54872,-0.025325,-0.0449357,1.72943,1.77436,-0.0263773,-0.015601,0.575853,0.591454,-0.0248313,-0.0244776,0.961279,0.985756,-0.024963,-0.0344504,1.34561,1.38006
323,0.0590747,0.3494,6.26394,5.91454,0.0586256,0.104023,1.87838,1.77436,0.0590549,0.209569,3.75829,3.54872,-0.0254463,-0.0451509,1.72921,1.77436,-0.0265232,-0.0156873,0.575767,0.591454,-0.0250182,-0.0246618,0.961095,0.985756,-0.0250504,-0.034571,1.34549,1.38006
324,0.0592987,0.350724,6.26526,5.91454,0.0588488,0.104419,1.87878,1.77436,0.05929,0.210404,3.75913,3.54872,-0.0255165,-0.0452754,1.72909,1.77436,-0.0265128,-0.0156811,0.575773,0.591454,-0.0250699,-0.0247128,0.961044,0.985756,-0.025196,-0.034772,1.34529,1.38006
325,0.0595216,0.352043,6.26658,5.91454,0.0590799,0.104829,1.87919,1.77436,0.0595262,0.211242,3.75996,3.54872,-0.0256228,-0.045464,1.7289,1.77436,-0.0266007,-0.0157331,0.575721,0.591454,-0.0252235,-0.0248643,0.960892,0.985756,-0.0252769,-0.0348836,1.34518,1.38006
326,0.0597321,0.353288,6.26783,5.91454,0.059338,0.105287,1.87965,1.77436,0.0597139,0.211908,3.76063,3.54872,-0.0257261,-0.0456474,1.72871,1.77436,-0.0267338,-0.0158118,0.575642,0.591454,-0.0251999,-0.024841,0.960915,0.985756,-0.0253022,-0.0349185,1.34514,1.38006
327,0.0599584,0.354626,6.26917,5.91454,0.0594972,0.10557,1.87993,1.77436,0.0599083,0.212598,3.76132,3.54872,-0.0258051,-0.0457876,1.72857,1.77436,-0.0269429,-0.0159355,0.575518,0.591454,-0.0252699,-0.0249099,0.960846,0.985756,-0.0253571,-0.0349943,1.34506,1.38006
328,0.0601755,0.35591,6.27045,5.91454,0.0597304,0.105983,1.88034,1.77436,0.0601481,0.213449,3.76217,3.54872,-0.0258948,-0.0459467,1.72842,1.77436,-0.0269081,-0.0159149,0.575539,0.591454,-0.0254246,-0.0250624,0.960694,0.985756,-0.0255311,-0.0352345,1.34482,1.38006
329,0.0603973,0.357222,6.27176,5.91454,0.0599233,0.106326,1.88069,1.77436,0.0604127,0.214388,3.76311,3.54872,-0.02598,-0.0460979,1.72826,1.77436,-0.0269814,-0.0159582,0.575496,0.591454,-0.0254691,-0.0251063,0.96065,0.985756,-0.0255786,-0.0353,1.34476,1.38006
330,0.0606196,0.358537,6.27308,5.91454,0.0601669,0.106758,1.88112,1.77436,0.060563,0.214921,3.76364,3.54872,-0.0260767,-0.0462695,1.72809,1.77436,-0.0270284,-0.0159861,0.575468,0.591454,-0.0255122,-0.0251488,0.960608,0.985756,-0.0256735,-0.0354309,1.34463,1.38006
331,0.0608558,0.359934,6.27447,5.91454,0.0604194,0.107206,1.88157,1.77436,0.0608279,0.215861,3.76458,3.54872,-0.0262039,-0.0464953,1.72787,1.77436,-0.0271954,-0.0160848,0.575369,0.591454,-0.0255142,-0.0251508,0.960606,0.985756,-0.0257341,-0.0355145,1.34454,1.38006
332,0.0610706,0.361205,6.27574,5.91454,0.0605819,0.107494,1.88186,1.77436,0.0610193,0.216541,3.76526,3.54872,-0.0262671,-0.0466074,1.72775,1.77436,-0.0272569,-0.0161212,0.575333,0.591454,-0.0256395,-0.0252743,0.960482,0.985756,-0.0258667,-0.0356976,1.34436,1.38006
333,0.0612977,0.362548,6.27709,5.91454,0.0608116,0.107902,1.88226,1.77436,0.0612778,0.217458,3.76618,3.54872,-0.0263724,-0.0467942,1.72757,1.77436,-0.0273249,-0.0161614,0.575292,0.591454,-0.0257268,-0.0253604,0.960396,0.985756,-0.0259561,-0.0358209,1.34424,1.38006
334,0.0615216,0.363872,6.27841,5.91454,0.0610447,0.108315,1.88268,1.77436,0.0614959,0.218232,3.76695,3.54872,-0.0264582,-0.0469465,1.72742,1.77436,-0.0273921,-0.0162012,0.575253,0.591454,-0.0258237,-0.0254558,0.960301,0.985756,-0.026063,-0.0359685,1.34409,1.38006
335,0.0617535,0.365244,6.27978,5.91454,0.061232,0.108648,1.88301,1.77436,0.0617074,0.218982,3.76771,3.54872,-0.0265969,-0.0471925,1.72717,1.77436,-0.0275608,-0.0163009,0.575153,0.591454,-0.0259147,-0.0255456,0.960211,0.985756,-0.0261351,-0.036068,1.34399,1.38006
336,0.0619723,0.366538,6.28108,5.91454,0.0614613,0.109055,1.88342,1.77436,0.0619369,0.219797,3.76852,3.54872,-0.026655,-0.0472957,1.72707,1.77436,-0.027539,-0.0162881,0.575166,0.591454,-0.0259729,-0.0256029,0.960153,0.985756,-0.0261847,-0.0361365,1.34392,1.38006
337,0.0621953,0.367856,6.2824,5.91454,0.061722,0.109517,1.88388,1.77436,0.0621456,0.220538,3.76926,3.54872,-0.0267113,-0.0473955,1.72697,1.77436,-0.0276671,-0.0163638,0.57509,0.591454,-0.0261058,-0.0257339,0.960022,0.985756,-0.0263246,-0.0363295,1.34373,1.38006
338,0.062412,0.369138,6.28368,5.91454,0.061936,0.109897,1.88426,1.77436,0.0623896,0.221404,3.77013,3.54872,-0.0268549,-0.0476503,1.72671,1.77436,-0.0277727,-0.0164263,0.575028,0.591454,-0.0261378,-0.0257655,0.959991,0.985756,-0.0263942,-0.0364256,1.34363,1.38006
339,0.062642,0.370499,6.28504,5.91454,0.0621124,0.11021,1.88457,1.77436,0.0626192,0.222218,3.77094,3.54872,-0.0269498,-0.0478186,1.72654,1.77436,-0.0279314,-0.0165201,0.574934,0.591454,-0.0261843,-0.0258113,0.959945,0.985756,-0.0264347,-0.0364815,1.34358,1.38006
340,0.0628816,0.371916,6.28646,5.91454,0.062336,0.110607,1.88497,1.77436,0.0628517,0.223043,3.77177,3.54872,-0.0270517,-0.0479996,1.72636,1.77436,-0.0279992,-0.0165602,0.574894,0.591454,-0.0262629,-0.0258889,0.959868,0.985756,-0.0265131,-0.0365896,1.34347,1.38006
341,0.0630867,0.373129,6.28767,5.91454,0.0625598,0.111004,1.88537,1.77436,0.0630755,0.223837,3.77256,3.54872,-0.0271604,-0.0481923,1.72617,1.77436,-0.0280432,-0.0165863,0.574868,0.591454,-0.0263559,-0.0259805,0.959776,0.985756,-0.0265683,-0.0366658,1.34339,1.38006
342,0.0633207,0.374513,6.28905,5.91454,0.0627659,0.111369,1.88573,1.77436,0.0633279,0.224733,3.77346,3.54872,-0.0271987,-0.0482603,1.7261,1.77436,-0.0281578,-0.0166541,0.5748,0.591454,-0.0264238,-0.0260474,0.959709,0.985756,-0.0267275,-0.0368855,1.34317,1.38006
343,0.0635479,0.375857,6.2904,5.91454,0.0629547,0.111704,1.88607,1.77436,0.0635635,0.225569,3.77429,3.54872,-0.0273,-0.0484401,1.72592,1.77436,-0.0281652,-0.0166584,0.574795,0.591454,-0.0265572,-0.0261789,0.959578,0.985756,-0.0267586,-0.0369284,1.34313,1.38006
344,0.0637697,0.377169,6.29171,5.91454,0.0631878,0.112118,1.88648,1.77436,0.0637765,0.226325,3.77505,3.54872,-0.0274253,-0.0486624,1.7257,1.77436,-0.0283539,-0.01677,0.574684,0.591454,-0.0266207,-0.0262415,0.959515,0.985756,-0.0268504,-0.0370551,1.343,1.38006
345,0.0639766,0.378392,6.29293,5.91454,0.0634097,0.112512,1.88687,1.77436,0.0639913,0.227087,3.77581,3.54872,-0.027526,-0.048841,1.72552,1.77436,-0.0284238,-0.0168114,0.574642,0.591454,-0.0267367,-0.0263559,0.959401,0.985756,-0.0269256,-0.037159,1.3429,1.38006
346,0.0642103,0.379774,6.29431,5.91454,0.0636158,0.112877,1.88724,1.77436,0.0642204,0.2279,3.77662,3.54872,-0.0276225,-0.0490124,1.72535,1.77436,-0.0285623,-0.0168933,0.57456,0.591454,-0.0268236,-0.0264415,0.959315,0.985756,-0.0270833,-0.0373766,1.34268,1.38006
347,0.0644418,0.381144,6.29568,5.91454,0.0638179,0.113236,1.8876,1.77436,0.0644518,0.228721,3.77744,3.54872,-0.0276811,-0.0491163,1.72525,1.77436,-0.0286085,-0.0169206,0.574533,0.591454,-0.0269324,-0.0265488,0.959208,0.985756,-0.0270955,-0.0373934,1.34267,1.38006
348,0.0646697,0.382491,6.29703,5.91454,0.0640824,0.113705,1.88807,1.77436,0.0646672,0.229486,3.77821,3.54872,-0.0278017,-0.0493303,1.72503,1.77436,-0.0286583,-0.0169501,0.574504,0.591454,-0.0270105,-0.0266257,0.959131,0.985756,-0.0271882,-0.0375213,1.34254,1.38006
349,0.064893,0.383812,6.29835,5.91454,0.0643294,0.114144,1.88851,1.77436,0.0648727,0.230215,3.77894,3.54872,-0.0278881,-0.0494836,1.72488,1.77436,-0.0287268,-0.0169906,0.574463,0.591454,-0.0270629,-0.0266775,0.959079,0.985756,-0.0273188,-0.0377016,1.34236,1.38006
350,0.0651233,0.385174,6.29971,5.91454,0.0645147,0.114472,1.88883,1.77436,0.0651222,0.231101,3.77982,3.54872,-0.0279736,-0.0496352,1.72473,1.77436,-0.0289126,-0.0171005,0.574353,0.591454,-0.0272383,-0.0268503,0.958906,0.985756,-0.0273679,-0.0377693,1.34229,1.38006
351,0.0653674,0.386618,6.30116,5.91454,0.0647452,0.114881,1.88924,1.77436,0.0653227,0.231812,3.78053,3.54872,-0.0280506,-0.0497718,1.72459,1.77436,-0.0290005,-0.0171524,0.574301,0.591454,-0.0272915,-0.0269027,0.958854,0.985756,-0.0274305,-0.0378558,1.3422,1.38006
352,0.0655802,0.387877,6.30242,5.91454,0.0649274,0.115205,1.88957,1.77436,0.0655164,0.2325,3.78122,3.54872,-0.0281674,-0.0499791,1.72438,1.77436,-0.0291716,-0.0172536,0.5742,0.591454,-0.0273721,-0.0269822,0.958774,0.985756,-0.0275681,-0.0380457,1.34201,1.38006
353,0.0657997,0.389175,6.30371,5.91454,0.0651902,0.115671,1.89003,1.77436,0.0657386,0.233288,3.78201,3.54872,-0.0282785,-0.0501763,1.72419,1.77436,-0.0292105,-0.0172766,0.574177,0.591454,-0.0274019,-0.0270116,0.958745,0.985756,-0.0276238,-0.0381224,1.34194,1.38006
354,0.0660244,0.390504,6.30504,5.91454,0.0653637,0.115979,1.89034,1.77436,0.0659627,0.234084,3.78281,3.54872,-0.0283554,-0.0503127,1.72405,1.77436,-0.0292017,-0.0172714,0.574182,0.591454,-0.0276135,-0.0272202,0.958536,0.985756,-0.0277572,-0.0383065,1.34175,1.38006
355,0.0662423,0.391793,6.30633,5.91454,0.0656283,0.116448,1.89081,1.77436,0.0661962,0.234912,3.78363,3.54872,-0.0284568,-0.0504927,1.72387,1.77436,-0.0293802,-0.017377,0.574077,0.591454,-0.0276267,-0.0272332,0.958523,0.985756,-0.0278375,-0.0384173,1.34164,1.38006
356,0.0664869,0.393239,6.30778,5.91454,0.0658408,0.116825,1.89119,1.77436,0.0663961,0.235621,3.78434,3.54872,-0.0285358,-0.0506328,1.72373,1.77436,-0.0294144,-0.0173973,0.574057,0.591454,-0.0276655,-0.0272714,0.958485,0.985756,-0.0279183,-0.0385289,1.34153,1.38006
357,0.0667134,0.394579,6.30912,5.91454,0.0660038,0.117115,1.89148,1.77436,0.0666365,0.236474,3.7852,3.54872,-0.0286082,-0.0507613,1.7236,1.77436,-0.0294976,-0.0174464,0.574007,0.591454,-0.0277385,-0.0273434,0.958413,0.985756,-0.0279894,-0.038627,1.34143,1.38006
358,0.0669151,0.395772,6.31031,5.91454,0.0662619,0.117572,1.89193,1.77436,0.0668441,0.237211,3.78593,3.54872,-0.0287005,-0.050925,1.72344,1.77436,-0.0295953,-0.0175043,0.57395,0.591454,-0.027882,-0.0274848,0.958272,0.985756,-0.0281591,-0.0388612,1.3412,1.38006
359,0.0671335,0.397064,6.3116,5.91454,0.0665067,0.118007,1.89237,1.77436,0.0670759,0.238034,3.78676,3.54872,-0.0287902,-0.0510843,1.72328,1.77436,-0.0297822,-0.0176148,0.573839,0.591454,-0.0279852,-0.0275866,0.95817,0.985756,-0.0282123,-0.0389347,1.34112,1.38006
360,0.0673804,0.398524,6.31306,5.91454,0.0666983,0.118347,1.89271,1.77436,0.0672918,0.2388,3.78752,3.54872,-0.0288597,-0.0512076,1.72315,1.77436,-0.0298434,-0.017651,0.573803,0.591454,-0.0281145,-0.027714,0.958042,0.985756,-0.0283549,-0.0391315,1.34093,1.38006
361,0.0675903,0.399765,6.3143,5.91454,0.0668926,0.118692,1.89305,1.77436,0.0675109,0.239577,3.7883,3.54872,-0.0289786,-0.0514186,1.72294,1.77436,-0.0299527,-0.0177156,0.573738,0.591454,-0.0281832,-0.0277818,0.957975,0.985756,-0.0283327,-0.0391008,1.34096,1.38006
362,0.0678252,0.401155,6.31569,5.91454,0.0671509,0.11915,1.89351,1.77436,0.0677278,0.240347,3.78907,3.54872,-0.029101,-0.0516356,1.72273,1.77436,-0.0300832,-0.0177928,0.573661,0.591454,-0.0282696,-0.0278669,0.95789,0.985756,-0.0284318,-0.0392376,1.34082,1.38006
363,0.0680602,0.402545,6.31708,5.91454,0.0674234,0.119634,1.894,1.77436,0.0679683,0.241201,3.78992,3.54872,-0.0291552,-0.0517318,1.72263,1.77436,-0.0302031,-0.0178638,0.57359,0.591454,-0.0283789,-0.0279746,0.957782,0.985756,-0.0285808,-0.0394432,1.34062,1.38006
364,0.0682857,0.403878,6.31842,5.91454,0.0675842,0.119919,1.89428,1.77436,0.0681885,0.241982,3.79071,3.54872,-0.0292784,-0.0519504,1.72241,1.77436,-0.0302735,-0.0179054,0.573548,0.591454,-0.0284586,-0.0280533,0.957703,0.985756,-0.028673,-0.0395704,1.34049,1.38006
365,0.0685089,0.405198,6.31974,5.91454,0.0678772,0.120439,1.8948,1.77436,0.068361,0.242594,3.79132,3.54872,-0.0293573,-0.0520904,1.72227,1.77436,-0.030414,-0.0179885,0.573465,0.591454,-0.0285536,-0.0281468,0.95761,0.985756,-0.0287432,-0.0396673,1.34039,1.38006
366,0.0687426,0.406581,6.32112,5.91454,0.0680728,0.120786,1.89515,1.77436,0.0686153,0.243497,3.79222,3.54872,-0.0294323,-0.0522236,1.72214,1.77436,-0.0304156,-0.0179894,0.573464,0.591454,-0.0285759,-0.0281688,0.957588,0.985756,-0.0288267,-0.0397825,1.34028,1.38006
367,0.0689726,0.407941,6.32248,5.91454,0.0682658,0.121128,1.89549,1.77436,0.0688337,0.244272,3.79299,3.54872,-0.0295358,-0.0524071,1.72195,1.77436,-0.0305878,-0.0180913,0.573363,0.591454,-0.0287539,-0.0283443,0.957412,0.985756,-0.0289637,-0.0399716,1.34009,1.38006
368,0.0691853,0.409199,6.32374,5.91454,0.0685946,0.121712,1.89607,1.77436,0.0690575,0.245066,3.79379,3.54872,-0.0296025,-0.0525255,1.72184,1.77436,-0.0306034,-0.0181005,0.573353,0.591454,-0.0288669,-0.0284557,0.957301,0.985756,-0.029013,-0.0400396,1.34002,1.38006
369,0.069409,0.410522,6.32506,5.91454,0.0687526,0.121992,1.89635,1.77436,0.0693027,0.245936,3.79466,3.54872,-0.029691,-0.0526826,1.72168,1.77436,-0.0306704,-0.0181401,0.573314,0.591454,-0.0289257,-0.0285136,0.957243,0.985756,-0.0290934,-0.0401506,1.33991,1.38006
370,0.0696567,0.411987,6.32653,5.91454,0.0689282,0.122303,1.89667,1.77436,0.0695212,0.246712,3.79543,3.54872,-0.0297796,-0.0528397,1.72152,1.77436,-0.0307762,-0.0182027,0.573251,0.591454,-0.028995,-0.028582,0.957174,0.985756,-0.0292206,-0.0403262,1.33973,1.38006
371,0.0698779,0.413296,6.32784,5.91454,0.0691761,0.122743,1.8971,1.77436,0.0697687,0.24759,3.79631,3.54872,-0.0298681,-0.0529968,1.72136,1.77436,-0.0309013,-0.0182767,0.573177,0.591454,-0.0291025,-0.028688,0.957068,0.985756,-0.02929,-0.0404219,1.33964,1.38006
372,0.0701023,0.414623,6.32916,5.91454,0.0694632,0.123253,1.89761,1.77436,0.0699786,0.248335,3.79706,3.54872,-0.0300048,-0.0532394,1.72112,1.77436,-0.0309762,-0.018321,0.573133,0.591454,-0.0292195,-0.0288033,0.956953,0.985756,-0.0293721,-0.0405352,1.33952,1.38006
