"E0",,,,,"E1",,,,"E10",,,,"E11",,,,"E12",,,,"E13",,,,"E14",,,,"E15",,,,"E16",,,,"E2",,,,"E3",,,,"E4",,,,"E5",,,,"E6",,,,"E7",,,,"E8",,,,"E9",,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
285,0.0155274,0.121113,7.9211,7.79999,0.0433281,0.0112664,0.271291,0.260024,-0.0184241,-0.00958049,0.510418,0.519998,-0.0107521,-0.00838662,0.771615,0.780002,-0.0123788,-0.0128739,1.02712,1.04,-0.0141446,-0.018388,1.28161,1.3,-0.0155369,-0.0242376,1.53577,1.56,-0.0136515,-0.0248457,1.79515,1.82,-0.0136029,-0.0282941,2.05171,2.08,0.046958,0.024418,0.544416,0.519998,0.0406483,0.0317045,0.811675,0.779971,0.0359779,0.0374168,1.07741,1.04,0.0369745,0.0480676,1.34809,1.30002,0.035846,0.0559196,1.61591,1.55999,0.0368974,0.0671521,1.88712,1.81997,0.0357795,0.0744209,2.15441,2.07999,-0.0136066,-0.00353777,0.256466,0.260004
286,0.015618,0.12182,7.92181,7.79999,0.043579,0.0113316,0.271356,0.260024,-0.0184594,-0.00959888,0.510399,0.519998,-0.0107718,-0.00840199,0.7716,0.780002,-0.0124504,-0.0129484,1.02705,1.04,-0.0142364,-0.0185073,1.28149,1.3,-0.0156021,-0.0243394,1.53566,1.56,-0.0137508,-0.0250265,1.79497,1.82,-0.0136802,-0.0284548,2.05155,2.08,0.0475051,0.0247026,0.5447,0.519998,0.0408836,0.031888,0.811859,0.779971,0.0362459,0.0376956,1.07769,1.04,0.0371175,0.0482535,1.34827,1.30002,0.0360619,0.0562563,1.61625,1.55999,0.037153,0.0676173,1.88758,1.81997,0.0359998,0.0748793,2.15487,2.07999,-0.0134444,-0.0034956,0.256508,0.260004
287,0.015704,0.122491,7.92248,7.79999,0.0436699,0.0113553,0.27138,0.260024,-0.018735,-0.00974215,0.510256,0.519998,-0.01086,-0.0084708,0.771531,0.780002,-0.0125441,-0.0130458,1.02695,1.04,-0.0143228,-0.0186196,1.28138,1.3,-0.0157812,-0.0246188,1.53538,1.56,-0.0138366,-0.0251825,1.79481,1.82,-0.0137765,-0.028655,2.05135,2.08,0.0476095,0.0247568,0.544754,0.519998,0.0410715,0.0320346,0.812005,0.779971,0.0364838,0.037943,1.07794,1.04,0.0374378,0.0486699,1.34869,1.30002,0.0363218,0.0566617,1.61665,1.55999,0.0373543,0.0679836,1.88795,1.81997,0.0362233,0.0753442,2.15533,2.07999,-0.0133761,-0.00347783,0.256526,0.260004
288,0.0158055,0.123283,7.92327,7.79999,0.043986,0.0114374,0.271462,0.260024,-0.0187646,-0.00975756,0.51024,0.519998,-0.010903,-0.00850433,0.771497,0.780002,-0.0126819,-0.0131891,1.02681,1.04,-0.0144032,-0.0187241,1.28128,1.3,-0.015847,-0.0247214,1.53528,1.56,-0.0139209,-0.025336,1.79466,1.82,-0.0138717,-0.0288531,2.05115,2.08,0.048112,0.0250181,0.545016,0.519998,0.0413556,0.0322562,0.812227,0.779971,0.0367987,0.0382705,1.07827,1.04,0.037647,0.0489418,1.34896,1.30002,0.0365005,0.0569405,1.61693,1.55999,0.0376247,0.0684757,1.88844,1.81997,0.0364824,0.0758831,2.15587,2.07999,-0.0138122,-0.00359123,0.256413,0.260004
289,0.0159139,0.124128,7.92411,7.79999,0.0445104,0.0115738,0.271598,0.260024,-0.0188249,-0.00978893,0.510209,0.519998,-0.0109658,-0.00855337,0.771448,0.780002,-0.0127339,-0.0132432,1.02675,1.04,-0.0144877,-0.018834,1.28117,1.3,-0.0159123,-0.0248233,1.53518,1.56,-0.0140148,-0.0255069,1.79449,1.82,-0.013972,-0.0290618,2.05094,2.08,0.0483503,0.025142,0.54514,0.519998,0.0417288,0.0325472,0.812518,0.779971,0.0369655,0.038444,1.07844,1.04,0.037928,0.0493071,1.34933,1.30002,0.0368326,0.0574587,1.61745,1.55999,0.0378604,0.0689047,1.88887,1.81997,0.0367182,0.0763734,2.15636,2.07999,-0.0138269,-0.00359505,0.256409,0.260004
290,0.0160044,0.124834,7.92482,7.79999,0.0448579,0.0116641,0.271689,0.260024,-0.0191118,-0.0099381,0.51006,0.519998,-0.0110797,-0.00864217,0.77136,0.780002,-0.0128086,-0.0133209,1.02667,1.04,-0.014655,-0.0190515,1.28095,1.3,-0.0160125,-0.0249795,1.53502,1.56,-0.0140962,-0.025655,1.79434,1.82,-0.0140402,-0.0292036,2.0508,2.08,0.0485825,0.0252628,0.54526,0.519998,0.0417738,0.0325824,0.812553,0.779971,0.0371552,0.0386412,1.07864,1.04,0.0381141,0.0495491,1.34957,1.30002,0.0370649,0.057821,1.61781,1.55999,0.0381252,0.0693866,1.88935,1.81997,0.0369184,0.07679,2.15678,2.07999,-0.0139827,-0.00363557,0.256368,0.260004
291,0.0161013,0.12559,7.92558,7.79999,0.045028,0.0117084,0.271733,0.260024,-0.0192609,-0.0100156,0.509982,0.519998,-0.0111452,-0.00869328,0.771309,0.780002,-0.0129888,-0.0135083,1.02649,1.04,-0.0147155,-0.0191302,1.28087,1.3,-0.0161383,-0.0251758,1.53483,1.56,-0.01411,-0.0256802,1.79432,1.82,-0.0141631,-0.0294593,2.05054,2.08,0.0486486,0.0252971,0.545295,0.519998,0.0420514,0.0327989,0.81277,0.779971,0.0374412,0.0389387,1.07893,1.04,0.0383935,0.0499124,1.34993,1.30002,0.0372889,0.0581704,1.61816,1.55999,0.0383605,0.0698147,1.88978,1.81997,0.0371955,0.0773663,2.15736,2.07999,-0.0138786,-0.00360849,0.256395,0.260004
292,0.0162094,0.126433,7.92642,7.79999,0.0452043,0.0117542,0.271779,0.260024,-0.0193346,-0.0100539,0.509944,0.519998,-0.0113372,-0.00884305,0.771159,0.780002,-0.013027,-0.0135481,1.02645,1.04,-0.0147833,-0.0192183,1.28078,1.3,-0.0161963,-0.0252663,1.53474,1.56,-0.0142116,-0.0258651,1.79413,1.82,-0.0142409,-0.0296212,2.05038,2.08,0.0488933,0.0254244,0.545422,0.519998,0.0423817,0.0330565,0.813027,0.779971,0.0377039,0.0392118,1.07921,1.04,0.0387164,0.050332,1.35035,1.30002,0.0375014,0.058502,1.61849,1.55999,0.0385666,0.07019,1.89016,1.81997,0.037384,0.0777583,2.15775,2.07999,-0.0141563,-0.00368069,0.256323,0.260004
293,0.0162836,0.127012,7.927,7.79999,0.0452335,0.0117618,0.271786,0.260024,-0.0193947,-0.0100852,0.509913,0.519998,-0.0112471,-0.00877274,0.771229,0.780002,-0.0131304,-0.0136555,1.02634,1.04,-0.0148497,-0.0193046,1.28069,1.3,-0.0162806,-0.0253978,1.53461,1.56,-0.0142221,-0.0258842,1.79411,1.82,-0.0143227,-0.0297911,2.05021,2.08,0.0491538,0.0255599,0.545557,0.519998,0.0426235,0.0332451,0.813216,0.779971,0.0379193,0.0394359,1.07943,1.04,0.0388813,0.0505464,1.35057,1.30002,0.0377083,0.0588247,1.61882,1.55999,0.0388174,0.0706464,1.89061,1.81997,0.0376012,0.0782102,2.1582,2.07999,-0.0139706,-0.00363241,0.256372,0.260004
294,0.0163915,0.127853,7.92784,7.79999,0.0458313,0.0119173,0.271942,0.260024,-0.0193979,-0.0100869,0.509911,0.519998,-0.01142,-0.00890764,0.771094,0.780002,-0.0132187,-0.0137474,1.02625,1.04,-0.0149317,-0.0194111,1.28059,1.3,-0.0163666,-0.025532,1.53447,1.56,-0.0143738,-0.0261603,1.79384,1.82,-0.0143786,-0.0299075,2.05009,2.08,0.0494748,0.0257268,0.545724,0.519998,0.0428794,0.0334447,0.813415,0.779971,0.038208,0.0397361,1.07973,1.04,0.0390653,0.0507856,1.35081,1.30002,0.0379807,0.0592497,1.61924,1.55999,0.039047,0.0710642,1.89103,1.81997,0.0378581,0.0787445,2.15874,2.07999,-0.0140556,-0.00365451,0.256349,0.260004
295,0.0164814,0.128555,7.92854,7.79999,0.0459413,0.0119459,0.27197,0.260024,-0.0196974,-0.0102426,0.509755,0.519998,-0.0114072,-0.00889766,0.771104,0.780002,-0.0133284,-0.0138615,1.02613,1.04,-0.0150296,-0.0195385,1.28046,1.3,-0.0164565,-0.0256722,1.53433,1.56,-0.0144021,-0.0262117,1.79379,1.82,-0.0144079,-0.0299684,2.05003,2.08,0.049782,0.0258865,0.545884,0.519998,0.0431002,0.0336169,0.813588,0.779971,0.0384332,0.0399704,1.07997,1.04,0.0393467,0.0511515,1.35117,1.30002,0.0382436,0.0596598,1.61965,1.55999,0.0392922,0.0715105,1.89148,1.81997,0.0380382,0.0791191,2.15911,2.07999,-0.013994,-0.0036385,0.256365,0.260004
296,0.0165845,0.129359,7.92934,7.79999,0.0461256,0.0119938,0.272018,0.260024,-0.0196508,-0.0102184,0.50978,0.519998,-0.0115032,-0.0089725,0.771029,0.780002,-0.0132762,-0.0138072,1.02619,1.04,-0.0151157,-0.0196504,1.28035,1.3,-0.0165507,-0.0258192,1.53418,1.56,-0.0145416,-0.0264657,1.79353,1.82,-0.014561,-0.030287,2.04971,2.08,0.0501429,0.0260742,0.546072,0.519998,0.0433045,0.0337762,0.813747,0.779971,0.0387527,0.0403027,1.0803,1.04,0.0395702,0.051442,1.35146,1.30002,0.0385211,0.0600927,1.62009,1.55999,0.0395036,0.0718953,1.89186,1.81997,0.0382857,0.0796339,2.15962,2.07999,-0.0142112,-0.00369496,0.256309,0.260004
297,0.0166907,0.130187,7.93017,7.79999,0.0468361,0.0121785,0.272203,0.260024,-0.0196498,-0.0102178,0.50978,0.519998,-0.0116317,-0.00907273,0.770929,0.780002,-0.0133855,-0.0139209,1.02607,1.04,-0.0151904,-0.0197476,1.28025,1.3,-0.016685,-0.0260286,1.53397,1.56,-0.0145683,-0.0265143,1.79348,1.82,-0.0145879,-0.0303429,2.04966,2.08,0.0503378,0.0261755,0.546173,0.519998,0.0436722,0.034063,0.814034,0.779971,0.0389719,0.0405306,1.08053,1.04,0.0398844,0.0518506,1.35187,1.30002,0.0387004,0.0603723,1.62037,1.55999,0.0398059,0.0724454,1.89241,1.81997,0.0385236,0.0801288,2.16012,2.07999,-0.0143129,-0.00372142,0.256283,0.260004
298,0.0167417,0.130585,7.93057,7.79999,0.0474549,0.0123394,0.272364,0.260024,-0.0197929,-0.0102923,0.509706,0.519998,-0.0117127,-0.00913591,0.770866,0.780002,-0.0135378,-0.0140793,1.02592,1.04,-0.0152785,-0.0198621,1.28014,1.3,-0.0167335,-0.0261043,1.5339,1.56,-0.014585,-0.0265447,1.79345,1.82,-0.0148079,-0.0308005,2.0492,2.08,0.0504816,0.0262503,0.546248,0.519998,0.0438363,0.034191,0.814162,0.779971,0.0392371,0.0408063,1.0808,1.04,0.040061,0.0520801,1.3521,1.30002,0.0389687,0.0607908,1.62078,1.55999,0.0399915,0.0727832,1.89275,1.81997,0.0387172,0.0805314,2.16052,2.07999,-0.0142904,-0.00371555,0.256288,0.260004
299,0.0168482,0.131416,7.9314,7.79999,0.0475826,0.0123726,0.272397,0.260024,-0.0200406,-0.0104211,0.509577,0.519998,-0.0117715,-0.00918181,0.77082,0.780002,-0.0136276,-0.0141727,1.02582,1.04,-0.0153917,-0.0200092,1.27999,1.3,-0.0168821,-0.0263361,1.53367,1.56,-0.0146951,-0.026745,1.79325,1.82,-0.014824,-0.0308339,2.04917,2.08,0.0509461,0.0264918,0.546489,0.519998,0.0441367,0.0344253,0.814396,0.779971,0.0394489,0.0410267,1.08102,1.04,0.0402835,0.0523694,1.35239,1.30002,0.0392173,0.0611787,1.62117,1.55999,0.0402431,0.0732411,1.89321,1.81997,0.0389478,0.0810111,2.161,2.07999,-0.0144959,-0.00376898,0.256235,0.260004
300,0.0169256,0.13202,7.932,7.79999,0.0478526,0.0124428,0.272467,0.260024,-0.0200515,-0.0104267,0.509571,0.519998,-0.0118759,-0.0092632,0.770739,0.780002,-0.0136485,-0.0141943,1.0258,1.04,-0.0154523,-0.020088,1.27991,1.3,-0.0169762,-0.0264829,1.53352,1.56,-0.0147426,-0.0268315,1.79317,1.82,-0.0149344,-0.0310635,2.04894,2.08,0.0510838,0.0265634,0.546561,0.519998,0.0443986,0.0346296,0.8146,0.779971,0.0397007,0.0412885,1.08128,1.04,0.0404777,0.0526218,1.35264,1.30002,0.0394431,0.061531,1.62152,1.55999,0.0404423,0.0736037,1.89357,1.81997,0.0391404,0.0814116,2.1614,2.07999,-0.0145716,-0.00378869,0.256215,0.260004
301,0.0170539,0.13302,7.93301,7.79999,0.0482553,0.0125476,0.272572,0.260024,-0.0202681,-0.0105394,0.509459,0.519998,-0.011938,-0.00931167,0.77069,0.780002,-0.0137584,-0.0143086,1.02569,1.04,-0.0155263,-0.0201842,1.27982,1.3,-0.0170711,-0.0266309,1.53337,1.56,-0.0148687,-0.0270611,1.79294,1.82,-0.0150059,-0.0312124,2.04879,2.08,0.0514916,0.0267755,0.546773,0.519998,0.0446258,0.0348068,0.814778,0.779971,0.0399295,0.0415265,1.08152,1.04,0.040875,0.0531383,1.35316,1.30002,0.039685,0.0619083,1.6219,1.55999,0.0407183,0.0741059,1.89407,1.81997,0.0394408,0.0820364,2.16203,2.07999,-0.0145768,-0.00379003,0.256214,0.260004
302,0.0171393,0.133686,7.93367,7.79999,0.0487534,0.0126771,0.272702,0.260024,-0.0203984,-0.0106071,0.509391,0.519998,-0.0119869,-0.00934981,0.770652,0.780002,-0.0139078,-0.014464,1.02553,1.04,-0.015633,-0.0203229,1.27968,1.3,-0.0171433,-0.0267436,1.53326,1.56,-0.014964,-0.0272343,1.79276,1.82,-0.0150779,-0.031362,2.04864,2.08,0.0517314,0.0269002,0.546898,0.519998,0.0449294,0.0350436,0.815014,0.779971,0.0401975,0.0418052,1.0818,1.04,0.0410572,0.0533752,1.35339,1.30002,0.0399532,0.0623267,1.62232,1.55999,0.0409568,0.07454,1.89451,1.81997,0.0396586,0.0824895,2.16248,2.07999,-0.0146823,-0.00381744,0.256187,0.260004
303,0.0172433,0.134497,7.93448,7.79999,0.0491545,0.0127814,0.272806,0.260024,-0.0203699,-0.0105923,0.509406,0.519998,-0.0121042,-0.00944133,0.770561,0.780002,-0.0139234,-0.0144803,1.02552,1.04,-0.0157353,-0.0204558,1.27954,1.3,-0.0172202,-0.0268636,1.53314,1.56,-0.0150821,-0.0274493,1.79255,1.82,-0.0152319,-0.0316825,2.04832,2.08,0.0522064,0.0271472,0.547145,0.519998,0.0451437,0.0352107,0.815181,0.779971,0.0404153,0.0420317,1.08203,1.04,0.0412878,0.0536749,1.35369,1.30002,0.0401901,0.0626963,1.62269,1.55999,0.0411692,0.0749266,1.89489,1.81997,0.0398704,0.08293,2.16292,2.07999,-0.0148089,-0.00385036,0.256154,0.260004
304,0.0173185,0.135084,7.93507,7.79999,0.0494753,0.0128648,0.272889,0.260024,-0.0205848,-0.010704,0.509294,0.519998,-0.0121882,-0.00950679,0.770495,0.780002,-0.0140692,-0.0146319,1.02536,1.04,-0.0158453,-0.0205989,1.2794,1.3,-0.0173076,-0.0269999,1.533,1.56,-0.0151728,-0.0276145,1.79238,1.82,-0.0153497,-0.0319274,2.04807,2.08,0.0524852,0.0272922,0.54729,0.519998,0.0454786,0.035472,0.815443,0.779971,0.040622,0.0422467,1.08224,1.04,0.0415557,0.0540233,1.35404,1.30002,0.0404966,0.0631744,1.62317,1.55999,0.0414106,0.0753659,1.89533,1.81997,0.0401215,0.0834524,2.16344,2.07999,-0.0147536,-0.003836,0.256168,0.260004
305,0.0174213,0.135886,7.93587,7.79999,0.0495556,0.0128857,0.27291,0.260024,-0.020495,-0.0106574,0.509341,0.519998,-0.0122155,-0.00952808,0.770474,0.780002,-0.014028,-0.014589,1.02541,1.04,-0.015911,-0.0206844,1.27932,1.3,-0.0174247,-0.0271826,1.53282,1.56,-0.0151671,-0.0276041,1.79239,1.82,-0.0153733,-0.0319764,2.04802,2.08,0.0525504,0.0273261,0.547324,0.519998,0.0456423,0.0355997,0.81557,0.779971,0.0409073,0.0425434,1.08254,1.04,0.041734,0.054255,1.35427,1.30002,0.0407439,0.0635602,1.62355,1.55999,0.0416266,0.075759,1.89573,1.81997,0.0403226,0.0838706,2.16386,2.07999,-0.0149781,-0.00389436,0.25611,0.260004
306,0.0175133,0.136603,7.93659,7.79999,0.049991,0.0129989,0.273023,0.260024,-0.0205421,-0.0106818,0.509316,0.519998,-0.0121823,-0.00950225,0.7705,0.780002,-0.0142742,-0.0148451,1.02515,1.04,-0.0159842,-0.0207795,1.27922,1.3,-0.0175755,-0.0274178,1.53259,1.56,-0.015254,-0.0277622,1.79223,1.82,-0.0154764,-0.032191,2.04781,2.08,0.0530476,0.0275846,0.547582,0.519998,0.0459452,0.0358359,0.815807,0.779971,0.041262,0.0429123,1.08291,1.04,0.0419087,0.0544821,1.3545,1.30002,0.0409692,0.0639116,1.6239,1.55999,0.0419211,0.076295,1.89626,1.81997,0.0405281,0.0842982,2.16429,2.07999,-0.014871,-0.00386653,0.256137,0.260004
307,0.0176369,0.137568,7.93755,7.79999,0.0503668,0.0130966,0.273121,0.260024,-0.020821,-0.0108269,0.509171,0.519998,-0.0123848,-0.00966018,0.770342,0.780002,-0.0143529,-0.014927,1.02507,1.04,-0.0161369,-0.0209779,1.27902,1.3,-0.0176775,-0.027577,1.53243,1.56,-0.0154123,-0.0280504,1.79195,1.82,-0.0156019,-0.0324519,2.04755,2.08,0.0532114,0.0276698,0.547667,0.519998,0.0462796,0.0360967,0.816068,0.779971,0.0415089,0.043169,1.08316,1.04,0.0422294,0.054899,1.35492,1.30002,0.0412486,0.0643475,1.62434,1.55999,0.0421552,0.076721,1.89669,1.81997,0.0408448,0.0849567,2.16495,2.07999,-0.01517,-0.00394427,0.25606,0.260004
308,0.0177064,0.13811,7.9381,7.79999,0.0503961,0.0131042,0.273129,0.260024,-0.0207933,-0.0108125,0.509186,0.519998,-0.0124368,-0.0097007,0.770301,0.780002,-0.0143329,-0.0149062,1.02509,1.04,-0.0161743,-0.0210266,1.27897,1.3,-0.0177364,-0.0276688,1.53233,1.56,-0.0154126,-0.028051,1.79195,1.82,-0.0156569,-0.0325663,2.04743,2.08,0.0536105,0.0278773,0.547875,0.519998,0.0464512,0.0362306,0.816201,0.779971,0.0416702,0.0433368,1.08333,1.04,0.0424565,0.0551943,1.35521,1.30002,0.041444,0.0646523,1.62465,1.55999,0.0424129,0.07719,1.89716,1.81997,0.0410473,0.0853779,2.16537,2.07999,-0.0151275,-0.0039332,0.256071,0.260004
309,0.0177984,0.138828,7.93881,7.79999,0.0507997,0.0132092,0.273234,0.260024,-0.0211362,-0.0109908,0.509007,0.519998,-0.0125516,-0.00979025,0.770212,0.780002,-0.0144806,-0.0150598,1.02494,1.04,-0.0163129,-0.0212067,1.27879,1.3,-0.0178436,-0.0278361,1.53217,1.56,-0.0155253,-0.028256,1.79174,1.82,-0.0157877,-0.0328384,2.04716,2.08,0.0539168,0.0280366,0.548034,0.519998,0.0467474,0.0364616,0.816432,0.779971,0.0420953,0.0437789,1.08377,1.04,0.042664,0.0554641,1.35548,1.30002,0.0417181,0.0650799,1.62507,1.55999,0.0426247,0.0775755,1.89754,1.81997,0.0412771,0.0858561,2.16585,2.07999,-0.0153827,-0.00399957,0.256004,0.260004
310,0.0179058,0.139665,7.93965,7.79999,0.0506981,0.0131827,0.273207,0.260024,-0.0212588,-0.0110546,0.508943,0.519998,-0.0125693,-0.00980406,0.770198,0.780002,-0.0145445,-0.0151262,1.02487,1.04,-0.0163963,-0.0213152,1.27868,1.3,-0.0179356,-0.0279796,1.53202,1.56,-0.0156358,-0.0284572,1.79154,1.82,-0.0158603,-0.0329894,2.04701,2.08,0.0540663,0.0281144,0.548112,0.519998,0.0469207,0.0365968,0.816568,0.779971,0.042274,0.0439647,1.08396,1.04,0.0428263,0.055675,1.35569,1.30002,0.041896,0.0653575,1.62535,1.55999,0.042874,0.0780292,1.898,1.81997,0.0415084,0.086337,2.16633,2.07999,-0.0151742,-0.00394534,0.256059,0.260004
311,0.0179957,0.140366,7.94035,7.79999,0.051724,0.0134495,0.273474,0.260024,-0.0212218,-0.0110353,0.508963,0.519998,-0.0126899,-0.00989814,0.770104,0.780002,-0.0147317,-0.0153209,1.02467,1.04,-0.0164179,-0.0213433,1.27866,1.3,-0.0180469,-0.0281533,1.53185,1.56,-0.0156672,-0.0285142,1.79148,1.82,-0.0159406,-0.0331565,2.04684,2.08,0.0544243,0.0283005,0.548298,0.519998,0.0473224,0.0369101,0.816881,0.779971,0.0425444,0.044246,1.08424,1.04,0.043116,0.0560517,1.35607,1.30002,0.0421491,0.0657522,1.62575,1.55999,0.0430971,0.0784352,1.8984,1.81997,0.0417113,0.0867591,2.16675,2.07999,-0.0152535,-0.00396598,0.256038,0.260004
312,0.0180987,0.141169,7.94115,7.79999,0.0517639,0.0134599,0.273484,0.260024,-0.0214066,-0.0111314,0.508867,0.519998,-0.0127269,-0.00992703,0.770075,0.780002,-0.0147,-0.0152879,1.02471,1.04,-0.0164885,-0.021435,1.27856,1.3,-0.0181301,-0.028283,1.53172,1.56,-0.0157692,-0.0286999,1.7913,1.82,-0.0160312,-0.033345,2.04666,2.08,0.0545415,0.0283615,0.548359,0.519998,0.0474803,0.0370332,0.817004,0.779971,0.0428039,0.0445159,1.08451,1.04,0.0433671,0.056378,1.3564,1.30002,0.0424072,0.0661549,1.62615,1.55999,0.0433313,0.0788616,1.89883,1.81997,0.0419671,0.0872912,2.16728,2.07999,-0.015082,-0.00392138,0.256083,0.260004
313,0.0181904,0.141885,7.94187,7.79999,0.0522744,0.0135926,0.273617,0.260024,-0.0216294,-0.0112472,0.508751,0.519998,-0.0127029,-0.00990828,0.770094,0.780002,-0.0147554,-0.0153455,1.02465,1.04,-0.0165979,-0.0215772,1.27842,1.3,-0.0182157,-0.0284165,1.53159,1.56,-0.0158244,-0.0288003,1.7912,1.82,-0.0160791,-0.0334446,2.04656,2.08,0.0548011,0.0284965,0.548494,0.519998,0.0477597,0.0372512,0.817222,0.779971,0.0430199,0.0447405,1.08474,1.04,0.0436018,0.0566832,1.3567,1.30002,0.042663,0.0665539,1.62655,1.55999,0.0436177,0.0793828,1.89935,1.81997,0.0421873,0.0877491,2.16774,2.07999,-0.0154703,-0.00402235,0.255982,0.260004
314,0.01828,0.142584,7.94257,7.79999,0.0522935,0.0135976,0.273622,0.260024,-0.0216053,-0.0112347,0.508763,0.519998,-0.0129112,-0.0100707,0.769931,0.780002,-0.0148004,-0.0153923,1.0246,1.04,-0.0167089,-0.0217216,1.27828,1.3,-0.0182252,-0.0284313,1.53157,1.56,-0.0159435,-0.029017,1.79098,1.82,-0.0162318,-0.0337622,2.04624,2.08,0.055172,0.0286893,0.548687,0.519998,0.0480072,0.0374442,0.817415,0.779971,0.0432959,0.0450276,1.08502,1.04,0.0438269,0.0569759,1.357,1.30002,0.0428767,0.0668873,1.62688,1.55999,0.043879,0.0798583,1.89982,1.81997,0.0424558,0.0883077,2.1683,2.07999,-0.0155116,-0.00403307,0.255971,0.260004
315,0.0183797,0.143361,7.94335,7.79999,0.0526209,0.0136827,0.273707,0.260024,-0.0217689,-0.0113198,0.508678,0.519998,-0.0129151,-0.0100738,0.769928,0.780002,-0.014873,-0.0154678,1.02453,1.04,-0.016747,-0.021771,1.27823,1.3,-0.0183551,-0.0286339,1.53137,1.56,-0.016021,-0.0291582,1.79084,1.82,-0.0163006,-0.0339054,2.0461,2.08,0.0556607,0.0289434,0.548941,0.519998,0.048212,0.037604,0.817575,0.779971,0.0434952,0.0452348,1.08523,1.04,0.0440431,0.0572569,1.35728,1.30002,0.0431084,0.0672489,1.62724,1.55999,0.0441188,0.0802946,1.90026,1.81997,0.0426878,0.0887903,2.16878,2.07999,-0.0155461,-0.00404205,0.255962,0.260004
316,0.0184721,0.144082,7.94407,7.79999,0.0532221,0.013839,0.273864,0.260024,-0.0218709,-0.0113728,0.508625,0.519998,-0.0130215,-0.0101568,0.769845,0.780002,-0.0149796,-0.0155787,1.02442,1.04,-0.0168322,-0.0218818,1.27812,1.3,-0.0184621,-0.028801,1.5312,1.56,-0.016145,-0.0293839,1.79061,1.82,-0.0163908,-0.0340929,2.04591,2.08,0.0560148,0.0291276,0.549125,0.519998,0.048478,0.0378114,0.817782,0.779971,0.0437969,0.0455485,1.08554,1.04,0.0443327,0.0576334,1.35765,1.30002,0.0433817,0.0676752,1.62767,1.55999,0.0443429,0.0807025,1.90067,1.81997,0.0429492,0.0893338,2.16932,2.07999,-0.0157954,-0.00410685,0.255897,0.260004
317,0.0185824,0.144942,7.94493,7.79999,0.0534267,0.0138922,0.273917,0.260024,-0.0221136,-0.011499,0.508499,0.519998,-0.0130584,-0.0101855,0.769816,0.780002,-0.0151544,-0.0157605,1.02424,1.04,-0.0169702,-0.0220613,1.27794,1.3,-0.0185934,-0.0290058,1.531,1.56,-0.0161794,-0.0294465,1.79055,1.82,-0.0164359,-0.0341866,2.04581,2.08,0.0560292,0.029135,0.549133,0.519998,0.0488162,0.0380752,0.818046,0.779971,0.0440236,0.0457843,1.08578,1.04,0.0446314,0.0580217,1.35804,1.30002,0.0435953,0.0680084,1.628,1.55999,0.0445431,0.0810669,1.90103,1.81997,0.0431968,0.0898489,2.16984,2.07999,-0.0156475,-0.00406841,0.255936,0.260004
318,0.0186591,0.14554,7.94553,7.79999,0.0537966,0.0139884,0.274013,0.260024,-0.0221416,-0.0115136,0.508484,0.519998,-0.0132173,-0.0103095,0.769692,0.780002,-0.015188,-0.0157955,1.0242,1.04,-0.0170396,-0.0221514,1.27785,1.3,-0.0186601,-0.0291098,1.53089,1.56,-0.0162432,-0.0295626,1.79043,1.82,-0.0165491,-0.0344222,2.04558,2.08,0.0561945,0.029221,0.549219,0.519998,0.0490097,0.0382262,0.818197,0.779971,0.0443382,0.0461115,1.08611,1.04,0.0448255,0.058274,1.35829,1.30002,0.0437767,0.0682914,1.62828,1.55999,0.0447846,0.0815065,1.90147,1.81997,0.0434377,0.0903499,2.17034,2.07999,-0.015572,-0.00404879,0.255955,0.260004
