Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
09/07/21;DP600Large;UT;00;3;0.48;0.29301;2;0;0;6;1.8;1.8;;;;;
;;;;;;;;;;;;;;;;;
Time [s];U1 [mm];U2 [mm];U3 [mm];Force [kN];Ambient Temperature [°C];DIC Zone X 1 [px];DIC Zone Y 1 [px];DIC Zone X 2 [px];DIC Zone Y 2 [px];DIC Zone X 3 [px];DIC Zone Y 3 [px];DIC Zone X 4 [px];DIC Zone Y 4 [px];DIC Zone X 5 [px];DIC Zone Y 5 [px];DIC Zone X 6 [px];DIC Zone Y 6 [px];exx;exy;eyy;e1;e2
234;1.2729;0.38031;-0.14549;0.38024;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18854;-0.082748;0.00078389;0.18867;-0.082883
234.5;1.2763;0.38126;-0.14589;0.38023;0;0;0;0;0;0;0;0;0;0;0;0;0;0.189;-0.082937;0.00078314;0.18913;-0.083072
235;1.2798;0.38206;-0.14623;0.38022;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18944;-0.083137;0.00079251;0.18957;-0.083273
235.5;1.2832;0.38294;-0.14643;0.38021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18988;-0.083324;0.00078691;0.19002;-0.08346
236;1.2866;0.38377;-0.14687;0.3802;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19035;-0.083515;0.00080727;0.19049;-0.083652
236.5;1.2902;0.38476;-0.14709;0.38019;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19081;-0.083715;0.00080012;0.19095;-0.083852
237;1.2936;0.38562;-0.14743;0.38018;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19125;-0.083893;0.00081797;0.19139;-0.084031
237.5;1.2971;0.38637;-0.14769;0.38016;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19171;-0.084091;0.00081857;0.19184;-0.084228
238;1.3005;0.38722;-0.14793;0.38015;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19216;-0.084276;0.00081898;0.1923;-0.084413
238.5;1.3041;0.38806;-0.14834;0.38014;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19262;-0.084468;0.00082818;0.19276;-0.084606
239;1.3075;0.38872;-0.14842;0.38013;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19307;-0.084649;0.00083309;0.19321;-0.084787
239.5;1.311;0.38956;-0.14884;0.38013;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19351;-0.084851;0.00082903;0.19365;-0.084989
240;1.3145;0.39041;-0.14903;0.38012;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19396;-0.085037;0.00083606;0.1941;-0.085175
240.5;1.318;0.39121;-0.14926;0.3801;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19441;-0.085239;0.0008382;0.19455;-0.085378
241;1.3215;0.392;-0.14957;0.3801;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19487;-0.085436;0.00083909;0.19501;-0.085575
241.5;1.3249;0.39271;-0.14978;0.38009;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19531;-0.085611;0.00084644;0.19545;-0.08575
242;1.3285;0.39342;-0.15002;0.38008;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19576;-0.085808;0.00084586;0.1959;-0.085948
242.5;1.3322;0.3941;-0.15027;0.38006;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19623;-0.08605;0.00084827;0.19637;-0.08619
243;1.3356;0.3948;-0.15059;0.38004;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19667;-0.086226;0.00085261;0.19681;-0.086366
243.5;1.3389;0.39547;-0.15066;0.38003;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19709;-0.086384;0.00084711;0.19723;-0.086524
244;1.3428;0.39627;-0.15088;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19759;-0.086575;0.00086456;0.19773;-0.086715
244.5;1.3468;0.39714;-0.1512;0.37999;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1981;-0.086755;0.00086462;0.19825;-0.086895
245;1.35;0.39756;-0.15145;0.37999;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19849;-0.086965;0.00087017;0.19864;-0.087106
245.5;1.3535;0.39823;-0.15148;0.37997;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19895;-0.087146;0.00086098;0.1991;-0.087287
246;1.357;0.39882;-0.15184;0.37995;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1994;-0.087336;0.00087797;0.19954;-0.087478
246.5;1.3605;0.39937;-0.15202;0.37994;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19983;-0.087526;0.00088073;0.19997;-0.087668
247;1.3642;0.39999;-0.15219;0.37992;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20028;-0.08772;0.00088566;0.20042;-0.087862
247.5;1.3678;0.40063;-0.15239;0.37991;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20074;-0.087909;0.00088989;0.20089;-0.08805
248;1.3714;0.40116;-0.1527;0.3799;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20119;-0.088106;0.00089219;0.20133;-0.088248
248.5;1.3749;0.40174;-0.15273;0.37988;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20164;-0.088295;0.00089199;0.20178;-0.088438
249;1.3784;0.40211;-0.15287;0.37986;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20208;-0.088483;0.00089923;0.20222;-0.088625
249.5;1.3827;0.40286;-0.15312;0.37985;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20261;-0.088673;0.00090703;0.20276;-0.088816
250;1.3857;0.40313;-0.15323;0.37983;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20299;-0.088881;0.0009114;0.20313;-0.089024
250.5;1.3895;0.4037;-0.1534;0.3798;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20346;-0.08906;0.00090685;0.20361;-0.089203
251;1.3931;0.40397;-0.15354;0.37978;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2039;-0.089248;0.00091118;0.20404;-0.089391
251.5;1.397;0.40434;-0.15369;0.37974;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20435;-0.089429;0.00091441;0.2045;-0.089573
252;1.4008;0.40482;-0.15388;0.37972;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20483;-0.089619;0.00091879;0.20497;-0.089762
252.5;1.4041;0.40511;-0.15394;0.37969;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20524;-0.08983;0.00093502;0.20538;-0.089974
253;1.4081;0.4055;-0.154;0.37967;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20573;-0.089972;0.00091019;0.20587;-0.090117
253.5;1.4119;0.40585;-0.15426;0.37963;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20618;-0.090229;0.00092813;0.20632;-0.090373
254;1.4157;0.40611;-0.15429;0.37959;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20664;-0.090378;0.00092238;0.20678;-0.090523
254.5;1.4194;0.40642;-0.15432;0.37956;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20711;-0.090548;0.00092297;0.20725;-0.090693
255;1.4234;0.40663;-0.15447;0.37953;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20755;-0.090779;0.00092716;0.2077;-0.090925
255.5;1.4271;0.40688;-0.15449;0.3795;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20799;-0.090942;0.0009276;0.20814;-0.091088
256;1.4308;0.40705;-0.15458;0.37947;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20844;-0.091111;0.00093369;0.20859;-0.091257
256.5;1.4346;0.40725;-0.15471;0.37943;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2089;-0.091295;0.00094121;0.20905;-0.091441
257;1.4384;0.40748;-0.15474;0.37938;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20936;-0.091504;0.00093786;0.20951;-0.091651
257.5;1.4423;0.4077;-0.15482;0.37934;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20982;-0.091677;0.00094392;0.20996;-0.091824
258;1.446;0.40777;-0.15491;0.37929;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21026;-0.091876;0.00093405;0.21041;-0.092023
258.5;1.4499;0.40792;-0.15495;0.37922;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21072;-0.092063;0.00093286;0.21086;-0.09221
259;1.4538;0.40806;-0.15499;0.37915;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21119;-0.092239;0.00092737;0.21133;-0.092386
259.5;1.4577;0.408;-0.15508;0.37908;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21164;-0.092437;0.0009434;0.21179;-0.092584
260;1.4617;0.40821;-0.15502;0.37901;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21211;-0.09262;0.00093068;0.21226;-0.092767
260.5;1.4655;0.40822;-0.1551;0.37891;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21254;-0.092798;0.00093565;0.21269;-0.092946
261;1.4697;0.40829;-0.1551;0.37882;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21304;-0.092982;0.00093968;0.21319;-0.09313
261.5;1.4737;0.40842;-0.15515;0.3787;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21349;-0.093168;0.00094393;0.21363;-0.093315
262;1.4777;0.40844;-0.15514;0.37856;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21394;-0.093357;0.0009498;0.21409;-0.093506
262.5;1.4816;0.40846;-0.15519;0.37842;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21438;-0.093547;0.00093147;0.21453;-0.093696
263;1.4857;0.40845;-0.15525;0.37826;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21487;-0.093745;0.00096226;0.21502;-0.093894
263.5;1.4896;0.40849;-0.15532;0.37804;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21531;-0.093942;0.00095781;0.21545;-0.09409
264;1.4939;0.40838;-0.15533;0.37784;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21578;-0.094107;0.00096166;0.21593;-0.094256
264.5;1.4981;0.40854;-0.15525;0.37762;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21627;-0.094287;0.00095433;0.21641;-0.094436
265;1.5022;0.40859;-0.1552;0.37738;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21673;-0.094472;0.00095786;0.21688;-0.094621
265.5;1.5063;0.40856;-0.1552;0.37707;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21718;-0.094649;0.00095341;0.21733;-0.094799
266;1.5105;0.40852;-0.15513;0.3768;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21764;-0.09482;0.00095642;0.21779;-0.09497
266.5;1.5146;0.40866;-0.15527;0.37646;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2181;-0.095024;0.00095193;0.21825;-0.095175
267;1.5188;0.40853;-0.15535;0.37609;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21856;-0.095215;0.00095095;0.21871;-0.095366
267.5;1.523;0.40851;-0.15531;0.3757;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21904;-0.095381;0.00095704;0.21919;-0.095532
268;1.5271;0.40852;-0.15528;0.37533;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21949;-0.095556;0.0009504;0.21965;-0.095707
268.5;1.5314;0.40855;-0.15521;0.37493;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21996;-0.095724;0.00095268;0.22011;-0.095875
269;1.5359;0.4086;-0.15529;0.37451;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22042;-0.095906;0.00094963;0.22057;-0.096058
269.5;1.5398;0.40845;-0.15521;0.37403;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22087;-0.09606;0.00095386;0.22103;-0.096213
270;1.5441;0.40848;-0.15521;0.37352;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22133;-0.09624;0.00094465;0.22148;-0.096392
270.5;1.5486;0.40853;-0.15519;0.37298;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2218;-0.096383;0.00094592;0.22196;-0.096536
271;1.5527;0.40844;-0.15523;0.37248;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22223;-0.096579;0.00093285;0.22239;-0.096732
271.5;1.5569;0.40848;-0.15524;0.3718;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2227;-0.096727;0.00092804;0.22285;-0.096881
272;1.5612;0.40846;-0.15521;0.37124;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22317;-0.096903;0.0009211;0.22332;-0.097057
272.5;1.5653;0.40829;-0.15516;0.37054;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2236;-0.097049;0.00093056;0.22375;-0.097204
273;1.5696;0.40835;-0.15516;0.36978;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22402;-0.097251;0.00093693;0.22418;-0.097406
273.5;1.5739;0.40831;-0.15521;0.36898;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22448;-0.097372;0.00092755;0.22464;-0.097527
274;1.5782;0.40842;-0.15526;0.36828;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22493;-0.097521;0.00092711;0.22509;-0.097678
274.5;1.5824;0.4083;-0.15532;0.36741;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22538;-0.097686;0.00092563;0.22554;-0.097842
275;1.5867;0.40823;-0.15524;0.36649;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22582;-0.097846;0.0009283;0.22598;-0.098003
275.5;1.5909;0.40824;-0.15525;0.36561;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22627;-0.097979;0.00092024;0.22642;-0.098136
276;1.5952;0.40823;-0.15518;0.36467;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22671;-0.098137;0.00091677;0.22687;-0.098295
276.5;1.5995;0.40808;-0.15516;0.3636;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22715;-0.098275;0.00091576;0.2273;-0.098433
277;1.6039;0.40813;-0.15515;0.36256;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22758;-0.098421;0.00092107;0.22773;-0.09858
277.5;1.6082;0.4081;-0.15518;0.36137;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22801;-0.098568;0.00091444;0.22817;-0.098727
278;1.6124;0.40807;-0.15519;0.36021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22844;-0.098701;0.00091652;0.2286;-0.098861
278.5;1.6167;0.40802;-0.15511;0.35889;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22886;-0.098837;0.00091189;0.22902;-0.098997
279;1.6215;0.40809;-0.15513;0.3576;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22934;-0.098956;0.00090927;0.2295;-0.099116
279.5;1.6255;0.40788;-0.15509;0.35599;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22973;-0.099093;0.00090765;0.22989;-0.099253
280;1.63;0.40787;-0.1551;0.35466;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23015;-0.09921;0.00089896;0.23032;-0.099372
280.5;1.6344;0.40778;-0.15508;0.35301;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23055;-0.099333;0.00090562;0.23071;-0.099495
281;1.6391;0.40777;-0.15513;0.35137;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23098;-0.09945;0.00090413;0.23114;-0.099613
281.5;1.6438;0.40765;-0.15506;0.34948;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23139;-0.099543;0.00090731;0.23156;-0.099705
282;1.6485;0.40762;-0.15509;0.34742;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2318;-0.099662;0.00089809;0.23196;-0.099824
282.5;1.6531;0.4075;-0.15507;0.3452;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23217;-0.09975;0.00089985;0.23233;-0.099913
283;1.6581;0.40741;-0.15503;0.34297;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23225;-0.099739;0.00086315;0.23242;-0.099902
283.5;NaN;NaN;NaN;0.32737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;NaN;NaN;NaN;0.28201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284.5;NaN;NaN;NaN;0.2404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;NaN;NaN;NaN;0.19216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285.5;NaN;NaN;NaN;0.15452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;NaN;NaN;NaN;0.11036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286.5;NaN;NaN;NaN;0.069933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;NaN;NaN;NaN;0.029861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287.5;NaN;NaN;NaN;6.86e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
