Date of Test;Material;Sample Geometry;Orientation [°];Test Number;Nominal Speed [mm/min];Thickness [mm];Central Width [mm];Gauge Width / Diameter [mm];Pixel to mm ratio [mm/px];Extensometer 1-4 [mm];Extensometer 2-3 [mm];Extensometer 5-6 [mm];;;;;
30.499;0.0040366;0.00023623;8.3716e-05;0.072932;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0.004027;0.00023633;9.8632e-05;0.074676;0;0;0;0;0;0;0;0;0;0;0;0;0
31.5;0.003996;0.0002192;9.7909e-05;0.07642;0;0;0;0;0;0;0;0;0;0;0;0;0
31.999;0.0041932;0.00018145;0.00017299;0.078155;0;0;0;0;0;0;0;0;0;0;0;0;0
32.5;0.0042951;0.00020255;7.1056e-05;0.080193;0;0;0;0;0;0;0;0;0;0;0;0;0
32.999;0.0043745;0.00020973;0.00016217;0.082055;0;0;0;0;0;0;0;0;0;0;0;0;0
33.499;0.0043997;0.00023634;0.00014336;0.083663;0;0;0;0;0;0;0;0;0;0;0;0;0
33.999;0.0043852;0.00025482;0.00014609;0.085544;0;0;0;0;0;0;0;0;0;0;0;0;0
34.5;0.0045636;0.00028254;0.00011956;0.087406;0;0;0;0;0;0;0;0;0;0;0;0;0
35;0.0045285;0.00023791;9.4627e-05;0.089131;0;0;0;0;0;0;0;0;0;0;0;0;0
35.5;0.0046504;0.0002613;0.0001476;0.090866;0;0;0;0;0;0;0;0;0;0;0;0;0
35.999;0.0047544;0.00029874;0.00014388;0.092747;0;0;0;0;0;0;0;0;0;0;0;0;0
36.5;0.0048208;0.00027941;0.00014203;0.094629;0;0;0;0;0;0;0;0;0;0;0;0;0
37;0.004876;0.00027769;0.00015181;0.096373;0;0;0;0;0;0;0;0;0;0;0;0;0
37.499;0.005048;0.00023613;0.00018594;0.098078;0;0;0;0;0;0;0;0;0;0;0;0;0
37.999;0.0050411;0.00023702;9.0252e-05;0.09995;0;0;0;0;0;0;0;0;0;0;0;0;0
38.5;0.0051378;0.00030375;8.805e-05;0.10182;0;0;0;0;0;0;0;0;0;0;0;0;0
38.999;0.0051791;0.0003297;7.9593e-05;0.10354;0;0;0;0;0;0;0;0;0;0;0;0;0
39.499;0.0052398;0.00030402;8.0265e-05;0.1054;0;0;0;0;0;0;0;0;0;0;0;0;0
40;0.0053227;0.00027037;0.00010392;0.10711;0;0;0;0;0;0;0;0;0;0;0;0;0
40.5;0.0053949;0.00033403;0.00011681;0.10881;0;0;0;0;0;0;0;0;0;0;0;0;0
40.999;0.0054506;0.00031164;5.8504e-05;0.11066;0;0;0;0;0;0;0;0;0;0;0;0;0
41.5;0.0056797;0.0002939;0.00010919;0.11238;0;0;0;0;0;0;0;0;0;0;0;0;0
42;0.0056842;0.00029857;0.00016867;0.11424;0;0;0;0;0;0;0;0;0;0;0;0;0
42.499;0.0058249;0.00027597;0.0001064;0.11611;0;0;0;0;0;0;0;0;0;0;0;0;0
43;0.0058926;0.00032382;0.00012487;0.11771;0;0;0;0;0;0;0;0;0;0;0;0;0
43.499;0.0059055;0.00037813;0.00011045;0.11959;0;0;0;0;0;0;0;0;0;0;0;0;0
43.999;0.0060293;0.00029821;0.00011039;0.12149;0;0;0;0;0;0;0;0;0;0;0;0;0
44.499;0.0062047;0.00037337;0.00011815;0.12325;0;0;0;0;0;0;0;0;0;0;0;0;0
45;0.0063057;0.00027637;0.00012724;0.12502;0;0;0;0;0;0;0;0;0;0;0;0;0
45.5;0.0061915;0.00031905;0.00010834;0.12708;0;0;0;0;0;0;0;0;0;0;0;0;0
46;0.0065157;0.00025539;0.00012178;0.12899;0;0;0;0;0;0;0;0;0;0;0;0;0
46.499;0.0064205;0.00033493;0.00015331;0.13059;0;0;0;0;0;0;0;0;0;0;0;0;0
46.999;0.006585;0.00030748;0.00010162;0.13251;0;0;0;0;0;0;0;0;0;0;0;0;0
47.499;0.0065142;0.00031659;6.1663e-05;0.1343;0;0;0;0;0;0;0;0;0;0;0;0;0
48;0.0068294;0.0003634;0.00014374;0.13626;0;0;0;0;0;0;0;0;0;0;0;0;0
48.499;0.00684;0.0003512;0.00015974;0.13809;0;0;0;0;0;0;0;0;0;0;0;0;0
49;0.0069737;0.00031312;7.898e-05;0.14012;0;0;0;0;0;0;0;0;0;0;0;0;0
49.5;0.0069584;0.00032384;0.00018617;0.14217;0;0;0;0;0;0;0;0;0;0;0;0;0
49.999;0.0071738;0.00030892;0.00012423;0.14427;0;0;0;0;0;0;0;0;0;0;0;0;0
50.499;0.0072944;0.00033046;0.00012617;0.14607;0;0;0;0;0;0;0;0;0;0;0;0;0
50.999;0.0072699;0.00042352;0.00014601;0.14822;0;0;0;0;0;0;0;0;0;0;0;0;0
51.499;0.0074386;0.00044255;0.00013555;0.15041;0;0;0;0;0;0;0;0;0;0;0;0;0
52;0.0075186;0.00034258;0.00013377;0.15245;0;0;0;0;0;0;0;0;0;0;0;0;0
52.5;0.0076242;0.00037847;0.0001576;0.15451;0;0;0;0;0;0;0;0;0;0;0;0;0
52.999;0.0077145;0.00042075;0.00012617;0.15675;0;0;0;0;0;0;0;0;0;0;0;0;0
53.5;0.0078667;0.00047218;8.1294e-05;0.15884;0;0;0;0;0;0;0;0;0;0;0;0;0
54;0.0079849;0.00042962;0.00010092;0.16109;0;0;0;0;0;0;0;0;0;0;0;0;0
54.499;0.0080661;0.0004384;0.000103;0.16336;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0.0081081;0.00045971;0.00011617;0.16528;0;0;0;0;0;0;0;0;0;0;0;0;0
55.5;0.0083657;0.00046402;0.00010573;0.16755;0;0;0;0;0;0;0;0;0;0;0;0;0
55.999;0.0083889;0.00042481;5.7121e-05;0.16981;0;0;0;0;0;0;0;0;0;0;0;0;0
56.499;0.0085174;0.00043292;0.00010483;0.1719;0;0;0;0;0;0;0;0;0;0;0;0;0
57;0.0087189;0.00047865;6.4767e-05;0.17417;0;0;0;0;0;0;0;0;0;0;0;0;0
57.499;0.0089566;0.00050698;0.00012162;0.17646;0;0;0;0;0;0;0;0;0;0;0;0;0
58;0.0089777;0.00055945;8.4259e-05;0.1786;0;0;0;0;0;0;0;0;0;0;0;0;0
58.499;0.0092588;0.00051283;0.00011089;0.18092;0;0;0;0;0;0;0;0;0;0;0;0;0
58.999;0.0092424;0.0004599;0.00010631;0.18289;0;0;0;0;0;0;0;0;0;0;0;0;0
59.499;0.0094132;0.00049951;0.00013154;0.18523;0;0;0;0;0;0;0;0;0;0;0;0;0
60;0.009595;0.00052516;8.4127e-05;0.18777;0;0;0;0;0;0;0;0;0;0;0;0;0
60.499;0.0097368;0.00046678;9.4018e-05;0.18978;0;0;0;0;0;0;0;0;0;0;0;0;0
60.999;0.0099031;0.00048223;0.0001394;0.19216;0;0;0;0;0;0;0;0;0;0;0;0;0
61.5;0.010048;0.00057123;0.0001075;0.19453;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0.010257;0.00054189;5.0463e-05;0.19653;0;0;0;0;0;0;0;0;0;0;0;0;0
62.5;0.010376;0.00058543;3.3395e-05;0.1989;0;0;0;0;0;0;0;0;0;0;0;0;0
62.999;0.010516;0.00054726;8.3353e-05;0.20126;0;0;0;0;0;0;0;0;0;0;0;0;0
63.5;0.010702;0.00065507;7.3586e-05;0.20361;0;0;0;0;0;0;0;0;0;0;0;0;0
64;0.010929;0.00063605;8.0367e-05;0.20578;0;0;0;0;0;0;0;0;0;0;0;0;0
64.5;0.011056;0.00064903;4.6915e-05;0.2081;0;0;0;0;0;0;0;0;0;0;0;0;0
65;0.011192;0.00067966;4.8769e-05;0.21024;0;0;0;0;0;0;0;0;0;0;0;0;0
65.499;0.011421;0.00068473;-1.7687e-05;0.21254;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0.011704;0.00069519;3.1263e-05;0.21449;0;0;0;0;0;0;0;0;0;0;0;0;0
66.499;0.011845;0.0006943;3.4892e-05;0.2168;0;0;0;0;0;0;0;0;0;0;0;0;0
66.999;0.012244;0.0007511;2.7136e-05;0.2191;0;0;0;0;0;0;0;0;0;0;0;0;0
67.5;0.012238;0.00074157;-2.3101e-05;0.22141;0;0;0;0;0;0;0;0;0;0;0;0;0
68;0.012577;0.00075979;-3.6584e-05;0.22355;0;0;0;0;0;0;0;0;0;0;0;0;0
68.499;0.01281;0.00079242;-3.2584e-05;0.22568;0;0;0;0;0;0;0;0;0;0;0;0;0
68.999;0.013004;0.00076602;3.3464e-05;0.22799;0;0;0;0;0;0;0;0;0;0;0;0;0
69.5;0.013317;0.00082234;-5.4222e-05;0.23009;0;0;0;0;0;0;0;0;0;0;0;0;0
69.999;0.013462;0.0008077;-5.7422e-05;0.23236;0;0;0;0;0;0;0;0;0;0;0;0;0
70.5;0.013866;0.00091005;-5.102e-05;0.2344;0;0;0;0;0;0;0;0;0;0;0;0;0
70.999;0.014069;0.00081196;-3.435e-05;0.23658;0;0;0;0;0;0;0;0;0;0;0;0;0
71.5;0.014385;0.00089234;-0.00010141;0.23854;0;0;0;0;0;0;0;0;0;0;0;0;0
72;0.014666;0.00097258;-7.3577e-05;0.24048;0;0;0;0;0;0;0;0;0;0;0;0;0
72.5;0.014942;0.00094389;-0.00012237;0.2427;0;0;0;0;0;0;0;0;0;0;0;0;0
73;0.015184;0.0010546;-8.4601e-05;0.24457;0;0;0;0;0;0;0;0;0;0;0;0;0
73.5;0.015555;0.0010542;-9.7833e-05;0.24642;0;0;0;0;0;0;0;0;0;0;0;0;0
73.999;0.015779;0.0010772;-0.00011504;0.24839;0;0;0;0;0;0;0;0;0;0;0;0;0
74.499;0.016129;0.0011237;-0.00013478;0.25035;0;0;0;0;0;0;0;0;0;0;0;0;0
74.999;0.016438;0.0011628;-0.00016648;0.25211;0;0;0;0;0;0;0;0;0;0;0;0;0
75.499;0.016773;0.0011617;-0.0001443;0.25399;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0.017067;0.0012475;-0.00012508;0.25568;0;0;0;0;0;0;0;0;0;0;0;0;0
76.5;0.017464;0.0012679;-0.00022161;0.25747;0;0;0;0;0;0;0;0;0;0;0;0;0
76.999;0.01787;0.0013304;-0.00022059;0.25908;0;0;0;0;0;0;0;0;0;0;0;0;0
77.499;0.018262;0.0013365;-0.00020778;0.26066;0;0;0;0;0;0;0;0;0;0;0;0;0
78.008;0.018537;0.0013563;-0.00020163;0.26233;0;0;0;0;0;0;0;0;0;0;0;0;0
78.499;0.018918;0.0014313;-0.00026576;0.26395;0;0;0;0;0;0;0;0;0;0;0;0;0
79;0.019395;0.0015699;-0.00026373;0.26556;0;0;0;0;0;0;0;0;0;0;0;0;0
79.499;0.019628;0.0015462;-0.00030844;0.26689;0;0;0;0;0;0;0;0;0;0;0;0;0
79.999;0.020038;0.0015636;-0.00028023;0.26844;0;0;0;0;0;0;0;0;0;0;0;0;0
80.5;0.020488;0.0016172;-0.00028556;0.26985;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0.020929;0.001758;-0.00032336;0.27121;0;0;0;0;0;0;0;0;0;0;0;0;0
81.499;0.021346;0.0017616;-0.00033592;0.27266;0;0;0;0;0;0;0;0;0;0;0;0;0
81.999;0.021663;0.0018514;-0.00034793;0.27407;0;0;0;0;0;0;0;0;0;0;0;0;0
82.499;0.022211;0.001923;-0.00036209;0.27532;0;0;0;0;0;0;0;0;0;0;0;0;0
82.999;0.022484;0.0018889;-0.00037303;0.27665;0;0;0;0;0;0;0;0;0;0;0;0;0
83.499;0.023048;0.0019106;-0.00041554;0.27787;0;0;0;0;0;0;0;0;0;0;0;0;0
83.999;0.023362;0.0020321;-0.00044741;0.27915;0;0;0;0;0;0;0;0;0;0;0;0;0
84.499;0.02389;0.0020993;-0.00045741;0.2803;0;0;0;0;0;0;0;0;0;0;0;0;0
84.999;0.024388;0.0021396;-0.00042906;0.28152;0;0;0;0;0;0;0;0;0;0;0;0;0
85.499;0.024815;0.0022146;-0.00046737;0.28274;0;0;0;0;0;0;0;0;0;0;0;0;0
85.999;0.025302;0.0022489;-0.00049106;0.28384;0;0;0;0;0;0;0;0;0;0;0;0;0
86.499;0.025588;0.002332;-0.0005721;0.28492;0;0;0;0;0;0;0;0;0;0;0;0;0
87;0.025934;0.0023597;-0.00053583;0.28606;0;0;0;0;0;0;0;0;0;0;0;0;0
87.5;0.026437;0.0024114;-0.00058437;0.28708;0;0;0;0;0;0;0;0;0;0;0;0;0
88;0.026961;0.0024419;-0.00060806;0.28818;0;0;0;0;0;0;0;0;0;0;0;0;0
88.499;0.027393;0.0025653;-0.00059593;0.28917;0;0;0;0;0;0;0;0;0;0;0;0;0
88.999;0.027798;0.0025666;-0.00057663;0.29024;0;0;0;0;0;0;0;0;0;0;0;0;0
89.499;0.028232;0.0026305;-0.00059038;0.29129;0;0;0;0;0;0;0;0;0;0;0;0;0
90;0.028762;0.0026373;-0.00061722;0.29223;0;0;0;0;0;0;0;0;0;0;0;0;0
90.499;0.029197;0.0027091;-0.00072246;0.29316;0;0;0;0;0;0;0;0;0;0;0;0;0
90.999;0.029677;0.0027149;-0.0006989;0.29418;0;0;0;0;0;0;0;0;0;0;0;0;0
91.499;0.030261;0.0027356;-0.00073626;0.29517;0;0;0;0;0;0;0;0;0;0;0;0;0
92;0.030741;0.002839;-0.00067844;0.29608;0;0;0;0;0;0;0;0;0;0;0;0;0
92.499;0.031147;0.0029026;-0.00073756;0.29706;0;0;0;0;0;0;0;0;0;0;0;0;0
92.999;0.031653;0.0029162;-0.00072101;0.29794;0;0;0;0;0;0;0;0;0;0;0;0;0
93.5;0.032149;0.002923;-0.00072999;0.29881;0;0;0;0;0;0;0;0;0;0;0;0;0
94;0.032582;0.0030122;-0.00070399;0.29969;0;0;0;0;0;0;0;0;0;0;0;0;0
94.499;0.033093;0.0030756;-0.00082526;0.30063;0;0;0;0;0;0;0;0;0;0;0;0;0
94.999;0.033543;0.0031174;-0.00083405;0.30162;0;0;0;0;0;0;0;0;0;0;0;0;0
95.499;0.034065;0.0031905;-0.00083869;0.3024;0;0;0;0;0;0;0;0;0;0;0;0;0
95.999;0.03453;0.0032339;-0.00077909;0.30323;0;0;0;0;0;0;0;0;0;0;0;0;0
96.5;0.035059;0.0032777;-0.00090343;0.30413;0;0;0;0;0;0;0;0;0;0;0;0;0
96.999;0.035532;0.0033911;-0.00089393;0.30508;0;0;0;0;0;0;0;0;0;0;0;0;0
97.499;0.036066;0.0033906;-0.00091565;0.30583;0;0;0;0;0;0;0;0;0;0;0;0;0
97.999;0.036553;0.0034409;-0.00090415;0.30669;0;0;0;0;0;0;0;0;0;0;0;0;0
98.5;0.037102;0.0034687;-0.00092623;0.30754;0;0;0;0;0;0;0;0;0;0;0;0;0
98.999;0.037605;0.0035365;-0.00095319;0.30832;0;0;0;0;0;0;0;0;0;0;0;0;0
99.5;0.038025;0.0035791;-0.0010244;0.30908;0;0;0;0;0;0;0;0;0;0;0;0;0
99.999;0.038525;0.0036134;-0.00098534;0.30991;0;0;0;0;0;0;0;0;0;0;0;0;0
100.5;0.03902;0.0036472;-0.0010201;0.31071;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0.039773;0.003713;-0.0010006;0.31143;0;0;0;0;0;0;0;0;0;0;0;0;0
101.5;0.040006;0.003819;-0.0010784;0.31218;0;0;0;0;0;0;0;0;0;0;0;0;0
102;0.040668;0.0038354;-0.0010632;0.31295;0;0;0;0;0;0;0;0;0;0;0;0;0
102.5;0.04118;0.0038631;-0.0010995;0.31373;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0.041587;0.0039767;-0.0011046;0.31445;0;0;0;0;0;0;0;0;0;0;0;0;0
103.5;0.042124;0.0039179;-0.0011024;0.31515;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0.042525;0.004018;-0.0011245;0.31589;0;0;0;0;0;0;0;0;0;0;0;0;0
104.5;0.043196;0.0040763;-0.0011625;0.31664;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0.043692;0.0040809;-0.0011886;0.31727;0;0;0;0;0;0;0;0;0;0;0;0;0
105.5;0.044139;0.0041892;-0.0012824;0.31804;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0.044641;0.004182;-0.0012547;0.31872;0;0;0;0;0;0;0;0;0;0;0;0;0
106.5;0.04521;0.004231;-0.0012743;0.31937;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0.045747;0.0043311;-0.0013005;0.32009;0;0;0;0;0;0;0;0;0;0;0;0;0
107.5;0.046132;0.004366;-0.0013792;0.3208;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0.046789;0.0043941;-0.0013041;0.32152;0;0;0;0;0;0;0;0;0;0;0;0;0
108.5;0.047256;0.00448;-0.0014042;0.3221;0;0;0;0;0;0;0;0;0;0;0;0;0
109;0.047764;0.0044734;-0.0013419;0.32279;0;0;0;0;0;0;0;0;0;0;0;0;0
109.5;0.048268;0.0045858;-0.0013809;0.32347;0;0;0;0;0;0;0;0;0;0;0;0;0
110;0.048862;0.0046148;-0.0014871;0.32403;0;0;0;0;0;0;0;0;0;0;0;0;0
110.5;0.049385;0.0045985;-0.0014214;0.3247;0;0;0;0;0;0;0;0;0;0;0;0;0
111;0.050109;0.004713;-0.0015468;0.32535;0;0;0;0;0;0;0;0;0;0;0;0;0
111.5;0.050402;0.0047764;-0.0015122;0.32599;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0.050915;0.0048467;-0.0016006;0.32654;0;0;0;0;0;0;0;0;0;0;0;0;0
112.5;0.051447;0.0049388;-0.0015347;0.32717;0;0;0;0;0;0;0;0;0;0;0;0;0
113;0.051971;0.0048962;-0.0015319;0.32779;0;0;0;0;0;0;0;0;0;0;0;0;0
113.5;0.052407;0.0049846;-0.0016251;0.32843;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0.052904;0.0050728;-0.0016179;0.329;0;0;0;0;0;0;0;0;0;0;0;0;0
114.5;0.053488;0.0052116;-0.0016923;0.32956;0;0;0;0;0;0;0;0;0;0;0;0;0
115;0.054116;0.0051907;-0.001722;0.33018;0;0;0;0;0;0;0;0;0;0;0;0;0
115.5;0.054764;0.0052378;-0.0017298;0.3308;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0.055253;0.005315;-0.0017206;0.33131;0;0;0;0;0;0;0;0;0;0;0;0;0
116.5;0.055816;0.005397;-0.0017529;0.33192;0;0;0;0;0;0;0;0;0;0;0;0;0
117;0.056261;0.0054164;-0.0017813;0.33251;0;0;0;0;0;0;0;0;0;0;0;0;0
117.5;0.056793;0.0054611;-0.0018736;0.33307;0;0;0;0;0;0;0;0;0;0;0;0;0
118;0.05728;0.0054399;-0.0018372;0.33368;0;0;0;0;0;0;0;0;0;0;0;0;0
118.5;0.057783;0.0055157;-0.0018668;0.33423;0;0;0;0;0;0;0;0;0;0;0;0;0
119;0.05838;0.0055389;-0.0019432;0.33481;0;0;0;0;0;0;0;0;0;0;0;0;0
119.5;0.058944;0.0056486;-0.0019282;0.33539;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0.059546;0.0056616;-0.0019733;0.33588;0;0;0;0;0;0;0;0;0;0;0;0;0
120.5;0.059968;0.0058262;-0.0020312;0.33648;0;0;0;0;0;0;0;0;0;0;0;0;0
121;0.060636;0.0058282;-0.0020543;0.33701;0;0;0;0;0;0;0;0;0;0;0;0;0
121.5;0.061117;0.0058401;-0.0019869;0.33752;0;0;0;0;0;0;0;0;0;0;0;0;0
122;0.061635;0.0059224;-0.0020732;0.33803;0;0;0;0;0;0;0;0;0;0;0;0;0
122.5;0.062245;0.0059581;-0.0021492;0.33858;0;0;0;0;0;0;0;0;0;0;0;0;0
123;0.062809;0.0060799;-0.0021482;0.33912;0;0;0;0;0;0;0;0;0;0;0;0;0
123.5;0.063264;0.0061294;-0.0022132;0.33961;0;0;0;0;0;0;0;0;0;0;0;0;0
124;0.063836;0.0061308;-0.0022004;0.34011;0;0;0;0;0;0;0;0;0;0;0;0;0
124.5;0.064456;0.0061426;-0.0022173;0.34064;0;0;0;0;0;0;0;0;0;0;0;0;0
125;0.064923;0.0062712;-0.0021894;0.34117;0;0;0;0;0;0;0;0;0;0;0;0;0
125.5;0.065501;0.0063295;-0.00223;0.3417;0;0;0;0;0;0;0;0;0;0;0;0;0
126;0.066044;0.0063934;-0.0023558;0.34218;0;0;0;0;0;0;0;0;0;0;0;0;0
